web_scraper_order,web_scraper_start_url,data,data2,data3,data5,data6,data7,data8,data9,data10,data11,data12,data13,data14,position,data15,image,data16,data17,data18,data19,data20,image2,image3,data4
1775582554-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d24190348-Reviews-Oven_Mozzarella_Preciados-Madrid.html,Jordan D,¡Buenísima experiencia!,"Un sitio magnífico para cenar bien, muy buenos postres y personal muy atento. Especialmente María ¡muy amable y atenta!",Escrita el 26 de julio de 2025,1 contribución,,1 contribución,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",1.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ea/b2/default-avatar-2020-69.jpg?w=100&h=-1&s=1,,,Leer más,,0.0,,,
1775582554-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d24190348-Reviews-Oven_Mozzarella_Preciados-Madrid.html,DayTrip61937827223,Muy buena atención,"Comida súper deliciosa y a muy buen precio, súper recomendado, hemos pedido pizzas para compartir y la cerveza malquerida que está muy bien para este calor",Escrita el 26 de julio de 2025,1 contribución,,1 contribución,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",1.0,,,,,Leer más,,0.0,,,
1775582554-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d24190348-Reviews-Oven_Mozzarella_Preciados-Madrid.html,Indira R,Si deseas come bien te recomiendo este restaurant,"Excelente lugar, muy bonito, tranquilo, la comida exquisita, lo recomiendo totalmente, buena atención en especial de la señora maria, un buen ambiente",Escrita el 26 de julio de 2025,1 contribución,,"Lisboa, Portugal",,Calidad/precio,Ambiente,Servicio,Comida,,1.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/eb/default-avatar-2020-27.jpg?w=100&h=-1&s=1,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,0.0,,,
1775582554-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d24190348-Reviews-Oven_Mozzarella_Preciados-Madrid.html,Rodrigo V,10/10,"Estupenda atención, y trato super bueno, estupenda comida, pizzas y ensaladas estupendas

Atendidos por Jaime, Maria y Anastasia",Escrita el 26 de julio de 2025,1 contribución,,1 contribución,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",1.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/de/5a/default-avatar-2020-36.jpg?w=100&h=-1&s=1,,,Leer más,,0.0,,,
1775582554-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d24190348-Reviews-Oven_Mozzarella_Preciados-Madrid.html,Ruben G,Comida,"Maria nos atendió genial y la comida estaba rica, el entorno agradable , primer sitio donde pido cafe con leche fria y asi es !",Escrita el 26 de julio de 2025,5 contribuciones,,"Madrid, España",,Calidad/precio,Ambiente,Servicio,Comida,,5.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f6/0d/default-avatar-2020-34.jpg?w=100&h=-1&s=1,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,0.0,,,
1775582554-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d24190348-Reviews-Oven_Mozzarella_Preciados-Madrid.html,Estefani O,Un magnífico lugar,"Excelente atención por Maria, y la comida deliciosa, el lugar muy bonito y agradable,
Sin duda volvería siempre, un gran lugar para comer comida italiana en Madrid",Escrita el 26 de julio de 2025,1 contribución,,1 contribución,,,,,,,1.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e4/59/default-avatar-2020-49.jpg?w=100&h=-1&s=1,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,0.0,,,
1775582554-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d24190348-Reviews-Oven_Mozzarella_Preciados-Madrid.html,Sonia V,,"Restaurante muy agradable, comida muy rica y personal muy amable. Nos atendieron Lisset y Carpio y fueron encantadores, sin duda volveremos.",Escrita el 24 de julio de 2025,1 contribución,,1 contribución,,Calidad/precio,Ambiente,Servicio,Comida,La pizza originale muy rica,1.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/de/e7/default-avatar-2020-37.jpg?w=100&h=-1&s=1,,,Leer más,,0.0,,,
1775582554-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d24190348-Reviews-Oven_Mozzarella_Preciados-Madrid.html,Trail58947174118,Atención y comida. Excelente atención de María,Excelente atención de María. Hermoso el lugar y la comida riquísima. Muy buena ubicación y muy amplio el lugar. Todo fue excelente,Escrita el 20 de julio de 2025,2 contribuciones,,2 contribuciones,,Calidad/precio,Ambiente,Servicio,Comida,,2.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ee/68/default-avatar-2020-9.jpg?w=100&h=-1&s=1,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,0.0,,,
1775582554-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d24190348-Reviews-Oven_Mozzarella_Preciados-Madrid.html,Luis L,María Villa,"Todo bien,local muy acogedor, la comida perfecta y la atención correcta y cercana, nada malo que decir, quizá un poquito más de iluminación",Escrita el 20 de julio de 2025,1 contribución,,1 contribución,,Calidad/precio,Ambiente,Servicio,Comida,,1.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ea/74/default-avatar-2020-68.jpg?w=100&h=-1&s=1,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,0.0,,,
1775582554-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d24190348-Reviews-Oven_Mozzarella_Preciados-Madrid.html,Elżbieta O,Maria,"Vine con mi novio, comida muy rica y el servicio con Maria, ella fue muy amable. Lo aconsejamos 
,.....,................",Escrita el 19 de julio de 2025,1 contribución,,1 contribución,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",1.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e4/2d/default-avatar-2020-48.jpg?w=100&h=-1&s=1,,,Leer más,,0.0,,,
1775582554-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d24190348-Reviews-Oven_Mozzarella_Preciados-Madrid.html,Jesús Marcelo S,Buen lugar para cenar con amigos,Deliciosa la comida y el staff muy amable! Nos recibieron muy bien y siempre al tanto de que tuviéramos una muy buena experiencia,Escrita el 16 de julio de 2025,1 contribución,,1 contribución,,Calidad/precio,Ambiente,Servicio,Comida,,1.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ec/a2/default-avatar-2020-3.jpg?w=100&h=-1&s=1,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,0.0,,,
1775582503-1,https://www.tripadvisor.es/Restaurant_Review-g187514-d24190348-Reviews-Oven_Mozzarella_Preciados-Madrid.html,Buen Lugar!,Javi,"Hermoso lugar! Buena comida y atención.
Compartimos una tabla, todo muy fresco y bien presentado.
Lo recomiendo 100% !",12 contribuciones,12,Escrita el 11 de diciembre de 2025,12 contribuciones,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,,,,,,,,Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/34/4e/f9/caption.jpg?w=100&h=-1&s=1,,
1775582503-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d24190348-Reviews-Oven_Mozzarella_Preciados-Madrid.html,Comida aceptable y servicio pésimo con alguna excepción,Lady M,"El pasado 29 de noviembre tenía una reserva para 5 personas y me atendió en la entrada una señorita.
El primer problema empezó cuando no pudimos ninguna de las 5 personas leer QR de la carta por lo que pedimos una carta en papel, nos trajeron una carta “en inglés” y sin precios por lo que me dirigí a la señorita que me atendió en la entrada que “literalmente me dejó con la palabra en la boca” y me dijo que “ella no hablaba español”. Me quedé estupefacta porque un ratito antes me había atendido en la entrada en castellano y le volví a preguntar y otra vez salió andando sin hacerme ningún caso y me dijo que preguntara a un camarero de la barra que ella” no sabía hablar en español”, el camarero llamó al encargado, que fue muy amable, porque tampoco disponen de carta en papel en castellano y con precios.
Los restaurantes están obligados a mostrar sus precios con IVA en sus cartas físicas o listas de precios visibles, lo contario es ilegal, pero es verdad que fui atendida amablemente por el encargado que me trajo una Tablet con los precios, aunque insisto que eso no es legal, y también es un dispositivo electrónico.
La comida aceptable, algunos platos mejor que otros y el restaurante está bien decorado y acondicionado.",1 contribución,1,Escrita el 4 de diciembre de 2025,1 contribución,En general no lo recomiendo ya que me decepcionó el trato,,Calidad/precio,Ambiente,Servicio,Comida,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,,,
1775582503-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d24190348-Reviews-Oven_Mozzarella_Preciados-Madrid.html,Comida cara para un restaurante con poco personal,Pam C,"La comida estaba bien, pero el pobre camarero estaba abrumado y no recibió mucha ayuda. Servicio en España es lento, pero todo aquí era lento para la comida que estaba bien. Los propietarios deben buscar conseguir más personal para mejorar la experiencia - si Servicio es bueno la gente puede pasar por alto mucho. Además, la ensalada verde por 10 euros era honestamente muy caro.",13 contribuciones,13,Escrita el 7 de noviembre de 2025,Washington,,Mostrar original,Calidad/precio,Ambiente,Servicio,Comida,,Traducido automáticamente,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e9/bb/default-avatar-2020-65.jpg?w=100&h=-1&s=1,,
1775582503-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d24190348-Reviews-Oven_Mozzarella_Preciados-Madrid.html,¡Añade a la parte superior de tu lista!,Debbie H,"Entramos por la puerta de atrás, sin saber nada mejor, pero el Servicio y la comida era de primera categoría! El pan solo era una razón para volver, delicioso! Nunca olvidaré HORNO, todo fue absolutamente increíble! Echa un vistazo a mis fotos, hablan por sí mismas.",304 contribuciones,304,Escrita el 22 de octubre de 2025,"Springfield, Illinois",,Mostrar original,Calidad/precio,Ambiente,Servicio,Comida,,Traducido automáticamente,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/7b/ce/81/caption.jpg?w=300&h=300&s=1,,,Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-s/02/28/1f/70/dh64.jpg?w=100&h=-1&s=1,,
1775582503-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d24190348-Reviews-Oven_Mozzarella_Preciados-Madrid.html,"Buena comida, mal Servicio.",medicineman,"La comida era fantástica y auténtica comida italiana en España, pero el Servicio era horrendo. Tuve que preguntar muchas veces dónde estaba nuestra comida. Gente servida antes que nosotros.",112 contribuciones,112,Escrita el 17 de octubre de 2025,"Medicine Hat, Canadá",,Mostrar original,,,,,,Traducido automáticamente,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ee/10/default-avatar-2020-8.jpg?w=100&h=-1&s=1,,
1775582503-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d24190348-Reviews-Oven_Mozzarella_Preciados-Madrid.html,Fue bueno.,Traveler16269851369,María era nuestro servidor y ella era genial. Me encantó la comida y el ambiente aquí en este restaurante. Volveré por algo más de esto,1 contribución,1,Escrita el 5 de octubre de 2025,1 contribución,,Mostrar original,,,,,,Traducido automáticamente,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/4f/c4/b2/caption.jpg?w=300&h=300&s=1,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e4/59/default-avatar-2020-49.jpg?w=100&h=-1&s=1,,
1775582503-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d24190348-Reviews-Oven_Mozzarella_Preciados-Madrid.html,Excelente lugar . Recomendable . Un 10,Adriana S,"Muy rica la comida y en especial la atención recibido por parte de Maria y Anastasia , muy atentas , simpáticas y cordiales. Hermoso ambiente .",1 contribución,1,Escrita el 4 de octubre de 2025,1 contribución,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,,,,,,,,Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f6/0d/default-avatar-2020-34.jpg?w=100&h=-1&s=1,,
1775582503-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d24190348-Reviews-Oven_Mozzarella_Preciados-Madrid.html,Excelente atencion,Daniel B,"Jamás en mi vida me atendieron taaaaaaan bien, María y Anastasia nos brindaron el mejor servicio que pude tener, un exito",1 contribución,1,Escrita el 4 de octubre de 2025,1 contribución,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,,,,,,,,Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/7c/01/default-avatar-2020-5.jpg?w=100&h=-1&s=1,,
1775582503-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d24190348-Reviews-Oven_Mozzarella_Preciados-Madrid.html,"Sin buscarlo, lo encontramos. Grata sorpresa.",Cristina H,"Estuvimos 4 días en Madrid y probamos cena y almuerzo en Oven Muzzarella. En ambas oportunidades fueron muy buenas experiencias. La comida muy gustosa, buenas porciones y muy buen servicio. La pasta, carnes y pizzas, que fue todo lo que probamos, fueron muy buenas elecciones. Se destaca la pasta con recetas novedosas. Recomiendo y volveremos.",4 contribuciones,4,Escrita el 4 de octubre de 2025,Uruguay,La pasta muy buena! Aunque todo lo que probamos es muy rico! Novedoso y sabroso.,,Calidad/precio,Ambiente,Servicio,Comida,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ee/db/default-avatar-2020-10.jpg?w=100&h=-1&s=1,,
1775582503-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d24190348-Reviews-Oven_Mozzarella_Preciados-Madrid.html,Atención recomendada,Paradise47224331753,"Perfecta atención por parte de María, muy atenta a nosotros durante toda la cena. Volvería a repetir la experiencia, es un sitio muy agradable.",1 contribución,1,Escrita el 4 de octubre de 2025,1 contribución,,,Calidad/precio,Ambiente,Servicio,Comida,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,,
1775582503-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d24190348-Reviews-Oven_Mozzarella_Preciados-Madrid.html,Excelente trato por parte del personal,Sehra E,"Nos atendió María y ha sido amable, atenta y estuvo pendiente de darnos el mejor servicio en todo momento. La comida deliciosa como siempre.",1 contribución,1,Escrita el 4 de octubre de 2025,1 contribución,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,,,,,,,,Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f3/23/default-avatar-2020-28.jpg?w=100&h=-1&s=1,,
1775582503-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d24190348-Reviews-Oven_Mozzarella_Preciados-Madrid.html,Excelente servicio,lina s,"Excelente servicio de Maria. Un lugar muy agradable. Lo recomendamos mucho. Nos sentamos a descansar, pasar la tarde y tomarnos unos vinos",2 contribuciones,2,Escrita el 28 de septiembre de 2025,2 contribuciones,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,,,,,,,,Leer más,0,,,,
1775582503-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d24190348-Reviews-Oven_Mozzarella_Preciados-Madrid.html,Buen servicio y cena!,Stephanie,"María nos atendió y fue muy amable con nosotras. La pizza, ensalada, y sangría (recomendada por María) fue excelente!!",6 contribuciones,6,Escrita el 28 de septiembre de 2025,6 contribuciones,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/3f/ab/ee/caption.jpg?w=300&h=300&s=1,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,,
1775582503-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d24190348-Reviews-Oven_Mozzarella_Preciados-Madrid.html,Unos platos de pasta elaborados demasiado rápido.,Juan Carlos Rubio,"Habíamos ido, en múltiples ocasiones, a otros locales de la misma marca. La experiencia en este, ya anticipamos, no ha sido positiva.
Pedimos una cesta de pan casero, que estaba aceptable. De postre, un tiramisú casero, también correcto.
De platos, una carbonara 3.0, y un gnocchi artesanal con tomate confitado y burrata. 
Desde que nos tomaron la comanda hasta que nos sirvieron los dos platos, transcurrieron cinco minutos (ni uno menos). Es imposible elaborar dos platos de pasta de calidad en ese tiempo récord.
Y, como era esperable, los platos no estaban a la altura de las circunstancias (especialmente la carbonara). Ni en temperatura, ni en sabor, ni en punto de cocción.
Una decepción, máxime si comparamos con los otros dos establecimientos, de la misma marca, sitos en la Gran Vía.
Y un coste elevado en relación a la calidad y cantidad de los platos.",231 contribuciones,231,Escrita el 28 de septiembre de 2025,"Palma de Mallorca, España",,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/3f/9e/9c/caption.jpg?w=300&h=300&s=1,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/36/47/8d/juan-carlos-r.jpg?w=100&h=-1&s=1,,
1775582503-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d24190348-Reviews-Oven_Mozzarella_Preciados-Madrid.html,Experiencia,Lady M,"Sitio muy recomendable la comida muy buena, las croquetas riquísimas. Nos atendió Maria fue muy atenta y cordial en la atención",1 contribución,1,Escrita el 28 de septiembre de 2025,1 contribución,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,,,,,,,,Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/6d/default-avatar-2020-19.jpg?w=100&h=-1&s=1,,
1775582539-1,https://www.tripadvisor.es/Restaurant_Review-g187514-d24190348-Reviews-Oven_Mozzarella_Preciados-Madrid.html,Excelente cena,juan m,"Una gran cena, todo bueno y gran atención del camarero Marcelo. Recomendamos la experiencia y, en concreto, la pizza cuatro quesos",Escrita el 10 de septiembre de 2025,,1 contribución,,Calidad/precio,Ambiente,Servicio,Comida,,,1.0,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/59/default-avatar-2020-24.jpg?w=100&h=-1&s=1,,,,Leer más,0.0,,,
1775582539-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d24190348-Reviews-Oven_Mozzarella_Preciados-Madrid.html,Mozzarella al horno.,Michael C,"Marcello nos sirvió que era muy bueno. La comida era preciosa, gran ambiente. Muy bueno hablaba bien inglés. , .. .. .. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .",Escrita el 10 de septiembre de 2025,,1 contribución,,Calidad/precio,Ambiente,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",1.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/b8/default-avatar-2020-26.jpg?w=100&h=-1&s=1,,,,Leer más,0.0,,,
1775582539-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d24190348-Reviews-Oven_Mozzarella_Preciados-Madrid.html,Buena experiencia y buena pizza,Laura,"Estaba por el centro y entré a este sitio a comer. Me atendieron muy bien, sobre todo mi camarera Aroa, atenta, educada y te atiende con una sonrisa, muchas gracias. El broche a mi último día de vacaciones. La pizza buenísima, pedí l'originale, es pizza italiana de verdad. Volveré!",Escrita el 10 de septiembre de 2025,,3 contribuciones,,Calidad/precio,Ambiente,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",3.0,,,,,,Leer más,0.0,,,
1775582539-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d24190348-Reviews-Oven_Mozzarella_Preciados-Madrid.html,Experiencia agradable y cercana,Paula L,"Vine a tomar algo y Haty me recomendó una limonada y la verdad fue todo un acierto. He pasado un rato agradable, la atención de Haty fue impecable, amable, educada y muy risueña. Seguro volveré por el trato recibido.",Escrita el 9 de septiembre de 2025,,2 contribuciones,,Calidad/precio,Ambiente,Servicio,Comida,,,2.0,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f4/d0/default-avatar-2020-33.jpg?w=100&h=-1&s=1,,,,Leer más,0.0,,,
1775582539-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d24190348-Reviews-Oven_Mozzarella_Preciados-Madrid.html,Restaurante oven,Cindy S,"El restaurante y la atención de Aroa fue extraordinaria, el carisma y su servicio hizo de nuestra visita al restaurante fuera inolvidable. La comida fenomenal, se pidió una lasagna bolagnesa, pan de ajo y la estralla de oven tanto a mi esposa como a mi nos encantó cada plato.  Los sabores se podian distinguir sin dificultad alguna, convirtiéndose en una explosión de sabores en el paladar.  Y en cuanto al local, muy limpio, música agradable en fin toda la experiencia fue sumamente grata. Lo recomiendo al 101%",Escrita el 9 de septiembre de 2025,,1 contribución,,Calidad/precio,Ambiente,Servicio,Comida,"Pueden ir en todal comodidad, les va a encantar la experiencia, tanto la comida y el ambiente y
 Sobre todo el trato del personal.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",1.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ec/3d/default-avatar-2020-1.jpg?w=100&h=-1&s=1,,,,Leer más,0.0,,,
1775582539-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d24190348-Reviews-Oven_Mozzarella_Preciados-Madrid.html,Comida en Madrid,Ana Maria T,Es la segunda vez que venimos. La comida muy buena y el personal aún mejor. Lissett demostró ser una gran profesional. Estuvo todo el rato pendiente de que no nos faltase nada y nos asesoró sobre la carta. Sin duda repetiremos.,Escrita el 26 de agosto de 2025,,3 contribuciones,,Calidad/precio,Ambiente,Servicio,Comida,,,3.0,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f3/e4/default-avatar-2020-30.jpg?w=100&h=-1&s=1,,,,Leer más,0.0,,,
1775582539-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d24190348-Reviews-Oven_Mozzarella_Preciados-Madrid.html,Buena experiencia,Verónica G,"Buena comida y buen servicio. Muy amables las camareras Maris y Estrella.Pedimos dos pizzas, una BBQ y otra carbonara y las dos muy buenas. Hemos venido ya varias veces",Escrita el 25 de agosto de 2025,,1 contribución,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,1.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/6d/default-avatar-2020-19.jpg?w=100&h=-1&s=1,,,,Leer más,0.0,,,
1775582539-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d24190348-Reviews-Oven_Mozzarella_Preciados-Madrid.html,Muy bueno!!!!,FrequentFlier606625,"Muy bueno todo, la comida, la atención del personal y especialmente de la camarera Lissett, sabe explicar muy bien los plantos. Volveré.",Escrita el 20 de agosto de 2025,,1 contribución,,Calidad/precio,Ambiente,Servicio,Comida,,,1.0,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/de/e7/default-avatar-2020-37.jpg?w=100&h=-1&s=1,,,,Leer más,0.0,,,
1775582539-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d24190348-Reviews-Oven_Mozzarella_Preciados-Madrid.html,Todo esta x y lo ponen como si fuera muy buena opción,JessicaPatron,"No me gustó mi platillo que fue el de los gnocchis…la salsa de tomate sabía a salsa catsup y son unas bolotas los gnocchis 
El pan insípido y las otras pastas normales. Los postres x
Vi la calificación y los comentarios y nos animamos!  
No volveríamos..
Hemos comido mucho mejor por 130 euros",Escrita el 16 de agosto de 2025,"Sentimos mucho que tu experiencia con los gnocchis no haya sido la esperada. Agradecemos tu comentario, ya que nos ayuda a mejorar. Tomaremos nota sobre la salsa para seguir perfeccionando nuestros platos. Esperamos que nos des otra oportunidad en el futuro.",6 contribuciones,Jaime Vicente,Calidad/precio,Ambiente,Servicio,Comida,,,6.0,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Escrita el 18 de agosto de 2025,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/ea/default-avatar-2020-63.jpg?w=100&h=-1&s=1,,
