web_scraper_order,web_scraper_start_url,data,data2,data3,data5,data6,data7,position,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,data18,image,image2,data19,image3,data20,data21,data22,data23,data24
1775472500-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d8735932-Reviews-Oven_Mozzarella_Gran_Via_6-Madrid.html,Comida espectacular,Marta M,"La comida es espectacular. Estaba todo buenísimo. Pedimos el pan de ajo, la lasaña y una pizza,  todo increíble. El ambiente muy chulo, lo más flojo el servicio",38 contribuciones,Escrita el 25 de marzo de 2025,"Alcobendas, España",38.0,,Calidad/precio,Ambiente,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ed/00/default-avatar-2020-4.jpg?w=100&h=-1&s=1,,,,,
1775472500-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d8735932-Reviews-Oven_Mozzarella_Gran_Via_6-Madrid.html,10/10,Boss H,"La reserva para mesa por web era perfecto, la comida increíble y cosas muy agradables y amables. La masa de pizza es una de las mejores.",3 contribuciones,Escrita el 15 de marzo de 2025,3 contribuciones,3.0,,,,,,Mostrar original,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Traducido automáticamente,Leer más,0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/5a/31/cf/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/5a/31/d0/caption.jpg?w=300&h=300&s=1,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/42/default-avatar-2020-20.jpg?w=100&h=-1&s=1,,,,,
1775472500-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d8735932-Reviews-Oven_Mozzarella_Gran_Via_6-Madrid.html,"O Ven, o te lo pierdes.",Gastrolopia,"Una de mis pizzerías favoritas, que nunca defrauda, 
Burrata Oven: Mézclum de lechugas gourmet, pimienta rosa, tomate soleado, aceitunas negras, nueces y pesto. Muy buena.       PIZZA L’ORIGINALE 
Salsa de tomate daterinno amarillo, Guancialle crujiente, tomate secci, cebolla confitada en vino tinto, nubes de burrata, albahaca fresca y un toque de pistacho.  Fina y crujiente tal como la pedimos.",2405 contribuciones,Escrita el 12 de marzo de 2025,Madrid,2405.0,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/47/f0/54/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/47/f0/55/caption.jpg?w=300&h=300&s=1,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/c3/58/31/gastrolopia.jpg?w=100&h=-1&s=1,,,,,
1775472500-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d8735932-Reviews-Oven_Mozzarella_Gran_Via_6-Madrid.html,Excelente,mary p,"Roberto nuestro camarero era fabuloso! Nos recomendó como entrante la Burrata de Trufa. Como comida principal mi amigo tenía la Burrata de Horno y yo la Burrata de Trufa. Super delicioso! Si decides venir, por favor saluda a Roberto.",3 contribuciones,Escrita el 9 de marzo de 2025,3 contribuciones,3.0,,Calidad/precio,Ambiente,Servicio,Comida,Mostrar original,,,Traducido automáticamente,Leer más,0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/41/a4/28/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/41/a4/76/caption.jpg?w=300&h=300&s=1,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/b8/default-avatar-2020-26.jpg?w=100&h=-1&s=1,,,,,
1775472500-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d8735932-Reviews-Oven_Mozzarella_Gran_Via_6-Madrid.html,Terrible atención al cliente,angelica n,"La comida era buena, el servicio era terrible. Mi hija y otros 2 amigos fueron a celebrar un cumpleaños, supongo que porque son menores de 18 años, nadie les prestó atención. Cuando llegaron al restaurante estaba casi vacío, y los camareros estaban hablando entre ellos. Empezaron a asistir nuevos invitados y continúan ignorando la mesa con las chicas. Tardaron una eternidad en tomar la orden, por lo que las chicas tuvieron que inhalar rápidamente casi su cena porque era hora de volver a casa. Terrible servicio",2 contribuciones,Escrita el 1 de marzo de 2025,2 contribuciones,2.0,,Calidad/precio,Ambiente,Servicio,Comida,Mostrar original,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Traducido automáticamente,Leer más,0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/24/default-avatar-2020-60.jpg?w=100&h=-1&s=1,,,,,
1775472500-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d8735932-Reviews-Oven_Mozzarella_Gran_Via_6-Madrid.html,Ambiente muy agradable y comida,UnclePen,"Tenían un gran menú, pero tuvimos un almuerzo tardío, así que fuimos con la ensalada Pesto y Polo y Tartufata foccia. Se prepararon de forma experta y la ensalada tenía pasta y pollo, así que tuvimos mucho para comer. 

Este es un restaurante muy agradable.",1800 contribuciones,Escrita el 23 de febrero de 2025,"Creedmoor, Carolina del Norte",1800.0,,,,,,Mostrar original,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Traducido automáticamente,Leer más,0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/01/61/19/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/01/61/1a/caption.jpg?w=300&h=300&s=1,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/27/1d/84/8a/hlmraleigh.jpg?w=100&h=-1&s=1,,,,,
1775472500-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d8735932-Reviews-Oven_Mozzarella_Gran_Via_6-Madrid.html,Pizza,alejandrorZ3619ZI,"No pida pizza, los cuatro quesos eran una mezcla pobre de quesos de bajo costo. 
Tal vez otras placas son buenas como se ve en otras reseñas",10 contribuciones,Escrita el 18 de febrero de 2025,"Castellón de la Plana, España",10.0,,Calidad/precio,Ambiente,Servicio,Comida,Mostrar original,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Traducido automáticamente,Leer más,0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/a7/default-avatar-2020-44.jpg?w=100&h=-1&s=1,,,,,
1775472500-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d8735932-Reviews-Oven_Mozzarella_Gran_Via_6-Madrid.html,Pasta demasiado cocida y sobrepreciosa,KateDonovan13,Pasta demasiado cocida y precios caros. Tenía ñoquis y era papilla. El servicio está bien. No recomendaría en particular.,16 contribuciones,Escrita el 17 de febrero de 2025,"Manchester, Reino Unido",16.0,,,,,,Mostrar original,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Traducido automáticamente,Leer más,0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f0/48/default-avatar-2020-15.jpg?w=100&h=-1&s=1,,,,,
1775472500-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d8735932-Reviews-Oven_Mozzarella_Gran_Via_6-Madrid.html,Gente atenta y encantadora,Jesus S,"Llegamos muy justos de tiempo pues íbamos al teatro, se lo hicimos saber a la gente encantadora que nos atendió, y nos trataron genial, allíntodo el mundo conocía nuestro apuro. Nos sirvieron muy rápido, y las pizzas deliciosas! Mil gracias a Jileng y Jessy que nos atendieron, abrazo",6 contribuciones,Escrita el 2 de febrero de 2025,6 contribuciones,6.0,,Calidad/precio,Ambiente,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ef/9c/default-avatar-2020-14.jpg?w=100&h=-1&s=1,,,,,
1775472500-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d8735932-Reviews-Oven_Mozzarella_Gran_Via_6-Madrid.html,Comida,Leyva P,"Muy buena la comida. Jessica , camarera, me sirvió 2 copas de vino a 5,50 la copa habiendo vinos en carta como Ramon Bilbao. a 3 euros sin preguntar.
Podía haber pedido una botella x los 11 euros q me cobró sin darme opción y poniendo el más caro con muchísima diferencia.
Le he dado las gracias a Jessica.
Eso no se hace",1 contribución,Escrita el 30 de enero de 2025,1 contribución,1.0,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,,,,,,Leer más,0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/ea/default-avatar-2020-63.jpg?w=100&h=-1&s=1,,,,,
1775472500-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d8735932-Reviews-Oven_Mozzarella_Gran_Via_6-Madrid.html,Servicio de primer nivel y comida de calidad.,nevesorroz,"Fui allí como 3 veces con mi gf, su pizza margherita era realmente increíble. Uno de los mejores que he tenido en mi vida. El pepperoni estaba muy bueno también, también probaron su lasaña. No era tan fan para los dos últimos, pero la margherita y el servicio era simplemente increíble. Mi GF realmente me encantó el lugar también, y las bebidas de limonada (fresa era mejor).",5 contribuciones,Escrita el 28 de enero de 2025,"Bergen, Noruega",5.0,,Calidad/precio,Ambiente,Servicio,Comida,Mostrar original,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Traducido automáticamente,Leer más,1,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2e/b0/13/66/curiosity01343873687.jpg?w=100&h=-1&s=1,,,,,
1775472302-1,https://www.tripadvisor.es/Restaurant_Review-g187514-d8735932-Reviews-Oven_Mozzarella_Gran_Via_6-Madrid.html,Mala atencion,Victor R,Después de 20 minutos de espera ni nos preguntaron por la bebida nos levantamos y nos fuimod,1 contribución,Escrita el 14 de marzo de 2026,1 contribución,1.0,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,Leer más,0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/a3/default-avatar-2020-38.jpg?w=100&h=-1&s=1,,,,,,,,
1775472302-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d8735932-Reviews-Oven_Mozzarella_Gran_Via_6-Madrid.html,Peor no mejor la última vez nunca más.,Navigator25086608315,"Servicio cero disculpas ninguna
Hablando a nuestras espaldas. 
Comida no buena. 
El único que trató de hacerlo lo mejor posible fue el dominicano. Era amable. Al final primera y última vez sin duda no se recomienda. Lamento la mala decisión de venir aquí. No malgastes tu dinero. Hay mejores lugares para gastar dinero.",1 contribución,Escrita el 30 de enero de 2026,1 contribución,1.0,Calidad/precio,Ambiente,Servicio,Comida,Mostrar original,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Traducido automáticamente,,Leer más,0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ea/b2/default-avatar-2020-69.jpg?w=100&h=-1&s=1,,,,,,,,
1775472302-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d8735932-Reviews-Oven_Mozzarella_Gran_Via_6-Madrid.html,Perfecto,Mobile39982542420,"Uno de los mejores restaurante de la zona todo era perfecto los postres eran increíbles 10 / 10 lo recomendaría. El servicio era muy bueno, el personal era amable.",1 contribución,Escrita el 29 de enero de 2026,1 contribución,1.0,Calidad/precio,Ambiente,Servicio,Comida,Mostrar original,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Traducido automáticamente,,Leer más,0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/b8/default-avatar-2020-22.jpg?w=100&h=-1&s=1,,,,,,,,
1775472302-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d8735932-Reviews-Oven_Mozzarella_Gran_Via_6-Madrid.html,Vergonzosa la atención,Alicia R,"Después de cenar con mi familia, pagamos y al salir viene la chica como una loca gritando y diciéndonos si habíamos pagado, todo el mundo mirándonos , fue vergonzoso hasta que la camarera que nos cobró se lo confirmó. Ni una disculpa. Primera y última vez  . Muy mal Oven hay que ser más profesional y si hacéis las cosas mal y os equivocáis mínimo pedir disculpas, menuda maleducada la camarera.",1 contribución,Escrita el 18 de enero de 2026,1 contribución,1.0,Calidad/precio,Ambiente,Servicio,Comida,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e7/99/default-avatar-2020-57.jpg?w=100&h=-1&s=1,,,,,,,,
1775472302-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d8735932-Reviews-Oven_Mozzarella_Gran_Via_6-Madrid.html,Fantástico,Jack F,"Fantástico restaurante. Excelente ubicación, servicio rápido y excelente comida. Era un poco más expansivo de lo que esperaba pero era perfectamente razonable, y valió la pena. 2 bebidas, 2 apps, 2 entradas y 3 postres sumaron hasta unos 85 euros.",2 contribuciones,Escrita el 17 de enero de 2026,2 contribuciones,2.0,Calidad/precio,Ambiente,Servicio,Comida,Mostrar original,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Traducido automáticamente,,Leer más,0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ee/68/default-avatar-2020-9.jpg?w=100&h=-1&s=1,,,,,,,,
1775472302-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d8735932-Reviews-Oven_Mozzarella_Gran_Via_6-Madrid.html,Delicioso,Marissa F,"Gran comida, servicio rápido y amable! Recomendaría hacer una reserva que estaba ocupado.",2 contribuciones,Escrita el 17 de enero de 2026,2 contribuciones,2.0,Calidad/precio,Ambiente,Servicio,Comida,Mostrar original,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Traducido automáticamente,,Leer más,0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ea/2e/default-avatar-2020-67.jpg?w=100&h=-1&s=1,,,,,,,,
1775472302-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d8735932-Reviews-Oven_Mozzarella_Gran_Via_6-Madrid.html,Repetiremos,alberto m,"Todo fenomenal,buena calidad y mejor servicio.Luisa es un encanto ,educada y muy profesional.",2 contribuciones,Escrita el 15 de enero de 2026,2 contribuciones,2.0,Calidad/precio,Ambiente,Servicio,Comida,,Prueben,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f0/d5/default-avatar-2020-17.jpg?w=100&h=-1&s=1,,,,,,,,
1775472302-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d8735932-Reviews-Oven_Mozzarella_Gran_Via_6-Madrid.html,Servicio inmejorable de María,Vicente FR,"La milanesa muy rica y la pizza también. Lo mejor, como diferencia, el servicio de María, una profesional super amable, atenta y alegre.",1 contribución,Escrita el 15 de enero de 2026,1 contribución,1.0,Calidad/precio,Ambiente,Servicio,Comida,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/e6/default-avatar-2020-45.jpg?w=100&h=-1&s=1,,,,,,,,
1775472302-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d8735932-Reviews-Oven_Mozzarella_Gran_Via_6-Madrid.html,Bonito lugar familiar,Simonovski,La comida era genial y también el servicio era exelente y Luisa era muy agradable.,10 contribuciones,Escrita el 14 de enero de 2026,Skopje,10.0,,,,,Mostrar original,,,Traducido automáticamente,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,,,,,,,
1775472302-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d8735932-Reviews-Oven_Mozzarella_Gran_Via_6-Madrid.html,Perfecta,Raquel G,"Luisa es genial. Muy amable y simpática, pendiente todo el tiempo de cualquier cosa que necesitasemos. La comida estaba genial, siempre repetimos.",1 contribución,Escrita el 10 de enero de 2026,1 contribución,1.0,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,Leer más,0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ee/10/default-avatar-2020-8.jpg?w=100&h=-1&s=1,,,,,,,,
1775472302-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d8735932-Reviews-Oven_Mozzarella_Gran_Via_6-Madrid.html,Genial,Adrián M,"Todo genial, ubicación perfecta, precio bien y el servicio ha sido excelente………………………:.::::::::::::..:…………………..",1 contribución,Escrita el 10 de enero de 2026,1 contribución,1.0,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,Leer más,0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ea/b2/default-avatar-2020-69.jpg?w=100&h=-1&s=1,,,,,,,,
1775472302-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d8735932-Reviews-Oven_Mozzarella_Gran_Via_6-Madrid.html,Lo mejor! Luisa es un encanto.,RenataLoi,És lo mejor! Luisa es un encanto! Me encanta ❤️. Yo comí un risoto de cogumelos t mi amiga una pasta con gambás y estaba muy rico. Para mi selo mejor! Muchas gracias 😊,21 contribuciones,Escrita el 8 de enero de 2026,"Porto de Galinhas, PE",21.0,,,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/42/default-avatar-2020-20.jpg?w=100&h=-1&s=1,,,,,,,,
1775472302-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d8735932-Reviews-Oven_Mozzarella_Gran_Via_6-Madrid.html,Casi excelente,SanjaMP,Fuimos a almorzar. Debe tener reserva. La comida es muy buena y los camareros son agradables. Lo único negativo fue el comportamiento del tipo de recepción. Deberían reconsiderarlo. Muy grosero innecesario. Muy buen restaurante.,178 contribuciones,Escrita el 5 de enero de 2026,"Osijek, Croacia",178.0,,,,,Mostrar original,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Traducido automáticamente,,Leer más,0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/5b/default-avatar-2020-61.jpg?w=100&h=-1&s=1,,,,,,,,
1775472302-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d8735932-Reviews-Oven_Mozzarella_Gran_Via_6-Madrid.html,.,Roger T,"He visitado el restaurante italiano Oven en Madrid y la experiencia ha sido excelente de principio a fin. El ambiente es moderno y acogedor, ideal tanto para una comida tranquila como para una cena con amigos. La comida mantiene muy buen nivel: platos bien presentados, sabrosos y con ingredientes de calidad, especialmente la pasta y las pizzas. Sin embargo, lo que realmente marcó la diferencia fue el servicio. Luisa nos atendió de forma impecable: cercana, atenta y muy profesional, siempre pendiente de que no nos faltara nada y con muy buenas recomendaciones. Su trato hizo que la experiencia fuera aún mejor. Sin duda, un lugar muy recomendable al que volveré.",1 contribución,Escrita el 2 de enero de 2026,1 contribución,1.0,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,Leer más,0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/df/99/default-avatar-2020-40.jpg?w=100&h=-1&s=1,,,,,,,,
1775472302-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d8735932-Reviews-Oven_Mozzarella_Gran_Via_6-Madrid.html,Una comida de año nuevo perfecta,Silvia M,Una comida excepcional. Pero todavía mejor la gente q trabaja allí.  Destacando la profesionalidad y simpatía de María,1 contribución,Escrita el 1 de enero de 2026,1 contribución,1.0,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,Leer más,0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e9/60/default-avatar-2020-64.jpg?w=100&h=-1&s=1,,,,,,,,
1775472394-1,https://www.tripadvisor.es/Restaurant_Review-g187514-d8735932-Reviews-Oven_Mozzarella_Gran_Via_6-Madrid.html,Veronica G,Atención exquisita y buena comida,"Todo fantástico, buena comida y atención exquisita del personal. La decoración fantástica y relación calidad precio fenomenal",1 contribución,Escrita el 7 de septiembre de 2025,,1.0,1 contribución,,,Calidad/precio,Ambiente,Servicio,Comida,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,,,,,,Leer más,0.0
1775472394-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d8735932-Reviews-Oven_Mozzarella_Gran_Via_6-Madrid.html,Francisco L,Restaurante en Madrid,"Luisa atención en perfecto estado buen lugar , es encantador, buen servicio, y te atienden súper rápido, lo cual lo hace genial",1 contribución,Escrita el 13 de agosto de 2025,¡Muchísimas gracias por tu reseña! Nos alegra saber que la atención y el servicio estuvieron a la altura. Esperamos que vuelvas pronto para seguir sorprendiéndote.,1.0,1 contribución,Jaime Vicente,,,,,,,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,Escrita el 18 de agosto de 2025,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f4/20/default-avatar-2020-31.jpg?w=100&h=-1&s=1,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/ea/default-avatar-2020-63.jpg?w=100&h=-1&s=1,,,Leer más,Leer más,0.0
1775472394-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d8735932-Reviews-Oven_Mozzarella_Gran_Via_6-Madrid.html,Zaida M,Se puede mejorar,"El trato muy bueno, la elaboración de la comida buena pero las recetas bastante mejorables. El tiramisú deja mucho que desear.",2 contribuciones,Escrita el 3 de agosto de 2025,Gracias por tu comentario y por destacar el trato y la elaboración. Tomamos nota de tu sugerencia sobre las recetas para seguir mejorando. ¡Esperamos verte de nuevo y ofrecerte una experiencia aún mejor!,2.0,2 contribuciones,Jaime Vicente,,Calidad/precio,Ambiente,Servicio,Comida,,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Escrita el 18 de agosto de 2025,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f4/5d/default-avatar-2020-32.jpg?w=100&h=-1&s=1,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/ea/default-avatar-2020-63.jpg?w=100&h=-1&s=1,,,Leer más,Leer más,0.0
1775472394-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d8735932-Reviews-Oven_Mozzarella_Gran_Via_6-Madrid.html,Asaf,,"Fui con toda la familia (y también 2 bebés). La comida era buena y el servicio era genial, Belkis nuestra camarera era muy hospitalaria y agradable",1 contribución,Escrita el 24 de julio de 2025,Thank you for your review! We're so glad you and your family enjoyed the food and that Belkis took such great care of you. We'll be sure to pass along your kind words to her! We hope to see you all again soon.,1.0,1 contribución,Jaime Vicente,Traducir respuesta,,,,,Mostrar original,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Escrita el 2 de agosto de 2025,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e7/99/default-avatar-2020-57.jpg?w=100&h=-1&s=1,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/ea/default-avatar-2020-63.jpg?w=100&h=-1&s=1,,Traducido automáticamente,Leer más,Leer más,0.0
1775472394-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d8735932-Reviews-Oven_Mozzarella_Gran_Via_6-Madrid.html,kbrofro,Muy recomendable,"¡Excelente! Vine aquí dos veces de vacaciones y todavía estoy soñando con el plato de ñoquis. El servicio fue increíble, cada plato fenomenal. No tengo nada malo que decir",3 contribuciones,Escrita el 16 de julio de 2025,Thank you so much! We're thrilled to hear that you had such a great experience that you came back twice on your vacation. It's fantastic to know that you loved the gnocchi and everything else you tried! We can't wait to welcome you back the next time you're in Madrid.,3.0,3 contribuciones,Jaime Vicente,Traducir respuesta,Calidad/precio,Ambiente,Servicio,Comida,Mostrar original,,,Escrita el 2 de agosto de 2025,,,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/ea/default-avatar-2020-63.jpg?w=100&h=-1&s=1,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Traducido automáticamente,Leer más,Leer más,0.0
1775472394-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d8735932-Reviews-Oven_Mozzarella_Gran_Via_6-Madrid.html,Arnold,La joya desconocida de la comida,Este servicio es eficiente y rápido. La comida es excepcional. Personal muy amable. Definitivamente vendría aquí una y otra y otra vez. IT es una recomendación definitiva.,2 contribuciones,Escrita el 6 de julio de 2025,Thank you so much! We're thrilled to hear that you love our food and that you find our service to be quick and efficient. We can't wait to welcome you back again and again!,2.0,"Johannesburgo, Sudáfrica",Jaime Vicente,Traducir respuesta,Calidad/precio,Ambiente,Servicio,Comida,Mostrar original,,,Escrita el 2 de agosto de 2025,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/de/e7/default-avatar-2020-37.jpg?w=100&h=-1&s=1,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/ea/default-avatar-2020-63.jpg?w=100&h=-1&s=1,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Traducido automáticamente,Leer más,Leer más,0.0
