web_scraper_order,web_scraper_start_url,data,data2,data3,data5,position,data6,data7,data8,data9,data10,data11,image,image2,data12,data13,data14,image3,data15,data16,data17,data18
1775662106-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d9455140-Reviews-Mu_El_Placer_De_La_Carne-Madrid.html,,,,,,,,,,,,,,,,,,,,,
1775662106-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d9455140-Reviews-Mu_El_Placer_De_La_Carne-Madrid.html,EXCELENTE,Zulema G,"Excelente el menú   más barato que en buenos aires, Muy linda ambientación.  Los mozos muy atentos. Super recomendable","Buenos Aires, Distrito Federal, Argentina",,1 contribución,Escrita el 9 de abril de 2023,1.0,Calidad/precio,Servicio,Comida,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f0/9f/default-avatar-2020-16.jpg?w=100&h=-1&s=1,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,0.0,,,
1775662106-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d9455140-Reviews-Mu_El_Placer_De_La_Carne-Madrid.html,Carne argentina en pleno centro de Madrid,Sandra M,"En pleno centro pero en una calle tranquila. Excelente servicio, amable, cuidadoso en los detalles. Rapidez en las comandas pero sin agobiar. Música agradable y con un volumen adecuado. Local Pequeño pero muy bien gestionado.
Carne en su punto, raciones adecuadas. Comimos menú con empanada, deliciosa; carne y ensalada, todo riquísimo.
Postre: helado de dulce de leche, Cómo no, flan y arroz de leche, los tres muy buenos.
Repetiremos seguro.",4 contribuciones,,4 contribuciones,Escrita el 1 de abril de 2023,4.0,Calidad/precio,Servicio,Comida,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e5/2b/default-avatar-2020-52.jpg?w=100&h=-1&s=1,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,0.0,,,
1775662106-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d9455140-Reviews-Mu_El_Placer_De_La_Carne-Madrid.html,WOW!,Karen T,"INCREÍBLE la carne!!! La relación calidad precio es brutal, los platos de carne son grandes. Nosotras pedimos la entraña y súper jugosa. Lo más apreciado es la atención, Hugo siempre está allí para ti, te cuida muchísimo y te hace sentir como si fueses la única persona en el lugar!",2 contribuciones,,2 contribuciones,Escrita el 1 de abril de 2023,2.0,Calidad/precio,Servicio,Comida,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ee/db/default-avatar-2020-10.jpg?w=100&h=-1&s=1,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,0.0,,,
1775662106-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d9455140-Reviews-Mu_El_Placer_De_La_Carne-Madrid.html,La mejor atención,Hugo B,"Un lugar para visitar a diario, atención, servicio y comida excelente. Muy recomendado y ubicado al centro de Madrid",1 contribución,,1 contribución,Escrita el 17 de febrero de 2023,1.0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f0/9f/default-avatar-2020-16.jpg?w=100&h=-1&s=1,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,,0.0,,,
1775662106-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d9455140-Reviews-Mu_El_Placer_De_La_Carne-Madrid.html,Felicitaciones,Maria Isabel M,"Muy buena atención y excelente la carne me encanto!!!
Muy buen ambiente y muy cordial la atención 
Recomiendo el lugar para comer rico y pasar un tiempo muy agradable",2 contribuciones,,2 contribuciones,Escrita el 15 de febrero de 2023,2.0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/6d/default-avatar-2020-19.jpg?w=100&h=-1&s=1,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,0.0,,,
1775662106-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d9455140-Reviews-Mu_El_Placer_De_La_Carne-Madrid.html,,,,,,,,,,,,,,,,,,,,,
1775662106-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d9455140-Reviews-Mu_El_Placer_De_La_Carne-Madrid.html,¡Felicidades por tan buena atención!,Juan Pablo E,"Gracias por tan buena atención, por el camarero y la calidad de la comida. Da gusto comer en un lugar como este!
ALTAMENTE RECOMENDADO!",1 contribución,,1 contribución,Escrita el 15 de febrero de 2023,1.0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ee/db/default-avatar-2020-10.jpg?w=100&h=-1&s=1,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,,0.0,,,
1775662106-16,https://www.tripadvisor.es/Restaurant_Review-g187514-d9455140-Reviews-Mu_El_Placer_De_La_Carne-Madrid.html,HUGO EL MEJOR,Sonia P,"La comida riquísima, el servicio genial, un ambiente acogedor en pleno centro de Madrid.
Muy buenos profesionales, empezando por Hugo y terminando por Joana
Recomendamos 100% aunque debéis ir pronto, no acepta reservas y se llena enseguida!!",1 contribución,,1 contribución,Escrita el 7 de enero de 2023,1.0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/de/5a/default-avatar-2020-36.jpg?w=100&h=-1&s=1,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,,0.0,,,
1775662106-17,https://www.tripadvisor.es/Restaurant_Review-g187514-d9455140-Reviews-Mu_El_Placer_De_La_Carne-Madrid.html,Comida y atencion de lo mejor de Madrid,Albertescorpiano,Mu es un restaurant que SIEMPRE estan las mesas ocupadas. Es por su comida y la atención de los camareros que hacen que te sientas a gusto. Repetiremos sin dudarlo. La empanadilla exquisita.,"Igualada, España",,45 contribuciones,Escrita el 29 de diciembre de 2022,45.0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/76/aa/3a/caption.jpg?w=100&h=-1&s=1,,,,Leer más,,0.0,,,
1775662106-18,https://www.tripadvisor.es/Restaurant_Review-g187514-d9455140-Reviews-Mu_El_Placer_De_La_Carne-Madrid.html,Correcto,Darío B,"Se come bien, el trozo de carne que sirven es bueno, correcto. Ha subido un poquitín el precio respecto de años anteriores, pero por algo menos de 15 euros uno puede comer entrada, carne y postre, con bebida incluida.",5 contribuciones,,5 contribuciones,Escrita el 26 de diciembre de 2022,5.0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/e3/default-avatar-2020-59.jpg?w=100&h=-1&s=1,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,0.0,,,
1775662106-19,https://www.tripadvisor.es/Restaurant_Review-g187514-d9455140-Reviews-Mu_El_Placer_De_La_Carne-Madrid.html,,,,,,,,,,,,,,,,,,1.0,,,
1775662106-20,https://www.tripadvisor.es/Restaurant_Review-g187514-d9455140-Reviews-Mu_El_Placer_De_La_Carne-Madrid.html,,,,,,,,,,,,,,,,,,,,,
1775662056-1,https://www.tripadvisor.es/Restaurant_Review-g187514-d9455140-Reviews-Mu_El_Placer_De_La_Carne-Madrid.html,Excelente opción,Patricia G,Excelente!!! Comida deliciosa,1 contribución,1.0,Escrita el 22 de marzo de 2026,1 contribución,,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ea/2e/default-avatar-2020-67.jpg?w=100&h=-1&s=1,,Leer más,0,
1775662056-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d9455140-Reviews-Mu_El_Placer_De_La_Carne-Madrid.html,Buen restaurante familiar,Nick G,"Buen precio, gran servicio, gran lugar para comer con la familia. Lo recomendaría a cualquiera que busque una buena comida sin la buena comida. La porción de pizza era grande y tenía un sabor increíble. Los filetes eran geniales y la cerveza estaba fría.",2 contribuciones,2.0,Escrita el 15 de marzo de 2026,"Victoria, British Columbia",Mostrar original,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/b0/91/fc/caption.jpg?w=300&h=300&s=1,,,,Traducido automáticamente,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/de/5a/default-avatar-2020-36.jpg?w=100&h=-1&s=1,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,
1775662056-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d9455140-Reviews-Mu_El_Placer_De_La_Carne-Madrid.html,Para comer carne y sacarse las ganas en Madrid!,BuenosAiresCarioca,"Chorizo , Morcilla , Empanadas de carne, Entraña , Vacío y Tira de Asado , que más pedir sino estoy Buenos Aires!
Xavier atendió de primera y hasta un Fernet tomamos! 
Recomiendo el lugar!",281 contribuciones,281.0,Escrita el 6 de marzo de 2026,"Avellaneda, Argentina",,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-f/01/2e/70/7f/avatar066.jpg?w=100&h=-1&s=1,,Leer más,0,
1775662056-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d9455140-Reviews-Mu_El_Placer_De_La_Carne-Madrid.html,Buen menú,luis c,"Este local ofrece menú por €17 por persona y en la ocasión que visitamos este local su menú incluía entrada (que podía ser empanada de carne o chorizo),  plato de fondo (pedimos entraña con papas fritas) y de postre helado, todo esto con dos bebidas.
En general la comida estuvo buena y a un precio razonable para Madrid.",1290 contribuciones,1290.0,Escrita el 15 de diciembre de 2025,"Santiago, Chile",,Calidad/precio,Ambiente,Servicio,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/fd/47/92/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/fd/47/93/caption.jpg?w=300&h=300&s=1,Comida,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-s/02/bd/f3/0c/luis-c.jpg?w=100&h=-1&s=1,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,
1775662056-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d9455140-Reviews-Mu_El_Placer_De_La_Carne-Madrid.html,Mala experiencia,Thumbunuwo T,Pedí pechugas de pollo y ensalada. El pollo y la ensalada estaban tan secos. No disfruté mi comida en absoluto. No voy a volver.,3 contribuciones,3.0,Escrita el 11 de diciembre de 2025,3 contribuciones,Mostrar original,Calidad/precio,Ambiente,Servicio,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/f6/5f/39/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/f6/5f/61/caption.jpg?w=300&h=300&s=1,Comida,,Traducido automáticamente,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f4/5d/default-avatar-2020-32.jpg?w=100&h=-1&s=1,,Leer más,0,
1775662056-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d9455140-Reviews-Mu_El_Placer_De_La_Carne-Madrid.html,"Uno más, uno menos",tenset,"Probamos el de Huertas. 
Servicio muy bueno. 
Refrescos buenos. 
Tenía un ambiente relajante. 
Probaré la comida completa la próxima vez. 

Lo hicimos. 
Probamos pizza y el menú. 

Empanada estuvo muy bien como titular, ojalá tuviéramos más. 
El filete de falda fue lo peor que tuvimos, no tierno en absoluto, muy difícil de masticar. 
Definitivamente no recomiendo el menú. 
Si prefieres comer fuera con frío, te cobrarán 4 euros extra por persona por el menú, extraño, ¿no? 
La pizza tenía mucho queso y era mucho mejor que el bistec. 
Tuvimos la oportunidad de tener unas palabras con compañeros australianos. 
Tuvieron un muy buen servicio, salvando el día. Gracias.",78 contribuciones,78.0,Escrita el 20 de noviembre de 2025,"Sídney, Australia",Mostrar original,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Traducido automáticamente,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/7c/01/default-avatar-2020-5.jpg?w=100&h=-1&s=1,,Leer más,0,
1775662056-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d9455140-Reviews-Mu_El_Placer_De_La_Carne-Madrid.html,No recomiendo este restaurante,Olga K,Pido hamburguesa con huevo. Fue terrible. La carne parece papel higiénico. El sabor - desagradable. Papas Francés como esponja.,2 contribuciones,2.0,Escrita el 22 de septiembre de 2025,2 contribuciones,Mostrar original,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/30/ae/93/caption.jpg?w=300&h=300&s=1,,,,Traducido automáticamente,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f0/d5/default-avatar-2020-17.jpg?w=100&h=-1&s=1,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,
1775662056-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d9455140-Reviews-Mu_El_Placer_De_La_Carne-Madrid.html,Excelente relación calidad-precio en el menú del día.,JNelsonRedSoxFan,Excelente carne (como indica el nombre del restaurante) para el menú del día que ofrecen incluso los fines de semana. Incluso el postre estaba bueno.,226 contribuciones,226.0,Escrita el 7 de julio de 2025,"Nueva York, Estado de Nueva York",Mostrar original,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Traducido automáticamente,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f0/9f/default-avatar-2020-16.jpg?w=100&h=-1&s=1,,Leer más,0,
1775662056-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d9455140-Reviews-Mu_El_Placer_De_La_Carne-Madrid.html,La comida más pobre de Madrid,Alan L,"Peores costillas y filetes que hemos probado. Carne dura y grasa Las costillas no eran comestibles, se quejaron al camarero y le dijeron que habíamos pedido comidas equivocadas Muy muy pobres",1 contribución,1.0,Escrita el 1 de mayo de 2025,1 contribución,Mostrar original,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Traducido automáticamente,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e7/3d/default-avatar-2020-55.jpg?w=100&h=-1&s=1,,Leer más,0,
1775662056-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d9455140-Reviews-Mu_El_Placer_De_La_Carne-Madrid.html,Buena comida y servicio rápido,Sharon S,"Es la segunda vez que comemos aquí. Buena relación calidad-precio, limpio, excelente personal y muy buena organización. Ambos tuvimos el Aberdeen Angus, uno con papas fritas y otro con ensalada, muy sabroso. Los vinos también son buenos. El pan también es bueno y no siempre es así en España. 
Volvería de nuevo.",171 contribuciones,171.0,Escrita el 16 de abril de 2025,"Gosforth, Reino Unido",Mostrar original,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Traducido automáticamente,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ea/74/default-avatar-2020-68.jpg?w=100&h=-1&s=1,,Leer más,0,
1775662056-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d9455140-Reviews-Mu_El_Placer_De_La_Carne-Madrid.html,Excelente parrilla,Diego V,"Una excelente parrilla muy bien atendida y con un menú muy bueno, con un precio que no cambia desde hace años, al final como atención un licor",269 contribuciones,269.0,Escrita el 3 de abril de 2025,"Mendoza, Argentina",,Calidad/precio,Ambiente,Servicio,,,Comida,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e4/2d/default-avatar-2020-48.jpg?w=100&h=-1&s=1,,Leer más,0,
1775662056-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d9455140-Reviews-Mu_El_Placer_De_La_Carne-Madrid.html,Genial.,Wander56031207984,"Éramos los únicos en el restaurante, así que estábamos un poco escépticos. Pero la comida y el servicio eran muy buenos. Gente agradable y buenos precios. Tuvimos una comida de 3 platos + una bebida para 16 , 50 p. m. Sin duda recomendaría, especialmente si usted está en un presupuesto.",1 contribución,1.0,Escrita el 7 de enero de 2025,1 contribución,Mostrar original,Calidad/precio,Ambiente,Servicio,,,Comida,,Traducido automáticamente,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e9/bb/default-avatar-2020-65.jpg?w=100&h=-1&s=1,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,1,
1775662056-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d9455140-Reviews-Mu_El_Placer_De_La_Carne-Madrid.html,Cena,Antonia,"Probé este restaurante por primera vez. Parecía muy popular y estábamos sentados en las sillas del bar a lo largo de la ventana exterior. Probamos el caprese, ensalada regular y filetes de angus negro con salsa chimichurri. En general, la comida tenía un sabor promedio.",2390 contribuciones,2390.0,Escrita el 26 de diciembre de 2024,"Hamilton, Canadá",Mostrar original,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2e/6b/29/61/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2e/6b/29/62/caption.jpg?w=300&h=300&s=1,,,Traducido automáticamente,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/8b/d7/7f/caption.jpg?w=100&h=-1&s=1,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,
1775662056-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d9455140-Reviews-Mu_El_Placer_De_La_Carne-Madrid.html,Un poco de Argentina en el corazón de Madrid!!,Alberto927,"Muy buena carne argentina. Una joya cerca de Gran Vía. Antes o después de Teather. La entrada es perfecta. También tienen menús fijos. Un poco pequeño, pero acogedor",445 contribuciones,445.0,Escrita el 6 de diciembre de 2024,"Parkland, Florida",Mostrar original,Calidad/precio,Ambiente,Servicio,,,Comida,,Traducido automáticamente,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/93/60/2e/alberto927.jpg?w=100&h=-1&s=1,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,
1775662056-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d9455140-Reviews-Mu_El_Placer_De_La_Carne-Madrid.html,Volvería,Tonya R,Está en el centro de la ciudad cerca de un montón de tiendas. Es un lugar informal con buena comida. Tuvimos un servidor atento. Ella era amable y servicial.,2 contribuciones,2.0,Escrita el 26 de noviembre de 2024,2 contribuciones,Mostrar original,Calidad/precio,Ambiente,Servicio,,,Comida,,Traducido automáticamente,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/e6/default-avatar-2020-45.jpg?w=100&h=-1&s=1,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,
1775662089-1,https://www.tripadvisor.es/Restaurant_Review-g187514-d9455140-Reviews-Mu_El_Placer_De_La_Carne-Madrid.html,Todo un acierto!,Marina O,"Rico, Rico. Agradable Restaurant para los amantes de las buenas carnes. Carnes argentinas hechas a la brasa. Tienen un menú riquísimo por 17,00€ tremendo! Nosotros comimos en calle del Carmen en Madrid junto a la puerta del sol y el personal muy amable y atento. Todo un acierto.",54 contribuciones,,54,Escrita el 25 de febrero de 2024,"Barcelona, España",,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/b8/default-avatar-2020-22.jpg?w=100&h=-1&s=1,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,0,,
1775662089-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d9455140-Reviews-Mu_El_Placer_De_La_Carne-Madrid.html,Muy recomendable,FANNY M,"Mu el placer de comer bien y a buen precio.La comida está muy rica y el trato y la atención de los camareros Yoha y Hober ha sido inmejorable!!! 
Muy recomendable, volveremos.",1 contribución,,1,Escrita el 22 de enero de 2024,1 contribución,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/6d/default-avatar-2020-19.jpg?w=100&h=-1&s=1,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,0,,
1775662089-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d9455140-Reviews-Mu_El_Placer_De_La_Carne-Madrid.html,"Amantes de la carne, lo vais a gozar",Walkiria,"Mini escapada a Madrid y dos cenas han caído aquí: la primera en el local de c/ de la Victoria, con un comedor abovedado precioso, pequeñito y súper acogedor, la segunda en el de Chinchilla, con una careras de 10 (en el primero también, pero en este más). La comida, espectacular. Ambas noches elegimos el menú, variando entre los platos a elegir y comprobamos que da igual por cual te decantes, cualquiera es un acierto seguro. Sin ningún tipo de duda es un lugar al que ir si quieres comer buena carne.",24 contribuciones,,24,Escrita el 6 de enero de 2024,"Andorra la Vella, Andorra",,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/0d/2f/b8/caption.jpg?w=100&h=-1&s=1,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,
1775662089-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d9455140-Reviews-Mu_El_Placer_De_La_Carne-Madrid.html,"Buena carne, servicio regular",Kiluma d,"Un buen restaurante para saciarte de carne. Tomamos una parrillada y nos gustó. Entraña, vacío, tira y pollo. Carne tierna y en un buen punto. Lo malo fue la camarera, antipática.",2 contribuciones,,2,Escrita el 5 de enero de 2024,2 contribuciones,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e9/bb/default-avatar-2020-65.jpg?w=100&h=-1&s=1,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,0,,
1775662089-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d9455140-Reviews-Mu_El_Placer_De_La_Carne-Madrid.html,Buena carne en Gran via,gaditana guapa,"Magnífico lugar para comer una buena carne. Muy buen servicio y la comida de mucha calidad. Os recomiendo el menu.. Súper bueno, tanto el pollo como la entraña a la brasa. Esta súper céntrico. Si volvemos por Madrid, volvemos sin duda a comer. Gracias",10 contribuciones,,10,Escrita el 5 de diciembre de 2023,"Andalucía, España",,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,0,,
1775662089-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d9455140-Reviews-Mu_El_Placer_De_La_Carne-Madrid.html,Encantador,JOSE MARIA T,"Lugar encantador por su sencillez y su atención. Buena calidad a buen precio. Atención de 10. Tanto con el menú como con la carta sales muy satisfecho. Si no eres de Madrid pero estás de paso o de turismo, no lo dudes, merece una visita.",203 contribuciones,,203,Escrita el 5 de noviembre de 2023,"Las Palmas de Gran Canaria, España",Calidad/precio,Ambiente,Servicio,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/25/41/c8/jose-maria-t.jpg?w=100&h=-1&s=1,,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,
1775662089-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d9455140-Reviews-Mu_El_Placer_De_La_Carne-Madrid.html,Bueno bonito y barato,Vac9,"Genial, ibamos con la intención de comer buena carne y eso fue lo que comimos, estaba bueno, buena ración de comida y servicio impecable",9 contribuciones,,9,Escrita el 21 de octubre de 2023,9 contribuciones,Calidad/precio,Ambiente,Servicio,,,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,
1775662089-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d9455140-Reviews-Mu_El_Placer_De_La_Carne-Madrid.html,Genial,indelore,"Maravillosa la comida y sobre todo el personal Hober y Gustavo son lo mejor. 
Súper barato y buena calidad.
Sin lugar a dudas repito.
Ojo que es pequeñín y no hay mucho sitio pero merece la pena la espera",5 contribuciones,,5,Escrita el 9 de octubre de 2023,"Sevilla, España",,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/11/default-avatar-2020-23.jpg?w=100&h=-1&s=1,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,0,,
1775662089-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d9455140-Reviews-Mu_El_Placer_De_La_Carne-Madrid.html,Asado Argentino auténtico,Cristian D,"Cena espectacular: carne deliciosa y en su punto perfecto de asado y sal, buen ambiente, atención sin igual y al mejor precio.",5 contribuciones,,5,Escrita el 9 de octubre de 2023,5 contribuciones,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/42/default-avatar-2020-20.jpg?w=100&h=-1&s=1,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,0,,
1775662089-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d9455140-Reviews-Mu_El_Placer_De_La_Carne-Madrid.html,Reencontrando buena carne en Madrid,Albert1957,Excelente experiencia. Desde la esmerada atención hasta la calidad de los productos. Buena carne. Buenos postres,33 contribuciones,,33,Escrita el 28 de septiembre de 2023,"Ramos Mejía, Argentina",Calidad/precio,Ambiente,Servicio,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/fa/6a/04/albert1957.jpg?w=100&h=-1&s=1,,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,
1775662089-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d9455140-Reviews-Mu_El_Placer_De_La_Carne-Madrid.html,Para repetir,Marta T,"Excelente comida!! Porciones muy buenas. Trato super amable.
Precio calidad. Un 10 riquísimo todo. Lugar muy bonito y acogedor.",2 contribuciones,,2,Escrita el 6 de septiembre de 2023,2 contribuciones,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/e3/default-avatar-2020-59.jpg?w=100&h=-1&s=1,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,0,,
