web_scraper_order,web_scraper_start_url,data,data2,data3,data4,data5,position,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,data18,data19,data20,image,image2,image3,image4,data21,data22,image5,image6
1775468825-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d2006562-Reviews-Los_Montes_de_Galicia-Madrid.html,Muy recomendable,David A,"Muy bueno todos los platos , el personal súper majo , muy atento y el servicio expectacular , y la calidad de los platos me ha sorprendido muchísimo y positivamente , repitiré seguro👏👏👏",,11 contribuciones,,Escrita el 17 de febrero de 2026,"Muchas gracias por compartir su valoración y por sus amables palabras. Nos alegra enormemente saber que disfrutó de los platos, del servicio y de la atención de nuestro equipo, así como que la calidad de nuestra propuesta gastronómica haya superado sus expectativas.

Comentarios como el suyo son una gran motivación para seguir cuidando cada detalle día a día. Será un verdadero placer volver a recibirle muy pronto. Muchas gracias por recomendarnos.",Escrita el 20 de febrero de 2026,11,,"Vaciamadrid, España",Los montes de Galicia,Leer más,,,,,,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f0/d5/default-avatar-2020-17.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/6d/default-avatar-2020-19.jpg?w=100&h=-1&s=1,,,Leer más,0.0,,
1775468798-1,https://www.tripadvisor.es/Restaurant_Review-g187514-d2006562-Reviews-Los_Montes_de_Galicia-Madrid.html,Comida y trato perfectos,Sergio R,"Comida excelente,el chico que nos atendió Ayoub trato inmejorable no dudare en volver",,"Muchas gracias por compartir su experiencia y por sus amables palabras. Nos alegra saber que disfrutó de la comida y que el servicio estuvo a la altura de sus expectativas.

Le agradecemos especialmente su reconocimiento hacia Ayoub; estaremos encantados de trasladarle su comentario.

Gracias por su visita y por tomarse el tiempo de valorarnos. Esperamos tener el placer de recibirle nuevamente muy pronto.

Un cordial saludo.",1.0,1 contribución,Escrita el 10 de marzo de 2026,1 contribución,Los montes de Galicia,Leer más,Escrita el 12 de marzo de 2026,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ee/10/default-avatar-2020-8.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/6d/default-avatar-2020-19.jpg?w=100&h=-1&s=1,,,,,,
1775468798-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d2006562-Reviews-Los_Montes_de_Galicia-Madrid.html,Servicio ambiental,Dentdoc111,"Al hacer una reserva, por favor pregunte por Eloy. Su servicio es excesivo. Realmente, la comida era fantástica, pero el servicio de Eloy claramente hizo que esta fuera la mejor cena que tuvimos en Madrid",,"Thank you very much for sharing your experience and for your kind words. We are delighted to know that you enjoyed the food and that your dinner became one of your best experiences in Madrid.

We especially appreciate your recognition of Eloy’s service. We will be very happy to share your comments with him, as providing attentive and memorable service is something our entire team strives for every day.

Thank you again for your visit and for taking the time to write your review. We hope to have the pleasure of welcoming you back very soon.

Kind regards.",11.0,11 contribuciones,Escrita el 9 de marzo de 2026,11 contribuciones,Los montes de Galicia,Leer más,Escrita el 12 de marzo de 2026,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f3/e4/default-avatar-2020-30.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/6d/default-avatar-2020-19.jpg?w=100&h=-1&s=1,,,,,,
1775468798-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d2006562-Reviews-Los_Montes_de_Galicia-Madrid.html,"Un restaurante para repetir.La comida de 10 , todo espectacular.Nos  ha atendido Manuel y su atención ha sido de 100.",Ernesto M,"La comida riquísima.
Todo espectacular, para repetir.
La atención de Manuel inmejorable.
Muy pendiente en todo momento y muy amable.
Gracias.",,"Muchas gracias por compartir su experiencia y por sus amables palabras. Nos alegra enormemente saber que disfrutó tanto de la comida y que todo estuvo a la altura de sus expectativas.

Le agradecemos especialmente su reconocimiento hacia Manuel. Nos complace saber que su atención, amabilidad y dedicación contribuyeron a que su visita fuera aún más agradable; estaremos encantados de trasladarle su comentario.

Gracias por su visita y por recomendarnos. Esperamos tener el placer de recibirle nuevamente muy pronto.

Un cordial saludo.",1.0,1 contribución,Escrita el 7 de marzo de 2026,1 contribución,Los montes de Galicia,Leer más,Escrita el 12 de marzo de 2026,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e4/59/default-avatar-2020-49.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/6d/default-avatar-2020-19.jpg?w=100&h=-1&s=1,,,,,,
1775468798-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d2006562-Reviews-Los_Montes_de_Galicia-Madrid.html,Experiencia inolvidable,Pixin,"Disfrutamos una comida excepcional.
El servicio  profesional, atento y cercano.
Nos atendió José un chico dominicano encantador.
La comida y los tiempos perfectos. 
Buenos sabores, la lubina un espectaculo",,"Muchas gracias por compartir su experiencia y por sus amables palabras. Nos alegra saber que disfrutó de una comida excepcional y que tanto el servicio como los tiempos durante su visita estuvieron a la altura de sus expectativas.

Le agradecemos especialmente su reconocimiento hacia José; estaremos encantados de trasladarle su comentario.

Nos satisface también saber que disfrutó especialmente de la lubina. Gracias por dedicarnos unos minutos para valorar su visita.

Esperamos tener el placer de recibirle nuevamente muy pronto.

Un cordial saludo.",30.0,30 contribuciones,Escrita el 7 de marzo de 2026,"Zaragoza, España",Los montes de Galicia,Leer más,Escrita el 12 de marzo de 2026,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/e6/default-avatar-2020-45.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/6d/default-avatar-2020-19.jpg?w=100&h=-1&s=1,,,,,,
1775468798-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d2006562-Reviews-Los_Montes_de_Galicia-Madrid.html,Magnífica experiencia,fnunezj,Una comida excepcional con un servicio magnífico. Todo un descubrimiento.,,"Muchas gracias por compartir su experiencia y por sus amables palabras. Nos alegra saber que disfrutó de la comida y del servicio, y que su visita haya sido un gran descubrimiento.

Le agradecemos sinceramente que haya dedicado unos minutos a valorar su experiencia. Esperamos tener el placer de recibirle nuevamente muy pronto.

Un cordial saludo.",72.0,72 contribuciones,Escrita el 7 de marzo de 2026,"Málaga, España",Los montes de Galicia,Leer más,Escrita el 12 de marzo de 2026,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/6d/default-avatar-2020-19.jpg?w=100&h=-1&s=1,,,,,,
1775468798-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d2006562-Reviews-Los_Montes_de_Galicia-Madrid.html,Muy bien restaurante,Martín R,Buena comida y buen servicio con don Manuel,,"Muchas gracias por compartir su experiencia y por sus amables palabras. Nos alegra saber que disfrutó de la comida y del servicio durante su visita.

Le agradecemos especialmente su reconocimiento hacia Manuel; estaremos encantados de trasladarle su comentario.

Gracias por su visita y por tomarse el tiempo de valorarnos. Esperamos tener el placer de recibirle nuevamente muy pronto.

Un cordial saludo.",2.0,2 contribuciones,Escrita el 5 de marzo de 2026,2 contribuciones,Los montes de Galicia,Leer más,Escrita el 12 de marzo de 2026,Calidad/precio,Ambiente,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/b8/default-avatar-2020-22.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/6d/default-avatar-2020-19.jpg?w=100&h=-1&s=1,,,,,,
1775468798-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d2006562-Reviews-Los_Montes_de_Galicia-Madrid.html,Restaurante excelente,Jorge G,"Excelente atención, la comida es riquísima, la atención increíble, nos atendió Manuel y nos dio muy buenas recomendaciones. Muy satisfechos! Recomendado",,"Muchas gracias por compartir su experiencia y por sus amables palabras. Nos alegra saber que disfrutó de la comida y que el servicio estuvo a la altura de sus expectativas.

Le agradecemos especialmente su reconocimiento hacia Manuel y sus recomendaciones; estaremos encantados de transmitirle su comentario.

Gracias por su visita y por recomendarnos. Esperamos tener el placer de recibirle nuevamente muy pronto.

Un cordial saludo.",3.0,3 contribuciones,Escrita el 5 de marzo de 2026,3 contribuciones,Los montes de Galicia,Leer más,Escrita el 12 de marzo de 2026,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f6/0d/default-avatar-2020-34.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/6d/default-avatar-2020-19.jpg?w=100&h=-1&s=1,,,,,,
1775468798-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d2006562-Reviews-Los_Montes_de_Galicia-Madrid.html,Atendimiento,Rafael R,Lá comida estaba increíble y el atendimento de Manuel impecable,,"Muchas gracias por compartir su experiencia. Nos alegra saber que disfrutó de la comida y que el servicio estuvo a la altura de sus expectativas.

Le agradecemos especialmente sus palabras hacia Manuel; estaremos encantados de transmitirle su reconocimiento.

Gracias por su visita y por tomarse el tiempo de dejarnos su comentario. Esperamos tener el placer de recibirle nuevamente muy pronto.

Un cordial saludo.",1.0,1 contribución,Escrita el 4 de marzo de 2026,1 contribución,Los montes de Galicia,Leer más,Escrita el 12 de marzo de 2026,Calidad/precio,Ambiente,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e5/66/default-avatar-2020-53.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/6d/default-avatar-2020-19.jpg?w=100&h=-1&s=1,,,,,,
1775468798-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d2006562-Reviews-Los_Montes_de_Galicia-Madrid.html,Trato Excepcional,Nuria M,"El ambiente , local y comida excelente , de gran calidad y bien presentada.  Pero lo mas importante ha sido el trato personal , el servicio ofrecido por Ayoub ha sido inmejorable . Seguro que volveremos . De 10",,"Muchas gracias por compartir su experiencia y por sus amables palabras. Nos alegra saber que disfrutó del ambiente, del local y de la calidad de nuestra cocina.

Le agradecemos especialmente su reconocimiento al servicio recibido. Nos complace saber que Ayoub contribuyó a que su visita fuera tan agradable; le trasladaremos con gusto sus palabras.

Gracias por su confianza y por recomendarnos. Será un placer recibirle de nuevo muy pronto.

Un cordial saludo.",1.0,1 contribución,Escrita el 4 de marzo de 2026,1 contribución,Los montes de Galicia,Leer más,Escrita el 12 de marzo de 2026,Calidad/precio,Ambiente,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e5/66/default-avatar-2020-53.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/6d/default-avatar-2020-19.jpg?w=100&h=-1&s=1,,,,,,
1775468798-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d2006562-Reviews-Los_Montes_de_Galicia-Madrid.html,Experiencia inmejorable.,Mryjp,"Nos animamos a visitarlo guiados por las excelentes críticas, y la experiencia no pudo ser mejor. La atención fue impecable: Manuel y Álex nos atendieron de maravilla, siempre atentos y acertando plenamente con sus recomendaciones.

Elegimos el menú Select 25 Aniversario y nos encantó todo. Destacamos especialmente el tiradito de corvina, la ventresca de atún rojo de almadraba salvaje en carpaccio y los buñuelos de bacalao, simplemente espectaculares. Como plato principal, el lomo bajo de Black Angus estaba exquisito, tanto por la calidad de la carne como por el punto perfecto que le dieron.

Los vinos también nos sorprendieron gratamente: un albariño de la casa —no soy especialmente amante de esta variedad, pero reconozco que me gustó mucho— y un Ribera del Duero tinto (La Oficina), muy recomendable. Los postres, igualmente, estuvieron a la altura del resto del menú.

Sin duda, volveremos a repetir.",,"Muchas gracias por compartir su experiencia y por dedicar unos minutos a escribir una valoración tan detallada. Nos alegra enormemente saber que su visita cumplió, e incluso superó, las expectativas con las que vinieron.

Es un placer saber que disfrutaron del menú Select 25 Aniversario y que platos como el tiradito de corvina, la ventresca de atún rojo de almadraba en carpaccio y los buñuelos de bacalao fueron de su agrado. También nos satisface saber que el lomo bajo de Black Angus estuvo en el punto perfecto y que la selección de vinos acompañó tan bien la experiencia.

Le agradecemos especialmente sus palabras hacia Manuel y Álex; estaremos encantados de transmitirles su reconocimiento, ya que comentarios como el suyo son una gran motivación para todo el equipo.

Muchas gracias por su visita y por confiar en nosotros. Esperamos tener el placer de recibirle nuevamente muy pronto.

Un cordial saludo.",110.0,110 contribuciones,Escrita el 4 de marzo de 2026,"Madrid, España",Los montes de Galicia,Leer más,Escrita el 12 de marzo de 2026,Calidad/precio,Ambiente,Servicio,Comida,"En caso de dudas, déjense aconsejar por el personal.",,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/6d/default-avatar-2020-19.jpg?w=100&h=-1&s=1,,,,,,
1775468798-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d2006562-Reviews-Los_Montes_de_Galicia-Madrid.html,Espectacular,Idoia P,"Esta es la tercera vez que vamos, y nunca defrauda. La comida espectacular y una atención sobresaliente gracias Ricardo y Miguel.",,"Estimado cliente:

Muchas gracias por compartir su experiencia y por confiar en nosotros en varias ocasiones. Nos alegra saber que, una vez más, la comida y el servicio han estado a la altura de sus expectativas.

Le agradecemos especialmente sus palabras hacia Ricardo y Miguel; estaremos encantados de transmitirles su reconocimiento.

Ha sido un placer recibirles de nuevo y esperamos poder darles la bienvenida muchas más veces.

Un cordial saludo.",11.0,11 contribuciones,Escrita el 1 de marzo de 2026,11 contribuciones,Los montes de Galicia,Leer más,Escrita el 12 de marzo de 2026,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e3/1f/default-avatar-2020-46.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/6d/default-avatar-2020-19.jpg?w=100&h=-1&s=1,,,,,,
1775468798-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d2006562-Reviews-Los_Montes_de_Galicia-Madrid.html,Gran experiencia,Javier L,"Género de primera, un auténtico espectáculo la lubina, el lomo, el pulpo, las alcachofas...
Comodisimo ambiente y espectacular servicio de Ayoub que nos ha atendido con mucha mucha profesionalidad y amabilidad.
Todo un acierto",,"Le agradecemos sinceramente que haya compartido su experiencia. Nos alegra saber que disfrutó de nuestros platos, especialmente de la lubina, el lomo, el pulpo y las alcachofas. Es un placer para nosotros que haya apreciado la calidad del producto, así como el ambiente del restaurante.

Asimismo, le agradecemos sus amables palabras hacia Ayoub. Nos enorgullece contar con profesionales que cuidan cada detalle para ofrecer el mejor servicio posible.

Muchas gracias por su visita y por tomarse el tiempo de compartir su opinión. Esperamos tener el placer de recibirle nuevamente muy pronto.

Un cordial saludo.",57.0,57 contribuciones,Escrita el 1 de marzo de 2026,"Madrid, España",Los montes de Galicia,Leer más,Escrita el 12 de marzo de 2026,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/9e/a8/5c/avatar.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/6d/default-avatar-2020-19.jpg?w=100&h=-1&s=1,,,,,,
1775468798-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d2006562-Reviews-Los_Montes_de_Galicia-Madrid.html,Excelente experiencia y trato impecable en Los Montes de Galicia,juan pedro f,"El restaurante Los Montes de Galicia ofrece una experiencia gastronómica de alto nivel, con una cocina cuidada, producto de primera calidad y una presentación impecable en cada plato. El ambiente es elegante y acogedor, ideal tanto para comidas especiales como para disfrutar sin prisas. Mención especial para Manuel, un camarero extraordinario que eleva la experiencia: trato excelente, cercano y totalmente personalizado. Siempre atento, profesional y con grandes recomendaciones, hace que el cliente se sienta cómodo y bien atendido en todo momento. Un servicio de diez que marca la diferencia y convierte la visita en una experiencia realmente memorable. Sin duda, muy recomendable.",,"Muchas gracias por compartir su experiencia en Los Montes de Galicia y por dedicarnos una valoración tan detallada.

Nos llena de satisfacción saber que disfrutó de una experiencia gastronómica de alto nivel, que valoró la calidad del producto, el cuidado en la cocina y la presentación de cada plato, así como el ambiente elegante y acogedor que buscamos ofrecer.

Agradecemos de manera muy especial sus palabras hacia Manuel. Nos enorgullece saber que su trato cercano, profesional y personalizado marcó la diferencia y contribuyó a que su visita fuera realmente memorable. Le haremos llegar su reconocimiento, que sin duda será una gran motivación para él.",2.0,2 contribuciones,Escrita el 27 de febrero de 2026,2 contribuciones,Los montes de Galicia,Leer más,Escrita el 28 de febrero de 2026,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/e6/default-avatar-2020-45.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/6d/default-avatar-2020-19.jpg?w=100&h=-1&s=1,,,,,,
1775468798-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d2006562-Reviews-Los_Montes_de_Galicia-Madrid.html,"Un 10 en cocina y un 11 en atención, gracias Manuel.",Maria T,"Si vives o estás de paso por Madrid , como fue nuestro caso, es una parada obligatoria. El trato es inmejorable, destacar especialmente a Manuel, que nos atendió con mucha atención  y cuidado en cada detalle,  para hacer que nuestra experiencia fuera un 10. 
Todo lo que nos recomendó fue un acierto , especialmente los buñuelos de bacalao. Platos con excelente presentación y buena cantidad, y se nota la calidad del pescado fresco. 

Sin duda, repetiremos",,"Muchas gracias por compartir su experiencia con nosotros y por dedicarnos unas palabras tan positivas.

Nos alegra enormemente saber que valora con un 10 nuestra cocina y aún más la atención recibida. Agradecemos especialmente su reconocimiento a Manuel; le haremos llegar sus palabras, ya que su dedicación y cuidado en cada detalle son fundamentales para que cada visita sea especial.

Nos complace saber que nuestras recomendaciones fueron un acierto, en especial los buñuelos de bacalao, y que apreciaron tanto la presentación como la calidad del pescado fresco.

Gracias de nuevo por su confianza y por recomendarnos como parada obligatoria en Madrid. Será un verdadero placer volver a recibirles muy pronto.",2.0,2 contribuciones,Escrita el 27 de febrero de 2026,2 contribuciones,Los montes de Galicia,Leer más,Escrita el 28 de febrero de 2026,Calidad/precio,Ambiente,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/df/99/default-avatar-2020-40.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/6d/default-avatar-2020-19.jpg?w=100&h=-1&s=1,,,,,,
1775468798-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d2006562-Reviews-Los_Montes_de_Galicia-Madrid.html,Gran comida mejor servicio,Luis M,"Fue una experiencia inolvidable. Desde la calidad de la comida al inmejorable trato de Manuel, la velada fue de 10. No dudare en volver",,"Muchas gracias por compartir su experiencia con nosotros. Nos alegra enormemente saber que vivió una velada inolvidable y que tanto la calidad de la comida como el trato recibido estuvieron a la altura de sus expectativas.

Agradecemos especialmente sus palabras hacia Manuel; le haremos llegar su reconocimiento, ya que comentarios como el suyo son una gran motivación para todo el equipo.

Gracias de nuevo por su confianza. Será un placer volver a recibirle muy pronto.",1.0,1 contribución,Escrita el 26 de febrero de 2026,1 contribución,Los montes de Galicia,Leer más,Escrita el 28 de febrero de 2026,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ef/73/default-avatar-2020-13.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/6d/default-avatar-2020-19.jpg?w=100&h=-1&s=1,,,,,,
1775468532-1,https://www.tripadvisor.es/Restaurant_Review-g187514-d2006562-Reviews-Los_Montes_de_Galicia-Madrid.html,Buen servicio,Jonathan H,"Lugar tranquilo y agradable,la comida muy buena,todo el personal muy agradables.....nuestro mesero fue Ricardo un profesional de los pies a la cabeza.....un trato con los clientes excepcional .....si algún día vuelve nos a Madrid nos encantaría repetir",,18 contribuciones,,Escrita el 5 de abril de 2026,"Muchas gracias por compartir su experiencia con nosotros.

Nos alegra saber que disfrutó de un ambiente tranquilo y agradable, así como de nuestra propuesta gastronómica. Sus palabras sobre el equipo significan mucho para nosotros.

Agradecemos especialmente su reconocimiento a Ricardo. Nos enorgullece contar con profesionales como él, comprometidos en ofrecer un trato cercano y excepcional a nuestros clientes. Le haremos llegar sus comentarios.

Será un placer volver a recibirle cuando regrese a Madrid. Estaremos encantados de atenderle nuevamente.",18,,18 contribuciones,Los montes de Galicia,Leer más,Calidad/precio,Ambiente,Servicio,Comida,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Escrita el 5 de abril de 2026,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/52/8d/5e/jonathan-h.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/6d/default-avatar-2020-19.jpg?w=100&h=-1&s=1,Leer más,0.0,,
1775468532-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d2006562-Reviews-Los_Montes_de_Galicia-Madrid.html,Extraordinario,Pancho C,"*¡Imprescindible!*

¡Este restaurante es una verdadera joya! La comida es absolutamente deliciosa, cada plato es una obra maestra. La atención es inmejorable, el personal es amable, atento y profesional. Sin duda, es uno de los mejores restaurantes que he visitado. Lo recomiendo muchísimo a todos aquellos que buscan una experiencia gastronómica de alta calidad. ¡No te pierdas la oportunidad de disfrutar de este lugar! 5 estrellas sin duda.",,23 contribuciones,,Escrita el 25 de mayo de 2025,"Le agradecemos profundamente sus magníficas palabras y el tiempo dedicado a compartir su experiencia. Nos honra saber que considera nuestro restaurante una joya y que cada plato haya estado a la altura de sus expectativas. Para todo el equipo es una gran satisfacción que perciba nuestra cocina como una experiencia cuidada y de alta calidad.

Del mismo modo, nos complace saber que la atención y el trato del personal contribuyeron a que su visita fuese especial. Nuestro mayor objetivo es que cada cliente se sienta atendido con cercanía, profesionalidad y dedicación.

Gracias por su recomendación y por su confianza. Será un verdadero placer volver a recibirle y ofrecerle nuevas experiencias gastronómicas.",23,,23 contribuciones,Los montes de Galicia,Leer más,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Escrita el 3 de enero de 2026,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/f5/cc/bd/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/df/99/default-avatar-2020-40.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/6d/default-avatar-2020-19.jpg?w=100&h=-1&s=1,Leer más,2.0,,
1775468532-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d2006562-Reviews-Los_Montes_de_Galicia-Madrid.html,Servicio espectacular (juan jose),Cristinacoex1,"Hemos venido en pareja. La comida esprctaculqr hemos tenido que pedir un cambio por alergias y el camarero juan jose ha sido espectacular. Lo
Ha resuleto con maestria,
Recomendacion 100
Por cien",,22 contribuciones,,Escrita el 4 de abril de 2026,"Muchas gracias por compartir su experiencia con nosotros.

Nos alegra enormemente saber que han disfrutado de su visita y que la comida ha sido de su agrado. También le agradecemos que destaque la atención recibida ante sus necesidades, para nosotros es fundamental adaptarnos y cuidar cada detalle.

Le agradecemos especialmente su mención a Juan José, le haremos llegar sus palabras, que sin duda serán una gran motivación para todo el equipo.

Será un placer recibirles de nuevo muy pronto.",22,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Málaga, España",Los montes de Galicia,Leer más,,,,,,Escrita el 5 de abril de 2026,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/a0/b6/20/caption.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/6d/default-avatar-2020-19.jpg?w=100&h=-1&s=1,Leer más,0.0,,
