web_scraper_order,web_scraper_start_url,data,data2,data3,data5,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,data18,image,image2,image3,image4,data19,data20,data21,data22,data23,image5,image6,image7,image8,image9,image10,image11,image12,position,position2
1775744658-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d6884911-Reviews-DSTAGE-Madrid.html,"Cena diferente, exquisita",Nico,"Cena con amigos en este estupendo sitio. 
Estupenda cena, pero en mi modesta opinión esperaba más. Sabores distintos a lo habitual y texturas. Juegan con alimentos que de otra forma no comería ni pediría, con toques muy distintos.
Algunos platos exquisitos, otros para mi gusto personal sin más. 
Entiendo que al tener 15 platos para degustar habrá opiniones para todos los gustos. Es exquisito y una experiencia, pero repito que esperaba algo más.",España,708 contribuciones,708.0,Escrita el 9 de octubre de 2021,,,,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1f/8c/57/ba/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1f/8c/57/bc/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1f/8c/57/be/caption.jpg?w=300&h=300&s=1,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,1.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1f/8c/57/bf/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1f/8c/57/b8/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1f/8c/57/c1/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1f/8c/57/c2/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1f/8c/57/c4/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1f/8c/57/c6/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1f/8c/57/c8/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/1e/f2/e6/caption.jpg?w=100&h=-1&s=1,,
1775744658-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d6884911-Reviews-DSTAGE-Madrid.html,UN DOS ESTRELLAS QUE NUBLA EL SENTIDO,arriagaluis71,Platos muy diferentes y elaborados para conseguir sorprenderte con cada uno de ellos. Muy participativo con los comensales y muy buena atención. Esta vez repetía pero volveré a ir porque es un espectáculo!,"Alcalá de Henares, España",111 contribuciones,111.0,Escrita el 25 de septiembre de 2021,,,,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1e/3f/0f/cb/dstage.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1e/3f/0f/cd/dstage.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1e/3f/0f/dc/dstage.jpg?w=300&h=300&s=1,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1e/3f/0f/ee/dstage.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1e/3f/0f/bb/dstage.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1e/3f/10/06/dstage.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1e/3f/10/09/dstage.jpg?w=300&h=300&s=1,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-s/02/10/51/bd/arriagaluis71.jpg?w=100&h=-1&s=1,,
1775744658-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d6884911-Reviews-DSTAGE-Madrid.html,Me dijeron que me marchase,sg p,Entré a preguntar si me vendían un agua y me dijeron que me marchase inmediatamente sin dar más explicaciones,3 contribuciones,3 contribuciones,3.0,Escrita el 22 de septiembre de 2021,,,,,Calidad/precio,Servicio,Comida,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",0.0,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/d4/35/69/sg-p.jpg?w=100&h=-1&s=1,,
1775744658-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d6884911-Reviews-DSTAGE-Madrid.html,Explosión de sabores,Toni Condeafur,"El Fabuloso cocinero Diego Guerrero, nos cocinó un manjar relleno de exquisiteces a la altura de las dos estrellas Michelin que tiene. 

Cada plato era una explosión nueva de sabores para el paladar. 

Totalmente innovador y cautivador con sus sabores y sus presentaciones. 

Muy recomendable","Madrid, España",1206 contribuciones,1206.0,Escrita el 11 de septiembre de 2021,,,,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/dc/fe/25/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/dc/fe/26/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/dc/fe/27/caption.jpg?w=300&h=300&s=1,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/dc/fe/28/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/dc/fe/24/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/dc/fe/29/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/dc/fe/2a/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/dc/fe/c5/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/dc/fe/c6/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/dc/fe/c7/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/e4/81/12/caption.jpg?w=100&h=-1&s=1,,
1775744658-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d6884911-Reviews-DSTAGE-Madrid.html,Show must go on,Yolanda G,"Llevamos mucho tiempo siguiendo a Diego desde que le descubrimos en el Club Allard. En D’Stage le reencontramos en aquellos inicios en que ni siquiera abría el fin de semana. Sin embargo, en esta última visita tuvimos una sensación sin precedentes y salimos cabizbajos con los acordes de la guitarra desafinados. Y el motivo no es porque las texturas, los sabores y los platos no fueran correctos, ni porque el maridaje (en esta ocasión probamos esta opción) no fuera la apropiada sino porque tuvimos la sensación de ser parte de un show comercial bien orquestado pero en que la esencia de lo auténtico se ha evaporado dejando paso a un marketing estratégico que ha posicionado a D’Stage en un lugar concurrido que te hace disfrutar del show desde la grada pero que una vez visto el espectáculo ya no tiene sentido volver. Igualmente, agradecer al equipo la velada por su profesionalidad y buen servicio (ver a Diego en su casa ya se hace complicado en los últimos tiempos)",44 contribuciones,44 contribuciones,44.0,Escrita el 28 de agosto de 2021,,,,,,,,,,,,,,,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",0.0,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/de/0a/default-avatar-2020-35.jpg?w=100&h=-1&s=1,,
1775744658-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d6884911-Reviews-DSTAGE-Madrid.html,,,,,,,,Explora ahora,Descubre Hiroshima,Descubre por qué a los viajeros como tú les encanta Hiroshima,Este contenido está patrocinado por Hiroshima Tourism(HIT). Ves este anuncio porque su contenido es similar a contenido que tú has mirado antes. Puede que el patrocinador haya pagado para promocionar contenido en Tripadvisor.,,,,,Patrocinado por Hiroshima Tourism(HIT),,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/a4/aa/02/caption.jpg?w=400&h=400&s=1,,,,,,,,,,,,,,,,,,
1775744658-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d6884911-Reviews-DSTAGE-Madrid.html,No recomendable,Marcos A,"Cuando llegamos nos dio la sensación de entrar a un restaurante normal, nos sentaron directamente sin enseñarnos ni explicarnos nada.

Para la comida pedimos un vino blanco que nos sirvieron caliente, y hasta el cuarto plato no nos lo cambiaron por uno frío, la excusa fue que hacía mucho calor en la calle.

No supimos en ningún momento los platos que iban a servir, y a una de las camareras (además de hablar muy rápido) no se la entendía nada, y muy seria.

No cumplió con las expectativas que te esperas de un lugar como este.

En resumen, nos defraudó y salimos con la impresión de haber estado en un restaurante normal pero a precio de oro.","Sekerpinar, Turquía",7 contribuciones,7.0,Escrita el 26 de agosto de 2021,,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,,,,,,Leer más,,3.0,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f4/20/default-avatar-2020-31.jpg?w=100&h=-1&s=1,,
1775744658-16,https://www.tripadvisor.es/Restaurant_Review-g187514-d6884911-Reviews-DSTAGE-Madrid.html,2 estrellas flipante!!,Ivan A,"Restaurante que siempre que voy me flipa más!! 
Local lleno de encanto, camareros muy agradables cocineros a vista del comensal, Diego (el dueño) un encanto de persona 
Cocina totalmente diferente a otros estrellas michelin, sitio muy pero que muy creativo.
La comida es espectacular algunos platos me fliparon","Villacañas, España",30 contribuciones,30.0,Escrita el 12 de agosto de 2021,,,,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/93/50/de/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/93/50/df/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/93/50/e0/caption.jpg?w=300&h=300&s=1,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/93/50/e1/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/93/50/dd/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/93/50/e2/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/93/50/e3/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/93/50/e4/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/93/50/e5/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/93/50/e6/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e9/ef/default-avatar-2020-66.jpg?w=100&h=-1&s=1,,
1775744658-17,https://www.tripadvisor.es/Restaurant_Review-g187514-d6884911-Reviews-DSTAGE-Madrid.html,Bueno pero no espectacular,Jimmy I,Muy bueno pero no espectacular. Pedimos el menú de 15 platos con el maridaje y la verdad es que 3/4 platos sí que fueron totalmente espectaculares otros cinco estaban muy bien y el resto sinceramente estaban bien pero nada que me hiciese saltar del asiento. Me he quedé con la sensación de que si hubiese pagado un 30 % o 40 % menos habría estado más ajustado.,132 contribuciones,132 contribuciones,132.0,Escrita el 30 de julio de 2021,,,,,,,,,,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,0.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/79/0f/72/caption.jpg?w=300&h=300&s=1,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e6/ea/default-avatar-2020-54.jpg?w=100&h=-1&s=1,,
1775744658-18,https://www.tripadvisor.es/Restaurant_Review-g187514-d6884911-Reviews-DSTAGE-Madrid.html,Buen menú degustación,miamar,"Me sorprendió la decoración, porque el aspecto del local es como más industrial y sobrio, no es el típico salón muy arreglado y decorado:  mesas grandes de madera pero sin estar vestidas con mantel, suelo de madera, paredes con el ladrillo a la vista. Al fondo está la barra, tras la cual está la cocina, por lo que se ve como cocinan en vivo.

Se puede elegir entre un menú de 15 platos y uno de 18 platos. El que elegí fue el más corto.

Una cosa que me gustó fue que al principio te preguntan no sólo por las intolerancias alimentarias, sino también por si hay alimentos que no le gustan a uno. A veces en los restaurantes donde el menú es sorpresa, el principal temor es que el menú incluya platos que desagraden.

Como no suelo tomar alcohol, me pusieron un cóctel de fresa con lima.

Por otra parte, el tipo de cocina que hacen me la definieron como una cocina sostenible.

Entre los platos del menú vi que destacaban verduras y pescados, mientras que la carne sólo hizo acto de presencia en uno. Quizás no destacan muchos platos por las presentaciones (lo que no quiere decir que las elaboraciones sean simples) pero no hubo nada que no me gustase. Si tuviese que elegir que me pareció más flojo del menú, sería el último postre, una especie de hojaldre marino. Por lo demás, hubo calamar, caldo de atún, coliflor, papardelle, cuajada de maíz, pimiento de piquillo, mole, seta shitake, vieira, anguila ahumada, solomillo de vaca, ruibarbo, pan de chocolate (algarroba), un algodón de azúcar muy original y el citado hojaldre marino.

Entre plato y plato la camarera preguntaba qué me había parecido.

Los tiempos entre cada plato fueron correctos. Al final se requieren casi 2 horas y media para completar los 15 platos.

Lo que sí eché en falta al final, a la hora de pagar, es que me entregasen una hoja con el menú servido, más que nada como recuerdo.

En cualquier caso es un buen lugar para disfrutar de una experiencia gastronómica y un buen servicio.

Ya cuando me iba del restaurante me encontré con el chef Diego Guerrero que me preguntó qué me había parecido.

Por cierto, hay que tener en cuenta a la hora de hacer una reserva, que si se cancela con menos de 24 horas de antelación, cobran 90€ por persona sobre la tarjeta con la que se haya hecho.",Madrid,584 contribuciones,584.0,Escrita el 16 de julio de 2021,,,,,Calidad/precio,Servicio,Comida,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",0.0,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/df/2b/default-avatar-2020-39.jpg?w=100&h=-1&s=1,,
1775744641-1,https://www.tripadvisor.es/Restaurant_Review-g187514-d6884911-Reviews-DSTAGE-Madrid.html,Not worth half a michelin star,Juan Ignacio F,"He tenido la fortuna de poder comer o cenar en varios restaurantes con estrellas Michelin y siempre, en alguno de ellos, algo me ha volado la cabeza y los sentidos: el Celler, Hermanos torres, Saint Celoni, Coque, Saddle, Elkano,etc. DStage ha sido, por lejos, la peor. Decepcionante en todo sentido, hasta en el maridaje de vinos.ñ, con solo dos tintoa y de bajísima calidad. De 15 platos, dos me han gustado y el resto literalmente no tienen gusto a nada o tienen gusto a un solo ingrediente, que provoca un desequilibrio total de sabores. A eso hay que agregarle una misma salsa en al menos dos platos, un supuesto flan de postre con gusto a carne y un pelo, si, un pelo en otro postre (mochi), ante lo cual tan solo una disculpa pero ninguna atención en el resto de la cuenta. En una fonda de barrio habría comido y bebido mucho mejor.",2 contribuciones,Escrita el 20 de septiembre de 2022,"MONTEVIDEO, Uruguay",,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,,,,,,,,,,,,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f4/20/default-avatar-2020-31.jpg?w=100&h=-1&s=1,,2.0,4.0
1775744641-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d6884911-Reviews-DSTAGE-Madrid.html,Experiencia DSTAgE,Francisco GP,"Cuando acudes a un restaurante como DSTAgE, con dos estrellas Michelin, tu opinión se puede ver nublada por las expectativas generadas.

Por eso, al llegar, intentamos despejar la mente y tratar de disfrutar y valorar la experiencia sin expectativa alguna.

En DSTAgE, lo primero en lo que te fijas es en el estilo vanguardista del local, con paredes de ladrillo, barra moderna y cocina abierta a la sala, que dan ese toque tan hipnótico.

Te acomodan en la mesa, y te ofrecen algo de beber, y aquí es cuando te informan del menú que tienes. Nosotros, cogimos el de 15 pases con maridaje. 

Del menú, teniendo en cuenta que cada plato es espectacular, me gustaría destacar el chorizo al 	txacolí , Shiitake, Kokotxa  “del Padrón” y Anguila/Pollo (para mi el plato más increíble) 

En cuanto al maridaje, cada vino acompañaba perfectamente a su plato, como no podía ser de otra manera. Destacar: Sitta  Maceración 2019, Marcel  Couturier 2019 [AOC Pouilly Loché ] y Sartenes o Canciones 2020 [DO Ribeira Sacra] . 

Puedo decir que lo que más me gusta de la cocina de Diego Guerrero, es la innovación con el producto y cómo sorprende con esa perfecta mezcla de sabores.

El detalle, la técnica y sobretodo la calidad del producto, hacen que este restaurante tenga semejante nivel de satisfacción para el comensal.

Obviamente, es imposible describiros todos los platos, y aunque pudiera tampoco lo haría puesto que considero que es una experiencia que os merecéis vivir. 

Tuvimos la suerte de que nos atendieran Emi y Chelo en sala, un trato magistral y profesional que hicieron la experiencia aún mejor. 

Por último pedimos un cóctel (no tienen carta) que diseñan de forma personalizada en función de tus preferencias y tus gustos.

Desde mi más humilde y sincera opinión (y teniendo en cuenta que no soy un crítico experto), es uno de los mejores restaurantes en los que he estado hasta la fecha y he tenido la suerte de poder compartir la
experiencia con mi mujer. Os recomiendo el pack completo, con maridaje y cóctel incluidos.  

Ya estoy deseando repetir..",904 contribuciones,Escrita el 31 de julio de 2022,"Madrid, España",,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/25/0a/e5/c8/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/25/0a/e5/c3/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/25/0a/e5/c9/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/25/0a/e5/c4/caption.jpg?w=300&h=300&s=1,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/25/0a/e5/ca/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/25/0a/e5/c5/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/25/0a/e5/cb/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/25/0a/e5/c6/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/25/0a/e5/cc/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/25/0a/e5/c7/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/96/73/df/caption.jpg?w=100&h=-1&s=1,,904.0,6.0
1775744641-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d6884911-Reviews-DSTAGE-Madrid.html,Una comida en descenso total,Vlh,"Es la tercera vez que vamos a este restaurante, hemos vuelto después del confinamiento y hemos salido muy decepcionados.
Estuvimos sentados en las mesas de al lado de la cocina, un calor insoportable, la música estaba alta.
Tomamos el menú de 15 platos, empezamos con Horchata, un plato sorprendente que hay que coger con la mano y rápido porque se derrite, yo iba con las manitas limpias pero si vas a un restaurante y el primer plato se come con las manos lo lógico sería ofrecer unas toallitas, que uno de los platos sea una Shiitake,  parece un poco pobre, el plato de anguila ni fu ni fa, el pichón Koji, soso soso.
De los postres mejor no hablar, inexistentes, si consideran que acabar una comida asi con un Mochi es de 2 estrellas Michelin , es para replantearse todo.
Nos dieron la cuenta sin más , nadie os pregunto que nos había a parecido la experiencia.
Los platos ahora te los envían por mail.
Una experiencia impersonal y decepcionante a más no poder.
Una pena no veo que volvamos más veces, nada recomendable.
Te vas después de 2 horas con un calor tremendo y te vas con la sensación de decepción total.",231 contribuciones,Escrita el 17 de julio de 2022,"Madrid, España",Calidad/precio,Servicio,Comida,,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,,,,,,,,,,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/43/64/a8/lizanoval.jpg?w=100&h=-1&s=1,,231.0,2.0
1775744641-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d6884911-Reviews-DSTAGE-Madrid.html,Comida sorprendente y servicio espectacular,Antonio O,"Si te gusta la comida elaborada y que te sorprendan disfrutarás este sitio. En Madrid hay miles de sitios que comes normal y pagas 40-50 por cabeza. Aquí sales a 50-60 y pasas un rato divertido. Me gusta que propongan compartir los platos, se trata de eso ¿no? de probar cosas. Destaco los sorprendentes calamares rebozados, la anguila, o las manitas de cerdo. Pero por encima de todo, y seguramente es la primera vez que lo comento y lo he leído en alguna otra opinión, destacó el entusiasmo de los camareros y su gracia al explicar todos los platos; mi enhorabuena a ellos y a las personas que los seleccionan y los forman.",49 contribuciones,Escrita el 17 de julio de 2022,"Madrid, España",,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,,,,,,,,,,,,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/de/e7/default-avatar-2020-37.jpg?w=100&h=-1&s=1,,49.0,1.0
1775744641-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d6884911-Reviews-DSTAGE-Madrid.html,Baja producto y sube precio,Raquel C,"He ido varias veces y puedo comparar.. ha suprimido 2 aperitivos que siempre sorprendían al llegar. Imagino q por tener menos camareros.
Suprimen tambien darte la carta al finalizar, por ahorrar papel? Suprimen un pequeño regalo al finalizar, tambien por ahorrar. En cuanto sl producto, ni uno de gama alta. Eso si.. sube un 40% al precio prepandemia.
Ha dejado de ser un sitio especial, ahora es uno mas y caro. Una pena.",5 contribuciones,Escrita el 11 de julio de 2022,"Madrid, España",,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,,,,,,,,,,,,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/a3/default-avatar-2020-38.jpg?w=100&h=-1&s=1,,5.0,0.0
1775744641-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d6884911-Reviews-DSTAGE-Madrid.html,Decepción absoluta,Enrique V,"Cuando juegas en las grandes ligas, hay que exigir los estándares de los grandes. Y digo esto porque este tipo de restaurantes generan obviamente unas expectativas muy altas que deben tratar de cumplirlas desde que se cruza la puerta. Sin embargo en este caso todo se fue derrumbando nada más entrar. 
Lo primero que choca es que no haya una recepción o una pequeña introducción que te prepare para la experiencia que piensas que vas a disfrutar. De manera que tras dejar los abrigos te encuentras sentado en tu mesa sin más. En un restaurante muy bien decorado pero como de los miles que hay en Madrid. Otra cosa que sorprende en la falta de privacidad que suele caracterizar a estos sitios y que viene dada por la distancia entre las mesas. Sin preámbulo alguno comienzan a llegar los platos unos tras otros sin hacer un especial hincapié en presentarnos lo que vamos a degustar. Tan solo una escueta explicación, dando la sensación de que no da tiempo para mucho más allá que lo mínimo. Platos que por otro lado están bien, pero sin grandes sorpresas ( aunque esto ya es una cuestión más de gustos). Otro aspecto llamativo fue que tampoco pudiésemos disfrutar de una sobremesa algo más distendida ya que al pedir los cafés nos dijeron que debían traernos la cuenta porque iban a cerrar.
En resumen,  un grande que no está a la altura de los grandes, tan sólo en materia de precios si se codea con ellos. No hay tour previo, no hay experiencia mas allá que degustar los platos, no hay sorpresas y en definitiva, no hay ni habrá en nuestro caso, un recuerdo positivo que perdure.",10 contribuciones,Escrita el 24 de abril de 2022,"Madrid, España",,,,,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,,,,,,,,,,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ee/10/default-avatar-2020-8.jpg?w=100&h=-1&s=1,,10.0,2.0
1775744641-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d6884911-Reviews-DSTAGE-Madrid.html,"Estupendo,  cumplio las expectativas",Okooko19,Cumple las expectativas que eran muy altas.  El postre lo que mas nos sorprendió. Las recomendaciones de vinos excelente,11 contribuciones,Escrita el 9 de abril de 2022,"Madrid, España",,,,,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,,,,,,,,,,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f3/23/default-avatar-2020-28.jpg?w=100&h=-1&s=1,,11.0,0.0
