web_scraper_order,web_scraper_start_url,data,data2,data3,data5,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,data18,image,image2,image3,image4,position,data19,data20,data21
1779687919-1,https://www.tripadvisor.es/Restaurant_Review-g187514-d5616788-Reviews-Gandario-Madrid.html,TE GUSTA SI ES LO QUE BUSCAS,Dani M,"Fui a probar sus tablas de patatas estaban correctas, lo recomiendo  si te gusta alternar con este tipo de comida. Para mi el único pero, sería que la cantidad de salsa que  se ofrece es bastante pequeña en relación al plato y al final se puede hacer pesado. 
Lo demás correcto",10 contribuciones,Escrita el 13 de agosto de 2020,"Comunidad de Madrid, España",10,,,Escrita el 13 de agosto de 2020,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/b6/00/24/dmarting17.jpg?w=100&h=-1&s=1,,,3.0,,,
1779687919-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d5616788-Reviews-Gandario-Madrid.html,"BBB: Bueno, Bonito, Barato",Daniel A,"Excelente trato, altísima calidad y  abundante cantidad. Una parada obligatoria, un lugar en el que repostar y ante todo, un bar para disfrutar.",10 contribuciones,Escrita el 10 de agosto de 2020,10 contribuciones,10,,,,,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f0/48/default-avatar-2020-15.jpg?w=100&h=-1&s=1,,,0.0,,,
1779687919-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d5616788-Reviews-Gandario-Madrid.html,Lugar para volver,Adriana E,Sitio totalmente recomendable. Tanto el ambiente como el personal es muy agradable. Sus tablas buenísimas y la relación calidad precio es genial. Volveremos!!,16 contribuciones,Escrita el 2 de agosto de 2020,"Carcabuey, España",16,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/ac/df/c5/img-20200801-224530-largejpg.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e4/59/default-avatar-2020-49.jpg?w=100&h=-1&s=1,,,0.0,,,
1779687919-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d5616788-Reviews-Gandario-Madrid.html,QUE GRANDE ANTONIO DEL GANDARIO,inaki,"Aupa equipo,
Simplemente unas palabras para decir lo excepcional de este lugar.
El personal siempre atento y super amable....y que decir de las delicias que te sirven hechas con gran arte y más cariño.
El dueño un crack ( un tal,antoniovich) que se ve que disfruta trabajando en su negocio y siempre por y para sus clientes.
Sugerencia...hacer un carnet de gandario member porque todo el que va repite.
OSO ONDO MUTIL.",3 contribuciones,Escrita el 1 de agosto de 2020,"Irún, España",3,Calidad/precio,Servicio,Comida,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ee/db/default-avatar-2020-10.jpg?w=100&h=-1&s=1,,,0.0,,,
1779687919-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d5616788-Reviews-Gandario-Madrid.html,Excelente el trato y la comida,Adrián O,"Muy buenas las tablas, los bocadillos y a precios muy competitivos. El personal es muy amable y te sientes como en casa.",1 contribución,Escrita el 14 de julio de 2020,"Madrid, España",1,Calidad/precio,Servicio,Comida,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,,,,,0.0,,,
1779687919-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d5616788-Reviews-Gandario-Madrid.html,Excelente,Kike,"Viajo constantemente a madrid por asuntos laborales y doy gracias a un intimo amigo mio que me hizo conocer este sitio. Pequeño pero acogedor, trato fenomenal y personal majísimo te hacen estar como si estuvieras en casa ,ya he probado toda la carta y no me canso de repetir , sus salsas caseras y buenísimas y las carnes de las mejores que he probado",7 contribuciones,Escrita el 29 de junio de 2020,7 contribuciones,7,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/e6/default-avatar-2020-45.jpg?w=100&h=-1&s=1,,,0.0,,,
1779687919-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d5616788-Reviews-Gandario-Madrid.html,Merece la pena esperar!,pedro hugo p,"Tuvimos que esperar un rato porque estaba lleno pero mereció la pena. No reservan pero en cuanto pudieron nos hicieron hueco.
Recomiendo las croquetas y sobretodo las tablas con huevo por encima",3 contribuciones,Escrita el 27 de junio de 2020,3 contribuciones,3,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/76/b5/12/gandario.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/de/e7/default-avatar-2020-37.jpg?w=100&h=-1&s=1,,,0.0,,,
1779687919-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d5616788-Reviews-Gandario-Madrid.html,Genial atención  y las tablas....,Jony O,"Nos encantó  el sitio, la atención y las tablas.genial de precio  y es algo distinto  para probar.un concepto que encantó  a mis amigos y a mi!volveremos en breve!",1 contribución,Escrita el 27 de junio de 2020,1 contribución,1,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/e6/default-avatar-2020-45.jpg?w=100&h=-1&s=1,,,0.0,,,
1779687919-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d5616788-Reviews-Gandario-Madrid.html,Un pequeño gran lugar,Jorge S,"Después de dar una vuelta por Moncloa, descubrimos este sitio. La verdad es que nos encantó, estábamos de “tapeo” por varios sitos de la zona y, al final, nos quedamos ahí todo el rato.  El personal siempre muy atento y simpático, así da gusto ir a tomarse algo. 

Las tablas son contundentes y la relación calidad/precio es muy buena. Todo lo que pedimos nos encantó y tiene opciones para todo tipo de cliente. 

Si te encuentras por Moncloa, es un sitio por el que recomiendo pasar.",1 contribución,Escrita el 25 de junio de 2020,1 contribución,1,,,,,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ee/10/default-avatar-2020-8.jpg?w=100&h=-1&s=1,,,0.0,,,
1779687919-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d5616788-Reviews-Gandario-Madrid.html,Maravilla de sitio,María,Comida de calidad y mejor ambiente de Madrid! Un gusto sus camareros. Deseando su reapertura 👏🏼👏🏼🎉,2 contribuciones,Escrita el 25 de junio de 2020,2 contribuciones,2,,,,,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,,,,,0.0,,,
1779687919-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d5616788-Reviews-Gandario-Madrid.html,Qué ganas de volver!,Guzmán G.,"Siempre que voy con mis amigos nos lo pasamos en grande en este sitio. Los camareros majísimos y la comida de 10.
Qué ganas volver a ir con mis amigos cuando abran de nuevo!!!",9 contribuciones,Escrita el 23 de junio de 2020,"Madrid, España",9,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/77/ae/default-avatar-2020-2.jpg?w=100&h=-1&s=1,,,0.0,,,
1779687919-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d5616788-Reviews-Gandario-Madrid.html,Deseando repetir sus tablas,Francisco R,Queremos repetir quedada con esas tablas que se salen de la mesa y esa cerveza bien fria como deber ser !!!,2 contribuciones,Escrita el 23 de junio de 2020,2 contribuciones,2,,,,,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/e3/default-avatar-2020-59.jpg?w=100&h=-1&s=1,,,0.0,,,
1779687919-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d5616788-Reviews-Gandario-Madrid.html,Gran sitio para ir con amigos,Rafael,"Gran sitio para ir con amigos un ambiente agradable, buen trato del personal muy atentos siempre y la comida es muy buena sus tablas de lo mejor, contando que tiene comida vegana y también para celíacos,lo recomiendo al 100%",2 contribuciones,Escrita el 23 de junio de 2020,"Madrid, España",2,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/72/93/18/photo0jpg.jpg?w=300&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/df/2b/default-avatar-2020-39.jpg?w=100&h=-1&s=1,,,0.0,,,
1779687919-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d5616788-Reviews-Gandario-Madrid.html,Un paraíso para los pecadores de la gula. Delicias y buen trato.,Sergio R,"Vivo en Zaragoza pero soy de Salamanca, en mi ultimo viaje de una a otra, justo antes de la pandemia, Pare a comer allí, tanto a la ida para conocerlo, como a la vuelta, porque me encanto.
El bar es chiquitito pero muy limpio y acogedor, con muy buen ambiente, se ve al a gente contenta, ya se sabe que con el estomago satisfecho esta uno mas alegre.
La primera sorpresa es que con la cerveza me regalaron un pincho, en mi caso de tortilla delicioso y de buen tamaño. Pedí una tabla de patatas con panceta, cruceta y dos salsa. Que maravilla si ves lo apetecible que esta en la foto, se queda corto con lo rico que esta en realidad.
A la vuelta por variar me pedí una ración de croquetas variadas. todas deliciosas a destacar la salsa barbacoa se nota que es casera y es la salsa barbacoa mas rica que he comido nunca.
Y también me pedí una hamburguesa, Bueno hamburguesón tanto en sabor como en tamaño, ademas viene acompañado de las deliciosas patatas del lugar. Yo que soy de comer cantidad me quede bien lleno con estas dos cosas.
Estoy deseando volver a Madrid para ir de nuevo a este sitio. Sí viviese en Madrid mínimo una vez a la semana estaría por allí. Seria mi sitio de reunión habitual con los amigos.",15 contribuciones,Escrita el 8 de junio de 2020,"Zaragoza, España",15,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/63/ae/00/cerveza-con-pincho-de.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/df/99/default-avatar-2020-40.jpg?w=100&h=-1&s=1,,,1.0,,,
1779687919-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d5616788-Reviews-Gandario-Madrid.html,Para repetir,Vera,Volveremos sin duda. Fuimos por recomendación de unos amigos y salimos encantados. Las raciones son muy generosas y el personal super amable.,1 contribución,Escrita el 29 de mayo de 2020,"Madrid, España",1,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/eb/default-avatar-2020-27.jpg?w=100&h=-1&s=1,,,0.0,,,
1779687935-1,https://www.tripadvisor.es/Restaurant_Review-g187514-d5616788-Reviews-Gandario-Madrid.html,Que ganas de volver a estar allí.,Yujoitos,"Fuimos antes de empezar todos los líos y como siempre, genial, las tablas merecen la pena, la carne se nota que es de calidad, en alguna otra ocasión he pedido hamburguesa y me ha costado comermela de lo grandes que son, muy ricas. La atención como siempre, genial! Esperando volver a veros!",55 contribuciones,55.0,"Madrid, España",Escrita el 11 de mayo de 2020,,,,0.0,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ef/32/default-avatar-2020-12.jpg?w=100&h=-1&s=1,,,,Leer más,
1779687935-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d5616788-Reviews-Gandario-Madrid.html,,,,,,,,Leer ahora,Un día perfecto en Milán,"En el caso de Milán, puede que no sea amor a primera vista, pero si pasas un día aquí te garantizo que te enamorarás perdidamente de la ciudad. La mayor ciudad del norte de Italia carece del romanticismo de Roma, Florencia y Venecia, pero, para los amantes de la historia, el arte y la moda, tiene mucho que admirar, desde catedrales góticas y frescos históricos de grandes maestros hasta una infinidad de tiendas de diseño.",,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/e7/ad/28/caption.jpg?w=400&h=400&s=1&cx=1920&cy=1080&chk=v1_f2b1be7044cdd54f81e3,,,,,,,
1779687935-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d5616788-Reviews-Gandario-Madrid.html,Típica taberna. Muy recomendable.,Pepe Docampo,"La comida muy rica a  un precio razonable. El principal problema el escaso espacio en el local, complicado encontrar sitio para mas de cuatro personas . Deberían plantearse encontrar un local mas grande. Cerveza barata y platos a recomendar la tortilla y la tabla de ternera.",10 contribuciones,10.0,10 contribuciones,Escrita el 9 de marzo de 2020,,,,0.0,Calidad/precio,Servicio,Comida,,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/6d/default-avatar-2020-19.jpg?w=100&h=-1&s=1,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta."
1779687935-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d5616788-Reviews-Gandario-Madrid.html,Comida tradicional y rica,Ariadna g,"No es la primera vez que vamos ni será la única, está bvez una tabla de chorizo y panceta que quitaba el sentido, las carnes sabían a hoguera y a pesar de parecer grande la ración (tabla de 26 cm), nos la terminamos y si hay más hubiéramos seguido. Es un local pequeño así que es aconsejable llegar prontito para el sitio.",107 contribuciones,107.0,"Córdoba, España",Escrita el 2 de marzo de 2020,,,,0.0,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/0c/81/11/tabla-de-patatas-con.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/ca/6a/c7/avatar.jpg?w=100&h=-1&s=1,,,,Leer más,
1779687935-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d5616788-Reviews-Gandario-Madrid.html,De cerves,Dignidad,"La cerveza a buen precio, y con tapa. Además puedes comer un plato de carne con diferentes salsas acompañado de patatas, que es muy recomendable para compartir con amigos.",135 contribuciones,135.0,"Madrid, España",Escrita el 27 de febrero de 2020,,,,0.0,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/86/5d/78/elena-g.jpg?w=100&h=-1&s=1,,,,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta."
1779687935-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d5616788-Reviews-Gandario-Madrid.html,Buena calidad precio,SraKronos,"Fuimos unos amigos, estuvimos desde las 8 hasta las 11, bebiendo cerveza y comiendo, un plato de carne con patatas, muy bueno y recomendable.
El sitio es pequeño, autoservicio.
Salimos a 17 euros por cabeza.
Volveremos",53 contribuciones,53.0,"Sevilla, España",Escrita el 19 de febrero de 2020,,,,0.0,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/39/ff/d8/cristina-c.jpg?w=100&h=-1&s=1,,,,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta."
1779687935-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d5616788-Reviews-Gandario-Madrid.html,Espectacular.,BEB,"Espectacular. Intento ir a comer o cenar siempre que viajo a Madrid. Estupendo para ir con amigos, familia o pareja.",9 contribuciones,9.0,"Madrid, España",Escrita el 15 de febrero de 2020,,,,0.0,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e7/99/default-avatar-2020-57.jpg?w=100&h=-1&s=1,,,,Leer más,
1779687935-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d5616788-Reviews-Gandario-Madrid.html,,,,,,,,Leer ahora,Cosas que debes saber antes de hacer tu primer safari por el desierto en Dubái,"Si miras más allá de sus imponentes rascacielos, su arquitectura futurista y su espectacular paisaje urbano, encontrarás una ciudad con un rico legado en cuanto a cultura, tradición e historia, que perdura en los desiertos gracias a los beduinos de Dubái que habitan en ellos.",,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/50/57/2d/caption.jpg?w=400&h=400&s=1&cx=1728&cy=1152&chk=v1_c3b95e04b02f1c246e25,,,,,,,
1779687935-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d5616788-Reviews-Gandario-Madrid.html,Para chuparse hasta los nudillos,Guille,"Un lugar espléndido para comer y tapear con amigos, pareja o familiares.
El trato del camarero de 10 y la comida buenísima.
Croquetas artesanas y unas bandejas de carne con patatas y salsas de chuparse hasta los nudillos.
Totalmente recomendado",3 contribuciones,3.0,3 contribuciones,Escrita el 11 de febrero de 2020,,,,0.0,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e5/2b/default-avatar-2020-52.jpg?w=100&h=-1&s=1,,,,Leer más,
1779687935-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d5616788-Reviews-Gandario-Madrid.html,Tablas muy buenas,Adrián E,"Fuimos a tomar algo antes de ir a la sala Moon y las tablas espectaculares a muy buen precio. Totalmente recomendable, el camarero muy amable.",25 contribuciones,25.0,25 contribuciones,Escrita el 30 de enero de 2020,,,,0.0,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/c0/5c/dd/photo0jpg.jpg?w=300&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/57/09/3d/adrian-e.jpg?w=100&h=-1&s=1,,,,Leer más,
1779687935-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d5616788-Reviews-Gandario-Madrid.html,EXCELENTE,pedro hugo p,"Un sitio genial, trato magnifico del personal en un ambiente familiar y acogedor, muy recomendable el tapeo y las cañas en una zona inmejorable de Madrid. Volveremos seguro",3 contribuciones,3.0,3 contribuciones,Escrita el 4 de enero de 2020,,,,0.0,Calidad/precio,Servicio,Comida,,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/de/e7/default-avatar-2020-37.jpg?w=100&h=-1&s=1,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta."
1779687935-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d5616788-Reviews-Gandario-Madrid.html,No decepciona,Luisoo E,"No decepciona. Volvimos a ir un año después y aunque con cambio de cartas, todo a mejor. Las tablas exquisitas como siempre. Personal inmejorable. Buen ambiente. Ya lo consideramos un paso obligado cada vez que vamos a Madrid!!",25 contribuciones,25.0,25 contribuciones,Escrita el 29 de diciembre de 2019,,,,1.0,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,,,,Leer más,
1779687935-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d5616788-Reviews-Gandario-Madrid.html,Buen sitio para cena de tapas y cervezas,r0bertill0,"Un clásico del barrio de Argüelles. Fuimos a este sitio tomar unas cervezas y acabamos cenando, ya que disponen de unas tablas muy buenas y a buen precio. El único problema es que es un sitio pequeño y suele estar a tope. Buen sitio para desconectar después del trabajo.",193 contribuciones,193.0,"Madrid, España",Escrita el 15 de diciembre de 2019,,,,113.0,Calidad/precio,Servicio,Comida,,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta."
1779687935-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d5616788-Reviews-Gandario-Madrid.html,,,,,,,,Explora ahora,Descubre Abu Dabi,Descubre por qué a los viajeros como tú les encanta Abu Dabi,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/f9/08/b1/mosquee-1.jpg?w=400&h=400&s=1,,,,,,,
