web_scraper_order,web_scraper_start_url,data,data2,data3,data4,data5,position,data6,data7,data8,data9,data10,data11,data12,data13,data14,position2,image,image2,data15,data16,data17,data18,data19,image3
1777310884-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d10670751-Reviews-Pizzeria_Fratelli-Madrid.html,"Atención y comida de 10, gracias Hugo",Karol D,"La comida es deliciosa!!, el camarero Hugo aparte de que es súper amable ,y te brinda una atención excelente, nos hizo una recomendación del postre genial, seguro volvemos !",1 contribución,Escrita el 21 de febrero de 2026,1.0,,,,,feb 2026 • Parejas,,Calidad/precio,Ambiente,Servicio,1.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/59/default-avatar-2020-24.jpg?w=100&h=-1&s=1,Comida,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,,
1777310884-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d10670751-Reviews-Pizzeria_Fratelli-Madrid.html,Hugo es genial,sam f,"Hugo nos atendió genial, comida estupenda y todo correcto, el sitio en Aluche es TOP",1 contribución,Escrita el 21 de febrero de 2026,1.0,,,,,feb 2026 • Parejas,,Calidad/precio,Ambiente,Servicio,1.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/df/99/default-avatar-2020-40.jpg?w=100&h=-1&s=1,Comida,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,,
1777310884-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d10670751-Reviews-Pizzeria_Fratelli-Madrid.html,Gran experiencia,Passenger22020270124,"La atención, es estupenda Héctor nos trató de lujo, y la Comida deliciosa, con precios razonables, volveremos gracias  💪💪",1 contribución,Escrita el 20 de febrero de 2026,1.0,,,,,feb 2026 • Parejas,,,,,1.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/df/99/default-avatar-2020-40.jpg?w=100&h=-1&s=1,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,
1777310884-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d10670751-Reviews-Pizzeria_Fratelli-Madrid.html,,,,,,,Leer ahora,Quédate y descubre los tesoros ocultos de Hiroshima — de la paz a la aventura,Este contenido está patrocinado por Hiroshima Tourism(HIT). Ves este anuncio porque su contenido es similar a contenido que tú has mirado antes. Puede que el patrocinador haya pagado para promocionar contenido en Tripadvisor.,"Ruta dorada, final de platino — Hiroshima eleva tu viaje por Japón.",,En colaboración con Hiroshima Tourism(HIT),,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/67/dd/ae/caption.jpg?w=400&h=400&s=1&cx=4096&cy=2752&chk=v1_4cc8bb50a02acd7b87cb,,,,,,,
1777310884-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d10670751-Reviews-Pizzeria_Fratelli-Madrid.html,Gran trato y comida,ISRAEL P,"Trato del camarero Hugo excepcional, muy buenas recomendaciones y muy buena comida",2 contribuciones,Escrita el 19 de febrero de 2026,2.0,,,,,feb 2026 • Parejas,,Calidad/precio,Ambiente,Servicio,1.0,,,Comida,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,,
1777310884-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d10670751-Reviews-Pizzeria_Fratelli-Madrid.html,Siempre un acierto,Isabel C,Ya hemos ido varias veces porque tanto las comidas como la atención del personal es buenísima. Me gustaría destacar que ayer Héctor estuvo súper atento a todos los que estábamos en la planta de abajo... ¡que éramos muchos! Todo un profesional. Muchas gracias por tu atención.,1 contribución,Escrita el 19 de febrero de 2026,1.0,,,,,feb 2026 • En familia,,Calidad/precio,Ambiente,Servicio,1.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/7c/01/default-avatar-2020-5.jpg?w=100&h=-1&s=1,Comida,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,,
1777310884-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d10670751-Reviews-Pizzeria_Fratelli-Madrid.html,De las mejores pizzerías del barrio,Ado R,"Es a una pizzería que a la hora que vayas encuentras buenas pizzas, de la mejor calidad y si hablamos de Hugo, el chico que nos atendió, tendría que dar 100 porque 5 es muy poco para valorar su servicio, siempre atento y pendiente al cliente. Sin duda volveremos",2 contribuciones,Escrita el 19 de febrero de 2026,2.0,,,,,feb 2026 • En familia,,,,,0.0,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,,
1777310884-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d10670751-Reviews-Pizzeria_Fratelli-Madrid.html,Buenisimo!,Raquel G,"Hemos ido a comer unas amigas y han sido super rapidos y atentos, sin contar con lo bueno que estaba todo. Muchas gracias a Hugo por su atención y simpatía",3 contribuciones,Escrita el 18 de febrero de 2026,3.0,,,,,feb 2026 • Amigos,,Calidad/precio,Ambiente,Servicio,1.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ef/73/default-avatar-2020-13.jpg?w=100&h=-1&s=1,Comida,,,Leer más,,
1777310884-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d10670751-Reviews-Pizzeria_Fratelli-Madrid.html,Comida riquísíma y trato excelente!,Mila C,"Comida variada y riquísima. Fuimos a comer por San Valentín y las propuestas fuera de carta espectaculares! Gracias a nuestro camarero Hugo, siempre atento a cada detalle! Por cierto, el tiramisú delicioso.",192 contribuciones,Escrita el 18 de febrero de 2026,192.0,,,,,feb 2026 • En familia,,,,,1.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/c3/2b/ca/mila-c.jpg?w=100&h=-1&s=1,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,
1777310884-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d10670751-Reviews-Pizzeria_Fratelli-Madrid.html,,,,,,,Explora ahora,Descubre Egipto,Este contenido está patrocinado por Experience Egypt. Ves este anuncio porque su contenido es similar a contenido que tú has mirado antes. Puede que el patrocinador haya pagado para promocionar contenido en Tripadvisor.,Descubre por qué a los viajeros como tú les encanta Egipto,,Patrocinado por Experience Egypt,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/13/8e/38/caption.jpg?w=400&h=400&s=1,,,,,,,
1777310884-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d10670751-Reviews-Pizzeria_Fratelli-Madrid.html,Comida y personal genial,Alvaro C,"El restaurante genial y la comida extraordinaria.
Nos atendió Hugo, excelente con las sugerencias y muy amable. Da gusto con gente tan profesional,
100% recomendable. Volveremos",2 contribuciones,Escrita el 17 de febrero de 2026,2.0,,,,,feb 2026 • En familia,,Calidad/precio,Ambiente,Servicio,1.0,,,Comida,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,,
1777310884-16,https://www.tripadvisor.es/Restaurant_Review-g187514-d10670751-Reviews-Pizzeria_Fratelli-Madrid.html,todo genial,Patri Ordiz,"siempre que voy se come de maravilla, nos atendieron genial y estaba todo buenísimo. recomiendo siempre pedir cosas fuera de carta que son geniales! hugo majisimo",4 contribuciones,Escrita el 17 de febrero de 2026,4.0,,,,,feb 2026 • Amigos,,Calidad/precio,Ambiente,Servicio,1.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/76/ee/25/caption.jpg?w=100&h=-1&s=1,Comida,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,,
1777310884-17,https://www.tripadvisor.es/Restaurant_Review-g187514-d10670751-Reviews-Pizzeria_Fratelli-Madrid.html,"Muchos negocios de hosteleria de barrio, quisieran trabajar asi",Juan José A,"Comida buena, vino bueno, precio bien. Local limpio, sin humos ni olores. Los camareros, trabajando como leones. En especial hugo.",2 contribuciones,Escrita el 17 de febrero de 2026,2.0,,,,,feb 2026 • En familia,,,,,1.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f3/e4/default-avatar-2020-30.jpg?w=100&h=-1&s=1,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,
1777310884-18,https://www.tripadvisor.es/Restaurant_Review-g187514-d10670751-Reviews-Pizzeria_Fratelli-Madrid.html,Comida Riquisima,Gregory T,La comida riquisima y david super generoso y amabe,1 contribución,Escrita el 12 de febrero de 2026,1.0,,,,,feb 2026 • Amigos,,,,,1.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f6/0d/default-avatar-2020-34.jpg?w=100&h=-1&s=1,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,
1777310873-1,https://www.tripadvisor.es/Restaurant_Review-g187514-d10670751-Reviews-Pizzeria_Fratelli-Madrid.html,Buena comida y atención.,Pepe O,"Gran comida y servicio. Nos atendió Hugo quién, además de ser muy amable, nos dio excelentes recomendaciones. Muy satisfecho con la visita.",,1 contribución,1.0,Escrita el 18 de marzo de 2026,,,,,,,,,1.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ef/9c/default-avatar-2020-14.jpg?w=100&h=-1&s=1,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,,
1777310873-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d10670751-Reviews-Pizzeria_Fratelli-Madrid.html,,,,,,,,Explora ahora,Descubre Marruecos,Este contenido está patrocinado por Morocco. Ves este anuncio porque su contenido es similar a contenido que tú has mirado antes. Puede que el patrocinador haya pagado para promocionar contenido en Tripadvisor.,Descubre por qué a los viajeros como tú les encanta Marruecos,Patrocinado por Morocco,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/fb/25/a5/caption.jpg?w=400&h=400&s=1,,,,,,,
1777310873-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d10670751-Reviews-Pizzeria_Fratelli-Madrid.html,Volveremos,Patricia D,"Comida buenísima, y Hugo nos atendió muy bien.",,1 contribución,1.0,Escrita el 15 de marzo de 2026,,,,,,Calidad/precio,Ambiente,Servicio,1.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e9/60/default-avatar-2020-64.jpg?w=100&h=-1&s=1,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,
1777310873-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d10670751-Reviews-Pizzeria_Fratelli-Madrid.html,"Pizzería de confianza de muy buena calidad, y gran servicio",Celia R,"El camarero que nos atendió (Hugo), muy atento y simpático , así como el resto del servicio. Además, la comida es espectacular y tienen novedades fuera de carta todos los meses. El sitio está bien decorado y es acogedor. Muy recomendado, repetiremos",,1 contribución,1.0,Escrita el 10 de marzo de 2026,,,,,,,,,1.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/59/default-avatar-2020-24.jpg?w=100&h=-1&s=1,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,,
1777310873-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d10670751-Reviews-Pizzeria_Fratelli-Madrid.html,Pizza muy buena,Hicham C,Muy buen trato de Hugo y muy buena la comida,,1 contribución,1.0,Escrita el 10 de marzo de 2026,,,,,,,,,1.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ee/10/default-avatar-2020-8.jpg?w=100&h=-1&s=1,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,,
1777310873-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d10670751-Reviews-Pizzeria_Fratelli-Madrid.html,"La comida está ricaGracias a cámarero que se llama Hugo. Es muy amable, atento,le explica bien, te aconseja mejor plato",Аня Б,Muy bien todo. Es recomendable.,,1 contribución,1.0,Escrita el 8 de marzo de 2026,,,,,,,,,1.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/06/default-avatar-2020-18.jpg?w=100&h=-1&s=1,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,,
1777310873-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d10670751-Reviews-Pizzeria_Fratelli-Madrid.html,Mala experiencia,Marina O,"Acudimos el 7 de marzo con una reserva telefónica para una franja entre las 13:30 y las 14:00. La propia empleada nos indicó que no habría problema en llegar a las 13:45 aproximadamente.

Llegamos a las 13:47 (dentro de la franja indicada) y nos informaron de que la reserva había sido cancelada porque “solo se guardan 15 minutos”. Esta condición nunca se nos comunicó durante la llamada en la que se realizó la reserva.

Íbamos en familia con un bebé y dos niños pequeños, por lo que la situación resultó bastante complicada.

Lo más desagradable fue el trato recibido por parte del encargado que se identificó como Eugenio, que respondió literalmente “es lo que hay y no voy a hacer nada”, además de realizar comentarios poco profesionales.

Ante esta situación solicitamos la hoja de reclamaciones oficial. El personal tuvo que salir del restaurante para pedir una hoja en el local de al lado, lo cual nos sorprendió bastante.

Finalmente se rellenó la hoja de reclamaciones correspondiente.

Simplemente comparto la experiencia para que otros clientes tengan en cuenta cómo se gestionan las reservas y la atención al cliente en este establecimiento.",,2 contribuciones,2.0,Escrita el 8 de marzo de 2026,,,,,,,,,1.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/7a/default-avatar-2020-25.jpg?w=100&h=-1&s=1,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,,
1777310873-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d10670751-Reviews-Pizzeria_Fratelli-Madrid.html,,,,,,,,Leer ahora,Quédate y descubre los tesoros ocultos de Hiroshima — de la paz a la aventura,Este contenido está patrocinado por Hiroshima Tourism(HIT). Ves este anuncio porque su contenido es similar a contenido que tú has mirado antes. Puede que el patrocinador haya pagado para promocionar contenido en Tripadvisor.,"Ruta dorada, final de platino — Hiroshima eleva tu viaje por Japón.",En colaboración con Hiroshima Tourism(HIT),,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/67/dd/ae/caption.jpg?w=400&h=400&s=1&cx=4096&cy=2752&chk=v1_4cc8bb50a02acd7b87cb,,,,,,,
1777310873-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d10670751-Reviews-Pizzeria_Fratelli-Madrid.html,Apuesta segura. 100% recomendado,Jorge S,"Desde hace años, geniales pizzas, pastas, ensaladas y vinos. He ido a comer o cenar 1000 veces, en pareja o con familia, el ambiente es tranquilo, familiar y acogedor. Limpísimo. Adaptado para sillas de ruedas. La atención siempre de 10, personal super agradable. 
Apuesta segura.",,27 contribuciones,27.0,Escrita el 3 de marzo de 2026,,,,,,Calidad/precio,Ambiente,Servicio,1.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ee/68/default-avatar-2020-9.jpg?w=100&h=-1&s=1,Comida,Llamar para reservar,,Leer más,,
1777310873-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d10670751-Reviews-Pizzeria_Fratelli-Madrid.html,Tortellinis espectaculares,Miguel Ángel,"Excelente el trato de Hugo, y su recomendación del tortellini relleno con parmesano espectacular, riquísimo muy recomendable.",,3 contribuciones,3.0,Escrita el 1 de marzo de 2026,,,,,,,,,2.0,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,
1777310873-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d10670751-Reviews-Pizzeria_Fratelli-Madrid.html,Todo muy rico.,Emily R,"Un 10/10, solemos venir por las pizzas y siempre es un acierto, y gracias a hugo por las recomendaciones.",,4 contribuciones,4.0,Escrita el 23 de febrero de 2026,,,,,,,,,1.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e7/3d/default-avatar-2020-55.jpg?w=100&h=-1&s=1,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,,
1777310873-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d10670751-Reviews-Pizzeria_Fratelli-Madrid.html,Pizzas excepcionales,rafa r,Pizzas excepcionales y Hugo un trato de 10,,1 contribución,1.0,Escrita el 22 de febrero de 2026,,,,,,Calidad/precio,Ambiente,Servicio,1.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/4a/default-avatar-2020-42.jpg?w=100&h=-1&s=1,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,
1777310873-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d10670751-Reviews-Pizzeria_Fratelli-Madrid.html,"Comida muy rica y rápido y lo mejor, súper bien de precio",Aroa N,"Debes de reservar, se llena siempre. Hugo nos hizo unas recomendaciones de 10. Nos trajeron la comida muy rápido. Y lo mejor es que está muy bien de precio. Repetiré",,4 contribuciones,4.0,Escrita el 22 de febrero de 2026,,,,,,,,,1.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e5/2b/default-avatar-2020-52.jpg?w=100&h=-1&s=1,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,,
1777310873-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d10670751-Reviews-Pizzeria_Fratelli-Madrid.html,,,,,,,,Explora ahora,Descubre Egipto,Este contenido está patrocinado por Experience Egypt. Ves este anuncio porque su contenido es similar a contenido que tú has mirado antes. Puede que el patrocinador haya pagado para promocionar contenido en Tripadvisor.,Descubre por qué a los viajeros como tú les encanta Egipto,Patrocinado por Experience Egypt,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/13/8e/38/caption.jpg?w=400&h=400&s=1,,,,,,,
1777310873-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d10670751-Reviews-Pizzeria_Fratelli-Madrid.html,Excelente experiencia,Jesus G,"Excelente experiencia. Las pizzas están buenísimas. Los camareros maravillosos. Me atendió Hugo, muy buena atención.",,1 contribución,1.0,Escrita el 22 de febrero de 2026,,,,,,,,,1.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/ea/default-avatar-2020-63.jpg?w=100&h=-1&s=1,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,,
1777310873-16,https://www.tripadvisor.es/Restaurant_Review-g187514-d10670751-Reviews-Pizzeria_Fratelli-Madrid.html,la mejor pizzería de aluche,angela m,"Muy buena experiencia, recomiendo la pizza delizia. Además, el trato excelente por parte de Hugo el camarero que era majisimo.",,1 contribución,1.0,Escrita el 22 de febrero de 2026,,,,,,Calidad/precio,Ambiente,Servicio,1.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/24/default-avatar-2020-60.jpg?w=100&h=-1&s=1,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,
1777310873-17,https://www.tripadvisor.es/Restaurant_Review-g187514-d10670751-Reviews-Pizzeria_Fratelli-Madrid.html,"Completamente recomendable, repetiremos",lucia m,"La comida estaba buenísima, las pizzas increíbles hacía mucho tiempo que no me comía una igual.
Y en especial el trato de nuestro camarero Hugo, majisimo y atento.
Volveremos",,1 contribución,1.0,Escrita el 22 de febrero de 2026,,,,,,,,,1.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/de/0a/default-avatar-2020-35.jpg?w=100&h=-1&s=1,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,,
1777310873-18,https://www.tripadvisor.es/Restaurant_Review-g187514-d10670751-Reviews-Pizzeria_Fratelli-Madrid.html,Fabuloso,t a g ar  t,"Fabulosa pizza y entrantes.
El camarero se llamaba Hugo, super atento y majo",,1 contribución,1.0,Escrita el 21 de febrero de 2026,,,,,,,,,1.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f3/23/default-avatar-2020-28.jpg?w=100&h=-1&s=1,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,,
