web_scraper_order,web_scraper_start_url,data,data2,data3,data5,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,data18,image,image2,image3,image4,image5,data19,position,image6,image7,image8
1779543744-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d3470895-Reviews-Taberna_la_Concha-Madrid.html,Horacio B,Bar de Tapas,Un pequeño y auténtico bar de tapas situado a poca distancia de la Plaza Mayor de Madrid. Gran selección de tapas bien preparadas a precios razonables. El personal es amable y servicial. Prueba el cóctel de vermut de la casa.,18 contribuciones,18,Escrita el 7 de febrero de 2025,,Mostrar original,Calidad/precio,Comida,Servicio,Ambiente,,Traducido automáticamente,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ea/2e/default-avatar-2020-67.jpg?w=100&h=-1&s=1,,,,,,
1779543744-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d3470895-Reviews-Taberna_la_Concha-Madrid.html,Scott S,Increíble vermut bar!,"¡Una experiencia de vermut bar imprescindible para los que visitan Madrid! Es un espacio increíble (siéntate abajo si están llenos en la parte superior) que está lleno de carácter y lugareños. (¡Perdón por arruinar esto para ellos!) 

La bebida de vermut es espectacular y nos la vamos a perder cuando volvamos a casa. La cocina también hace unas deliciosas tapas!","Memphis, Tennessee",37,Escrita el 9 de enero de 2025,37 contribuciones,Mostrar original,,,,,,Traducido automáticamente,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2e/86/6b/f9/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2e/86/6b/fd/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2e/86/6b/fb/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/e9/2c/10/scott-s.jpg?w=100&h=-1&s=1,,,,,,
1779543744-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d3470895-Reviews-Taberna_la_Concha-Madrid.html,Accox,Mejores Vermús y comida deliciosa,"El sitio perfecto para tomar un vermú y tapear. Nos sorprendió mucho en nuestra visita a Madrid y volvimos. Buena atención, las tapas excelentes, el vermú bien currado. Volveré la próxima vez que vuelva a Madrid.","Londres, Reino Unido",142,Escrita el 28 de diciembre de 2024,142 contribuciones,,,,,,,,,Leer más,0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/50/50/55/caption.jpg?w=100&h=-1&s=1,,,,,,
1779543773-1,https://www.tripadvisor.es/Restaurant_Review-g187514-d3470895-Reviews-Taberna_la_Concha-Madrid.html,Gran vino,Stuart,"Nos alojamos más tiempo de lo que pensamos. Buen personal, buen vino y un buen ambiente de tarde aquí. recomendaría","Birmingham, Reino Unido",1465,Escrita el 15 de diciembre de 2024,1465 contribuciones,,Mostrar original,Calidad/precio,Ambiente,Servicio,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Traducido automáticamente,,Leer más,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/69/c9/39/stuartd825.jpg?w=100&h=-1&s=1,,0,,,,
1779543773-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d3470895-Reviews-Taberna_la_Concha-Madrid.html,Comida exquisita y sin gluten.,Emilio Jose V,Perfecta atención. Controlan perfectamente el gluten. Perfecto para el celiaco. Mi mujer lo es y disfrutó comiendo..,15 contribuciones,15,Escrita el 28 de noviembre de 2024,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,,,,,,Leer más,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f4/20/default-avatar-2020-31.jpg?w=100&h=-1&s=1,,0,,,,
1779543773-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d3470895-Reviews-Taberna_la_Concha-Madrid.html,Very bad experience.,Fernando Walls,"Pésimo servicio, calidad ínfima de comida y encima no son ni simpáticos ni empáticos con el cliente. Servicio infinitamente lento e ingredientes de muy baja  calidad para el precio que pagas. Servicio de vinos muy mediocre. Para olvidar. Don’t go here if you visit Madrid there are thousand better places than this one. Very uncomfortable.","Sevilla, España",15,Escrita el 11 de noviembre de 2024,15 contribuciones,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,,,,,,Leer más,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/66/3a/00/ferparlop.jpg?w=100&h=-1&s=1,,0,,,,
1779543773-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d3470895-Reviews-Taberna_la_Concha-Madrid.html,Espectacular @,jorge ignacio b,"De novela! Super el vermouth y las croquetas de pescado y mariscos en salsa verde al curry. Tapas grandes. En el salón, un mundo de gente. Todos parados.  Tiene muy pocas mesas en el subsuelo. 
Conviene reservar. Quisimos volve al otro día por la noche y no había lugar.","Buenos Aires, Argentina",72,Escrita el 31 de octubre de 2024,72 contribuciones,"Reserva antes de ir. Sino, de parado y apretujado",,Calidad/precio,Comida,Servicio,Ambiente,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e9/bb/default-avatar-2020-65.jpg?w=100&h=-1&s=1,,0,,,,
1779543773-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d3470895-Reviews-Taberna_la_Concha-Madrid.html,Lugar colorido con tapas buenas y asequibles,Isaac K,"Encantador y colorido bar de tapas con buena comida. Los precios eran muy asequibles y el tamaño de las porciones era generoso. La presentación de la comida era visualmente atractivo, servidor nos trajo algunas aceitunas y chocolate gratis antes / después de nuestra comida.",3 contribuciones,3,Escrita el 24 de octubre de 2024,,,Mostrar original,,,,,,Traducido automáticamente,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/df/2b/default-avatar-2020-39.jpg?w=100&h=-1&s=1,,0,,,,
1779543773-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d3470895-Reviews-Taberna_la_Concha-Madrid.html,Gran lugar para comenzar un gateo de tapas de Cava Baja,Torbek,"Se cayó en un garabato de tapas de Cava Baja. Este lugar es famoso por su cóctel de vermut, que era bastante bueno! Tuvimos un par de tapas que eran mucho más grandes de lo esperado. Es bullicioso, ruidoso y te golpearán mucho, pero el ambiente es genial y la comida y bebida buena relación calidad-precio.","Brisbane, Australia",327,Escrita el 10 de octubre de 2024,327 contribuciones,,Mostrar original,Calidad/precio,Comida,Servicio,Ambiente,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Traducido automáticamente,,Leer más,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/6d/default-avatar-2020-19.jpg?w=100&h=-1&s=1,,0,,,,
1779543773-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d3470895-Reviews-Taberna_la_Concha-Madrid.html,Mi esposa celíaca y yo no podemos ir a Madrid y no visitar este lugar.,Aram C,"Mi esposa celíaca y yo no podemos ir a Madrid y no visitar este lugar. 

Como la mayoría de los lugares de la ciudad, el personal es muy conocedor de los requisitos dietéticos. Grita a Javi que siempre está seguro de que todos están cuidados. 

El vermut es increíble, con un toque de ginebra y un toque de Campari y el personal es genial. ¡Y la comida! No te atrevas a ir a este lugar sin pedir el plato de ""cerdo y tres quesos"". 

El lugar es tan bueno que suele estar lleno, así que sé amable y pregunta si hay alguna mesa disponible antes de correr en hombro revisando a otros clientes.",3 contribuciones,3,Escrita el 2 de octubre de 2024,,,Mostrar original,Calidad/precio,Comida,Servicio,Ambiente,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Traducido automáticamente,,Leer más,,,,,,0,,,,
1779543773-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d3470895-Reviews-Taberna_la_Concha-Madrid.html,Regresaré,Marisa S,"Estuve de cañas con un amigo. Se ha convertido en un sitio para regresar.
Local pequeño pero con encanto, de esos sitios en los que se respira "" buen rollo"".","Madrid, España",66,Escrita el 25 de septiembre de 2024,66 contribuciones,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,,,,,,Leer más,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/4a/default-avatar-2020-42.jpg?w=100&h=-1&s=1,,0,,,,
1779543773-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d3470895-Reviews-Taberna_la_Concha-Madrid.html,Ideal para celíacos y ubicación excelente,Vanessa C,Me encantó que pudiera pedir todos los platos sin gluten. El personal muy amable y el trato excelente. La comida estaba riquísima. Está situado muy cerca de la Plaza Mayor.,7 contribuciones,7,Escrita el 29 de agosto de 2024,,,,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2d/4c/2c/f1/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2d/4c/2c/ef/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2d/4c/2c/f0/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e7/3d/default-avatar-2020-55.jpg?w=100&h=-1&s=1,,0,,,,
1779543773-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d3470895-Reviews-Taberna_la_Concha-Madrid.html,Taberna castiza,Supergolos,"Nos ha encantado el sitio, muy buen ambiente y gran variedad de tapas sin gluten muy ricas y bien de precio. Julián nos atendió fenomenal sobre el tema sin gluten, Volveremos!",4 contribuciones,4,Escrita el 15 de agosto de 2024,,,,Calidad/precio,Comida,Servicio,Ambiente,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f0/48/default-avatar-2020-15.jpg?w=100&h=-1&s=1,,0,,,,
1779543773-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d3470895-Reviews-Taberna_la_Concha-Madrid.html,amplia carta sin gluten pero baja calidad,Vanesa G,"Acudimos a esta taberna por las reseñas que tenia en Tripadvisor y por su amplia carta sin gluten pero la verdad es que nos decepciono bastante.
Pedimos unas albóndigas para nuestra hija y aunque de sabor no estaban mal estaban crudas por dentro.
Las migas estaban bastante quemadas y en un mazacote que no se podía separar.
Los callos no estaban mal.
Sí hay que destacar que el camarero que nos atendió era super amable.","Madrid, España",1,Escrita el 12 de agosto de 2024,1 contribución,,,Calidad/precio,Comida,Servicio,Ambiente,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f4/20/default-avatar-2020-31.jpg?w=100&h=-1&s=1,,0,,,,
1779543773-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d3470895-Reviews-Taberna_la_Concha-Madrid.html,Excelente taberna en Madrid,Brian B,"Una de las mejores tabernas que a la que he ido en España.
Ubicada en Cava Baja, este pequeño y pintoresco local es toda una experiencia.
El servicio muy bueno, personal amable.
El vermuth de grifo es una maravilla, y te ponen unas pequeñas tapas cortesía de la casa....que estaban buenísimas.
No queda más que volver!","San Jose, Costa Rica",200,Escrita el 7 de agosto de 2024,200 contribuciones,,,Calidad/precio,Comida,Servicio,Ambiente,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2d/14/a5/55/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2d/14/a5/4d/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2d/14/a5/54/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/c5/27/91/caption.jpg?w=100&h=-1&s=1,,0,,,,
1779543773-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d3470895-Reviews-Taberna_la_Concha-Madrid.html,No se puede reservar si no se habla español,John G,Muy difícil de reservar. No se puede reservar por internet. Necesita reservar por teléfono. No hay opción en inglés por teléfono. Mi esposa llamó en persona dos veces para hacer una reserva. Personal no confiable para tomar una reserva y muy negativo a tomar una reserva en restaurante. Afortunadamente hay muchas mejores opciones cerca.,1 contribución,1,Escrita el 3 de agosto de 2024,,,Mostrar original,,,,,,Traducido automáticamente,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/77/ae/default-avatar-2020-2.jpg?w=100&h=-1&s=1,,0,,,,
1779543773-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d3470895-Reviews-Taberna_la_Concha-Madrid.html,Grandes tapas y ambiente,Foobs F,"Tapas increíblemente sabrosas y fabuloso cóctel de vermut. 
El personal es muy eficiente y servicial. 
Sin duda recomendaría visitar cuando en Madrid. Este lugar es muy popular y siempre lleno de gente.",5 contribuciones,5,Escrita el 21 de junio de 2024,,,Mostrar original,Calidad/precio,Comida,Servicio,Ambiente,,Traducido automáticamente,,Leer más,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/9e/d7/0d/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/9e/d7/0e/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/79/default-avatar-2020-21.jpg?w=100&h=-1&s=1,,0,,,,
1779543773-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d3470895-Reviews-Taberna_la_Concha-Madrid.html,El mejor vermut de Madrid,Juan Carlos B,"Conocí esta taberna en un viaje que hicimos a España a principios de 2023. Fuimos porque nos habían dicho que hacen el mejor vermut de Madrid y tenían toda la razón. Un sitio pequeño y con gran calidez donde disfrutamos tanto de su afamdo vermut como de sus diversa tapas. La atención fue fenomenal y salimos muy contentos. Hemos vuelto en abril de este año y tanto la calidad de sus tapas, como de su vermut y atención siguen siendo excelentes. Es un sitio para sentarse a compartir con tu pareja o un grupo de amigos. Los precios son buenos y no se arrepentirán de ir. Queda en Cava Baja en el Barrio La Latina. Ahh y debe decirles que, en ambas ocasiones, tanto en 2023 como en 2024 compré varias botellas de su vermut que disfruto ahora en Venezuela. Les recomiendo, si pueden, hacer lo mismo. No se arrepentirán!",6 contribuciones,6,Escrita el 16 de junio de 2024,,"Las tapas son muy buenas y el vermut, en mi opinión, uno de los mejores que he probado en Madrid",,Calidad/precio,Comida,Servicio,Ambiente,,,,Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/95/85/7b/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/95/85/79/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/95/85/7a/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/df/2b/default-avatar-2020-39.jpg?w=100&h=-1&s=1,,0,,,,
1779543793-1,https://www.tripadvisor.es/Restaurant_Review-g187514-d3470895-Reviews-Taberna_la_Concha-Madrid.html,No es lo que era,Jose V,"Total decadencia.
Camareros muy antipáticos y mal educados, un trato fatal.
Las tostas hechas con pan de varios días, o al menos así era el sabor y textura. La cerveza de grifo con sabor rancio, el vermut muy distinto al de antes, preparado para salir del paso.
Es una pena pues he recomendado a mucha gente que viene de fuera de Madrid, me da vergüenza.",2 contribuciones,Escrita el 10 de junio de 2024,,Ambiente,Comida,Calidad/precio,Servicio,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,,,,,,,,2,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/42/default-avatar-2020-20.jpg?w=100&h=-1&s=1
1779543793-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d3470895-Reviews-Taberna_la_Concha-Madrid.html,Taberna castiza en plena Latina con carta sin gluten,OSCAR G,"Taberna todavía castiza, servicio solo correcto, carta sin gluten muy amplia, vermú muy rico.

Mejorable el tamaño de las tostas, detalle muy chulo con unas trufas de cortesía al final de la comida.","Madrid, España",Escrita el 23 de enero de 2024,26 contribuciones,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/47/36/02/caption.jpg?w=300&h=300&s=1,,,,,,26,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/47/36/01/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-f/01/2e/70/64/avatar042.jpg?w=100&h=-1&s=1
1779543793-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d3470895-Reviews-Taberna_la_Concha-Madrid.html,Vergonzoso!,Alberto R,"Si quieres pasar hambre y esperar dos horas este es tu sitio!! Tardaron más de una hora en traernos la comida, bueno comida…. La tapa de albóndigas minúscula, la de migas en cualquier bar te la regalan y la ensalada dos lonchas de tomate. Una vergüenza y un abuso.",6 contribuciones,Escrita el 17 de diciembre de 2023,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,0,,,,,,,,,6,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/7a/default-avatar-2020-25.jpg?w=100&h=-1&s=1
1779543793-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d3470895-Reviews-Taberna_la_Concha-Madrid.html,Segunda vez y sigue muy bueno,Danq92,"Es la segunda vez que visito españa y el restaurante, super recomendado muy buena atencion, la comida y cerveza muy sabrosa, para la gente con alergias como celiaquia super recomendado.","Heredia, Costa Rica",Escrita el 23 de noviembre de 2023,382 contribuciones,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,0,,,,,,,,,382,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/a6/2b/df/danq92.jpg?w=100&h=-1&s=1
1779543793-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d3470895-Reviews-Taberna_la_Concha-Madrid.html,"Espectacular el sitio,la atención de primera,muy buena variedad de tapas,deliciosas y el precio lo mejor,súper Recomiend",Catalina V,"El servicio excelente, el sitio muy muy típico, hay donde sentarse, muy buena variedad de tapas, todas deliciosas, el vermut, con Campari y un toque de ginebra exquisito y lo mejor…los precios, muy accesibles.",20 contribuciones,Escrita el 15 de octubre de 2023,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,,,,,,,,20,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/96/78/74/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/77/ae/default-avatar-2020-2.jpg?w=100&h=-1&s=1
1779543793-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d3470895-Reviews-Taberna_la_Concha-Madrid.html,Riquísimas tapas y postres sin gluten y vermut artesanal. Taberna con mucho encanto,Maps48105628447,"Hemos descubierto esta taberna por casualidad,  buscando un sitio con encanto donde poder comer de tapas sin gluten en el Madrid antiguo y con historia y nos ha encantado!! Mucha variedad de tapas sin gluten riquísimas, tarta de queso sin gluten tmbn deliciosa y un vermut de elaboración propia espectacular. El camarero muy amable y profesional",2 contribuciones,Escrita el 14 de septiembre de 2023,,Ambiente,Comida,Calidad/precio,Servicio,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,,,,,,,,2,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/de/e7/default-avatar-2020-37.jpg?w=100&h=-1&s=1
1779543793-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d3470895-Reviews-Taberna_la_Concha-Madrid.html,Vermut y Tapas en La Concha,Agustina M,"Taberna La Concha. Está en el Madrid antiguo, en la Cava Baja. Taberna muy típica y con una bonita decoración. Excelente el vermut Manuela, llamado así en honor a la niña de los dueños; es delicioso y diferente a todos, con una presentación muy lograda. Las tapas buenísimas y originales.
Ambiente agradable y Concha, la dueña, amabilísima.
Lo recomiendo a todos en las visits a Madrid","Santiago, Chile",Escrita el 2 de septiembre de 2023,66 contribuciones,Ambiente,Comida,Calidad/precio,Servicio,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/39/95/02/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/39/95/17/caption.jpg?w=300&h=300&s=1,,,,,66,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/39/94/ef/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/df/99/default-avatar-2020-40.jpg?w=100&h=-1&s=1
1779543793-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d3470895-Reviews-Taberna_la_Concha-Madrid.html,TABERNITA  CON EXCELENTES TAPAS Y BUENOS PRECIOS,Guillermo d,"Esta taberna tradicional madrileña cuenta con un salon con varias mesas donde se encuetra la barra .

La decoracion es minimalista alcontrario de la tendencia en este tipo de tabernas que suele estar super cargada, lo que le da al local un aspecto limpio.
cuentan con una carta variada de tapas.

Las tapas son de mucha calidad y las cantidades suficientes para compartir y asi poder probar varias tapas 

La comida tanto por su presentacion como por su calidad y sabor son excelentes 

Los precios son muy competitivos para las cantidades y calidad que sirven.

Sin lugar a duda uno de los mejores y mas recomendables lugares de la zona","Sevilla, España",Escrita el 28 de agosto de 2023,4772 contribuciones,Ambiente,Comida,Calidad/precio,Servicio,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/2e/8b/89/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/2e/8b/8a/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/2e/8b/8b/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/2e/8b/8c/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/2e/8b/8d/caption.jpg?w=300&h=300&s=1,,4772,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/2e/8b/8e/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/2e/8b/88/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/24/0c/4a/guillermo-d.jpg?w=100&h=-1&s=1
1779543793-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d3470895-Reviews-Taberna_la_Concha-Madrid.html,Muy bien,Romano,"Siempre vuelvo, parada obligada en la Cava Baja, su vermut es su especialidad a mi gusto, ricas tabla de quesos, recomendable","Guernica, Argentina",Escrita el 31 de julio de 2023,6278 contribuciones,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/e7/83/91/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/e7/83/92/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/e7/83/93/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/e7/83/94/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/e7/83/95/caption.jpg?w=300&h=300&s=1,,6278,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/e7/83/96/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/e7/83/90/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/14/27/70/caption.jpg?w=100&h=-1&s=1
1779543793-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d3470895-Reviews-Taberna_la_Concha-Madrid.html,Calor insufrible. Camareros maleducados y bordes.,Isabel G,"! No puedo valorar la comida porque no nos quedamos. Habíamos reservado previamente para cuatro. La primera persona que llegó fue atendida con malos modos, se la envió ""abajo"" y tardaron más de quince minutos en llevarle un vino. Cuando llegamos los demás, y sabíamos que nuestra amiga estaba abajo, nos dirigimos a la escalera. Vino un camarero pegando voces ""eh, eh, eh...¿dónde van?. ""Abajo"" hacía un calor de mil demonios, sin aire acondicionado, así que, NOS PIRAMOS. Muy mal servicio. Calor insufrible. Camareros bordes. Disgusting","Madrid, España",Escrita el 14 de julio de 2023,20 contribuciones,,Comida,Calidad/precio,Servicio,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,1,,,,,,,,,20,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/a7/fe/41/isabel-g.jpg?w=100&h=-1&s=1
1779543793-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d3470895-Reviews-Taberna_la_Concha-Madrid.html,La Concha un gran vermú,Manuel S,"El vermú en Madrid es una religión y siempre se descubre un sitio inesperado. Pero la Concha en la Cava Baja es un grande del vermú. Con mucha clase y sabor un vermú de primera de Reus, con receta propia. Lugar pequeño, castizo de visita imprescindible.","Brooklyn, Estado de Nueva York",Escrita el 20 de abril de 2023,96 contribuciones,,,Calidad/precio,Servicio,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,,,,,,,96,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/28/de/7d/1b/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/1a/cf/e8/manuel-s.jpg?w=100&h=-1&s=1
