web_scraper_order,web_scraper_start_url,data,data2,data3,data5,data6,position,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,data18,data19,data20,data21,data22,data23,data24,data25,image,image2,data26,image3,image4,image5
1775666162-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d7622713-Reviews-GastroVia_61-Madrid.html,Buena comida a un precio razonable.,malcolm e,"Mi esposa y yo llegamos ayer a Madrid y estábamos buscando un buen restaurante cerca de donde nos alojamos en Preciados. Basándonos en las excelentes críticas decidimos probar GastroVia 61. ¡No nos decepcionaron! La comida, ambiente y Servicio (gracias Joses! ) eran todos de primera clase. Buena comida a un precio razonable. Recomiendo encarecidamente este restaurante.","Thank you for the excellent review of your visit, Malcolm. We are delighted to feel responsible for the fantastic experience you had during your first dining experience in Madrid.
Every day, we select exceptionally high-quality raw materials and prepare all our dishes using careful processes that preserve the qualities of the different products and the authenticity of the distinct flavors, making each experience a wonderful sensorial adventure.
Sharing all the details with you and personalizing the occasion has been a pleasure; we are always happy to customize each occasion to the fullest. On behalf of Mr. José, who was visibly moved by your words, I convey his gratitude, and, as could not be otherwise, he is the one who inspires the excitement shared by the rest of the team to welcome you back on another of the days that extend your stay in the city.
The elegant and intimate atmosphere of our dining room is always at your disposal in the heart of Madrid, as are our warm smiles to welcome you back.
Best regards.",11 contribuciones,,11,Escrita el 19 de agosto de 2025,Escrita el 21 de agosto de 2025,"Melbourne, Australia",Jesús Jerez,Leer más,Traducir respuesta,Mostrar original,Calidad/precio,Ambiente,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Traducido automáticamente,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e6/ea/default-avatar-2020-54.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/6b/a7/87/jesus-j.jpg?w=100&h=-1&s=1
1775666162-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d7622713-Reviews-GastroVia_61-Madrid.html,Delicioso de principio a fin!,Lauren F,"Este restaurante era un placer absoluto. Cada plato estaba lleno de sabor, bellamente presentado y cocinado a la perfección. El ambiente era elegante, pero todavía acogedor, y el personal era muy atractivo, incluso bañando nuestra entrada directamente en la mesa - un toque memorable que elevó toda la experiencia. Muy recomendable para cualquiera que busque una experiencia gastronómica deliciosa y única!","Thank you for your trust and your wonderful review of the experience.
We are delighted to know that you thoroughly enjoyed the occasion, that we managed to pleasantly surprise you in every way, and, of course, that tasting our dishes and the careful, professional preparation in the dining room gave you the best possible experience.
Their exceptional raw materials and meticulous preparation define all our dishes, as well as the fusion of the finest culinary traditions and the most cutting-edge techniques.
Sharing the various details with you and advising you on your choices has been a pleasure that, of course, makes us excited to imagine we'll have another opportunity to visit again.
Until that happy moment when we can delight you with new delicacies takes place, on behalf of everyone who makes up this team, I send you our warmest regards.",1 contribución,,1,Escrita el 16 de agosto de 2025,Escrita el 18 de agosto de 2025,1 contribución,Jesús Jerez,Leer más,Traducir respuesta,Mostrar original,Calidad/precio,Ambiente,Servicio,Comida,,,,Traducido automáticamente,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/d2/aa/df/caption.jpg?w=300&h=300&s=1,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/d2/aa/de/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e7/99/default-avatar-2020-57.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/6b/a7/87/jesus-j.jpg?w=100&h=-1&s=1
1775666162-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d7622713-Reviews-GastroVia_61-Madrid.html,Hermoso lugar y profesional,Francisco Manue... S,"Buen servicio  espectacular presentación y muy buenos platos 
Atención exquisita 
Buen sabor de boca u con ganas de regresar","Muchas gracias, Francisco Manuel, por su confianza y la fantástica valoración de la experiencia.
Sus comentarios reflejan a la perfección las distintos improntas que nos encanta mantener como identitarias para que cada ocasión sea tan sorprendente como satisfactoria.
Propuestas culinarias realmente novedosas elaboradas con las mejores materias primas, el máximo detallismo tanto en la presentación de los distintos platos como en  esa ambientación elegante e intimista que preside nuestros salón y, por supuesto, siempre la atención profesional y personalizada que distinguen a nuestro equipo de sala.
Les esperamos siempre en plena Gran Vía madrileña, nos ilusiona imaginar el feliz momento en el cual nuestras sonrisas volverán a darles la bienvenida.
Hasta entonces, les envío nuestros saludos más afectuosos.",3 contribuciones,,3,Escrita el 16 de agosto de 2025,Escrita el 18 de agosto de 2025,3 contribuciones,Jesús Jerez,Leer más,,,Calidad/precio,Ambiente,Servicio,Comida,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ee/68/default-avatar-2020-9.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/6b/a7/87/jesus-j.jpg?w=100&h=-1&s=1
1775666162-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d7622713-Reviews-GastroVia_61-Madrid.html,Todo!! Recomendado el steak tartar,Farah A,"Ideal el servicio, comida y sitio. La atención bastante personalizada, muy educados. Pedimos tartar de atún rojo, steak tartar y croquetas. Todo recomendado.","Agradecemos su confianza, saber que han disfrutado de las mejores sensaciones es la mayor alegría posible para todos quienes formamos este equipo.
Comprometidos en todo momento con nuestros clientes, siempre estamos encantados de personalizar al máximo los distintos detalles de la visita, adaptando nuestros platos a las observaciones y preferencias que nos transmiten o, como en el caso de esa preparación profesional y meticulosa en sala de nuestro ya famoso Steak tartar San Isidro, compartiendo los distintos aspectos del proceso y ajustándolos al gusto exacto del comensal.
Las excepcionales materias primas empleadas en las opciones elegidas en esta ocasión son elemento común en cuanto a su exquisitez y frescura en el resto de nuestros platos, también esas cuidadas elaboraciones que preservan sus excepcionales cualidades y preservan la autenticidad de los distintos sabores.
Será un placer volver a darles la bienvenida, pero hasta que ese momento sea una ilusionante realidad les envío nuestros saludos más afectuosos.",1 contribución,,1,Escrita el 16 de agosto de 2025,Escrita el 18 de agosto de 2025,1 contribución,Jesús Jerez,Leer más,,,Calidad/precio,Ambiente,Servicio,Comida,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/ea/default-avatar-2020-63.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/6b/a7/87/jesus-j.jpg?w=100&h=-1&s=1
1775666055-1,https://www.tripadvisor.es/Restaurant_Review-g187514-d7622713-Reviews-GastroVia_61-Madrid.html,Tranquilo en el centro,María Jose L,"Excelente atención , comida muy bien y en el centro tranquilos","Gracias por su confianza, María José, nos alegra saber que han disfrutado de una estupenda experiencia.
GastroVía 61, restaurante de cocina de autor de Grupotel Mayorazgo situado en plena Gran Vía madrileña es siempre una ocasión de premiarse, sorprendiendo y alborotando los sentidos con la degustación de unas propuestas culinarias donde confluyen materias primas de excepcional calidad, cuidadosas elaboraciones, presentaciones detallistas y esa original fusión entre tradición y vanguardia culinaria.
La elegante e intimista ambientación de nuestro salón, con esas bellas imágenes evocadoras del Madrid de época que presiden y bautizan cada una de las mesas con el nombre de las plazas más famosas de la ciudad recrean ese escenario ideal donde saborear aún más intensamente las mejores sensaciones y disfrutar del arrullo de las charlas inolvidables.
Esperamos tener una próxima ocasión de recibirles, pero hasta que ese feliz momento se haga realidad les envío nuestros saludos más afectuosos.",30 contribuciones,,30,Escrita el 5 de abril de 2026,Escrita el 6 de abril de 2026,"Granada, España",Jesús Jerez,Leer más,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,Leer más,0,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e4/2d/default-avatar-2020-48.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/6b/a7/87/jesus-j.jpg?w=100&h=-1&s=1
1775666055-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d7622713-Reviews-GastroVia_61-Madrid.html,Experiencia inmejorable,Lorena,"Experiencia inmejorable. Todo perfecto.
Comida de 10 y personal de 10, muy amables y super atentos.
Repetiría sin dudarlo","Muchas gracias por su confianza, Lorena, también por la fabulosa valoración de la experiencia.
Saber que han disfrutado plenamente de la ocasión, que hemos logrado sorprenderles con la degustación de nuestros platos y, claro, también soñar con que ese ""Repetiría sin dudarlo"" pueda convertirse en un ilusionante ""Repito sin dudarlo"" en el cual, después de recibirle de nuevo con nuestras sonrisas, poder sorprenderle con las delicias que desee probar en esa ocasión es la mayor alegría posible para quienes formamos este equipo y, al tiempo, el más valioso incentivo para el incansable espíritu de superación que nos guía a diario.
¡Hasta pronto! Afectuosos saludos.",3 contribuciones,,3,Escrita el 5 de abril de 2026,Escrita el 6 de abril de 2026,"Provincia de Albacete, España",Jesús Jerez,Leer más,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,Leer más,0,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/6b/a7/87/jesus-j.jpg?w=100&h=-1&s=1
1775666055-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d7622713-Reviews-GastroVia_61-Madrid.html,Volveremos,Mario B,"Excelente atención y ambientación , la comida insuperable , imperdible si se está en Madrid","Ha sido un placer, Mario, nos encanta saber que la experiencia GastroVía 61 les haya sorprendido con las mejores sensaciones y, claro, también que tendremos ocasión de volver a recibirles.
Siempre a su disposición en plena Gran Vía madrileña, esa elegante e intimista ambientación de nuestro salón, la exquisitez que define nuestros versos de poesía culinaria y, por supuesto, nuestras sonrisas sinceras, profesionalidad y atención personalizada.
¡Hasta pronto! Afectuosos saludos.",4 contribuciones,,4,Escrita el 1 de abril de 2026,Escrita el 6 de abril de 2026,4 contribuciones,Jesús Jerez,Leer más,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,Leer más,0,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f4/5d/default-avatar-2020-32.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/6b/a7/87/jesus-j.jpg?w=100&h=-1&s=1
1775666055-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d7622713-Reviews-GastroVia_61-Madrid.html,Excelente restaurante,MARIA CLARA A,La comida muy buena y el servicio excelente.,"Muchas gracias, María Clara, nos encanta saber que ha disfrutado plenamente de la ocasión.
En plena Gran Vía madrileña y formando parte de las renovadas instalaciones de Grupotel Mayorazgo, elegir su restaurante de cocina de autor, GastroVía 61, es siempre una ocasión de deleitarse con la degustación de unas propuestas culinarias elaboradas con materias primas de excepcional calidad que ofrecen esa curiosa y sorprendente fusión entre las mejores tradiciones y las técnicas más vanguardistas.
La elegante, intimista y muy madrileña ambientación de nuestro salón, con esas bellas imágenes del Madrid de época presidiendo y bautizando cada una de las mesas con el nombre de las plazas más famosas de la ciudad es, sin duda, el escenario ideal para disfrutar de los diversos platos, también del suave arrullo de las charlas inolvidables.
Compartir con Vd. todos los detalles, incluyendo esos guiños de identidad castiza que nos definen, ha sido un placer. La profesionalidad y atención personalizada que nos distinguen están siempre a su disposición, esperamos tener una próxima ocasión de darle la bienvenida con nuestras sonrisas y sorprenderle con nuevas delicias.
Hasta entonces, en nombre de todos quienes formamos este equipo le envío nuestros saludos más afectuosos.",3 contribuciones,,3,Escrita el 31 de marzo de 2026,Escrita el 1 de abril de 2026,3 contribuciones,Jesús Jerez,Leer más,Calidad/precio,Ambiente,Servicio,Comida,,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e7/3d/default-avatar-2020-55.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/6b/a7/87/jesus-j.jpg?w=100&h=-1&s=1
1775666055-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d7622713-Reviews-GastroVia_61-Madrid.html,Gran cocina.,luis miguel Santa María,"Hemos degustado un magnífico cocido madrileño. Abundante, nos ha sobrado. Lo recomendamos. Mohamed muy eficiente y amable.","Muchas gracias, Luis Miguel, ha sido un placer.
Celebramos que esa degustación del emblemático Cocido Madrileño que resulta posible saborear todos los jueves en GastroVía 61 (o bien, en cualquier otro momento de la semana previo encargo de varios días) les haya brindado las mejores sensaciones.
GastroVía 61, restaurante de cocina de autor de Grupotel Mayorazgo en plena Gran Vía madrileña, fusiona tradición y vanguardia, siendo muchos de los platos de nuestra carta fieles exponentes de esa sorprendente conjunción que siempre sorprende con un amplio abanico de novedosos matices.
Pero, además, nos encanta brindar exquisito y cumplido homenaje a esas recetas icónicas de la gastronomía madrileña y nacional. 
Nuestro Cocido Madrileño de todos los jueves servido a los tres vuelcos que dicta la tradición y esos encuentros culinarios mensuales que son nuestras Gastrocitas brindan siempre una deliciosa oportunidad de saborear recetas ancestrales cuya degustación siempre alborota los sentidos.
En nombre del Sr. Mohamed les transmito su emocionado agradecimiento por las palabras que le dedican y, por supuesto, es él quien lidera la ilusión compartida por el resto de quienes formamos este equipo de volver a recibirles en una próxima ocasión, dispuestos a sorprenderles de nuevo y poner a su disposición la profesionalidad y atención personalizada que nos distinguen.
Hasta que ese feliz momento se transforme en una maravillosa realidad les envío nuestros saludos más afectuosos.",4 contribuciones,,4,Escrita el 22 de marzo de 2026,Escrita el 23 de marzo de 2026,4 contribuciones,Jesús Jerez,Leer más,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,Leer más,0,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e5/2b/default-avatar-2020-52.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/6b/a7/87/jesus-j.jpg?w=100&h=-1&s=1
1775666055-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d7622713-Reviews-GastroVia_61-Madrid.html,El Mejor Restaurante a la Carta de Madrid,Jeni S,"Lo recomendamos mucho.La comida es espectacular, destacamos el Jamón Ibérico, El Rabo de ternera, y el Solomillo  que te lo flambean en mesa.  El servicio es exquisito, son súper atentos te cuidan al máximo detalle haciendo tu velada de lo mas familiar. Muchísimas gracias por el trato. Volveremos sin duda.","Ha sido un placer, Jeni, muchas gracias por su confianza, simpatía y esta fabulosa valoración de la experiencia.
Convencidos como estamos que cada persona es realmente especial, nos encanta hacer todo lo posible para que así se sienta en cada ocasión.
Por eso elaboramos todos nuestros platos con materias primas de excepcional calidad y aplicando cuidados procesos que preservan las cualidades de los distintos productos y la autenticidad de los distintos sabores, incorporando en algunos casos esas espectaculares y profesionales preparaciones en sala que han tenido ocasión de disfrutar.
Nos encanta compartir los distintos detalles, incluyendo esos guiños de identidad castiza que nos definen y, por supuesto, siempre estamos muy atentos ante cualquier indicación o preferencia que nos transmiten, respetando en todo momento la intimidad del comensal.
Esperamos ilusionados esa próxima ocasión en la cual, de nuevo, nuestras sonrisas volverán a recibirles y haremos todo lo posible por sorprenderles con nuevas delicias y poner a su disposición otra velada inolvidable.
Afectuosos saludos.",1 contribución,,1,Escrita el 20 de marzo de 2026,Escrita el 23 de marzo de 2026,1 contribución,Jesús Jerez,Leer más,,,,,,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/bc/7a/ae/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/bc/7a/ad/caption.jpg?w=300&h=300&s=1,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/bc/7a/ac/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/eb/default-avatar-2020-27.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/6b/a7/87/jesus-j.jpg?w=100&h=-1&s=1
1775666055-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d7622713-Reviews-GastroVia_61-Madrid.html,Agradable sorpresa,Jairo G,"Local bello, acceso fácil, excelente y calida atención, comida muy bien presentada con porciones generosas y sabor exquisito, precios muy justos.","Muchas gracias, Jairo, nos encanta haber logrado sorprenderle con esas fantásticas sensaciones que describe en sus comentarios.
GastroVía 61, restaurante de cocina de autor de Grupotel Mayorazgo situado en pleno centro de Madrid, es siempre una ocasión de premiarse, el secreto que se anhela desvelar y compartir en la mejor compañía, una experiencia diferente en cada ocasión.
Elaborados con materias primas de excepcional calidad y cuidadosos procesos que preservan la autenticidad de los distintos sabores, todos nuestros platos conjugan tradición y vanguardia gastronómica, de tal forma que cada degustación se convierte en una novedosa aventura de amplios matices.
La elegante, intimista y muy madrileña ambientación de nuestro salón es, sin duda, el escenario ideal para hacer que cada ocasión sea aún más especial.
Compartir con Vds. todos los detalles y aconsejarles acerca de las distintas elecciones ha sido un placer que, por supuesto, nos ilusiona imaginar tendremos una nueva ocasión de repetir.
Hasta que ese feliz momento sea una maravillosa realidad, en nombre de todos quienes formamos este equipo les envío nuestros saludos más afectuosos.",127 contribuciones,,127,Escrita el 19 de marzo de 2026,Escrita el 20 de marzo de 2026,"Bucaramanga, Colombia",Jesús Jerez,Leer más,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,Leer más,0,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e3/1f/default-avatar-2020-46.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/6b/a7/87/jesus-j.jpg?w=100&h=-1&s=1
1775666055-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d7622713-Reviews-GastroVia_61-Madrid.html,Para chuparse los dedos,sara f,"Fuimos a comer en la jornada gastronómica de la fabada. Comida de 10 y servicio aún mejor. Recomiendo no saltarse el postre ;)
¡¡Muchas gracias al maître del restaurante por su trato y al resto del equipo!!","Gracias por su confianza, Sara, nos encanta saber que han disfrutado plenamente de la experiencia GastroVía 61 y de esa nueva Gastrocita, nuestra Semana Gastronómica de la Fabada, que hemos celebrado en estos días.
Cada mes rendimos cumplido y exquisito homenaje a una de las recetas culinarias más emblemáticas, o bien, a fechas tradicionalmente señaladas en el ámbito de las festividades que tienen lugar en el territorio nacional, dispuestos a ensalzar esas delicias que conjugan a la perfección con la creatividad, innovación y vanguardia también  presentes en nuestra carta.
La magnífica acogida que ha tenido de nuevo esta Gastrocita by GastroVía nos anima a continuar preparando las próximas en las cuales, por supuesto, esperamos tener ocasión de disfrutar nuevamente de su compañía.
Compartir con Vds. todos los detalles, incluyendo esos guiños de ascendencia netamente castiza que nos definen, ha sido un placer, también personalizar la ocasión atendiendo las indicaciones y preferencias que nos hiciceron llegar.
Les esperamos siempre en plena Gran Vía madrileña, en Grupotel Mayorazgo. Afectuosos saludos.",2 contribuciones,,2,Escrita el 18 de marzo de 2026,Escrita el 19 de marzo de 2026,2 contribuciones,Jesús Jerez,Leer más,,,,,,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/b7/fb/98/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/b7/fb/97/caption.jpg?w=300&h=300&s=1,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/b7/fb/96/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/7c/01/default-avatar-2020-5.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/6b/a7/87/jesus-j.jpg?w=100&h=-1&s=1
1775666055-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d7622713-Reviews-GastroVia_61-Madrid.html,Fabada fetén,Esteban Rodríguez,Estupenda experiencia en Gastrovia61 degustando la fabada asturiana tradicional. Gran servicio de sala y unos artistas en la cocina. Agradecer a Mohamed y a su equipo por las atenciones. Volveremos seguro!!,"Muchas gracias, Esteban, ha sido un placer darles la bienvenida y disfrutar de su compañía. 
Las fabulosas sensaciones que nos transmite a propósito de su visita con motivo de la celebración de nuestra Semana Gastronómica de la Fabada, en otra de las citas gastronómicas mensuales de Gastrocitas by GastroVía 61, son la mayor alegría posible para quienes formamos este equipo.
Dispuestos a ensalzar las tradiciones culinarias más emblemáticas, Gastrocitas by GastroVía 61, se ha convertido ya en un encuentro mensual donde celebrar y regalarse la degustación de propuestas que ostentan un lugar de honor en el imaginario más popular, todas ellas por supuesto elaboradas con materias primas de excepcional calidad y mediante esos meticulosos procesos que definen nuestros platos para preservar las cualidades y autenticidad de los distintos sabores.
Nuestro maître, el Sr. Mohamed y el resto del equipo agradecen sus palabras y, en su nombre, les transmito la ilusión ante esa próxima visita que nos anuncia en la cual, de nuevo, estaremos encantados de sorprenderles y deleitarles, personalizando cuanto sea posible los distintos detalles.
""Su restaurante de la Gran Vía madrileña"" y su equipo de profesionales les esperan siempre, pero hasta el feliz momento en el cual nuestras sonrisas puedan volver a recibirles les envío el más afectuoso de nuestros saludos.",5 contribuciones,,5,Escrita el 16 de marzo de 2026,Escrita el 17 de marzo de 2026,"Denia, España",Jesús Jerez,Leer más,Calidad/precio,Ambiente,Servicio,Comida,,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/b3/3e/60/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/b3/3e/5f/caption.jpg?w=300&h=300&s=1,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/b3/3e/5e/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ea/74/default-avatar-2020-68.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/6b/a7/87/jesus-j.jpg?w=100&h=-1&s=1
1775666055-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d7622713-Reviews-GastroVia_61-Madrid.html,Parada obligatoria por Madrid,Beatriz D,Es mi segunda vez por aquí y la experiencia fue increíble! La comida exquisita y la atención a1,"Gracias por su renovada confianza, Beatriz, nos ha encantado volver a darle la bienvenida a  ""su restaurante de la Gran Vía madrileña"".
Celebramos haber logrado sorprenderle con las mejores sensaciones también en esta segunda visita, siempre hacemos lo posible para convertir cada ocasión en una experiencia diferente que, siempre finalizando de forma plenamente satisfactoria, también sea una auténtica y novedosa aventura sensorial en función de los platos seleccionados.
Compartir todos los detalles con Vd., aconsejarle acerca de las distintas elecciones y personalizar cada degustación atendiendo las indicaciones y preferencias que nos ha hecho llegar ha sido un placer.
Le esperamos siempre en pleno centro de Madrid, nuestras sonrisas dispuestas a recibirle y, por supuesto, la profesionalidad y atención personalizada que nos distinguen a su disposición.
¡Hasta pronto! Afectuosos saludos.",2 contribuciones,,2,Escrita el 12 de marzo de 2026,Escrita el 13 de marzo de 2026,2 contribuciones,Jesús Jerez,Leer más,Calidad/precio,Ambiente,Servicio,Comida,,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/aa/4c/34/caption.jpg?w=300&h=300&s=1,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/aa/4c/33/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/11/default-avatar-2020-23.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/6b/a7/87/jesus-j.jpg?w=100&h=-1&s=1
1775666055-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d7622713-Reviews-GastroVia_61-Madrid.html,Definitivamente echa un vistazo a este lugar!,Angie S,"Maravilloso aperitivo. Excelente paella y un postre delicioso. Una gran experiencia, recomiendo encarecidamente!","Thank you so much for your trust. We are delighted to know that your GastroVia 61 experience has been a wonderful surprise.
Tradition and culinary innovation combine in dishes always prepared with exceptionally high-quality ingredients, and the elegant and intimate ambiance of our dining room makes every occasion at GastroVia 61 truly special.
It has been a pleasure to share all the details of our dishes with you and advise you on the various options, including our delicious homemade desserts. We hope to have the opportunity to welcome you back soon, but until that happy moment becomes a reality, we send you our warmest regards.",13 contribuciones,,13,Escrita el 5 de marzo de 2026,Escrita el 6 de marzo de 2026,13 contribuciones,Jesús Jerez,Leer más,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/9b/be/49/caption.jpg?w=300&h=300&s=1,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/9b/be/48/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e7/99/default-avatar-2020-57.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/6b/a7/87/jesus-j.jpg?w=100&h=-1&s=1
