web_scraper_order,web_scraper_start_url,data,data2,data3,data5,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,data18,data19,data20,data21,data22,data23,image,image2,image3,image4,image5,image6,image7,position,data24,data25,data26
1776263999-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d27524524-Reviews-Bestial_By_Rosi_La_Loca-Madrid.html,Disney para adultos,Charmaine B,"Fantástico lugar, buena comida, cócteles de lujo... vale la pena el tiempo. Buena experiencia. Esta fue mi segunda visita en 6 meses.",24 contribuciones,24,Escrita el 1 de enero de 2026,Thank you! 😍 Twice already — that means everything ✨🍸 Blissful moments await again soon! 💫,Malta,Bestial b,Calidad/precio,Ambiente,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Escrita el 3 de enero de 2026,,Leer más,Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/ba/95/85/charmaine-b.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/07/cf/94/bestial-b.jpg?w=100&h=-1&s=1,,,,,,
1776263999-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d27524524-Reviews-Bestial_By_Rosi_La_Loca-Madrid.html,10/10,Gloria M,"Buen lugar, muy bien ambientado y la comida muy rica . 
Nos atendió genial Isaam , lo recomendararemos y volveremos. 
Lugar de 10 .",26 contribuciones,26,Escrita el 21 de diciembre de 2025,"¡Mil gracias! 😄✨ Con buena comida y un equipo así, todo es de 10 💫🍽️ ¡os esperamos pronto!","Madrid, España",Bestial b,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Escrita el 23 de diciembre de 2025,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/eb/46/a3/gloriame4634ty.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/07/cf/94/bestial-b.jpg?w=100&h=-1&s=1,,,,,,
1776263999-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d27524524-Reviews-Bestial_By_Rosi_La_Loca-Madrid.html,Caricaturesco,javieralocen,"Muy adecuado para una celebración divertida o con un grupo de amigos.

El local está esperpénticamente abigarrado de decoración que continua también en todos los elementos de la vajilla. Cada plato intenta ser un alarde de originalidad. Si eres fan del minimalismo aquí te saldrán sarpullidos.

Además de la carta, tiene tres menús cerrados. Probamos el del medio que está bastante bien de cantidad y calidad. No tienen un discurso gastronómico sofisticado, pero es muy variado como para que guste a todo el mundo. Los platos salen demasiado rápido todos seguidos y tenemos que avisar para que frenen ritmo en cocina.

En mi opinión es una caricatura de los restaurantes con menú degustación con discurso gastronómico y espectáculo visual pero en este caso llevado al extremo.",1436 contribuciones,1436,Escrita el 19 de diciembre de 2025,Gracias por tu opinión tan detallada. Nos alegra que hayas disfrutado de la experiencia en grupo y de la variedad de platos. Tomamos nota de tu comentario sobre el ritmo de salida de los platos para intentar equilibrar mejor la experiencia y que todos puedan disfrutarla a su ritmo. Agradecemos tu sinceridad y la valoración de la originalidad y decoración del local.,"Madrid, España",Bestial b,Calidad/precio,Ambiente,Servicio,Comida,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Escrita el 23 de diciembre de 2025,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/d1/39/34/javieralocen.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/07/cf/94/bestial-b.jpg?w=100&h=-1&s=1,,,,,,
1776263999-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d27524524-Reviews-Bestial_By_Rosi_La_Loca-Madrid.html,Sin palabras,Patricia R,"La palabra es brutal en todo: ambiente del local, la comida y el personal super atento. Es una experiencia única. Lo recomiendo 100%",10 contribuciones,10,Escrita el 13 de diciembre de 2025,"¡Mil gracias! 😄✨ Con un equipo así y esa experiencia, es imposible no disfrutar 💫🍽️ ¡os esperamos pronto!",10 contribuciones,Bestial b,Calidad/precio,Ambiente,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Escrita el 23 de diciembre de 2025,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/f8/86/f1/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/f8/86/f2/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/f8/86/f0/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e9/bb/default-avatar-2020-65.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/07/cf/94/bestial-b.jpg?w=100&h=-1&s=1,,,,,,
1776263999-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d27524524-Reviews-Bestial_By_Rosi_La_Loca-Madrid.html,Una experiencia muy bonita y cócteles estupendos,Elena D,La atención de Issam fue maravillosa. Hizo que fuera todo más agradable . El sitio es bonito y los la verdad es que llegué al sitio pensando que iba a ser el típico de Instagram Gramer y fue todo lo contrario,1 contribución,1,Escrita el 5 de diciembre de 2025,"¡Mil gracias! 😄✨ Nos alegra muchísimo que la experiencia y los cócteles superaran tus expectativas 💫🍸 Con un trato así, todo se disfruta aún más… ¡os esperamos pronto!",1 contribución,Bestial b,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Escrita el 23 de diciembre de 2025,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/ea/d8/d1/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e5/66/default-avatar-2020-53.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/07/cf/94/bestial-b.jpg?w=100&h=-1&s=1,,,,,,
1776263999-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d27524524-Reviews-Bestial_By_Rosi_La_Loca-Madrid.html,Super recomendable,Daniel R,"Issam nos atendió estupendamente, la comida riquísima aunque lo mejor el postre. El espectáculo muy chulo!!, muy recomendable venir",1 contribución,1,Escrita el 4 de diciembre de 2025,"¡Mil gracias! 😄✨ Con un trato así y postres así, la experiencia se disfruta al máximo 💫🍽️ ¡os esperamos pronto!",1 contribución,Bestial b,Calidad/precio,Ambiente,Servicio,Comida,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Escrita el 23 de diciembre de 2025,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f3/e4/default-avatar-2020-30.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/07/cf/94/bestial-b.jpg?w=100&h=-1&s=1,,,,,,
1776263999-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d27524524-Reviews-Bestial_By_Rosi_La_Loca-Madrid.html,Experiencia Bestial,Leah,"La experiencia no ha podido ser mejor. El uramaki de salmón increíble, y el arroz de pato una pasada. Mención especial a Kevin, Isaam y Manuel; excelentes camareros. A Viviana y Josie los chef, y a Ana la Bartender. Un equipo BESTIAL así como la experiencia.",7 contribuciones,7,Escrita el 3 de diciembre de 2025,"¡Mil gracias! 😄✨ Con un equipo BESTIAL y platos así, la experiencia solo puede ser increíble 💫🍽️ ¡os esperamos pronto!",7 contribuciones,Bestial b,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Escrita el 23 de diciembre de 2025,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/e5/79/55/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/18/6a/38/caption.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/07/cf/94/bestial-b.jpg?w=100&h=-1&s=1,,,,,,
1776263984-1,https://www.tripadvisor.es/Restaurant_Review-g187514-d27524524-Reviews-Bestial_By_Rosi_La_Loca-Madrid.html,Un sitio mágico,CRISTINA G,"Un sitio precioso,vinimos cn nuestra hija de 10 año y nos encantó. La comida,la decoración u 10 y sobre todo Issam fue súper atento y encantador con nosotros.
Repetiremos!",1 contribución,1,Escrita el 12 de febrero de 2026,¡Gracias de corazón! ✨ Nos encanta saber que también los peques viven la magia 😍 Issam estará feliz de leeros 💫 Aquí os esperamos para la próxima aventura Bestial 😈🍸,Bestial b,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Escrita el 26 de febrero de 2026,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,1 contribución,Leer más,Leer más,0,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f3/e4/default-avatar-2020-30.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/07/cf/94/bestial-b.jpg?w=100&h=-1&s=1,,,,
1776263984-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d27524524-Reviews-Bestial_By_Rosi_La_Loca-Madrid.html,Experiencia increíble 🩵,Gabriela O,"La comida, los cócteles, el vino y el ambiente son espectaculares.

La atención de Ionut fue impecable, súper atento y amable. Estuve hace dos semanas y cada vez se pone mejor. Esta vez celebrando el cumpleaños de mi esposo, y a el le encantó 😂 

¡Definitivamente para repetir! 🩵",6 contribuciones,6,Escrita el 12 de febrero de 2026,¡Qué maravilla leeros! 🩵 Ionut ya está listo para otro cumple épico 🎂✨ Gracias por celebrar con nosotros… ¡la próxima lo hacemos aún más inolvidable! 😈🍸,Bestial b,Calidad/precio,Ambiente,Servicio,Comida,,Escrita el 26 de febrero de 2026,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,6 contribuciones,Leer más,Leer más,0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/6f/75/13/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/6f/75/14/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/6f/75/15/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/6f/75/a8/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/6f/75/a9/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/7a/default-avatar-2020-25.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/07/cf/94/bestial-b.jpg?w=100&h=-1&s=1,,,,
1776263984-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d27524524-Reviews-Bestial_By_Rosi_La_Loca-Madrid.html,Recomendado al 100%,Paola S,"Excelente servicio, atención y comida
Un lugar agradable, y muy atentos hasta la hora de cantar el cumpleaños.... issam gracias por toda tu atención Excelente en todo",1 contribución,1,Escrita el 12 de febrero de 2026,¡Gracias infinitas! 💯✨ Issam ya está afinando la voz para el próximo cumpleaños 🎂😜 Aquí os esperamos para seguir celebrando a lo grande 😈🍸,Bestial b,Calidad/precio,Ambiente,Servicio,Comida,,Escrita el 26 de febrero de 2026,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",1 contribución,Leer más,Leer más,0,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ee/10/default-avatar-2020-8.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/07/cf/94/bestial-b.jpg?w=100&h=-1&s=1,,,,
1776263984-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d27524524-Reviews-Bestial_By_Rosi_La_Loca-Madrid.html,Cena Familiar,Ivon A,"Disfrute de una cena muy agradable con mi familia en este restaurante por primera vez, desde  el primer momento el ambiente resultó muy agradable. Con respecto a Hernesto que fue el camarero que nos atendió quiero destacar que fue muy amable, atento y cercano siempre pendiente de que no nos faltara nada y de que la experiencia sea perfecta. Los platos y cocteles espectaculares",1 contribución,1,Escrita el 8 de febrero de 2026,¡Qué alegría leeros! ✨ Hernesto siempre cuidando cada detalle como un auténtico crack 😎 Gracias por elegirnos en familia… os esperamos para la próxima cena espectacular 😈🍸,Bestial b,Calidad/precio,Ambiente,Servicio,Comida,,Escrita el 26 de febrero de 2026,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",1 contribución,Leer más,Leer más,0,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e4/2d/default-avatar-2020-48.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/07/cf/94/bestial-b.jpg?w=100&h=-1&s=1,,,,
1776263984-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d27524524-Reviews-Bestial_By_Rosi_La_Loca-Madrid.html,Burbujas de cumpleaños bajo el mar,carlota q,"El local es precioso, buen ambiente y grandes profesionales. 

Nos sirvió Ainara, muy simpática , agradable y profesional, muy detallista y siempre atenta. 

No me regaló un pulpo pero nos regaló su permanente sonrisa.😉.

Muchas gracias Ainara por la sorpresa del cumpleaños .🥳",3 contribuciones,3,Escrita el 7 de febrero de 2026,¡Qué maravilla de cumple bajo el mar! 🐙✨ Ainara cambia pulpos por sonrisas infinitas 😄 Gracias por celebrarlo con nosotros… ¡que sigan las burbujas y las sorpresas! 🥳🍸,Bestial b,Calidad/precio,Ambiente,Servicio,Comida,Reservar con antelación.,Escrita el 26 de febrero de 2026,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,3 contribuciones,Leer más,Leer más,0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/63/8f/6b/caption.jpg?w=300&h=300&s=1,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/de/e7/default-avatar-2020-37.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/07/cf/94/bestial-b.jpg?w=100&h=-1&s=1,,,,
1776263984-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d27524524-Reviews-Bestial_By_Rosi_La_Loca-Madrid.html,Rosi loca Bestial,Anais R,"Nos atendio lili fue nuy maja, muy atenta en todo momento. La comida muy agradable felicidades a cocina",11 contribuciones,11,Escrita el 5 de febrero de 2026,¡Gracias de corazón! 💫 LiLi es pura energía bonita ✨ Y cocina ya está celebrando ese aplauso 👩‍🍳🔥 Os esperamos para otra ronda bien Bestial 😈🍸,Bestial b,,,,,,Escrita el 26 de febrero de 2026,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",11 contribuciones,Leer más,Leer más,1,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/61/0e/1b/caption.jpg?w=300&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/61/0e/1c/caption.jpg?w=300&h=-1&s=1,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e5/66/default-avatar-2020-53.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/07/cf/94/bestial-b.jpg?w=100&h=-1&s=1,,,,
1776263984-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d27524524-Reviews-Bestial_By_Rosi_La_Loca-Madrid.html,Bestial,Jorge P,"Una experiencia muy buena, la comida riquísima, el servicio perfecto. Recalcar el trato de Lily que ha sido buenísimo y repetiría 100%.",2 contribuciones,2,Escrita el 4 de febrero de 2026,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,2 contribuciones,Leer más,,0,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/79/default-avatar-2020-21.jpg?w=100&h=-1&s=1,,,,,
1776263984-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d27524524-Reviews-Bestial_By_Rosi_La_Loca-Madrid.html,La comida y la atención fue lo mejor,Wander45248297071,"Increíble experiencia, comida exquisita, y servicio excelente de parte de ERNESTO, los cocteles increíble y el lugar de los mejores!",1 contribución,1,Escrita el 3 de febrero de 2026,¡Gracias infinitas! 🔥 Ernesto ya está sonriendo de oreja a oreja 😎🍸 Nos encanta que lo hayáis vivido así… ¡os esperamos para otra experiencia bien Bestial! 😈✨,Bestial b,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Escrita el 26 de febrero de 2026,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,1 contribución,Leer más,Leer más,0,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/eb/default-avatar-2020-27.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/07/cf/94/bestial-b.jpg?w=100&h=-1&s=1,,,,
1776263984-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d27524524-Reviews-Bestial_By_Rosi_La_Loca-Madrid.html,Curioso local y recetas,COLCHONEROMadrid,"Local super de moda, pasamos por la puerta un sábado sobre las 13:30 y decidimos probar ya que no teníamos reserva, muy amablemente nos pusieron en una junto a la escalera que sube al piso superior. La carta online es muy amplia y los platos son variados con recetas modernizadas españolas y extranjeras. Pedimos croquetas de jamón que resultaron excelentes, sus premiadas bravas, que la verdad yo no valdría para jurado, les echan una sabrosa salsa, pero tan poca cantidad que las patatas de la parte superior tienen exceso de salsa y las inferiores tienen aroma de salsa, tampoco entiendo el recipiente donde las presentan. Luego un buen arroz con almejas, sobre todo el arroz puesto que las almejas resultan secas, no son sabrosas en absoluto. Quiero hacer mención al excelente trato de los camareros solo lo mejoraría que avisaran a los comensales cuando están pidiendo demasiada cantidad, en nuestro caso pedimos arroz para dos y sin duda podían haber comido cuatro. Buena tarta de queso de postre. Correcto precio. También resaltar la curiosa decoración del local, tienen música de fondo que no molesta y la forma de la vajilla, sin duda curiosa y que invita a fotografiarla, los de la mesa de al lado lo hicieron continuamente, para mi el de las bravas es erróneo, a no ser que conmigo se equivocaran y nos echaron poca salsa sin darse cuenta. Recomendable",5583 contribuciones,5583,Escrita el 1 de febrero de 2026,"¡Mil gracias por contarlo con tanto detalle! 🙌✨ Tomamos nota de lo de las bravas 👀🌶️ (prometemos revisar que la salsa llegue a todas las patatas 😉).

Qué alegría que disfrutarais del arroz, la tarta y del trato del equipo 💛 Aquí os esperamos para la próxima… ¡y avisamos si el arroz es para cuatro! 😈🍚🍸",Bestial b,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Escrita el 26 de febrero de 2026,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,"Madrid, España",Leer más,Leer más,1,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/85/f7/7e/colchoneromadrid.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/07/cf/94/bestial-b.jpg?w=100&h=-1&s=1,,,,
1776263984-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d27524524-Reviews-Bestial_By_Rosi_La_Loca-Madrid.html,Muy bien sitio,Carmelo M,Brutal la experiencia todo muy bueno y la camarera LILI muy atenta y amable . Recomiendo el pulpo y el tiramisú brutales.,1 contribución,1,Escrita el 31 de enero de 2026,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,1 contribución,Leer más,,0,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e9/bb/default-avatar-2020-65.jpg?w=100&h=-1&s=1,,,,,
1776263984-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d27524524-Reviews-Bestial_By_Rosi_La_Loca-Madrid.html,Única experiencia,Silvia V,"Lili muy amable, súper simpática y profesional. Siempre con una sonrisa y encantadora. No solo ella, sus compañeros muy agradables también y la comida espectacular.",1 contribución,1,Escrita el 29 de enero de 2026,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,1 contribución,Leer más,,0,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/59/default-avatar-2020-24.jpg?w=100&h=-1&s=1,,,,,
1776263984-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d27524524-Reviews-Bestial_By_Rosi_La_Loca-Madrid.html,El mejor lugar que he podido ir a comer.,Isabel,"El mejor restaurante al que he podido ir BESTIAL. Por la experiencia y la atención gracias a Ernesto que nos atendió y nos supo guiar por los mejores sabores y sensaciones.
Volveremos",1 contribución,1,Escrita el 29 de enero de 2026,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,"Madrid, España",Leer más,,0,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/77/ae/default-avatar-2020-2.jpg?w=100&h=-1&s=1,,,,,
1776263984-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d27524524-Reviews-Bestial_By_Rosi_La_Loca-Madrid.html,Que bien puesto el nombre a este restaurante,ags1956,Ambientación Bestial. Atención Bestial (por Liliana). El pulpo a la parrilla Bestial.  Porque le habrán puesto ese nombre al restaurante?,29 contribuciones,29,Escrita el 29 de enero de 2026,,,,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Buenos Aires, Argentina",Leer más,,0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/52/e0/a7/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/52/e0/a8/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/52/e0/a9/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/52/e0/aa/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/52/e0/ab/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e3/6a/default-avatar-2020-47.jpg?w=100&h=-1&s=1,,,,,
1776263984-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d27524524-Reviews-Bestial_By_Rosi_La_Loca-Madrid.html,"Retraso, mala educación y pasotismo total por parte del personal de sala",Nuria V,"He esperado varios días para que desde la tranquilidad mi opinión sea más objetiva y menos visceral.
El sábado fuimos un grupo de 8 amigos a comer a Bestial, teníamos reserva a las 16.30 y llegamos a las 16.15, sabiendo que llegábamos antes le explicamos la hora de la reserva a la chica que estaba en la recepción, esta chica que nos atendió, muy educada, nos dijo que deberiamos esperar a la hora reservada ya que estaban preparando nuestra mesa, cosa que entendimos perfectamente. Como era cuestión de 10 minutos nos quedamos en la calle esperando y charlando. Ya que vimos que la barra es pequeña y ya estaba ocupada por un grupo de personas a las que les estaba pasando lo mismo que nos pasaría después a nosotros...
A las 16.45h. preguntamos por la mesa y nos indicaron que estaban con ella, A las 17.00h. volvemos a preguntar y nos dicen que no saben a qué hora nos darán la mesa porque los que deberían haberse ido seguían allí porque en sala les estaban sirviendo. Cuando haces una reserva te indican claramente que tienes dos horas para comer. A esas horas no nos quedó otra que seguir esperando en la calle con el frío que hacía el sábado en Madrid. En la entrada tienen un pequeño hueco con calefacción que nos ofrecieron pero sólo entrábamos dos personas y cada vez que llegaba alguien para reserva... teniamos que salir porque no cogíamos. Por fin a las 17.20h. nos pasan a la mesa.
Una persona del grupo fue la encargada de pedir la comida, mientras mi amiga pedía,  el camarero se puso a hablar con otra compañera desatendiendo a mi amiga y dejándola sin poder pedir. Toda una falta de educación
La comida estaba rica, pero entre plato y plato puedes hacer la digestión. De echo, el falso risotto como no llegaba preguntamos y el camarero nos indicó que llegaba en breve, por el tiempo que tardó dimos por supuesto que se habían olvidado de pedirlo en cocina.
Para terminar pedimos 4 cafés y tuvimos que cancelarlos ya que teniamos reserva para un musical y no terminaban de llegar.
Lo que pretendía ser un una comida entre amigos divertida, se convirtió en una desagradable situación. 
Mención también a los baños de la parte de abajo (a los que el DJ me dijo que fuese), no podían estar más sucios.
Igual que digo todo lo negativo que fue la experiencia, debo decir que una amiga dejó olvidado un neceser en la mesa y nos llamaron para decirnos que lo tenían guardado.
Por supuesto, no volveremos jamás a Bestial porque no está a la altura.",2 contribuciones,2,Escrita el 29 de enero de 2026,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,2 contribuciones,Leer más,,0,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e5/66/default-avatar-2020-53.jpg?w=100&h=-1&s=1,,,,,
