web_scraper_order,web_scraper_start_url,data,data2,data3,data5,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,data18,position,position2,image,image2,data19,data20,data21,data22,data4,image3
1775660738-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d5827906-Reviews-SteakBurger_Fuencarral-Madrid.html,10/10,Viriato C,"Muchas gracias Andriana, una camarera de 10, súper atenta en todo momento y súper simpática, así da gusto venir a comerc la vd que hemos disfrutado mucho de la cena, y por supuesto volveremos a venir.

Muchas gracias por todo.",¡Qué agradable reseña! Gracias por compartir tu experiencia y por tus amables palabras sobre Andriana. Nos alegra saber que su atención y simpatía hicieron que tu cena fuera aún más especial.,1 contribución,Escrita el 8 de mayo de 2024,1,Steakburger F,Escrita el 10 de mayo de 2024,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",1 contribución,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f3/23/default-avatar-2020-28.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f6/0d/default-avatar-2020-34.jpg?w=100&h=-1&s=1,,Leer más,Leer más,1.0,,
1775660738-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d5827906-Reviews-SteakBurger_Fuencarral-Madrid.html,Genial,Javi C,"Andriana la mejor camarera, nos atendió súper bien, la comida espectacular y todo muy rápido. Volveremos 100% y se los recomiendo",¡Gracias por tu reseña tan positiva! Nos alegra mucho saber que Andriana te atendió tan bien y que disfrutaste de la comida. Es genial escuchar que la experiencia fue rápida y espectacular.,1 contribución,Escrita el 8 de mayo de 2024,1,Steakburger F,Escrita el 10 de mayo de 2024,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",1 contribución,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e9/bb/default-avatar-2020-65.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f6/0d/default-avatar-2020-34.jpg?w=100&h=-1&s=1,,Leer más,Leer más,1.0,,
1775660738-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d5827906-Reviews-SteakBurger_Fuencarral-Madrid.html,Feedback,Giovanna S,"Buen sitio para comer una buena hamburguesa, llegada rápida de la comida, buenos ingredientes y en buena temperatura 

Gracias a Lorena, la señorita que me atendió, muy amable!",¡Qué bueno saber que disfrutaste de tu experiencia con nosotros! Nos alegra que la comida haya llegado rápido y que los ingredientes fueran de calidad y a la temperatura ideal.,1 contribución,Escrita el 7 de mayo de 2024,1,Steakburger F,Escrita el 10 de mayo de 2024,Calidad/precio,Ambiente,Servicio,Comida,,,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",1 contribución,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f6/0d/default-avatar-2020-34.jpg?w=100&h=-1&s=1,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,Leer más,1.0,,
1775660738-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d5827906-Reviews-SteakBurger_Fuencarral-Madrid.html,Recomendado,Pamela B,Excelente comida en este lugar  y atención de parte de Lorena. Un buen lugar para probar buenos platos y cocteles. Lo recomiendo,¡Gracias por tu recomendación! Nos alegra mucho saber que disfrutaste de la comida y la atención de Lorena. Siempre es bueno saber que nuestros clientes encuentran nuestros platos y cócteles a la altura de sus expectativas.,1 contribución,Escrita el 7 de mayo de 2024,1,Steakburger F,Escrita el 10 de mayo de 2024,Calidad/precio,Ambiente,Servicio,Comida,,,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",1 contribución,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/f8/45/2c/pamela-b.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f6/0d/default-avatar-2020-34.jpg?w=100&h=-1&s=1,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,Leer más,1.0,,
1775660738-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d5827906-Reviews-SteakBurger_Fuencarral-Madrid.html,Buena comida y buena música,Rubén B,"Todo estaba muy bueno, sobre todo el costillar que tenia una proporcion generosa y la carne estaba muy tierna.Muy bien atendidos por Álvaro","¡Qué alegría saber que disfrutaste de la comida y la música! Nos complace escuchar que el costillar fue generoso y la carne estaba tierna. Estamos contentos de que Álvaro te atendiera tan bien, y de que tu experiencia fuera tan positiva. Gracias por compartir tu reseña, y esperamos tenerte de vuelta para disfrutar de más platos deliciosos y un servicio excepcional. ¡Hasta la próxima!",1 contribución,Escrita el 5 de mayo de 2024,1,Steakburger F,Escrita el 10 de mayo de 2024,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",1 contribución,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e6/ea/default-avatar-2020-54.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f6/0d/default-avatar-2020-34.jpg?w=100&h=-1&s=1,,Leer más,Leer más,1.0,,
1775660738-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d5827906-Reviews-SteakBurger_Fuencarral-Madrid.html,Carne muy buena y buena atención.,Santiago B,Todo muy bueno. El costillar de los mejores en mucho tiempo. El solomillo muy tierno. Musica agrdable pero sin molestar. Se puede hablar en familia. Muy bien atendidos por Álvaro.,¡Qué reseña tan positiva! Nos alegra mucho saber que disfrutaste tanto de la carne como de la atención que te brindó Álvaro.,1 contribución,Escrita el 5 de mayo de 2024,1,Steakburger F,Escrita el 10 de mayo de 2024,Calidad/precio,Ambiente,Servicio,Comida,,,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.","Madrid, España",,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f0/9f/default-avatar-2020-16.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f6/0d/default-avatar-2020-34.jpg?w=100&h=-1&s=1,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,Leer más,1.0,,
1775660719-1,https://www.tripadvisor.es/Restaurant_Review-g187514-d5827906-Reviews-SteakBurger_Fuencarral-Madrid.html,Excelente experiencia.,Sara C,"Muy buen ambiente, camareros muy agradables. Excelente para pasar una noche con amigos. Volveremos sin duda para disfrutar de este establecimiento.",jun 2024 • Amigos,Escrita el 8 de junio de 2024,Escrita el 9 de junio de 2024,1 contribución,Steakburger F,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,Leer más,1.0,1.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/06/default-avatar-2020-18.jpg?w=100&h=-1&s=1,Leer más,,,,Buenas tardes  saracP2415OA :Gracias por tu comentario Esperemos tenerte de nuevo la ocasión de sorprenderte en cual quiera de nuestros Restaurante.,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f6/0d/default-avatar-2020-34.jpg?w=100&h=-1&s=1
1775660719-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d5827906-Reviews-SteakBurger_Fuencarral-Madrid.html,Siempre volvemos,Vicky C,"Álvaro nos ha atendido muy bien y la comida siempre está rica. 
Nos pedimos la Red Mountain, la Pampa y la Picantona… todas con patatas fritas",jun 2024 • En familia,Escrita el 8 de junio de 2024,Escrita el 9 de junio de 2024,2 contribuciones,Steakburger F,Calidad/precio,Ambiente,Servicio,Comida,,,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,Leer más,2.0,1.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e5/2b/default-avatar-2020-52.jpg?w=100&h=-1&s=1,Leer más,,,,Buenas tardes  N1999BZvickyc :Gracias por tu comentario Esperemos tenerte de nuevo la ocasión de sorprenderte en cual quiera de nuestros Restaurante.,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f6/0d/default-avatar-2020-34.jpg?w=100&h=-1&s=1
1775660719-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d5827906-Reviews-SteakBurger_Fuencarral-Madrid.html,Buenísimo,Luciana A,"Este sitio es genial, nos ha encantado muchísimo sobretodo las carnes pero las croquetas también.
Gracias por los chupitos.",jun 2024 • Amigos,Escrita el 8 de junio de 2024,,1 contribución,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,1.0,1.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/e3/default-avatar-2020-59.jpg?w=100&h=-1&s=1,,,,,,
1775660719-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d5827906-Reviews-SteakBurger_Fuencarral-Madrid.html,Exquisite mua!! 🤌,cristinamartinez2020,"La comida exquisita, hamburguesas deliciosas. La hamburguesa original para niños está muy buena y las patatas en su punto. 
La ensalada de quinoa también estaba bien",jun 2024 • En familia,Escrita el 8 de junio de 2024,Escrita el 9 de junio de 2024,1 contribución,Steakburger F,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,Leer más,1.0,1.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/7c/01/default-avatar-2020-5.jpg?w=100&h=-1&s=1,Leer más,,,,Buenas tardes critinamartinez2020 :Gracias por tu comentario Esperemos tenerte de nuevo la ocasión de sorprenderte en cual quiera de nuestros Restaurante.,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f6/0d/default-avatar-2020-34.jpg?w=100&h=-1&s=1
1775660719-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d5827906-Reviews-SteakBurger_Fuencarral-Madrid.html,"La comida y el trato excepcional,",Juanjose L,"La comida y trato excepcional, nos atendió Paul. Nos aconsejó sobre lo que elegir según nuestros gustos. Ha sido un plac",jun 2024 • Parejas,Escrita el 8 de junio de 2024,Escrita el 9 de junio de 2024,1 contribución,Steakburger F,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,Leer más,1.0,1.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f0/d5/default-avatar-2020-17.jpg?w=100&h=-1&s=1,Leer más,,,,Buenas tardes Juanjose L:Gracias por tu comentario Esperemos tenerte de nuevo la ocasión de sorprenderte en cual quiera de nuestros Restaurante.,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f6/0d/default-avatar-2020-34.jpg?w=100&h=-1&s=1
1775660719-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d5827906-Reviews-SteakBurger_Fuencarral-Madrid.html,Super bien,monica t,Muy bien!!nos atendió Heily!! Fue muy simpstica y la comida estuvo muy rica! La hamburguesa estaba en su punto y muy sabrosa,jun 2024 • Negocios,Escrita el 7 de junio de 2024,Escrita el 9 de junio de 2024,4 contribuciones,Steakburger F,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,Leer más,4.0,1.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/eb/default-avatar-2020-27.jpg?w=100&h=-1&s=1,Leer más,,,,Buenas tardes A4883CKmonicat :Gracias por tu comentario Esperemos tenerte de nuevo la ocasión de sorprenderte en cual quiera de nuestros Restaurante.,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f6/0d/default-avatar-2020-34.jpg?w=100&h=-1&s=1
1775660719-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d5827906-Reviews-SteakBurger_Fuencarral-Madrid.html,Todo perfecto,Xuan HL,Muy buena atención y trato por parte de Heili. Se nota que es una auténtica profesional. Las hamburguesas que pedimos estuvieron muy buenas.,jun 2024 • Parejas,Escrita el 7 de junio de 2024,Escrita el 7 de junio de 2024,1 contribución,Steakburger F,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,Leer más,1.0,1.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f4/20/default-avatar-2020-31.jpg?w=100&h=-1&s=1,Leer más,,,,Buenas tardes 947xuanh:Gracias por tu comentario Esperemos tenerte de nuevo la ocasión de sorprenderte en cual quiera de nuestros Restaurante.,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f6/0d/default-avatar-2020-34.jpg?w=100&h=-1&s=1
1775660719-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d5827906-Reviews-SteakBurger_Fuencarral-Madrid.html,Una experiencia espectacular,Francisco Javie... N,Sitio excelente con trato espectacular por parte de los camareros sobre todo de Lorena atenta y amable con una sonrisa desde que entramos por la puerta,jun 2024 • Parejas,Escrita el 6 de junio de 2024,Escrita el 7 de junio de 2024,1 contribución,Steakburger F,Calidad/precio,Ambiente,Servicio,Comida,,,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,Leer más,1.0,1.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/7f/a0/53/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e9/bb/default-avatar-2020-65.jpg?w=100&h=-1&s=1,Leer más,,,,franciscojaviern40: Gracias por tu comentario Esperemos tenerte de nuevo la ocasión de sorprenderte en cual quiera de nuestros Restaurante.,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f6/0d/default-avatar-2020-34.jpg?w=100&h=-1&s=1
1775660719-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d5827906-Reviews-SteakBurger_Fuencarral-Madrid.html,Exelente,Paulita G,"Un trato encantador el de Lorena ,super simpatica y agradable la comida super buena y muy buen precio sin duda ninguna volveremos nos vamos muy contentos y sobre todo por el trato recibido  y como Lorena nos aconsejó sobre la comida q podíamos pedir",jun 2024 • Parejas,Escrita el 6 de junio de 2024,Escrita el 7 de junio de 2024,1 contribución,Steakburger F,Calidad/precio,Ambiente,Servicio,Comida,,De lo mejor ir sin duda ningúna,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,Leer más,1.0,1.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/7f/a0/42/caption.jpg?w=300&h=300&s=1,,Leer más,,,,561paulitag: Gracias por tu comentario Esperemos tenerte de nuevo la ocasión de sorprenderte en cual quiera de nuestros Restaurante.,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f6/0d/default-avatar-2020-34.jpg?w=100&h=-1&s=1
1775660719-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d5827906-Reviews-SteakBurger_Fuencarral-Madrid.html,¡Excelente experiencia!,Miguel G,¡La comida excelente y la atención de Heili ha sido fenomenal! ¡Muchísimas gracias por tu servicio! Volveremos en otra oportunidad.,jun 2024 • Amigos,Escrita el 5 de junio de 2024,Escrita el 6 de junio de 2024,2 contribuciones,Steakburger F,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,Leer más,2.0,2.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f6/0d/default-avatar-2020-34.jpg?w=100&h=-1&s=1,Leer más,,,,Gracias por tu comentario  Esperemos tenerte de nuevo la ocasión de sorprenderte en cual quiera de  nuestros Restaurante.,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f6/0d/default-avatar-2020-34.jpg?w=100&h=-1&s=1
1775660719-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d5827906-Reviews-SteakBurger_Fuencarral-Madrid.html,¡Grandes hamburguesas!,Olivia M,Heili era un gran servidor! Comida muy deliciosa. Tengo la hamburguesa Boletus Dry y estaba genial! Los palitos de mozzarella también estaban deliciosos. El servicio fue rápido y el personal era muy servicial.,jun 2024 • Amigos,Escrita el 5 de junio de 2024,,1 contribución,,,,,,Mostrar original,,,Traducido automáticamente,Leer más,1.0,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/7d/81/11/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f0/48/default-avatar-2020-15.jpg?w=100&h=-1&s=1,,,,,,
1775660719-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d5827906-Reviews-SteakBurger_Fuencarral-Madrid.html,Hamburguesa deliciosa 🍔,Lena M,"Tenía una gran hamburguesa con algunos amigos y el personal era muy servicial, Heili especialmente! Pudimos entrar y conseguir una mesa. ¡Gracias chica!",jun 2024 • Amigos,Escrita el 5 de junio de 2024,,2 contribuciones,,Calidad/precio,Ambiente,Servicio,Comida,Mostrar original,,,Traducido automáticamente,Leer más,2.0,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/7d/81/67/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ef/73/default-avatar-2020-13.jpg?w=100&h=-1&s=1,,,,,,
1775660719-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d5827906-Reviews-SteakBurger_Fuencarral-Madrid.html,Expectacular,Mau G,Heili era un excelente servidor. Ella es muy amable y educado. La comida llegó rápido y estaba delicioso. La hamburguesa de queso derretido estaba deliciosa.,jun 2024 • En familia,Escrita el 5 de junio de 2024,,2 contribuciones,,,,,,Mostrar original,,,Traducido automáticamente,Leer más,2.0,0.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/de/0a/default-avatar-2020-35.jpg?w=100&h=-1&s=1,,,,,,
1775660719-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d5827906-Reviews-SteakBurger_Fuencarral-Madrid.html,Comida agradable,Carlos Pérez,"Heili nos atendió súper bien, la comida buenísima. Me pedí una hamburguesa de bbq y de las mejores que he comido. Pedimos unos nachos de entrantes que estaban deliciosos.",jun 2024 • Amigos,Escrita el 5 de junio de 2024,Escrita el 6 de junio de 2024,1 contribución,Steakburger F,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,Leer más,1.0,1.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/77/ae/default-avatar-2020-2.jpg?w=100&h=-1&s=1,Leer más,,,,carlangaspepas  : Gracias por tu comentario  Esperemos tenerte de nuevo la ocasión de sorprenderte en cual quiera de  nuestros Restaurante.,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f6/0d/default-avatar-2020-34.jpg?w=100&h=-1&s=1
1775660719-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d5827906-Reviews-SteakBurger_Fuencarral-Madrid.html,una comida muy agradable,Sergio P,"Heili ha sido muy atenta y nos ha atendido fenomenal, se ha preocupado por que el punto de la carne esté bien y eso se agradece",jun 2024 • Amigos,Escrita el 5 de junio de 2024,Escrita el 6 de junio de 2024,1 contribución,Steakburger F,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,Leer más,1.0,1.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ee/10/default-avatar-2020-8.jpg?w=100&h=-1&s=1,Leer más,,,,sergiopS5571NW  :  Gracias por tu comentario  Esperemos tenerte de nuevo la ocasión de sorprenderte en cual quiera de  nuestros Restaurante.,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f6/0d/default-avatar-2020-34.jpg?w=100&h=-1&s=1
1775660630-1,https://www.tripadvisor.es/Restaurant_Review-g187514-d5827906-Reviews-SteakBurger_Fuencarral-Madrid.html,"El servicio era bueno, pero la comida no tan buena",Paula G,"El servicio era bueno. 
El pedido de comida era para nachos y chile y una hamburguesa. Nachos bueno pero no mucho chile y era tibio. 
Hamburguesa - pidió que se cocinara bien hecho, pero era raro y también tibio. Las patatas estaban bien.",1 contribución,Escrita el 21 de marzo de 2026,,1 contribución,,Mostrar original,,,,,Traducido automáticamente,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,1.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/79/default-avatar-2020-21.jpg?w=100&h=-1&s=1,,,,Leer más,0.0,,
1775660630-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d5827906-Reviews-SteakBurger_Fuencarral-Madrid.html,Muy buena,Khylow G,Buena atención y amable me gustaría volver,1 contribución,Escrita el 13 de enero de 2026,,1 contribución,,,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,1.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/df/2b/default-avatar-2020-39.jpg?w=100&h=-1&s=1,,,,Leer más,0.0,,
1775660630-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d5827906-Reviews-SteakBurger_Fuencarral-Madrid.html,Excelente.,Víctor GT,"Como de costumbre cada vez que visito Madrid, sí o sí tengo una cita con un Steakburger. En este caso, la experiencia fue perfecta. Si bien otras veces me dejaron la hamburguesa un pelín fria, esta vez estaba en su punto y caliente. Me pedí la Champion Burger en tamaño prudente y estaba deliciosa. La tarta de queso con la salsa Dubái de postre, riquísima también. Y además muy bien atendido por Pablo, el cual estuvo atento a todas las mesas y con mucha educación.",1016 contribuciones,Escrita el 3 de diciembre de 2025,,"Tarragona, España",,,Calidad/precio,Ambiente,Servicio,Comida,,,,,1016.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/ed/98/1d/caption.jpg?w=100&h=-1&s=1,,,,Leer más,0.0,,
1775660630-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d5827906-Reviews-SteakBurger_Fuencarral-Madrid.html,Burger muy bueno,Toñi Fabián F,Hemos parado por casualidad aquí y todo fue excelente. El burger está muy rico y con ingredientes de alta calidad. Servicio amable.,4 contribuciones,Escrita el 8 de octubre de 2025,,"Valencia, España",,,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,4.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f6/0d/default-avatar-2020-34.jpg?w=100&h=-1&s=1,,,,Leer más,1.0,,
1775660630-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d5827906-Reviews-SteakBurger_Fuencarral-Madrid.html,Rápidos y calidad,Cristina G,"Hemos venido en pleno mes de agosto con ola de calor y sedientos. El local estaba bien ambientado, la atención de Marian fue excelente, todo el rato pendiente, y la comida riquísima. El menú es muy completo y fueron muy rápidos en atendernos. Repetimos seguro",1 contribución,Escrita el 19 de agosto de 2025,,1 contribución,,,Calidad/precio,Ambiente,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,1.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/24/default-avatar-2020-60.jpg?w=100&h=-1&s=1,,,,Leer más,0.0,,
1775660630-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d5827906-Reviews-SteakBurger_Fuencarral-Madrid.html,"Muy buen lugar, la comida es increíble, la gente que trabaja aquí muy amablemente.",Freedom42226965603,"Muy buen lugar, la comida es increíble, la gente que trabaja aquí muy amablemente. 
... ... ... ... ... ... : &&: &: &: &'snsnzndndndndjndndndndnsnsmmd",1 contribución,Escrita el 29 de julio de 2025,"Thank you so much for your wonderful review!

We're so happy you think this is a very good place with amazing food. We'll be sure to pass your kind words on to our team for their friendly service.

We hope to see you again soon!",1 contribución,Jaime Vicente,Mostrar original,,,,,Traducido automáticamente,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Escrita el 2 de agosto de 2025,1.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/de/e7/default-avatar-2020-37.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/ea/default-avatar-2020-63.jpg?w=100&h=-1&s=1,,Leer más,Leer más,0.0,,
1775660630-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d5827906-Reviews-SteakBurger_Fuencarral-Madrid.html,Hamburguesas curradas,irenne13,"Hamburguesas muy ricas tipo gourmet. Patatas fritas o asadas. Carete pero rico.
En pleno centro de
Madrid. Nos ha gustado",47 contribuciones,Escrita el 14 de julio de 2025,"¡Muchas gracias por tu reseña!

Nos alegra mucho que os haya gustado y que califiquéis nuestras hamburguesas como ""gourmet"" y muy ricas.

Agradecemos tu sinceridad con el ""carete pero rico"". Nuestro objetivo es que la calidad de los ingredientes y el sabor en pleno centro de Madrid siempre merezcan la pena. ¡Nos quedamos con que lo rico ganó!

Esperamos veros de nuevo.","Badajoz, España",Jaime Vicente,,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Escrita el 2 de agosto de 2025,47.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/7a/ea/c7/irenne13.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/ea/default-avatar-2020-63.jpg?w=100&h=-1&s=1,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,0.0,,
