web_scraper_order,web_scraper_start_url,data,data2,data3,data4,data5,data6,position,data7,data8,data9,data10,data11,data12,data13,data14,image,data15,data16,image2,image3,data17,data18,position2
1775669460-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d23990622-Reviews-El_Sueno_De_Carmen-Madrid.html,"Recomendado, volveríamos",Ainhoa M,Gran atención. Mucha rapidez y comida muy rica. Sobretodo sus entrantes. Recomendamos las croquetas de jamón y sus costillas muy tiernas,,Escrita el 14 de diciembre de 2025,1 contribución,1,1 contribución,Calidad/precio,Ambiente,Servicio,Comida,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/fb/c1/25/caption.jpg?w=300&h=300&s=1,Leer más,0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/fb/c1/24/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f3/23/default-avatar-2020-28.jpg?w=100&h=-1&s=1,,,
1775669460-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d23990622-Reviews-El_Sueno_De_Carmen-Madrid.html,Gran experiencia sin gluten,Nicolás R,"Buen servicio y buena comida. Me informaron sobre los platos aptos para celíacos, tienen freidoras separadas para las patatas fritas. Están concienciados de la celiaquia y la contaminación cruzada. Comí agusto y me sentí seguro",,Escrita el 11 de diciembre de 2025,1 contribución,1,1 contribución,Calidad/precio,Ambiente,Servicio,Comida,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/f6/8c/5e/caption.jpg?w=300&h=300&s=1,Leer más,0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/f6/8c/5d/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ee/68/default-avatar-2020-9.jpg?w=100&h=-1&s=1,,,
1775669460-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d23990622-Reviews-El_Sueno_De_Carmen-Madrid.html,Excelente,Marien G,"Hemos comido un grupo de 8 personas,  la comida buenísima,  la atención de Oscar excepcional , muy buen servicio.
Volveremos seguro.",,Escrita el 6 de diciembre de 2025,1 contribución,1,1 contribución,Calidad/precio,Ambiente,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/df/99/default-avatar-2020-40.jpg?w=100&h=-1&s=1,,,
1775669460-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d23990622-Reviews-El_Sueno_De_Carmen-Madrid.html,Excelente,eduardo b,"Excelente servicio , muy buena la tortilla el café espectacular el ambiente tranquilo buena música comodidad espectacular",,Escrita el 1 de diciembre de 2025,1 contribución,1,1 contribución,Calidad/precio,Ambiente,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/77/ae/default-avatar-2020-2.jpg?w=100&h=-1&s=1,,,
1775669460-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d23990622-Reviews-El_Sueno_De_Carmen-Madrid.html,Excelente!,Miguel R,Atencion excelente! La comida buenísima! El personal super amable! Super recomendable y además son detallistas! Está en una zona muy tranquila!,,Escrita el 30 de noviembre de 2025,1 contribución,1,1 contribución,Calidad/precio,Ambiente,Servicio,Comida,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/e0/62/57/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/59/default-avatar-2020-24.jpg?w=100&h=-1&s=1,,,
1775669460-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d23990622-Reviews-El_Sueno_De_Carmen-Madrid.html,Muy bueno,Pioneer32315568808,Muy buen servicio y la comida buenísima. Las croquetas de pulpo están riquísimas y la tarta de queso es de las mejores que he probado,,Escrita el 30 de noviembre de 2025,2 contribuciones,2,2 contribuciones,Calidad/precio,Ambiente,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,0,,,,,
1775669460-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d23990622-Reviews-El_Sueno_De_Carmen-Madrid.html,Comida en familia,Emilio P,"Increíble sitio, comimos muy bien tanto yo como mi familia. Nos gustó mucho sobretodo porque pudimos comer tranquilos con nuestros perritos. La atencion fuera maravillosa, muy amables y rápidos. No puedo poner ninguna pero.",,Escrita el 28 de noviembre de 2025,1 contribución,1,1 contribución,Calidad/precio,Ambiente,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/ea/default-avatar-2020-63.jpg?w=100&h=-1&s=1,,,
1775669460-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d23990622-Reviews-El_Sueno_De_Carmen-Madrid.html,Vinimos a almorzar en familia y fuimos atendidos como tal,Debi L,"El lugar el muy cómodo, fuimos en familia con 2 mascotas y el camarero además de amable, fue muy atento con los perritos. El servicio es de primera calidad, con sus platos exquisitos y el peronal muy rápido a la hora de servir. Volveremos",,Escrita el 28 de noviembre de 2025,1 contribución,1,1 contribución,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f0/48/default-avatar-2020-15.jpg?w=100&h=-1&s=1,,,
1775669460-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d23990622-Reviews-El_Sueno_De_Carmen-Madrid.html,Una visita perfecta,joaquinherraiz79,"Restaurante genial, un trato perfecto y una comida deliciosa. Relación calidad - precio correcta. Muy recomendable.",,Escrita el 23 de noviembre de 2025,23 contribuciones,23,"Murcia, España",,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/f7/56/fa/caption.jpg?w=100&h=-1&s=1,,,
1775669460-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d23990622-Reviews-El_Sueno_De_Carmen-Madrid.html,Simplemente increíble 🤩,ozzie s,Después de 9 días en Madrid descubrimos la mejor experiencia de cena que hemos tenido. Las Croquetas de Pulpo y Jamón a la parrilla estaban fuera de comparación. Cubierto con un postre de Brownie con helado. El servicio y el ambiente era igual de increíble *****,,Escrita el 19 de noviembre de 2025,1 contribución,1,1 contribución,Calidad/precio,Ambiente,Servicio,Comida,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/a7/default-avatar-2020-44.jpg?w=100&h=-1&s=1,,,
1775669414-1,https://www.tripadvisor.es/Restaurant_Review-g187514-d23990622-Reviews-El_Sueno_De_Carmen-Madrid.html,Fiasco,amdavila,"La verdad el restaurante es normal, normal tirando a malo si vas pensando en un supuesto top 10 de Madrid, que claramente no es... El lugar no es cómodo, y para alejarte de sectores mucho más agradables y con una oferta gastronómica muy superior no vale la pena, no sé cómo está top 7, es un engaño, ese mismo día estuve en un restaurante dentro del top 5000 que es diezmil veces mejor. Aceitunas mediocres, un vino albarinho que parecía llevar un mes destapado y un arroz de bogavante que solo hacen los fines de semana y que nos hizo pensar que era algo especial, pero que resultó un plato menos que normal. No lo recomiendo.",,102 contribuciones,102,1,Escrita el 30 de marzo de 2026,"Bogotá, Colombia","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/c4/7c/e3/amdavila1111.jpg?w=100&h=-1&s=1,,,,,,Leer más,
1775669414-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d23990622-Reviews-El_Sueno_De_Carmen-Madrid.html,Recomendable,maria esther g,"La comida muy rica y el trato muy bueno.
Restaurante muy recomendable",,1 contribución,1,1,Escrita el 28 de marzo de 2026,1 contribución,Restaurante muy te recomendable,Calidad/precio,Ambiente,Servicio,Comida,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e9/bb/default-avatar-2020-65.jpg?w=100&h=-1&s=1,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,,Leer más,
1775669414-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d23990622-Reviews-El_Sueno_De_Carmen-Madrid.html,La mejor comida en Madrid,kelly p,"Sinceramente, la mejor comida que tuvimos en Madrid. Cada plato era delicioso, ya sea el marisco o la carne. Los postres eran increíbles también! El servicio fue muy amable y servicial. Lo recomiendo encarecidamente — fue tan bueno que volvimos por segunda y tercera vez durante nuestro viaje, especialmente porque la comida que teníamos en todas partes en Madrid, Toledo y Segovia fue bastante decepcionante.",,1 contribución,1,1,Escrita el 25 de marzo de 2026,"Atenas, Grecia",,Calidad/precio,Ambiente,Servicio,Comida,Mostrar original,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e9/ef/default-avatar-2020-66.jpg?w=100&h=-1&s=1,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Traducido automáticamente,,,,Leer más,
1775669414-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d23990622-Reviews-El_Sueno_De_Carmen-Madrid.html,Buen menú del día,Montse R,Menú del día muy correcto con sesplendida relación calidad precio. Buen ambiente y buen servicio,,3 contribuciones,3,1,Escrita el 19 de marzo de 2026,3 contribuciones,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/b8/default-avatar-2020-26.jpg?w=100&h=-1&s=1,,,,,,Leer más,
1775669414-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d23990622-Reviews-El_Sueno_De_Carmen-Madrid.html,Gran experiencia,Joanna L,Increíble personal de 8 ng y comida increíble,,2 contribuciones,2,1,Escrita el 9 de marzo de 2026,2 contribuciones,,Calidad/precio,Ambiente,Servicio,Comida,Mostrar original,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/df/2b/default-avatar-2020-39.jpg?w=100&h=-1&s=1,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Traducido automáticamente,,,,Leer más,
1775669414-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d23990622-Reviews-El_Sueno_De_Carmen-Madrid.html,Muy buen servicio,Jose Antonio B,"Me sentí seguro comiendo aquí siendo celiaco. Probé los huevos rotos y la pluma ibérica, ambos muy buenos. El local es pequeño, tranquilo y acogedor.",,3 contribuciones,3,1,Escrita el 6 de marzo de 2026,"Madrid, España","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/59/default-avatar-2020-24.jpg?w=100&h=-1&s=1,,,,,,Leer más,
1775669414-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d23990622-Reviews-El_Sueno_De_Carmen-Madrid.html,"La comida estupenda, la atención de andreea increíble!!!!❤️",Judith O,"La comida estupenda, la atención de andreea increíble!!!!❤️",,1 contribución,1,1,Escrita el 28 de febrero de 2026,1 contribución,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/de/0a/default-avatar-2020-35.jpg?w=100&h=-1&s=1,,,,,,Leer más,
1775669414-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d23990622-Reviews-El_Sueno_De_Carmen-Madrid.html,"Especial atención de Andrea, cena inmejorable",Raquel P,"Increíble experiencia, la atención de Andrea inmejorable, celebramos el cumpleaños de una amiga, probamos los platos que estaban buenísimos.
Volveré sin duda.",,1 contribución,1,1,Escrita el 28 de febrero de 2026,1 contribución,Que prueben la torrija de postre,Calidad/precio,Ambiente,Servicio,Comida,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/57/08/d4/raquel-p.jpg?w=100&h=-1&s=1,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,,Leer más,
1775669414-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d23990622-Reviews-El_Sueno_De_Carmen-Madrid.html,Gran comida - sentí local,Deborah K,Gran ambiente relajado en nuestra primera noche en Madrid. El servicio era excelente y la comida estaba bien ejecutada. Me sentí bien para salir de la zona turística para un pequeño resto íntimo.,,11 contribuciones,11,1,Escrita el 27 de febrero de 2026,"Montreal, Canadá",,,,,,Mostrar original,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/de/5a/default-avatar-2020-36.jpg?w=100&h=-1&s=1,,Traducido automáticamente,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,
1775669414-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d23990622-Reviews-El_Sueno_De_Carmen-Madrid.html,Un final perfecto para una estancia perfecta. ¡Maravilloso!,Jim R,"Qué hermosa joya de restaurante. ¡Fue maravilloso! A las afueras del centro de la ciudad y lejos del ajetreo, este fue un hallazgo fabuloso, gracias a las opiniones en TripAdvisor. El personal era muy amable, acogedor y servicial, e hizo que nuestra visita fuera aún más especial. Incluso ayudaron a acomodar mi práctica de español durante nuestra comida. La comida es excepcional con porciones muy generosas, y todo por un precio muy razonable, dada la calidad, y que es Madrid después de todo. Un final perfecto para una estancia perfecta. Gracias. Jim & Heather x",,53 contribuciones,53,1,Escrita el 21 de febrero de 2026,"Macclesfield, Reino Unido",,Calidad/precio,Ambiente,Servicio,Comida,Mostrar original,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/de/5a/default-avatar-2020-36.jpg?w=100&h=-1&s=1,,Traducido automáticamente,,,,Leer más,
1775669414-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d23990622-Reviews-El_Sueno_De_Carmen-Madrid.html,Increíble,Elodie G,"Increíble y gran servidor. 
Gracias",,1 contribución,1,1,Escrita el 13 de febrero de 2026,1 contribución,,,,,,Mostrar original,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f0/9f/default-avatar-2020-16.jpg?w=100&h=-1&s=1,,Traducido automáticamente,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,
1775669414-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d23990622-Reviews-El_Sueno_De_Carmen-Madrid.html,Local no muy grande pero lleno de calidad,Yolanda,"El local no es muy grande, puedes comer en la terraza acomodada sin problema. El personal de sala es discreto y solicito, muy atentos y con buenas recomendaciones. La comida muy buena, el tartar y la ensalada de gambones muy rica.",,7 contribuciones,7,1,Escrita el 10 de febrero de 2026,"Collado Villalba, España","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ec/3d/default-avatar-2020-1.jpg?w=100&h=-1&s=1,,,,,,Leer más,
1775669414-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d23990622-Reviews-El_Sueno_De_Carmen-Madrid.html,TOP,sara g,"Hemos venido a El Sueño de Carmen expresamente, alejándonos un poco del centro, y ha merecido la pena totalmente. La comida estaba brutal: pedimos croquetas, risotto, alcachofas y una ensalada de gambas, y todo estaba de 10, espectacular.

Pero no solo la comida, el servicio ha sido increíble. Mención especial a nuestra camarera Andrea, que ha sido un amor, y también a otro camarero cuyo nombre no sabemos pero que ha sido igual de encantador.

Sitio súper recomendable, volveremos seguro.",,3 contribuciones,3,1,Escrita el 7 de febrero de 2026,3 contribuciones,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/de/0a/default-avatar-2020-35.jpg?w=100&h=-1&s=1,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,
1775669414-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d23990622-Reviews-El_Sueno_De_Carmen-Madrid.html,Muy recomendable,Iria V,"El servicio excelente, el camarero Óscar muy atento y amable. La comida deliciosa! Repetiremos.",,2 contribuciones,2,1,Escrita el 6 de febrero de 2026,2 contribuciones,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e9/bb/default-avatar-2020-65.jpg?w=100&h=-1&s=1,,,,,,Leer más,
1775669414-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d23990622-Reviews-El_Sueno_De_Carmen-Madrid.html,Buena cocina,Miguel Deza,"Cena familiar. Local con encanto. Personal atento. Pedimos: alcachofas, que estaban exquisitas. Croquetas de jamón, muy ricas. Tartar de atún, recomendación del chef, muy bueno. La torrija de postre excelente. Precios un poco altos.",,243 contribuciones,243,0,Escrita el 3 de febrero de 2026,"Vigo, España","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/04/b1/16/5c/miguel-a.jpg?w=100&h=-1&s=1,,,,,,Leer más,
1775669447-1,https://www.tripadvisor.es/Restaurant_Review-g187514-d23990622-Reviews-El_Sueno_De_Carmen-Madrid.html,Trato excelente,Fearless28124036881,"Trato excelente. Desayunos y comidas, pincho de tortilla en un ambiente inmejorable. Lo recomiendo por la calidad de la comida, el trato y el fantástico ambiente.",1 contribución,Escrita el 30 de diciembre de 2025,dic 2025 • Amigos,1,Calidad/precio,Ambiente,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/e3/default-avatar-2020-59.jpg?w=100&h=-1&s=1,,,,,,,
1775669447-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d23990622-Reviews-El_Sueno_De_Carmen-Madrid.html,Excelente sitio donde disfrutar de una comida de gran calidad,Carlos M,"La comida estaba exquisita y el servicio excelente, Oscar es muy agradable. 

Hemos estado varias veces, tanto el menú del día como a carta, y ambas opciones son muy recomendables",2 contribuciones,Escrita el 30 de diciembre de 2025,dic 2025 • Amigos,2,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f0/48/default-avatar-2020-15.jpg?w=100&h=-1&s=1,,,,,,,
1775669447-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d23990622-Reviews-El_Sueno_De_Carmen-Madrid.html,Recomiendo 100%,Alulis,"Lunes, comimos de menú y muy bueno todo, comida casera.....lentejas, crema de puerros , dorada y filete de ternera ( que para sorpresa, a pesar de ser de menú la carne era muy buena, en algunos sitios los filetes de ternera son suela de zapatos)y un diez para el cocinero, atención por parte de los camareros muy buena también, sobre todo Óscar, que es una persona educada y muy atento y a mí hija le cayó muy bien.
Recomendación 100% .",2 contribuciones,Escrita el 29 de diciembre de 2025,dic 2025 • En familia,2,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e3/6a/default-avatar-2020-47.jpg?w=100&h=-1&s=1,,,,,,,
1775669447-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d23990622-Reviews-El_Sueno_De_Carmen-Madrid.html,Cena encatadora,Duvan T,Fuimos a cenar en pareja por el cumple de mi novia y fue un encanto. La comida riquísima y la atención excepcional. Fue una noche muy agradable,1 contribución,Escrita el 29 de diciembre de 2025,dic 2025 • Parejas,1,Calidad/precio,Ambiente,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ef/9c/default-avatar-2020-14.jpg?w=100&h=-1&s=1,,,,,,,
1775669447-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d23990622-Reviews-El_Sueno_De_Carmen-Madrid.html,Un gran descubrimiento,Carmen V,Nos ha gustado mucho. La comida muy buena. El servicio también. Nada caro en relación con la calidad. Repetiremos sin duda.,1 contribución,Escrita el 29 de diciembre de 2025,dic 2025 • En familia,1,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e7/7b/default-avatar-2020-56.jpg?w=100&h=-1&s=1,,,,,,,
1775669447-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d23990622-Reviews-El_Sueno_De_Carmen-Madrid.html,Lugar muy agradable y fiable,Guillermo R,"Este es un restaurante abierto todo el día. Ofrecen un excelente servicio de desayuno y un menú de cena único. Hay muchos sabores originales y el servicio siempre es sobresaliente, atendiendo a nuestros nietos de una manera amigable.",6 contribuciones,Escrita el 29 de diciembre de 2025,dic 2025 • En familia,6,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/11/default-avatar-2020-41.jpg?w=100&h=-1&s=1,,,,,,,
1775669447-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d23990622-Reviews-El_Sueno_De_Carmen-Madrid.html,Comida espectacular,CARLA R,"Todo espectacular, ensalada burrata recomendable, croquetas increíbles y el revuelto una gran cantidad con calidad",1 contribución,Escrita el 28 de diciembre de 2025,dic 2025 • En familia,1,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/77/ae/default-avatar-2020-2.jpg?w=100&h=-1&s=1,,,,,,,
1775669447-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d23990622-Reviews-El_Sueno_De_Carmen-Madrid.html,Buena experiencia gastronómica,Trip18233486181,Comida casera de buena calidad y hecha con esmero. Servicio organizado y rápido. Muy buen precio. Totalmente recomendable. Repetiremos sin duda la próxima vez que vaya a Madrid.,1 contribución,Escrita el 28 de diciembre de 2025,dic 2025 • Parejas,1,Calidad/precio,Ambiente,Servicio,Comida,,,Leer más,2,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/de/5a/default-avatar-2020-36.jpg?w=100&h=-1&s=1,,,,,,,
1775669447-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d23990622-Reviews-El_Sueno_De_Carmen-Madrid.html,Sabor y buena atención,Eloy G,"Ambiente agradable y acogedor 
El servicio fue muy amable 
La comida estaba deliciosa, bien presentada y con ingredientes de calidad 
Sin duda un lugar para repetir 😃",1 contribución,Escrita el 27 de diciembre de 2025,dic 2025 • En familia,1,Calidad/precio,Ambiente,Servicio,Comida,Las croquetas deliciosas,,Leer más,0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/5b/default-avatar-2020-61.jpg?w=100&h=-1&s=1,,,,,,,
1775669447-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d23990622-Reviews-El_Sueno_De_Carmen-Madrid.html,EXCELENTE. REPETIRÉ SEGURO.,rsantosf78,"Mi primera vez aquí. Ha superado mis expectativas y volveré seguro. Las alcachofas, las croquetas y los chipirones espectaculares.",5 contribuciones,Escrita el 26 de diciembre de 2025,dic 2025 • Amigos,5,Calidad/precio,Ambiente,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ef/73/default-avatar-2020-13.jpg?w=100&h=-1&s=1,,,,,,,
1775669447-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d23990622-Reviews-El_Sueno_De_Carmen-Madrid.html,Muy buena experiencia,Clara A,"El bar está fenomenal , la comida está riquísima y el camarero encantador!  Es fantástico , nos ha encantado.
Hemos comido muchísimo y como reyes.",1 contribución,Escrita el 24 de diciembre de 2025,dic 2025 • Amigos,1,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/42/default-avatar-2020-20.jpg?w=100&h=-1&s=1,,,,,,,
1775669447-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d23990622-Reviews-El_Sueno_De_Carmen-Madrid.html,Excelente,Lourdes R,"Exquisito trato y comida estupenda.
Nos apagaron rápidamente una mesa para poder estar con el carrito del bebé aunque nos habíamos equivocado nosotros a la hora de hacer la reserva. Repetiremos seguro!",1 contribución,Escrita el 24 de diciembre de 2025,dic 2025 • En familia,1,Calidad/precio,Ambiente,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/5b/default-avatar-2020-61.jpg?w=100&h=-1&s=1,,,,,,,
