web_scraper_order,web_scraper_start_url,data,data2,data3,data5,data6,position,data7,data8,data9,data10,data11,data12,data13,data14,data15,image,image2
1775660987-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d23748800-Reviews-Pizzart_Villa_Luchana-Madrid.html,Experiencia para repetir,julia z,"La pizza de ‘nduja estupenda y en spritz como tomado en Roma. El camarero Álvaro majisimo nos explicó todo. 
Volveremos!",2 contribuciones,Escrita el 1 de julio de 2024,2.0,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,,
1775660987-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d23748800-Reviews-Pizzart_Villa_Luchana-Madrid.html,Todo perfecto,Lorena J,Estaba todo muy rico y Lily nos atendió fenomenal. Las pizzas buenísimas. La terraza es muy agradable y para terminar un tiramisú delicioso.,17 contribuciones,Escrita el 29 de junio de 2024,17.0,Ambiente,Calidad/precio,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/2d/6a/17/lorena-j.jpg?w=100&h=-1&s=1,
1775660987-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d23748800-Reviews-Pizzart_Villa_Luchana-Madrid.html,Muy amables!,Rafa H,"Terraza bien situada y con un personal muy amable. Sólo tomamos unos apperol spritz, y la verdad es que los preparan muy bien.",5 contribuciones,Escrita el 29 de junio de 2024,5.0,,Calidad/precio,Servicio,Ambiente,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f4/5d/default-avatar-2020-32.jpg?w=100&h=-1&s=1,
1775660987-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d23748800-Reviews-Pizzart_Villa_Luchana-Madrid.html,Perfecto,Sandra O,"Perfecto todo como siempre que venimos, los camareros atentos y la cocina genial, calidad precio de lo mejor de la zona.",3 contribuciones,Escrita el 28 de junio de 2024,3.0,Ambiente,Calidad/precio,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ed/00/default-avatar-2020-4.jpg?w=100&h=-1&s=1,
1775660987-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d23748800-Reviews-Pizzart_Villa_Luchana-Madrid.html,Comida deliciosa y ambiente agradable,Loris P,"Alvaro muy amable en su atención, la comida deliciosa. Pedimos focaccia de ajo y queso provolgne con trufa y estaba espectacular. Pizzas muy ricas.",2 contribuciones,Escrita el 28 de junio de 2024,2.0,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e6/ea/default-avatar-2020-54.jpg?w=100&h=-1&s=1,
1775660987-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d23748800-Reviews-Pizzart_Villa_Luchana-Madrid.html,"10/10 las comidas, las trabajadores y todo esta perfecto",Maryam n,"Me gustaron mucho sus tratos y siempre estaban sonriendo, y el servicio de preparación de alimentos es rápido, gracias a Alvaro, y  lili 
son muy amables",9 contribuciones,Escrita el 26 de junio de 2024,9.0,Ambiente,Calidad/precio,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/de/5a/default-avatar-2020-36.jpg?w=100&h=-1&s=1,
1775660911-1,https://www.tripadvisor.es/Restaurant_Review-g187514-d23748800-Reviews-Pizzart_Villa_Luchana-Madrid.html,Un sitio maravilloso para pasar un rato agradable,Fernando S,Se trata de un lugar tranquilo donde suelo desayunar. El café es inmejorable per lo mejor es el tratamiento amigable que recibes de su personal. Un sitio muy recomendable sobre todo por la mañana,1 contribución,Escrita el 14 de noviembre de 2025,1.0,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e4/59/default-avatar-2020-49.jpg?w=100&h=-1&s=1,
1775660911-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d23748800-Reviews-Pizzart_Villa_Luchana-Madrid.html,Brunch,JoeGs,"Brunch muy rico. 
Muy buena relación calidad precio. La comida riquísima.
No le doy el 5 estrellas, porque a mí parecer,  la atención en nuestro caso dejó que desear, bastante desinterés.",203 contribuciones,Escrita el 11 de noviembre de 2025,203.0,Calidad/precio,Ambiente,Servicio,Comida,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/20/ff/ad/jose-s.jpg?w=100&h=-1&s=1,
1775660911-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d23748800-Reviews-Pizzart_Villa_Luchana-Madrid.html,muy bien,Paula d,"la comida muy rica y estaba muy bien de precio! el chico que nos ha atendido ha sido súper majo! repetiré, muy recomendable :)",1 contribución,Escrita el 30 de junio de 2025,1.0,Calidad/precio,Ambiente,Servicio,Comida,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f4/d0/default-avatar-2020-33.jpg?w=100&h=-1&s=1,
1775660911-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d23748800-Reviews-Pizzart_Villa_Luchana-Madrid.html,Una experiencia muy media,Dave M,"Reservamos este restaurante / cafetería en base a las críticas favorables que había alcanzado y esperamos una comida de primera calidad. 
El proceso de elegir su comida a través de un código QR y luego tener que introducir una gran cantidad de información es un poco desactivado, especialmente cuando tiene que ir a buscar la versión en inglés. Los asientos exteriores y las mesas eran de mala calidad y se veían muy bien desgastados. 
Sin embargo, el entrante una tabla de queso llegó rápidamente y era de buena calidad. Mi esposa disfrutó de su pizza y mencionó que era bueno. Tuve la lasaña, pero debe haber salido del horno, ya que tardó casi 15 minutos en enfriarse antes de poder comerla. Cuando lo hice era muy promedio. Francamente he tenido mejores versiones de Marks y Spencer’s. La mejor parte fue el Tiramisu que era excelente y el servicio proporcionado por Álvaro. 
Resumiendo, toda la experiencia fue media y no volveré con prisa.",15 contribuciones,Escrita el 13 de junio de 2025,15.0,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/6d/default-avatar-2020-19.jpg?w=100&h=-1&s=1,
1775660911-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d23748800-Reviews-Pizzart_Villa_Luchana-Madrid.html,Terrible,שחר ג,"Pedimos lasaña y estaba sin cocinar pedimos volver a cocinar y todavía estaba sin cocinar, incomprensible. Ni siquiera la camarera hablaba inglés.",1 contribución,Escrita el 14 de abril de 2025,1.0,Calidad/precio,Ambiente,Servicio,Comida,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/6d/default-avatar-2020-19.jpg?w=100&h=-1&s=1,
1775660911-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d23748800-Reviews-Pizzart_Villa_Luchana-Madrid.html,Atención muy buena,Maria P,"La comida riquísima!! recomiendo la pizza de huevo y trufa, qué maravilla. Y la atención ha sido genial, Nicole y Álvaro nos han atendido muy bien. Seguro que repito pronto 😊",1 contribución,Escrita el 6 de abril de 2025,1.0,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/6d/default-avatar-2020-19.jpg?w=100&h=-1&s=1,
1775660911-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d23748800-Reviews-Pizzart_Villa_Luchana-Madrid.html,Volveré una vez más,Lara R,"Muy bien, muy amables y la comida muy buena. No había sitio, pero enseguida nos buscaron un hueco. Las pizzas están exquisitas. Siempre que puedo, vuelvo.",5 contribuciones,Escrita el 5 de abril de 2025,5.0,Calidad/precio,Ambiente,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/de/5a/default-avatar-2020-36.jpg?w=100&h=-1&s=1,
1775660911-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d23748800-Reviews-Pizzart_Villa_Luchana-Madrid.html,La calidez de la comida,Karen G,"Lugar muy bonito y excelente atención del personal ricardo  y paulin sin duda volvería! 🌟 
Todo súper limpio y muy cálido el ambiente!",3 contribuciones,Escrita el 3 de abril de 2025,3.0,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/42/default-avatar-2020-20.jpg?w=100&h=-1&s=1,
1775660911-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d23748800-Reviews-Pizzart_Villa_Luchana-Madrid.html,Perfecto,Anton F,"Gracias Jennifer por el servicio amable y profesional y la comida.
Todo estaba bien, hermoso y la comida se preparó muy rápido!",1 contribución,Escrita el 2 de enero de 2025,1.0,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ef/9c/default-avatar-2020-14.jpg?w=100&h=-1&s=1,
1775660911-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d23748800-Reviews-Pizzart_Villa_Luchana-Madrid.html,Buenas pizzas,Borja C,Llegamos a última hora y muy amablemente Rosmery nos hizo un hueco para poder cenar. Las pizzas estaban muy buenas! Sin duda un buen sitio,1 contribución,Escrita el 23 de noviembre de 2024,1.0,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/a7/default-avatar-2020-44.jpg?w=100&h=-1&s=1,
1775660911-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d23748800-Reviews-Pizzart_Villa_Luchana-Madrid.html,Todo genial!,Jose Maria G,"Atención y pizzas perfectas. Llegamos a última hora y nos dejaron pasar sin problema, nos atendieron y nos sirvieron súper rápido. Merece la pena!",1 contribución,Escrita el 23 de noviembre de 2024,1.0,Calidad/precio,Ambiente,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f4/20/default-avatar-2020-31.jpg?w=100&h=-1&s=1,
1775660911-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d23748800-Reviews-Pizzart_Villa_Luchana-Madrid.html,Gran lugar,Isabella C,Muy buena comida y tiene buenos deals en Groupon. Recomiendo el tiramisú y los aperol spritz. Volvería definitivamente.,1 contribución,Escrita el 23 de noviembre de 2024,1.0,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/b8/default-avatar-2020-22.jpg?w=100&h=-1&s=1,
1775660911-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d23748800-Reviews-Pizzart_Villa_Luchana-Madrid.html,Buen trato y buena comida,Kath N,"Hemos comido súper bien! Los postres tiramisú y tarta de queso increíblemente ricas y Rosmeri una camarera espectacularmente agradable, educada y atenta ❤️ sin duda volveremos!!",1 contribución,Escrita el 23 de noviembre de 2024,1.0,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/eb/default-avatar-2020-27.jpg?w=100&h=-1&s=1,
1775660911-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d23748800-Reviews-Pizzart_Villa_Luchana-Madrid.html,Muy recomendable,Navigate42741551990,¡¡Muy buena experiencia!! La comida genial y la atencion por parte de Rosemarie espectacular. Muy recomendable ☺️ 👍👍👍,1 contribución,Escrita el 23 de noviembre de 2024,1.0,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/a3/default-avatar-2020-38.jpg?w=100&h=-1&s=1,
1775660911-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d23748800-Reviews-Pizzart_Villa_Luchana-Madrid.html,Buenas pizzas,fauno21,"Hemos entrado por casualidad  y la verdad es que el local está bastante bien y nos han atendido más o menos rápido, aunque al final tenían un poco de lío y había alguna mesa un poco mosqueada.

Las pizzas que hemos probado nos han gustado.

De precio unos 16 euros por pizza.

Si pasamos otra vez , podremos repetir.",1273 contribuciones,Escrita el 9 de noviembre de 2024,1273.0,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/68/41/eb/avatar.jpg?w=100&h=-1&s=1,
1775660974-1,https://www.tripadvisor.es/Restaurant_Review-g187514-d23748800-Reviews-Pizzart_Villa_Luchana-Madrid.html,Noche familiar,Kerly M S,"El servicio fue increíble, Jennifer es muy atento y fue divertido hablar con él. 
La pizza era mejor que la pasta. 
En general, no es una mala experiencia",Escrita el 17 de agosto de 2024,1 contribución,1.0,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e9/ef/default-avatar-2020-66.jpg?w=100&h=-1&s=1
1775660974-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d23748800-Reviews-Pizzart_Villa_Luchana-Madrid.html,Muy bien!,Rocio S,Para Una cena improvisada en familia.  Nos atendió Álvaro y fue muy atento y bastante rápido . La pizza y la bebida perfecta,Escrita el 14 de agosto de 2024,11 contribuciones,11.0,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2d/26/b9/a3/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-f/01/2e/70/a6/avatar077.jpg?w=100&h=-1&s=1
1775660974-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d23748800-Reviews-Pizzart_Villa_Luchana-Madrid.html,Agradable,Juan M,MUY AGRADABLE. PIZZA EXCELENTE. Rossana muy simpática. Buena climatización y la ubicación cerca de eventos..........,Escrita el 10 de agosto de 2024,1 contribución,1.0,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/a3/default-avatar-2020-38.jpg?w=100&h=-1&s=1
1775660974-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d23748800-Reviews-Pizzart_Villa_Luchana-Madrid.html,"Espectacular, recomiendo la pizza de pera y gorgonzola.👌",Mery B,"Totalmente recomendable, el aperitivo Aperol y la pizza, sin palabras. Local muy tranquilo. Te atienden rápido y muy amablemente. He ido varias veces a comer, he probado diferentes pizzas, para mí la mejor de Madrid. También está muy bien tomar el aperitivo. Probaré los desayunos otro día.",Escrita el 3 de agosto de 2024,1 contribución,1.0,Calidad/precio,Ambiente,Servicio,Comida,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/b8/default-avatar-2020-22.jpg?w=100&h=-1&s=1
1775660974-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d23748800-Reviews-Pizzart_Villa_Luchana-Madrid.html,Pizzas que recuerdan a Italia,Carlota L,"Este sitio es espectacular para plan familiar, parejas o cualquier otro evento! 
Lo recomendaría millones de veces más!",Escrita el 25 de julio de 2024,1 contribución,1.0,Calidad/precio,Ambiente,Servicio,Comida,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e3/6a/default-avatar-2020-47.jpg?w=100&h=-1&s=1
1775660974-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d23748800-Reviews-Pizzart_Villa_Luchana-Madrid.html,Muy rico todo,kaliopy G,"La comida y la atención muy buena como siempre, no dudamos en volver… la comida como siempre, deliciosa.. siempre probamos algo nuevo",Escrita el 24 de julio de 2024,2 contribuciones,2.0,Calidad/precio,Ambiente,Servicio,Comida,,,Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/e8/44/5d/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/77/ae/default-avatar-2020-2.jpg?w=100&h=-1&s=1
1775660974-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d23748800-Reviews-Pizzart_Villa_Luchana-Madrid.html,Primera visita y 10/10,Passenger55726948158,"La atención está excelente! Nos atendió Rosemary, una chica super linda y amable. Sus recomendaciones dieron en el punto, muy atenta y rápida a lo que necesitábamos. Recomendado al 100%",Escrita el 20 de julio de 2024,1 contribución,1.0,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/df/99/default-avatar-2020-40.jpg?w=100&h=-1&s=1
1775660974-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d23748800-Reviews-Pizzart_Villa_Luchana-Madrid.html,Muy buena comida y servicio,jhosset l,"La atención muy bien por parte de Alvaro muy atento gracias por las recomendaciones, la pizza de pera muy buena ya volveré por el postre que por tiempo no pude, pero como me lo vi estaba super bueno",Escrita el 20 de julio de 2024,1 contribución,1.0,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/a7/default-avatar-2020-44.jpg?w=100&h=-1&s=1
1775660974-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d23748800-Reviews-Pizzart_Villa_Luchana-Madrid.html,"Súper pizza, y súper personal!",Greg H,"Las pizzas son riquísimas, siempre pedimos la de 5 quesos que es de las mejores que comimos. El personal es de 10, simpáticos, atentos, especialmente Sonia quien nos atendió y hizo todo lo posible para facilitarnos la vida y la de los niños. Un encanto! Gracias!",Escrita el 20 de julio de 2024,3 contribuciones,3.0,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/df/99/default-avatar-2020-40.jpg?w=100&h=-1&s=1
1775660974-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d23748800-Reviews-Pizzart_Villa_Luchana-Madrid.html,Genial para Aperol Spritz,Sara P,"La camarera, Sonia, fue muy amable y dio un servicio excepcional. Los aperol spritz son un “must-try” y super fantastic!",Escrita el 14 de julio de 2024,3 contribuciones,3.0,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/d9/1b/f8/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e5/66/default-avatar-2020-53.jpg?w=100&h=-1&s=1
1775660974-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d23748800-Reviews-Pizzart_Villa_Luchana-Madrid.html,Muy buena comida y servicio,esteban l,"Buen ambiente, agradable los camaremos Majisimos, El servicio de Alvaro un 10 para el.
La comida magnifica la pizza di parma de mi favorita volvermos por los mostres.
Termino general muy bien el avocado y la focaccia",Escrita el 13 de julio de 2024,1 contribución,1.0,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/11/default-avatar-2020-41.jpg?w=100&h=-1&s=1
1775660974-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d23748800-Reviews-Pizzart_Villa_Luchana-Madrid.html,Todo correcto,S G,"Calidad precio muy bien, todo está bueno y servicio rápido. Recomendable y céntrico, camareros simpáticos y atentos.",Escrita el 13 de julio de 2024,1 contribución,1.0,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/79/default-avatar-2020-21.jpg?w=100&h=-1&s=1
1775660974-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d23748800-Reviews-Pizzart_Villa_Luchana-Madrid.html,Excelente,Santiago U,"Excelente atención y servicio, los productos de primera calidad y puedo ir con mi perrihijo (bienvenido dentro y fuera)",Escrita el 13 de julio de 2024,1 contribución,1.0,Calidad/precio,Ambiente,Servicio,Comida,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,,
1775660974-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d23748800-Reviews-Pizzart_Villa_Luchana-Madrid.html,Lugar perfecto,Мия Л,Muy deliciosa comida italiana y un gran servicio😍🔥 Nuestra comida fue preparada extremadamente rápido! Recomiendo este lugar 10000 %👍,Escrita el 13 de julio de 2024,3 contribuciones,3.0,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/11/default-avatar-2020-41.jpg?w=100&h=-1&s=1
1775660974-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d23748800-Reviews-Pizzart_Villa_Luchana-Madrid.html,Las mejores pizzas,Melany M,"Muy bien el sitio me encantó la atención de Álvaro el camarero muy majo, el ambiente bueno y la comida también, la pizza barbacoa la mejor.",Escrita el 12 de julio de 2024,2 contribuciones,2.0,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ee/68/default-avatar-2020-9.jpg?w=100&h=-1&s=1
1775660929-1,https://www.tripadvisor.es/Restaurant_Review-g187514-d23748800-Reviews-Pizzart_Villa_Luchana-Madrid.html,El ambiente se carga la experiencia,Cat_Advisor,"Buen brunch, pero experiencia caótica. La comida está realmente bien y tiene una buena relación calidad-precio. Sin embargo, si el local se llena de clientes maleducados, el personal parece incapaz de manejar la situación. En nuestra visita, una mesa se quejó del volumen de la música y la apagaron, lo cual sería aceptable si no fuera porque el resto de los comensales no paraban de gritar, convirtiendo el ambiente en algo insoportable. Paradójicamente, la música hubiera ayudado a disimular el ruido, pero no fue así. Una verdadera pena que un brunch con tan buena oferta gastronómica termine siendo una experiencia que deseas finalizar cuanto antes. La dirección debería mejorar la gestión del ambiente para hacer justicia a la calidad de sus platos.",435 contribuciones,435,,Escrita el 5 de noviembre de 2024,"Madrid, España",,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2e/01/63/ea/caption.jpg?w=300&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2d/78/fd/4e/caption.jpg?w=100&h=-1&s=1
1775660929-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d23748800-Reviews-Pizzart_Villa_Luchana-Madrid.html,La mala educación,Dazzling,"La comida está muy bien.
Ambiente pésimo por niños chillando histéricos y desatendidos, pisando sofás blancos con zapatos de calle, corriendo por sala y tocando todo con manos sucias conviertiendo la experiencia en nefasta.
Si lo hubiese sabido no hubiese reservado.

La mesa estaba sucia con mogollón de cercos antes de sentarnos. Metálica desagradable, tuve q levantarme a medio comer para q un padre ausente cuando el niño chillaba jugara a bajar por el elevador. Cochecito y él tb.

No volveré al brunch en fin de semana.
La mala educación generalizada y como pasan de sus propios hijos convierte la experiencia en tercermundista.",21 contribuciones,21,,Escrita el 4 de noviembre de 2024,21 contribuciones,"Llevar tapones, sufrir sordera",,Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/be/ba/5a/traveller452020.jpg?w=100&h=-1&s=1
1775660929-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d23748800-Reviews-Pizzart_Villa_Luchana-Madrid.html,Facachas,Compass59295096545,Comida genial! Calidad de los ingredientes! Acogedor y familiar. Recomendable. Focachas variadas. Baños limpios..,1 contribución,1,,Escrita el 19 de octubre de 2024,1 contribución,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,,,,
1775660929-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d23748800-Reviews-Pizzart_Villa_Luchana-Madrid.html,Un restaurante italiano con encanto,Cynthia N,"La comida es espectacular. Destacar la atención de Rosmery, nos aconsejó en todo momento y fue muy agradable y profesional. Sin duda volveremos, el personal es encantador y la comida buenísima!",3 contribuciones,3,,Escrita el 18 de octubre de 2024,3 contribuciones,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/eb/default-avatar-2020-27.jpg?w=100&h=-1&s=1
