web_scraper_order,web_scraper_start_url,data,data2,data3,data5,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,position,image,image2,image3,data4,data18,data19,data20
1775471013-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d8396325-Reviews-Taberna_Mas_Al_Sur-Madrid.html,Excelente experiencia gastronómica,Mayrelis G,"Excelente lugar para compartir con amigos y comer muy rico, la atención es increíble, las personas que laboran en él son muy amables y te hacen sentir cómodos siempre con su atención. Lo recomiendo sin duda!",1 contribución,oct 2025 • Amigos,1 contribución,Calidad/precio,Ambiente,Servicio,Comida,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,1.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/b8/default-avatar-2020-26.jpg?w=100&h=-1&s=1,,Escrita el 17 de octubre de 2025,,,
1775471013-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d8396325-Reviews-Taberna_Mas_Al_Sur-Madrid.html,Buena atención,Nicole S,"Lindo ambiente, la comida a precios adecuados. El personal muy buena onda, Erick hizo muy amena nuestra visita, sugiriéndonos platos y resolviendo rápidamente los inconvenientes que tuvimos.",1 contribución,oct 2025 • Amigos,1 contribución,Calidad/precio,Ambiente,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,0,1.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/6f/63/94/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f0/d5/default-avatar-2020-17.jpg?w=100&h=-1&s=1,,Escrita el 17 de octubre de 2025,,,
1775471013-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d8396325-Reviews-Taberna_Mas_Al_Sur-Madrid.html,非常棒的餐厅,Xinyi Peng,"El restaurante Más al Sur es uno de los mejores lugares para disfrutar de buena comida y un ambiente agradable en Madrid. Todo estaba delicioso, y el servicio fue excelente. Quiero agradecer especialmente a Carlos y Erick, que fueron súper amables, atentos y nos hicieron sentir como en casa. ¡Volveré sin duda! Más al Sur 是马德里非常棒的一家餐厅，食物美味、氛围愉快。特别感谢 Carlos 和 Erick，他们非常热情周到，让我们有宾至如归的感觉。我一定会再来！","Madrid, España",oct 2025 • Amigos,2 contribuciones,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,2.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/5d/46/f5/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f4/20/default-avatar-2020-31.jpg?w=100&h=-1&s=1,,Escrita el 11 de octubre de 2025,,,
1775471013-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d8396325-Reviews-Taberna_Mas_Al_Sur-Madrid.html,gracias,yuxin p,"Carlos y erick son muy muy muy buenos. Su servicio es excelente, el vino es bueno, el personal es divertido, la comida es muy sabrosa, muy adecuada para el gusto chino",1 contribución,oct 2025 • Amigos,1 contribución,Calidad/precio,Ambiente,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,0,1.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/5d/44/21/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/42/default-avatar-2020-20.jpg?w=100&h=-1&s=1,,Escrita el 11 de octubre de 2025,,,
1775471013-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d8396325-Reviews-Taberna_Mas_Al_Sur-Madrid.html,Maravillosa comida auténtica y vino,IrenePerthWA,"Encontramos este encantador restaurante a 250 metros de nuestro hotel! Nuestra última noche en España después de más de un mes aquí. La comida era increíble (teníamos la paella de mariscos, calamar bebé a la parrilla, pastel de chocolate y vinos tintos) , el Servicio maravilloso y la hospitalidad insuperable. 
Nuestra última noche en España en este maravilloso restaurante. ¡Gracias Andrés! Mis mejores deseos para usted y su personal. ¡Gracias! 
Irene, Perth, Australia Occidental","Perth, Australia",oct 2025 • Amigos,4 contribuciones,,,,,Mostrar original,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Traducido automáticamente,Leer más,0,4.0,,,,Escrita el 7 de octubre de 2025,,,
1775471013-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d8396325-Reviews-Taberna_Mas_Al_Sur-Madrid.html,Servicio excepcional y comida deliciosa,kevin o,"Gran ambiente - Servicio rápido, eficiente y amable menú a un precio razonable - comida de alta calidad - ‘puede hacer’ enfoque para solicitudes fuera de la carta - esperamos que volvamos a Madrid en un futuro no - demasiado - lejano para experimentar esta ‘joya culinaria’ de nuevo",4 contribuciones,oct 2025 • Parejas,4 contribuciones,,,,,Mostrar original,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Traducido automáticamente,Leer más,0,4.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/df/99/default-avatar-2020-40.jpg?w=100&h=-1&s=1,,Escrita el 6 de octubre de 2025,,,
1775471013-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d8396325-Reviews-Taberna_Mas_Al_Sur-Madrid.html,一场体验很好的出行！好吃的饭和美丽的景色～,柒易 陆,"Una experiencia muy bonita en Más Al Sur, especialmente agradezco a Carlos por su servicio muy amable! 
Recomiendo pimientos de padrón y la paella famosa. Muy buen sabor!
非常好的餐馆！马德里一人食完全OK！青椒和海鲜饭都特别好吃！感谢Carlos特别特别好的服务，以及额外赠送的饮品！会再次体验的餐馆～",2 contribuciones,oct 2025 • Solo,2 contribuciones,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,2.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/48/3e/31/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/de/5a/default-avatar-2020-36.jpg?w=100&h=-1&s=1,,Escrita el 3 de octubre de 2025,,,
1775471013-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d8396325-Reviews-Taberna_Mas_Al_Sur-Madrid.html,Comida de 10,Pilar G,Experiencia maravillosa!!! Cada plato superaba al anterior. Camareros muy amables. Repetiremos a lo largo de nuestro viaje sin duda.,2 contribuciones,sept 2025 • En familia,2 contribuciones,Calidad/precio,Ambiente,Servicio,Comida,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,2.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e4/59/default-avatar-2020-49.jpg?w=100&h=-1&s=1,,Escrita el 30 de septiembre de 2025,,,
1775471013-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d8396325-Reviews-Taberna_Mas_Al_Sur-Madrid.html,Gran experiencia!,Saba K,La comida era muy buena y de alta calidad. El Servicio era genial y la gente que trabaja allí era agradable. El ambiente general del restaurante era agradable.,2 contribuciones,sept 2025 • En familia,2 contribuciones,,,,,Mostrar original,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Traducido automáticamente,Leer más,0,2.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ec/a2/default-avatar-2020-3.jpg?w=100&h=-1&s=1,,Escrita el 28 de septiembre de 2025,,,
1775470951-1,https://www.tripadvisor.es/Restaurant_Review-g187514-d8396325-Reviews-Taberna_Mas_Al_Sur-Madrid.html,Almuerzo excellente,Silvia M,comida spectacular y simpatia unica muchas gracias.,Escrita el 3 de abril de 2026,1 contribución,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,,1.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ef/73/default-avatar-2020-13.jpg?w=100&h=-1&s=1,,,,,,
1775470951-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d8396325-Reviews-Taberna_Mas_Al_Sur-Madrid.html,Una visita obligada!!,Olivia D,10 / 10 . La comida y el vino eran divinos. Nuestro servidor André era fantástico dando recomendaciones y tenía un gran sentido del humor. Sin duda recomiendo el pastel de zanahoria de postre!,Escrita el 28 de marzo de 2026,1 contribución,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,,,1.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/7c/01/default-avatar-2020-5.jpg?w=100&h=-1&s=1,,,,,,
1775470951-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d8396325-Reviews-Taberna_Mas_Al_Sur-Madrid.html,Excelente experiencia,Photoula V,Excelente servicio con personal muy amable. Hay una variedad de carne o pescado disponible. Todo lo que pedimos fue genial. Tuvimos un gran tiempo,Escrita el 23 de marzo de 2026,2 contribuciones,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,,,2.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e5/2b/default-avatar-2020-52.jpg?w=100&h=-1&s=1,,,,,,
1775470951-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d8396325-Reviews-Taberna_Mas_Al_Sur-Madrid.html,Excelente comida y bebidas 10/10,Quest57652396560,"Pedimos paella, súper rica y la cerveza también, el personal muy amable :) les recomiendo 100% venir",Escrita el 16 de marzo de 2026,1 contribución,Calidad/precio,Ambiente,Servicio,Comida,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,,,1.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/11/default-avatar-2020-41.jpg?w=100&h=-1&s=1,,,,,,
1775470951-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d8396325-Reviews-Taberna_Mas_Al_Sur-Madrid.html,Agradable y placentero!,Deive S,"El personal es  súper atento, la comida deliciosa y está en una excelente ubicación",Escrita el 16 de marzo de 2026,2 contribuciones,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,,,2.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e5/2b/default-avatar-2020-52.jpg?w=100&h=-1&s=1,,,,,,
1775470951-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d8396325-Reviews-Taberna_Mas_Al_Sur-Madrid.html,Impresionante,Melinda A,Es la segunda vez que visito a este restaurante y es la segunda vez que encuentro la mejor comida en Madrid. Será porque conozco poco pero me acierto con Taberna Más al Sur. Las dos veces he pedido risotto con gambones y en mi opinión es el mejor plato. La paella estuvo bastante bien y todos sabemos que es un riesgo pedir paella fuera de Valencia. Son raciones así que no te vas a empachar pero la cocina está siempre abierta y se puede comer o cenar en horas no típicas. Recomendable!,Escrita el 6 de marzo de 2026,3 contribuciones,Calidad/precio,Ambiente,Servicio,Comida,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,,,3.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f0/48/default-avatar-2020-15.jpg?w=100&h=-1&s=1,,,,,,
1775470951-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d8396325-Reviews-Taberna_Mas_Al_Sur-Madrid.html,Experiencia muy bien por familia que no habla español,Kaelon S,"Una experiencia muy buena con mi familia. Yo estoy aprendiendo español y el personal fue muy amable y abierto a un estudiante que quería practicar. Mi familia habla inglés, solamente inglés, y el personal hablaba ambos inglés y español. La comida era muy buena y tienen sabores locales con fusión de otras países.",Escrita el 28 de febrero de 2026,2 contribuciones,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,,2.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ef/73/default-avatar-2020-13.jpg?w=100&h=-1&s=1,,,,,,
1775470951-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d8396325-Reviews-Taberna_Mas_Al_Sur-Madrid.html,Restaurante delicioso y agradable,수인 조,"Lo visité durante el viaje y todos los menús estaban deliciosos, ¡así que lo visité todos los días! Especialmente el risotto Hamong y el Popo estaban deliciosos. Y todos los empleados fueron amables. Creo que lo visitaré de nuevo mañana.",Escrita el 25 de febrero de 2026,1 contribución,Calidad/precio,Ambiente,Servicio,Comida,,,Leer más,0,,,,1.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ee/68/default-avatar-2020-9.jpg?w=100&h=-1&s=1,,,,,,
1775470951-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d8396325-Reviews-Taberna_Mas_Al_Sur-Madrid.html,Todo fue perfecto.,Lora K,Los camareros fueron súper simpáticos y muy divertidos. La comida estuvo excelente y el ambiente fue simplemente fantástico. ¡Lo recomiendo totalmente y me encantaría volver!,Escrita el 10 de febrero de 2026,1 contribución,Calidad/precio,Ambiente,Servicio,Comida,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,,,1.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e4/2d/default-avatar-2020-48.jpg?w=100&h=-1&s=1,,,,,,
1775470951-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d8396325-Reviews-Taberna_Mas_Al_Sur-Madrid.html,Reseña,Gissell,"El lugar y la comida increíble, las empanadas argentinas 10/10 y las croquetas riquísimas. La atención y recomendación de Andrés Celis fueron muy acertadas, volvería sin pensarlo",Escrita el 10 de febrero de 2026,1 contribución,Calidad/precio,Ambiente,Servicio,Comida,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,,,1.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ee/db/default-avatar-2020-10.jpg?w=100&h=-1&s=1,,,,,,
1775470951-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d8396325-Reviews-Taberna_Mas_Al_Sur-Madrid.html,Buenísimo,María F,"Muy buena experiencia. Andrés y Jaime nos atendieron de maravilla, siempre pendientes y con muy buena actitud. Recomendado 100%.",Escrita el 8 de febrero de 2026,1 contribución,Calidad/precio,Ambiente,Servicio,Comida,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,,,1.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ea/2e/default-avatar-2020-67.jpg?w=100&h=-1&s=1,,,,,,
1775470951-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d8396325-Reviews-Taberna_Mas_Al_Sur-Madrid.html,Increíble,Daniela B,"Lugar muy recomendable. Comida buenísima y atención de 10. Andrés Celis y Jaime nos trataron de maravilla, atentos en todo momento. Sin duda para repetir.",Escrita el 8 de febrero de 2026,2 contribuciones,Calidad/precio,Ambiente,Servicio,Comida,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,,,2.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/91/default-avatar-2020-62.jpg?w=100&h=-1&s=1,,,,,,
1775470951-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d8396325-Reviews-Taberna_Mas_Al_Sur-Madrid.html,Volvere a este Rsta. Calidad precio muy bien!!,Angelica E,"Muy rica la comida y excelente la atención,  calidad precio muy bien! Si te pasas por Madrid vístalos merece la pena... Buena ubicación y te invitan a un chupito jejeje",Escrita el 7 de febrero de 2026,2 contribuciones,Calidad/precio,Ambiente,Servicio,Comida,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,,,2.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/b8/default-avatar-2020-26.jpg?w=100&h=-1&s=1,,,,,,
1775470951-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d8396325-Reviews-Taberna_Mas_Al_Sur-Madrid.html,Amables educados modernos excelente cocina,Isabel Domínguez,Eric excelente profesional. Siempre te encuentran un hueco. Amables profesionales y excelente cocina. Siempre volvemos y volveremos,Escrita el 1 de febrero de 2026,4 contribuciones,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,,4.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ea/2e/default-avatar-2020-67.jpg?w=100&h=-1&s=1,,,,,,
1775470951-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d8396325-Reviews-Taberna_Mas_Al_Sur-Madrid.html,Recomendable,Rosario S,"Comida rica, atención amable, y buena relación calidad precio en zona de Madrid animada por su ambiente de barrio. 👏👏👏",Escrita el 31 de enero de 2026,1 contribución,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,,1.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/59/default-avatar-2020-24.jpg?w=100&h=-1&s=1,,,,,,
1775471000-1,https://www.tripadvisor.es/Restaurant_Review-g187514-d8396325-Reviews-Taberna_Mas_Al_Sur-Madrid.html,Muyyyyyy buen sitio y rollo,Carlos A,"Muy buena la experiencia, la comida y el trato!! Amamos este sitio! Si estás por Madrid tienen que ir!! Sensacional!! Super recomiendo!",1 contribución,Escrita el 22 de noviembre de 2025,,,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,1.0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ee/10/default-avatar-2020-8.jpg?w=100&h=-1&s=1,,,Leer más,0.0
1775471000-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d8396325-Reviews-Taberna_Mas_Al_Sur-Madrid.html,,,,,,Leer ahora,El mejor itinerario de 7 días en París,"Si no tienes claro cuántos días pasar en París, estar una semana completa es un acierto seguro. Especialmente si es tu primera visita a la ciudad, en siete días tendrás tiempo de sobra para ver las principales atracciones (sobre todo porque algunas de las principales atracciones y museos están cerrados los lunes y los martes), visitar las joyas ocultas e incluso hacer un par de excursiones de un día. Este itinerario de 7 días en París combina todo eso y consiste en visitar un distrito parisino cada día.",,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/24/7e/92/24/caption.jpg?w=400&h=400&s=1&cx=600&cy=400&chk=v1_c4d1724f670f6515c52d,,,,,,
1775471000-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d8396325-Reviews-Taberna_Mas_Al_Sur-Madrid.html,"Fui a comer con mi chica, que ya conocía el sitio, y salí encantado.",omar g,"Un sitio muy agradable para comer. Una carta muy variada, de la cual destacaría las croquetas de boletus. Muy buena atención por parte del servicio.",2 contribuciones,Escrita el 17 de noviembre de 2025,,,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,2.0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/df/2b/default-avatar-2020-39.jpg?w=100&h=-1&s=1,,,Leer más,0.0
1775471000-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d8396325-Reviews-Taberna_Mas_Al_Sur-Madrid.html,Gran lugar :),ADRIANA B,"Excelente ambiente, deliciosa comida. La paella está exquisita y las croquetas son buena ipvión para compartir. Los dueños dan un gran servicio. Gracias por todo.",1 contribución,Escrita el 16 de noviembre de 2025,,,,Calidad/precio,Ambiente,Servicio,Comida,,,,,1.0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ea/b2/default-avatar-2020-69.jpg?w=100&h=-1&s=1,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0.0
1775471000-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d8396325-Reviews-Taberna_Mas_Al_Sur-Madrid.html,Excelente experiencia,Milly,"Felicidades Taberna más al Sur, superaste nuestras expectativas... Gracias a Andres y sus compañeros que son bien amigables, educados, atentos y divertidos. 👏👏 definitivamente regresaríamos y los recomendaríamos con familiares y amigos.",4 contribuciones,Escrita el 15 de noviembre de 2025,,,,Calidad/precio,Ambiente,Servicio,Comida,,Si pueden reserven! tuvimos suerte de encontrar mesa ... vale mucho la pena que vayan seguros de tener un lugar😉 aunq los chicos resuelven,,,4.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/c2/c9/07/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ec/a2/default-avatar-2020-3.jpg?w=100&h=-1&s=1,,,Leer más,0.0
1775471000-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d8396325-Reviews-Taberna_Mas_Al_Sur-Madrid.html,Buen restaurante para disfrutar de tapas españolas,Curious45725390079,"Tuve una cena muy agradable en mas al sur! 
El personal era muy agradable (especialmente Erik) y me dieron la bienvenida. La comida también era deliciosa. Puede pedir medias porciones para algunos menús, por lo que es la opción perfecta para los viajeros solos que quieren probar varios menús. 

Tuve jamón con huevo y patatas fritas y ensalada de calamares bebé. Puedo recomendar los dos.",1 contribución,Escrita el 12 de noviembre de 2025,,,,,,,,Mostrar original,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Traducido automáticamente,1.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/ba/9a/ab/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e3/6a/default-avatar-2020-47.jpg?w=100&h=-1&s=1,,,Leer más,0.0
1775471000-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d8396325-Reviews-Taberna_Mas_Al_Sur-Madrid.html,Muy buena experiencia. Repetimos en próximas visita,Conchi O,"La xperiencia ha sido extraordinaria, de casualidad entramos y nos sorprendió con una atención y comida exquisita. Incluso con opción para veganos, lo cual se agradece cuando alguno delgrupo lo es. El precio es muy bueno, si además está tan cerca del centro. Sin duda un lugar para recomendar y volver.",7 contribuciones,Escrita el 9 de noviembre de 2025,,,,Calidad/precio,Ambiente,Servicio,Comida,,,,,7.0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/06/e6/d6/conchi-o.jpg?w=100&h=-1&s=1,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0.0
1775471000-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d8396325-Reviews-Taberna_Mas_Al_Sur-Madrid.html,,,,,,Explora ahora,Descubre Egipto,Descubre por qué a los viajeros como tú les encanta Egipto,,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/13/8e/38/caption.jpg?w=400&h=400&s=1,,,,,,
1775471000-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d8396325-Reviews-Taberna_Mas_Al_Sur-Madrid.html,EXCELENTE SERVICIO,Lina C,"Excelente servicio, Celis muy atento. Comida deliciosa y muy ricos cocteles, probamos la sangria y deliciosa.
Tarta de chocolate muy recomendada",2 contribuciones,Escrita el 8 de noviembre de 2025,,,,Calidad/precio,Ambiente,Servicio,Comida,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,2.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/ac/96/9f/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/eb/default-avatar-2020-27.jpg?w=100&h=-1&s=1,,,Leer más,0.0
1775471000-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d8396325-Reviews-Taberna_Mas_Al_Sur-Madrid.html,素敵なスタッフとの出会い、最高の体験,戸枝 優,"観光地にアクセスが良く、利用しやすいレストランでした。スタッフのエリックさんがとても素敵で、丁寧なサービスに感動しました。料理はどれも美味しく、特にポルチーニリゾットは絶品でした。さらに料理が出てくるスピード 早くストレスなく食事を楽しめました。また訪れたお店です。

【traducción al español】
Situado en una zona turística, este restaurante es de fácil acceso y muy práctico. Eric, uno de los camareros, fue muy amable y me impresionó su atención. Todos los platos estaban deliciosos, especialmente el risotto de boletus, ¡aromático y exquisito! Además, la comida llegó rápido, lo que me permitió disfrutarla sin preocupaciones. Sin duda, volveré.",1 contribución,Escrita el 8 de noviembre de 2025,,,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,1.0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e4/59/default-avatar-2020-49.jpg?w=100&h=-1&s=1,,,Leer más,0.0
1775471000-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d8396325-Reviews-Taberna_Mas_Al_Sur-Madrid.html,Muy muy buena!,Benedetta P,"Todo fue estupendo! La comida y las vibras fantásticas de verdad. Eric es un tío súper chulo y súper nice. 
Consejo a todos!!",1 contribución,Escrita el 7 de noviembre de 2025,,,,Calidad/precio,Ambiente,Servicio,Comida,,,,,1.0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/4a/default-avatar-2020-42.jpg?w=100&h=-1&s=1,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0.0
1775471000-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d8396325-Reviews-Taberna_Mas_Al_Sur-Madrid.html,CROQUETA!,karen montija k,"Great food, excellent attendants, try the risoto de gambones and chipirones a la plancha, las croquetas mixtas de boletus e de jamón.",1 contribución,Escrita el 2 de noviembre de 2025,,,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,1.0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/59/default-avatar-2020-24.jpg?w=100&h=-1&s=1,,,Leer más,0.0
