web_scraper_order,web_scraper_start_url,data,data2,data3,data5,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,image,position,image2,image3,image4,image5,image6
1776248243-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d11955452-Reviews-Toga-Madrid.html,Precio. Calidad y simpatía,Tuamigomatthew,"Restaurante más cuidado de lo que tal vez esperas en lavapies. Decoración mínima pero acogedor con mesas diferentes según el tamaño. No dejes de ver el muro de Trump camino del wc.
Camarero muy amable, nos recomendó pedir al menos tres platos y elegir los noodles. Junto con el ceviche y contramuslos de pollo, todo un acierto.
Se puede consultar la carta de vinos en web y también disponen de cerveza artesana.","Madrid, España",50,Escrita el 24 de agosto de 2020,50 contribuciones,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,,,,,0.0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f4/20/default-avatar-2020-31.jpg?w=100&h=-1&s=1,
1776248229-1,https://www.tripadvisor.es/Restaurant_Review-g187514-d11955452-Reviews-Toga-Madrid.html,Un buen descubrimiento,RosaM,"Muy buenos sabores. Las croquetas, rissotto y noddles espectaculares. El pollo con salsa de mango bastante regular, no logra fusionar los sabores. 
El local sencillo y agradable.
Lo que menos nos gustó la vista a la cocina y pasillo de baños desde un par de mesas que bien podría salvarse con una puerta o cortina bonita.
Atención de camareros, Muy Buena","Madrid, España",Escrita el 16 de marzo de 2022,4 contribuciones,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",0,,,4.0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/ea/default-avatar-2020-63.jpg?w=100&h=-1&s=1
1776248229-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d11955452-Reviews-Toga-Madrid.html,Espectacular,julio Otero,"Un servicio muy rápido, camareros súper agradables, muy buen precio y sin duda, lo mejor, la comida. Insuperables los noodles de atun rojo. Volveremos seguro.","Oviedo, España",Escrita el 12 de marzo de 2022,20 contribuciones,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/22/72/33/e0/caption.jpg?w=300&h=300&s=1,20.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/22/72/33/e1/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/22/72/33/e2/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/22/72/33/e3/caption.jpg?w=300&h=300&s=1,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/eb/default-avatar-2020-27.jpg?w=100&h=-1&s=1
1776248229-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d11955452-Reviews-Toga-Madrid.html,Comida muy bien ¿mejor servicio?,EME,"Todas las opiniones que he leído coinciden, no puedo aportar mucho más, recomendaros los Noodles de Atún Rojo, el Chivito, el pollo Crunch, en fin todo, quizás el tiradito de lubina fue el que menos nos sorprendió. En especial destacar el servicio, muy atentos, muy amables, muy simpáticos, te saben aconsejar si es la primera vez que vas, en general muy bien. Volveremos.","Leganés, España",Escrita el 10 de marzo de 2022,248 contribuciones,Calidad/precio,Comida,Servicio,,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",0,,,248.0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/54/4f/64/emecol.jpg?w=100&h=-1&s=1
1776248229-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d11955452-Reviews-Toga-Madrid.html,Carrera a contrarreloj,alba f,"Fuimos para celebrar nuestro aniversario pero se convirtió en una carrera a contrarreloj, posiblemente por los turnos de cenas que tienen marcado: 1º 20:30 y 2º 22:30… no he comido tan rápido en mi vida. Muchísimo agobio con los platos y el camarero prácticamente se los llevaba sin terminar. La comida está buena eso si, una pena no poder disfrutarla. 

Segunda vez que iba y ya última.",3 contribuciones,Escrita el 9 de marzo de 2022,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",0,,,3.0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/42/default-avatar-2020-20.jpg?w=100&h=-1&s=1
1776248229-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d11955452-Reviews-Toga-Madrid.html,Acierto seguro,M.r,"Un acierto sin dudarlo. El servicio de 10, todos han sido súper amables. 
La comida está muy rica lo pediría una y otra vez, especialmente los noodles y el tiradito de lubina. 

Como detalles que nos han encantado (ya que en muy pocos sitios lo hacen) indicarnos el precio de los platos fuera de carta, el cambio continuo de platos para evitar mezclar sabores y que conocen muy bien su carta para poder recomendar.","Ávila, España",Escrita el 20 de febrero de 2022,640 contribuciones,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/22/20/96/7f/caption.jpg?w=300&h=300&s=1,640.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/22/20/96/80/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/22/20/96/81/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/22/20/96/82/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/22/20/96/83/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e3/1f/default-avatar-2020-46.jpg?w=100&h=-1&s=1
1776248229-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d11955452-Reviews-Toga-Madrid.html,Lástima no llegar al 5 por precios en vinos,Juan,"Sitio acogedor con servicio amable. La comida bien rica, todo lo que probamos nos gustó, y cuando se come rico no cuesta pagar por ello, pero los precios del vino hacen que lo deje en 4 estrellas (caros en relación no solo al precio del vino en sí, también en relación al precio en otros restaurantes).","Madrid, España",Escrita el 12 de febrero de 2022,45 contribuciones,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,0,,,45.0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e9/ef/default-avatar-2020-66.jpg?w=100&h=-1&s=1
1776248229-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d11955452-Reviews-Toga-Madrid.html,Estupendo,Sergio,"Hemos estado muy a gusto. El personal de sala muy atento y educado sin molestar. La cena perfecta. Hemos probado los noodels, el carpaccio de setas y un rulo de atún. Si tengo que elegir me quedo con los noodels sin duda, pero volveremos a probar la pluma y la lubina. Un sitio para volver.",5 contribuciones,Escrita el 23 de enero de 2022,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",0,,,5.0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/de/5a/default-avatar-2020-36.jpg?w=100&h=-1&s=1
1776248229-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d11955452-Reviews-Toga-Madrid.html,Excelente,carlos,"Hoy hemos estado comiendo y lo recomiendo. Los noodles, el risotto, la pluma iberica y el steak tartare formidables. El servicio es muy amable y profesional. Volveremos sin duda.","Zaragoza, España",Escrita el 26 de diciembre de 2021,261 contribuciones,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,0,,,261.0,,,,,
1776248229-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d11955452-Reviews-Toga-Madrid.html,"Cocina distinta, resultado sorprendente (…mente bueno).",Limiotito,"Plato’s sorprendentes pero muy bien resueltos. Buen producto, muy bien elaborado y magnífícamente presentado. Muy recomendable.","Galicia, España",Escrita el 8 de diciembre de 2021,112 contribuciones,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/21/8c/9e/40/caption.jpg?w=300&h=300&s=1,112.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/21/8c/9e/41/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/21/8c/9e/42/caption.jpg?w=300&h=300&s=1,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e4/59/default-avatar-2020-49.jpg?w=100&h=-1&s=1
1776248229-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d11955452-Reviews-Toga-Madrid.html,Muuuy buenooo,simpsina,"Muy contentos con la experiencia. Todos los platos buenísimos, el trato inmejorable (el chico argentino de 10), todo salía a mesa cuando tocaba... Perfecto!!❤️❤️","Oliva, España",Escrita el 4 de diciembre de 2021,14 contribuciones,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,0,,,14.0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/19/e2/18/ba/avatar.jpg?w=100&h=-1&s=1
1776248229-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d11955452-Reviews-Toga-Madrid.html,Descubrimiento,Alejandra R,"Para mi ha sido el descubrimiento del año. Todos los platos exquisitos y originales. No podéis iros sin probar sus noodles, son de otro mundo.","Madrid, España",Escrita el 11 de octubre de 2021,14 contribuciones,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,0,,,14.0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e7/7b/default-avatar-2020-56.jpg?w=100&h=-1&s=1
1776248229-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d11955452-Reviews-Toga-Madrid.html,Lugares frescos por conocer,Goyalex,"Un lugar creativo, moderno y con unos platos muy ricos y divertidos. 
No tienen una carta extensa pero sificiente para disfrutar. Imprescindible probar los noodles con atun y mahonesa de kimchi. Me encantaron las papas a la huancaína.","Madrid, España",Escrita el 28 de septiembre de 2021,813 contribuciones,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1e/7e/13/81/caption.jpg?w=300&h=300&s=1,813.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1e/7e/13/84/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1e/7e/13/86/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1e/7e/13/89/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1e/7e/13/8b/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-s/02/57/37/e3/goyalex.jpg?w=100&h=-1&s=1
1776248229-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d11955452-Reviews-Toga-Madrid.html,Variado,juanmaycarol,Platos de diferentes orígenes del mundo. En general muy buena calidad y algunas combinaciones sorprendentes. Local agradable. Servicio impecable. Una pena lo de los dos turnos.,"Madrid, España",Escrita el 19 de septiembre de 2021,5696 contribuciones,Calidad/precio,Comida,Servicio,,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",1,,,5696.0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/29/17/f2/juanmaycarol.jpg?w=200&h=-1&s=1
1776248229-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d11955452-Reviews-Toga-Madrid.html,Regentado por gente sin educación,masch,"Política de turnos tan estricta que les lleva a comportarse como porteros de discoteca.
Levantan a los clientes de las mesas aunque no haya nadie esperando o para cerrar.","Uceda, España",Escrita el 28 de julio de 2021,2 contribuciones,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",1,,,2.0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f4/5d/default-avatar-2020-32.jpg?w=100&h=-1&s=1
1776248229-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d11955452-Reviews-Toga-Madrid.html,Buen restaurante de fusión,Jesús L,"Fuimos a este restaurante de casualidad, paseando por la zona nos fijamos en el menú y, tras ver las críticas le dimos una oportunidad. 
Gran sorpresa: la cocina tiene una base latinoamericana (principalmente peruana, argentina y uruguaya) con muchas influencias asiáticas. Muy buenos todos los platos, pero destacaría el tiradito, los noodles y las carnes. 
Además, el servicio fue muy amable y atento en todo momento.
En resumen para repetir.","Madrid, España",Escrita el 21 de junio de 2021,3111 contribuciones,Calidad/precio,Comida,Servicio,,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",1,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/2f/ae/a6/nooddles-con-tartare.jpg?w=300&h=300&s=1,3111.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/2f/ae/a7/chilli-chicken.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/2f/ae/ab/pollo-a-la-llama.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/2f/ae/ac/papitas-si-no-me-acuerdo.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/2f/ae/af/tiradito.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/57/06/df/jesus-l.jpg?w=100&h=-1&s=1
1776248178-1,https://www.tripadvisor.es/Restaurant_Review-g187514-d11955452-Reviews-Toga-Madrid.html,SEGUIRE YENDO SIEMPRE!,paola t,"Sencillamente espectacular, atencion, comida , ambiente. 
imperdibles sashimi  de atun rojo, los noodles, croquetas de pisto, todoooo es rico y dedicado.  De postre ::: mil hojas con dulce de leche y manzanas, , alfajor de choolate y dulce de leche, (originalisimo) . FELICITACIONES !!!! fui a Toguita , de los mismos dueños y la calidad es la misma, cambia un poco el ambiente, TOGA es mas intimo, y TOGUITA,  siento que es para ir en plan amigos.",2 contribuciones,Escrita el 21 de enero de 2026,,,Calidad/precio,Comida,Servicio,Ambiente,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,,2.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/de/e7/default-avatar-2020-37.jpg?w=100&h=-1&s=1,,,
1776248178-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d11955452-Reviews-Toga-Madrid.html,Una delicia en el Rastro,Aruca G,"Reservamos por las  reseñas después de disfrutar de una mañana en el Rastro y salimos encantados. 
El minimalismo del sitio curiosamente irradiaba calidez, la misma que las dos personas que los atendieron. Comimos sus sugerencias Noodles riquísimos, Gyozas de Rabo de Toro, deliciosas  y Corvina espectacular y en ese orden fue un placer probarlas. Repetiremos sin duda porque nos quedaron platos de la carta  pendientes. Acabamos con la tarta de queso que también estaba riquísima. Gracias además por atender rápidamente mi llamada porque creí haberme dejado los guantes que finalmente encontré. Gracias por ser una maravillosa experiencia para todos los sentidos.","Madrid, España",Escrita el 18 de enero de 2026,40 contribuciones,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,,,Leer más,0,,,,40.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/e3/default-avatar-2020-59.jpg?w=100&h=-1&s=1,,,
1776248178-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d11955452-Reviews-Toga-Madrid.html,Comida y trato exquisito,Paul H,"¡Sorprendente! La carta es muy variada y todo lo que pedimos estaba buenísimo. Tanto la comida como el trato y el ambiente (tranquilo) nos parecieron perfectos. El personal es realmente amable y te aconseja para que tu experiencia sea óptima. Una muy grata sorpresa, quedamos encantados. Muy recomendable.","Madrid, España",Escrita el 22 de noviembre de 2025,4 contribuciones,Reservar con tiempo,Calidad/precio,Comida,Servicio,Ambiente,,Leer más,0,,,,4.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e7/7b/default-avatar-2020-56.jpg?w=100&h=-1&s=1,,,
1776248178-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d11955452-Reviews-Toga-Madrid.html,Una buena experiencia,Marta P,"El sitio me encantó. Austero, sin casi decoración pero una barra increíble. Las camisetas de los camareros son chulísimas. Y la comida es una mezcla de muchos sitios pero muy bien hecha. La ensalada de algas, los noodles y el carpacho de champiñón....brutales.",8 contribuciones,Escrita el 16 de octubre de 2025,,,Calidad/precio,Comida,Servicio,Ambiente,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,,8.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/e3/default-avatar-2020-59.jpg?w=100&h=-1&s=1,,,
1776248178-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d11955452-Reviews-Toga-Madrid.html,Buenísimo,Emilio F,"Excelente, sobre todo para la zona donde no hay mucho para elegir con cierta calidad. Original, servicio muy bueno, algo subido de precio",2 contribuciones,Escrita el 26 de agosto de 2025,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,,,Leer más,0,,,,2.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e7/99/default-avatar-2020-57.jpg?w=100&h=-1&s=1,,,
1776248178-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d11955452-Reviews-Toga-Madrid.html,Detalles que te hacen repetir,Mónica C,"Hoy he tenido la suerte de compartir una comida con una amiga muy especial, que además me ha invitado por su cumpleaños 🥰. Ha elegido un restaurante que, sin duda, repetiría con los ojos cerrados.

Pedimos para compartir un carpaccio de setas Portobello con queso pecorino trufado y aceite de piñones… ¡una maravilla! Después, corvina sobre puré de castañas, perfectamente cocinada. 

De postre, también para compartir porque somos de buen criterio 😄: piña con mascarpone, chocolate blanco y crema de lima. Dulce sin empalagar y con ese punto cítrico que te deja con ganas de repetir.

La chica que nos ha atendido ha sido encantadora. Nos ha explicado todo con detalle, incluidos los platos fuera de carta (con sus precios, que siempre se agradece). Da gusto cuando te atienden con cariño y profesionalidad.

Tienen dos turnos de comida, y al salir había ya mucha gente esperando para el segundo. Ambiente de 10, acogedor, con ese bullicio de felicidad de la gente disfrutando.

100% recomendable. Para repetir y recomendar.",1 contribución,Escrita el 21 de junio de 2025,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,,,Leer más,0,,,,1.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/91/default-avatar-2020-62.jpg?w=100&h=-1&s=1,,,
1776248178-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d11955452-Reviews-Toga-Madrid.html,Gran experiencia culinaria,Raquel G,"Un lugar donde te hacen sentir especial, por la amabilidad y profesionalidad de sus trabajadores. Se crea un clima tranquilo gracias a la ubicación y disposición de las mesas, la música y buena atención. La comida está brutal, sabores nuevos que hacen tener nuevas experiencias en los distintos platos. Las croquetas de pisto y manchego, los noodles con atún rojo (el plato estrella) las milhojas de manzana. Todo muy bien preparado. Repetiremos.","Madrid, España",Escrita el 7 de mayo de 2025,54 contribuciones,Reservar antes porque no es un restaurante muy grande.,Calidad/precio,Comida,Servicio,Ambiente,,Leer más,0,,,,54.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/b8/default-avatar-2020-22.jpg?w=100&h=-1&s=1,,,
1776248178-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d11955452-Reviews-Toga-Madrid.html,Reserva con tiempo,Angel M,"Siempre se come bien en Toga Quizás el único problema es la afluencia y el doblaje de mesas que comes tarde pero la calidad lo merece 
Son un clásico sus croquetas de pisto y manchego así comió sus increíbles noodles con atún Está vez añadimos las papitas con salsa ( magníficas)
El trato excelente y el precio ,para Madrid estupendo",27 contribuciones,Escrita el 30 de marzo de 2025,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,,,Leer más,0,,,,27.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/de/5a/default-avatar-2020-36.jpg?w=100&h=-1&s=1,,,
1776248178-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d11955452-Reviews-Toga-Madrid.html,Un lujo de comida y de servicio,Ndgc,"Un lujo de comida y de servicio, totalmente recomendable, para volver muchas veces, las reseñas se quedan corta. Un camarero colombiano nos atendió de la forma más profesional y encantadora posible.",2 contribuciones,Escrita el 6 de diciembre de 2024,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,,,Leer más,0,,,,2.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e9/bb/default-avatar-2020-65.jpg?w=100&h=-1&s=1,,,
1776248178-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d11955452-Reviews-Toga-Madrid.html,Magnifito,iris444,Reserva ya que es un lugar acogedor y pronto se llena de cenas locales. El servicio ( impecable ) y los platos eran excelentes! Los cócteles eran brillantes y empacaron un ponche - dos veces el contenido alcohólico en comparación con los bares / restaurantes del Reino Unido. Bill era en realidad razonable para 6 comensales,"Lincoln, Reino Unido",Escrita el 18 de octubre de 2024,92 contribuciones,,Calidad/precio,Comida,Servicio,Ambiente,,Leer más,0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2d/d2/e8/fd/caption.jpg?w=300&h=300&s=1,92.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2d/d2/e9/12/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/19/9a/83/ca/iris444.jpg?w=100&h=-1&s=1,,,
1776248178-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d11955452-Reviews-Toga-Madrid.html,Sabores...de otros mundos 🌎 en el castizo Madrid 🇪🇸,Cristina Hernández Govantes,"Un lugar en la zona castiza de Madrid... para ir sin duda, la comida te traslada @ sabores de otros mundos ... riquimoss todos los platos que probamos, son exóticos, elegantes en su presentación y desde luego exquisitos en el trato y profesionalidad de todo su personal.
Me ha costado reservar...ojo!","Madrid, España",Escrita el 28 de septiembre de 2024,249 contribuciones,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,1,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2d/a5/5f/1f/caption.jpg?w=300&h=300&s=1,249.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2d/a5/5f/20/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/21/79/f7/cc/cristinahe5745oy.jpg?w=100&h=-1&s=1,,,
1776248178-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d11955452-Reviews-Toga-Madrid.html,Excelente comida y servicio,SpikeSheffield,Pasamos en este lugar y estábamos muy contentos de que pudieran apretarnos antes de la prisa de las 9 pm. Compartimos dos platos entre los dos y eran increíbles - tan sabroso - risotto de calamar negro y un plato de pasta - a un precio razonable por tal calidad. El personal era muy amable y se tomó el tiempo para explicar los platos - terminamos con una hermosa tortita de mousse de plátano.,Sheffield,Escrita el 25 de septiembre de 2024,91 contribuciones,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,,91.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/11/default-avatar-2020-41.jpg?w=100&h=-1&s=1,,,
