web_scraper_order,web_scraper_start_url,data,data2,data3,data5,data6,data7,data8,data9,data10,data11,data12,data13,data14,image,image2,position,name,data15,data16,data17,data18,image3
1775577677-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d12216862-Reviews-Grama_Lounge-Madrid.html,Buenísimo!,Daniela,Grama es mi sitio favorito para comer/cenar/todo. Hoy me pedí una arepa Ávila y estaba espectacular. 1000% recomendado.,7 contribuciones,Escrita el 14 de junio de 2025,Calidad/precio,Ambiente,Servicio,Comida,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,7.0,"Madrid, España",,Leer más,0,,
1775577677-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d12216862-Reviews-Grama_Lounge-Madrid.html,EL MEJOR LUGAR PARA RELAJARSE DESPUÉS DEL TRABAJO,Lauraa C,IT fue la mejor noche con amigo el personal Gianfranco junior y Luis fueron los mejores gracias por la gran experiencia que me,2 contribuciones,Escrita el 13 de junio de 2025,Calidad/precio,Ambiente,Servicio,Comida,Mostrar original,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/27/5a/35/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f3/e4/default-avatar-2020-30.jpg?w=100&h=-1&s=1,2.0,2 contribuciones,Traducido automáticamente,Leer más,0,,
1775577677-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d12216862-Reviews-Grama_Lounge-Madrid.html,No es la mejor experiencia,bellaesken,"Había leído buenas críticas, pero IT era nada especial. 
Cuando entramos en el restaurante , el Recibimiento no fue experiencia positiva. Mi bocadillo sabía a masa y el ambiente no era el mejor. Sillas incómodas. 
No mereció la pena visitarlo.",30 contribuciones,Escrita el 12 de junio de 2025,Calidad/precio,Ambiente,Servicio,Comida,Mostrar original,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/79/default-avatar-2020-21.jpg?w=100&h=-1&s=1,30.0,"Gotemburgo, Suecia",Traducido automáticamente,Leer más,0,,
1775577677-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d12216862-Reviews-Grama_Lounge-Madrid.html,La mejor comida venezolana,Aida M,"Los mejores camareros que puede haber!! Gianfranco, Luis y Junior.
Muy amables y con salsa y vida en el cuerpo. 
Nos han encantado sus recomendaciones y los cócteles ♡
Volveremos más veces todo ha sido espectacular 👌 👌:)",1 contribución,Escrita el 8 de junio de 2025,Calidad/precio,Ambiente,Servicio,Comida,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/1a/d6/66/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/de/e7/default-avatar-2020-37.jpg?w=100&h=-1&s=1,1.0,1 contribución,,Leer más,0,,
1775577677-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d12216862-Reviews-Grama_Lounge-Madrid.html,Cocteleria,Carla D,"BRUTAAAAAL ! 
Siempre los mejores, la atención , los camareros, el ambiente! 
Son atentos, cercanos y amables. Con mucha carisma !",8 contribuciones,Escrita el 8 de junio de 2025,Calidad/precio,Ambiente,Servicio,Comida,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f3/23/default-avatar-2020-28.jpg?w=100&h=-1&s=1,8.0,8 contribuciones,,Leer más,0,,
1775577677-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d12216862-Reviews-Grama_Lounge-Madrid.html,Grama bar,Darly C,"Excelente atención Volvería sin dudarlo
Luis, cochi y Victoria Excelentes camareros y muy atentos  unos
Cócteles deliciosos",1 contribución,Escrita el 8 de junio de 2025,Calidad/precio,Ambiente,Servicio,Comida,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f0/d5/default-avatar-2020-17.jpg?w=100&h=-1&s=1,1.0,1 contribución,,Leer más,0,,
1775577677-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d12216862-Reviews-Grama_Lounge-Madrid.html,Excelente experiencia muy atentos,Fabiola R,"Excelente atención de Luis, junior y gianfranco, muy atentos  regresaría mil veces más, los cócteles muy buenos y la música también",2 contribuciones,Escrita el 7 de junio de 2025,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/e6/default-avatar-2020-45.jpg?w=100&h=-1&s=1,2.0,2 contribuciones,,Leer más,0,,
1775577586-1,https://www.tripadvisor.es/Restaurant_Review-g187514-d12216862-Reviews-Grama_Lounge-Madrid.html,"No vale la pena, no estoy seguro de cómo tener críticas tan altas",AAV2009,"Fue basado en las excelentes críticas. He tenido mejores arepas y Venezolano en Los Ángeles así que tal vez estoy sesgado por eso. Pero mi hija compró una hamburguesa que no estaba preparada como se le pidió y mi otra hija tenía el sándwich de pollo que también había pedido para excluir coberturas y parecían no prestar atención. Realmente no deberían tener fajitas en el menú, o tal vez no deberíamos haberlas pedido aquí porque definitivamente fueron las peores que hemos tenido. Necesidad de moderar sus expectativas al ir aquí, muy turístico.",8 contribuciones,8,Escrita el 2 de abril de 2026,8 contribuciones,Mostrar original,,,,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Traducido automáticamente,Leer más,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/59/default-avatar-2020-24.jpg?w=100&h=-1&s=1
1775577586-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d12216862-Reviews-Grama_Lounge-Madrid.html,Comida diferente,Ana,"Sitio riquisimo, comida diferente a la que se suele comer por Madrid. Las cantidades son MUY generosas, tenerlo en cuenta! Para que no sobre.
Las cachapas riquisimas, y el entrante de tequeños, arepas, patacón y empanadillas muy rico y variado. 
Lo recomendamos, ambiente agradable y bebidas muy ricas. Mejor reservar por si acaso para asegurarse que hay sitio. Personal amable y dispuesto. 
Volveremos",165 contribuciones,165,Escrita el 29 de marzo de 2026,165 contribuciones,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/ce/be/22/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/ce/be/23/caption.jpg?w=300&h=300&s=1,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/b8/default-avatar-2020-26.jpg?w=100&h=-1&s=1
1775577586-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d12216862-Reviews-Grama_Lounge-Madrid.html,10/10,juan carlos m,"El mejor sancocho de todo madrid esta acá y no pienso discutirlo, atención de 10/10 y el sitio super bonito, super limpio y tradable y la comida buenos ima!!",4 contribuciones,4,Escrita el 24 de marzo de 2026,4 contribuciones,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/c4/80/cf/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/c4/80/d0/caption.jpg?w=300&h=300&s=1,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e7/99/default-avatar-2020-57.jpg?w=100&h=-1&s=1
1775577586-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d12216862-Reviews-Grama_Lounge-Madrid.html,Me encantó todo,Edgar C,Atención 20/10- comida 100/10,1 contribución,1,Escrita el 24 de marzo de 2026,1 contribución,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/c4/80/9c/caption.jpg?w=300&h=300&s=1,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e3/6a/default-avatar-2020-47.jpg?w=100&h=-1&s=1
1775577586-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d12216862-Reviews-Grama_Lounge-Madrid.html,De maravilla,renier c,"Excelente ambiente para compartir con amigos, nos encanto la comida. 
Volveremos a repetir sin duda",1 contribución,1,Escrita el 14 de marzo de 2026,1 contribución,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,,,,Leer más,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ea/74/default-avatar-2020-68.jpg?w=100&h=-1&s=1
1775577586-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d12216862-Reviews-Grama_Lounge-Madrid.html,Excelentes productos,Sarukyky I,Excelente servicio y productos,1 contribución,1,Escrita el 26 de febrero de 2026,1 contribución,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,,,,Leer más,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/a3/default-avatar-2020-38.jpg?w=100&h=-1&s=1
1775577586-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d12216862-Reviews-Grama_Lounge-Madrid.html,Riquísimo todo!!,Emma,"Los mejores tequeños del mundo y la atención espectacular. Hoy vinimos con mi familia nos pedimos varias cosas pero entre ellas destacaron las hamburguesas y los tequeños, pero todo era buenísimo. Y la atención espectacular, sin duda un lugar al que volveremos.",10 contribuciones,10,Escrita el 17 de febrero de 2026,10 contribuciones,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,,,,Leer más,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ed/00/default-avatar-2020-4.jpg?w=100&h=-1&s=1
1775577586-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d12216862-Reviews-Grama_Lounge-Madrid.html,Restaurante 10/10,Izan G,"Restaurante 10/10. Nos atendieron super rápido y de una forma muy amable, nos sirvieron toda la comida en 5-10 minutos, todo caliente, en muy buen estado, un sabor estupendo, un ambiente muy agradable, un sitio muy bien decorado. Sin duda uno de los restaurantes más tops de toda Madrid; además, el precio muy asequible para todo tipo de bolsillos.",1 contribución,1,Escrita el 27 de diciembre de 2025,1 contribución,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,,,,Leer más,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e3/1f/default-avatar-2020-46.jpg?w=100&h=-1&s=1
1775577586-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d12216862-Reviews-Grama_Lounge-Madrid.html,Comida venezolana,Quest20986064820,"Este lugar es delicioso. Nuestro servidor Jessica, recomendó Tequeños y Caschapas. Ella no estaba equivocada, el servicio era rápido y la comida era excelente.",6 contribuciones,6,Escrita el 12 de diciembre de 2025,Estados Unidos,Mostrar original,Calidad/precio,Ambiente,Servicio,Comida,,,,,,,Traducido automáticamente,Leer más,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ef/32/default-avatar-2020-12.jpg?w=100&h=-1&s=1
1775577586-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d12216862-Reviews-Grama_Lounge-Madrid.html,"Pre concierto con los mejores amigos,",Daniel G,"Los camareros son majos, nos han atendido muy bien, hemos encontrado mesa rápida y la comida está muy buena, recomiendo los tequeños de chocolate",10 contribuciones,10,Escrita el 5 de diciembre de 2025,10 contribuciones,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/ea/d8/87/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/ea/d8/88/caption.jpg?w=300&h=300&s=1,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f6/0d/default-avatar-2020-34.jpg?w=100&h=-1&s=1
1775577586-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d12216862-Reviews-Grama_Lounge-Madrid.html,Para repetir,PatriAdL,"Hacía tiempo que queríamos probar este sitio y tenemos que decir que no defrauda. Comida rica, cócteles geniales y Jessica, nuestra camarera ha sido un encanto pendiente de nosotras. Si te apetece unas arepitas no te pierdas este lugar en un ambiente ideal en su terracita interior😍",1348 contribuciones,1348,Escrita el 2 de diciembre de 2025,"Gran Canaria, España",,Calidad/precio,Ambiente,Servicio,Comida,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,1.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/7f/a5/3a/avatar.jpg?w=100&h=-1&s=1
1775577586-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d12216862-Reviews-Grama_Lounge-Madrid.html,Vete a otro lugar,Jhonny,"Es una pena que la comida venezolana sea realmente especial, pero no esta realmente no tiene alma. Las arepas no son lo que venden, los rellenos en una taza son terribles, prefabricados, nada se siente fresco. EVITA A TODA COSTA. El personal era amable pero no eficiente, simplemente no tan anunciado en instagram simplemente horrible que la comida no coincide con lo que anunciaban. VE A OTRO LUGAR",1 contribución,1,Escrita el 26 de noviembre de 2025,"París, Francia",Mostrar original,,,,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Traducido automáticamente,Leer más,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e4/59/default-avatar-2020-49.jpg?w=100&h=-1&s=1
1775577586-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d12216862-Reviews-Grama_Lounge-Madrid.html,Comida deliciosa y personal amable,Corvinavt,Las arepas sin gluten estaban deliciosas. Personal amable que hablaba inglés. Linda habitación trasera / ambiente al aire libre y cálido. Tapas y comidas a precios razonables.,36 contribuciones,36,Escrita el 23 de noviembre de 2025,"Waitsfield, Vermont",Mostrar original,,,,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Traducido automáticamente,Leer más,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ee/10/default-avatar-2020-8.jpg?w=100&h=-1&s=1
1775577586-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d12216862-Reviews-Grama_Lounge-Madrid.html,Bebidas de 21 cumpleaños,Karen S,Nuestra hija organizó su fiesta de cumpleaños de 21 calles en el salón Grama. El personal era muy servicial y sugirió la selección de bebidas en función de los números de don y preferencias y acordó una zona privada si la terraza cubierta. El grupo de amigos pudo tocar su propia música. Nuestra hija dice que los camareros eran muy amables y que todo el mundo tenía una velada increíble!,133 contribuciones,133,Escrita el 23 de noviembre de 2025,"Northampton, Reino Unido",Mostrar original,Calidad/precio,Ambiente,Servicio,Comida,,,,,,,Traducido automáticamente,Leer más,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/14/9a/ec/caption.jpg?w=100&h=-1&s=1
1775577586-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d12216862-Reviews-Grama_Lounge-Madrid.html,¡Vete a otro lugar... ahora!,sharon s,"Ni siquiera puedo imaginar cómo este lugar tiene una calificación tan alta. Fue la peor comida y servicio de la historia. Llegamos anticipando una gran comida basada en el menú y las críticas. Cuando llegamos éramos las únicas personas allí - debería haber dejado esa pista. Nos dijeron que el restaurante estaba atendiendo un evento y había un menú limitado. Primero pedimos la gyosa. El ""cocinero"" literalmente salió a preguntarnos si queríamos cocinar al vapor o freír. Ya se lo habíamos dicho al camarero. Luego pedimos una arepa de pollo y queso y una arepa de queso natural. De nuevo el cocinero salió a co-firmar nuestro pedido. Mi amiga quería tomates en la suya, y nos dijeron que NO había VERDURAS en la cocina. (¿Qué?) Las arepas salieron. Eran el peor sabor de la historia. Definitivamente no podrían haber sido frescos, o incluso caseros. El queso y el pollo venían envueltos en papel, fundidos por el aceite de pollo. La arepa de queso de mi amigo era una arepa simple en un plato con una taza de queso, y una taza con un cuarto de tomate en ella. (por un cargo de un euro cada uno). Después de 15 minutos, pedimos nuestro cheque. El ""cocinero"" salió de nuevo y nos pidió que miráramos el cheque para asegurarnos de que estaba bien. 1 . No anuncies imágenes en las redes sociales que no coincidan con la comida 2. Si vas a atender un evento, cierra el restaurante. No dejes comida vieja que pueda ser ensamblada por alguien que no sea un cocinero. Si has llegado hasta aquí - nunca dejo malas críticas. ¡Aléjate! Fuimos al mercado de San Miguel.",13 contribuciones,13,Escrita el 20 de noviembre de 2025,"Farmington, Connecticut",Mostrar original,,,,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Traducido automáticamente,Leer más,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/d9/3b/9f/sharon-s.jpg?w=100&h=-1&s=1
1775577658-1,https://www.tripadvisor.es/Restaurant_Review-g187514-d12216862-Reviews-Grama_Lounge-Madrid.html,Geneva M,Cena en Gama,Me encantó mi experiencia en la abuela. Probamos una variedad de comidas y todo era tan delicioso. Cochi y Luis eran nuestros servicios y eran serviciales y amables. Sin duda volvería aquí de nuevo!,2 contribuciones,Escrita el 11 de agosto de 2025,Calidad/precio,Ambiente,Servicio,Comida,Mostrar original,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/de/5a/default-avatar-2020-36.jpg?w=100&h=-1&s=1,2.0,,Traducido automáticamente,Leer más,0,,
1775577658-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d12216862-Reviews-Grama_Lounge-Madrid.html,Jose Leonardo C,Genial!,"Una experiencia maravillosa, Jeanfrancde hace que todo sea perfecto… muchísimas gracias por la atención! Aire todo el tiempo que en tiempo des verano se agradece! Excelente!!!!!",4 contribuciones,Escrita el 6 de agosto de 2025,Calidad/precio,Ambiente,Servicio,Comida,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f4/5d/default-avatar-2020-32.jpg?w=100&h=-1&s=1,4.0,,,Leer más,0,,
1775577658-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d12216862-Reviews-Grama_Lounge-Madrid.html,Keishmer e,Comida buena y atenciom,Excelemte atenciom del gianfri nos hicieron sentir como en casa. Gracias por la atencion y la comida muy sabrosa. Viva venexuela,1 contribución,Escrita el 6 de agosto de 2025,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/eb/default-avatar-2020-27.jpg?w=100&h=-1&s=1,1.0,,,Leer más,0,,
1775577658-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d12216862-Reviews-Grama_Lounge-Madrid.html,Biancgiuseling C,Atención estupenda,Excelente atención por parte de jean franco ❤️ los tragos increíbles y la comida estupenda! Mil gracias por todo ✨✨✨✨✨✨✨✨,2 contribuciones,Escrita el 6 de agosto de 2025,Calidad/precio,Ambiente,Servicio,Comida,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/b5/a1/13/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/d0/1b/00/biancgiuseling-c.jpg?w=100&h=-1&s=1,2.0,,,Leer más,0,,
1775577658-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d12216862-Reviews-Grama_Lounge-Madrid.html,Víctor Hugo S,"Buen servicio, buena comida.","Buenas platos. Propios de la comida venezolana. El servicio muy bueno y rápido.  
La cachapa con cochinillo frito ideal.",1 contribución,Escrita el 31 de julio de 2025,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/de/5a/default-avatar-2020-36.jpg?w=100&h=-1&s=1,1.0,,,Leer más,0,,
1775577658-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d12216862-Reviews-Grama_Lounge-Madrid.html,Maria M,10 de 10,Fui a este hermoso lugar en Madrid a tan solo unos pasos de la estación de metro de sol.   Es un lugar muy tropical  y muy agradable     la comida muy rica. Las personas muy amable buena música     el bartender júnior nos atendió de la mejor manera. Es muy guapo. Y atento.  Volvería a este lugar gracias júnior eres el mejor.   De todos,3 contribuciones,Escrita el 31 de julio de 2025,Calidad/precio,Ambiente,Servicio,Comida,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/a5/40/4f/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e5/66/default-avatar-2020-53.jpg?w=100&h=-1&s=1,3.0,,,Leer más,0,,
1775577658-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d12216862-Reviews-Grama_Lounge-Madrid.html,Yoselin C,El Camarero más Guapo JUNIOR,"El camarero JUNIOR 10/10 nos dio atención, nos dio amabilidad, profesional y guapo Bom Bom el establecimiento tiene buena ubicación, ambiente acorde a la comida, me llevó a cada rincón de mi amada Venezuela, sin duda volvería por la comida, por el
Lugar y por la atención de JUNIOR",1 contribución,Escrita el 31 de julio de 2025,Calidad/precio,Ambiente,Servicio,Comida,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ea/2e/default-avatar-2020-67.jpg?w=100&h=-1&s=1,1.0,,,Leer más,0,,
1775577658-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d12216862-Reviews-Grama_Lounge-Madrid.html,bridangelys p,"Comida 10/10, atención 10/10, local 10/10","Encantada siempre con la atención, volvería las veces que sean necesarias sin duda un 1000/10, Gianfranco dando siempre una buena atención a su clientela ❤️",1 contribución,Escrita el 30 de julio de 2025,Calidad/precio,Ambiente,Servicio,Comida,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e5/66/default-avatar-2020-53.jpg?w=100&h=-1&s=1,1.0,,,Leer más,0,,
1775577658-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d12216862-Reviews-Grama_Lounge-Madrid.html,Álvaro G,,"Volvería mil veces, Guillermo un excelente camarero. Coctelería de 100, excelente. Una de las mejores de madrid, y eso que vivo en Sevilla.",1 contribución,Escrita el 25 de julio de 2025,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/96/8b/ee/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/06/default-avatar-2020-18.jpg?w=100&h=-1&s=1,1.0,,,Leer más,0,,
1775577658-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d12216862-Reviews-Grama_Lounge-Madrid.html,Andrea M,EXCELENTE 🥰🥰,"Fui con unas amigas, pedimos parrilla criolla, arepa de pabellón, y plátano maduro con queso, todo delicioso, la atención de Gianfranco, Junior, Victoria increíble, simpáticos, atentos, todo genial! Recomendado",1 contribución,Escrita el 14 de julio de 2025,Calidad/precio,Ambiente,Servicio,Comida,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/76/82/0f/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/11/default-avatar-2020-41.jpg?w=100&h=-1&s=1,1.0,,,Leer más,0,,
1775577658-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d12216862-Reviews-Grama_Lounge-Madrid.html,Deig T,Excelente comida,"Todo muy rico, de los mejores sitios de comida venezolana, las arepitas degustación y los tostones nos encantaron. Excelente atención de le aguan y Junior, muy atentos y amables.",1 contribución,Escrita el 2 de julio de 2025,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/5a/82/84/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e5/2b/default-avatar-2020-52.jpg?w=100&h=-1&s=1,1.0,,,Leer más,0,,
1775577658-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d12216862-Reviews-Grama_Lounge-Madrid.html,Aryhanna A,Gianfranco está muy bien!,Gianfranco era muy agradable y amable! Él dio un gran servicio y estaba encima de todo! Nunca hemos tenido mejor servicio! ¡Regresaremos! Gracias.,1 contribución,Escrita el 2 de julio de 2025,,,,,Mostrar original,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/a3/default-avatar-2020-38.jpg?w=100&h=-1&s=1,1.0,,Traducido automáticamente,Leer más,0,,
1775577658-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d12216862-Reviews-Grama_Lounge-Madrid.html,Maeve M,Me encantó aquí!,"Me encantó este lugar de cena! Nuestro servidor, Gianfranco era encantador y muy amable. Gran comida y una gran experiencia en general. Sin duda recomiendo.",1 contribución,Escrita el 2 de julio de 2025,Calidad/precio,Ambiente,Servicio,Comida,Mostrar original,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e3/6a/default-avatar-2020-47.jpg?w=100&h=-1&s=1,1.0,,Traducido automáticamente,Leer más,0,,
