web_scraper_order,web_scraper_start_url,data,data2,data3,data5,data6,position,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,data18,data19,data20,image,image2,image3,data21,data22,data23
1775744447-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d14962689-Reviews-Sibuya_Urban_Sushi_Bar_Chueca-Madrid.html,Rico y bueno,Ruben S,"El sushi estaba muy  rico, los noodles también, me gustó mucho especialmente el flamed roll , muy bien atendidos por Estefanía.",3 contribuciones,Escrita el 8 de febrero de 2025,,3,3 contribuciones,Grupo Sibuya,"Muchas gracias por acudir a nuestro restaurante y valorar positivamente su experiencia. Esperamos tenerles pronto de vuelta, y que sigan explorando todas las opciones de nuestra carta. Un saludo. Equipo Sibuya.",Escrita el 10 de marzo de 2025,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e9/bb/default-avatar-2020-65.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/5e/4e/ae/fatima-sibuya.jpg?w=100&h=-1&s=1,,,,
1775744447-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d14962689-Reviews-Sibuya_Urban_Sushi_Bar_Chueca-Madrid.html,Excelente todo,Víctor P,"La comida delicioso, la atención de Betsi maravillosa. Me encantó, recomendadisimo. 
El sushi estaba de PM . El sitio muy tranquilo y atención rápida",1 contribución,Escrita el 8 de febrero de 2025,,1,1 contribución,Grupo Sibuya,"Muchas gracias por acudir a nuestro restaurante y valorar positivamente su experiencia. Esperamos tenerles pronto de vuelta, y que sigan explorando todas las opciones de nuestra carta. Un saludo. Equipo Sibuya.",Escrita el 10 de marzo de 2025,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ea/74/default-avatar-2020-68.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/5e/4e/ae/fatima-sibuya.jpg?w=100&h=-1&s=1,,,,
1775744447-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d14962689-Reviews-Sibuya_Urban_Sushi_Bar_Chueca-Madrid.html,Japones explendido,Nuria X,"Restaurante japones con muy Buen ambiente
Buena calidad del producto
Servicio de Patricia muy acogedor con buenas recomendaciones 
Lo recomiendo 100%",1 contribución,Escrita el 2 de febrero de 2025,,1,1 contribución,Grupo Sibuya,"Muchas gracias por acudir a nuestro restaurante y valorar positivamente su experiencia. Esperamos tenerles pronto de vuelta, y que sigan explorando todas las opciones de nuestra carta. Un saludo. Equipo Sibuya.",Escrita el 10 de marzo de 2025,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/11/default-avatar-2020-23.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/5e/4e/ae/fatima-sibuya.jpg?w=100&h=-1&s=1,,,,
1775744447-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d14962689-Reviews-Sibuya_Urban_Sushi_Bar_Chueca-Madrid.html,Excelente,Andrea S,"Trato excepcional!!! Las camareras muy agradables siempre con una sonrisa 😊 a pesar de tener mucha gente
Gracias por todo!!!!!!!!!!",1 contribución,Escrita el 26 de enero de 2025,,1,1 contribución,Grupo Sibuya,"Muchas gracias por acudir a nuestro restaurante y valorar positivamente su experiencia. Esperamos tenerles pronto de vuelta, y que sigan explorando todas las opciones de nuestra carta. Un saludo. Equipo Sibuya.",Escrita el 10 de marzo de 2025,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/e6/default-avatar-2020-45.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/5e/4e/ae/fatima-sibuya.jpg?w=100&h=-1&s=1,,,,
1775744447-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d14962689-Reviews-Sibuya_Urban_Sushi_Bar_Chueca-Madrid.html,Excelente restaurante de sushi,Fernando B,"Excelente restaurante, uno de los mejores restaurantes de sushi calidad precio en los que hemos comido. La camarera Betsi muy buen trato.",1 contribución,Escrita el 24 de enero de 2025,,1,1 contribución,Grupo Sibuya,"Muchas gracias por acudir a nuestro restaurante y valorar positivamente su experiencia. Esperamos tenerles pronto de vuelta, y que sigan explorando todas las opciones de nuestra carta. Un saludo. Equipo Sibuya.",Escrita el 10 de marzo de 2025,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f4/5d/default-avatar-2020-32.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/5e/4e/ae/fatima-sibuya.jpg?w=100&h=-1&s=1,,,,
1775744447-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d14962689-Reviews-Sibuya_Urban_Sushi_Bar_Chueca-Madrid.html,Nos sorprendió,Christian,"Fuimos a pasar el fin de semana a Madrid y de casualidad nos encontramos con este restaurante, nos encantó la decoración, la comida espectacular, buena calidad/precio y el servicio muy bueno. Destacamos a Patricia la camarera que nos atendió que fue encantadora y muy profesional, muy buen fichaje.",8 contribuciones,Escrita el 20 de enero de 2025,,8,"Menorca, España",Grupo Sibuya,"Muchas gracias por acudir a nuestro restaurante y valorar positivamente su experiencia. Esperamos tenerles pronto de vuelta, y que sigan explorando todas las opciones de nuestra carta. Un saludo. Equipo Sibuya.",Escrita el 10 de marzo de 2025,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2e/9b/01/e5/caption.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/5e/4e/ae/fatima-sibuya.jpg?w=100&h=-1&s=1,,,,
1775744447-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d14962689-Reviews-Sibuya_Urban_Sushi_Bar_Chueca-Madrid.html,Sibuya chueca todo muy rico,melanie m,"Todo muy rico, nos atendió patricia y nos hizo varias recomendaciones muy buenas, fue muy atenta y amable, el sake me gustó mucho",1 contribución,Escrita el 19 de enero de 2025,,1,1 contribución,Grupo Sibuya,"Muchas gracias por acudir a nuestro restaurante y valorar positivamente su experiencia. Esperamos tenerles pronto de vuelta, y que sigan explorando todas las opciones de nuestra carta. Un saludo. Equipo Sibuya.",Escrita el 10 de marzo de 2025,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f0/48/default-avatar-2020-15.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/5e/4e/ae/fatima-sibuya.jpg?w=100&h=-1&s=1,,,,
1775744417-1,https://www.tripadvisor.es/Restaurant_Review-g187514-d14962689-Reviews-Sibuya_Urban_Sushi_Bar_Chueca-Madrid.html,¡Buena experiencia!,David v,"Gran experiencia, y Betsi es increíble! Ella realmente hizo todo agradable y cómodo. La comida también era muy buena.",1 contribución,Escrita el 29 de marzo de 2025,1.0,1 contribución,Grupo Sibuya,"Nos alegra que te haya gustado. Esperamos seguir mejorando nuestra oferta cada temporada y volver a sorprenderle muy pronto. 
Un saludo. 
Sibuya Urban Sushi Bar.",Escrita el 23 de mayo de 2025,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Mostrar original,,,,,Traducido automáticamente,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f3/23/default-avatar-2020-28.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/5e/4e/ae/fatima-sibuya.jpg?w=100&h=-1&s=1,,Leer más,0,
1775744417-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d14962689-Reviews-Sibuya_Urban_Sushi_Bar_Chueca-Madrid.html,muy recomendable,maria c,"Platos muy ricos, excelente presentación y un servicio muy bueno.  Estefanía fue quien nos atendió y era muy agradable y atenta. Volveremos !!!",3 contribuciones,Escrita el 29 de marzo de 2025,3.0,"Arrecife, España",Grupo Sibuya,"Nos alegra que te haya gustado. Esperamos seguir mejorando nuestra oferta cada temporada y volver a sorprenderle muy pronto. 
Un saludo. 
Sibuya Urban Sushi Bar.",Escrita el 23 de mayo de 2025,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/5b/default-avatar-2020-61.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/5e/4e/ae/fatima-sibuya.jpg?w=100&h=-1&s=1,,Leer más,0,
1775744417-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d14962689-Reviews-Sibuya_Urban_Sushi_Bar_Chueca-Madrid.html,Disfrutar de un japo con buen ambiente,Gonzalo V,"Los platos riquísimos: Uri Bao, Gyozas, Asian Salad, Tartar Atún. Nos aconsejó Sofía.Era su segundo día. Un encanto. Un 10!",1 contribución,Escrita el 29 de marzo de 2025,1.0,1 contribución,Grupo Sibuya,"Nos alegra que te haya gustado. Esperamos seguir mejorando nuestra oferta cada temporada y volver a sorprenderle muy pronto. 
Un saludo. 
Sibuya Urban Sushi Bar.",Escrita el 23 de mayo de 2025,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,Calidad/precio,Servicio,Comida,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/77/ae/default-avatar-2020-2.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/5e/4e/ae/fatima-sibuya.jpg?w=100&h=-1&s=1,,Leer más,0,
1775744417-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d14962689-Reviews-Sibuya_Urban_Sushi_Bar_Chueca-Madrid.html,"Comida sabrosa, buen servicio",Liset,Un montón de opciones para elegir y la comida era muy sabrosa. Todo fue servido rápidamente y Betsi fue muy amable y servicial : ),3 contribuciones,Escrita el 28 de marzo de 2025,3.0,3 contribuciones,Grupo Sibuya,"Nos alegra que te haya gustado. Esperamos seguir mejorando nuestra oferta cada temporada y volver a sorprenderle muy pronto. 
Un saludo. 
Sibuya Urban Sushi Bar.",Escrita el 23 de mayo de 2025,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Mostrar original,,,,,Traducido automáticamente,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/19/51/90/6a/avatar.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/5e/4e/ae/fatima-sibuya.jpg?w=100&h=-1&s=1,,Leer más,0,
1775744417-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d14962689-Reviews-Sibuya_Urban_Sushi_Bar_Chueca-Madrid.html,Sushi muy original y muy bueno,Pimarlob,"Nos ha encantado , la comida muy original y muy buena , el servicio excelente , nos ha atendido Justin y ha sido muy servicial , agradable , educado y sus recomendaciones han sido buenísimas . Volveremos sin duda .",11 contribuciones,Escrita el 28 de marzo de 2025,11.0,"Madrid, España",Grupo Sibuya,"Nos alegra que te haya gustado. Esperamos seguir mejorando nuestra oferta cada temporada y volver a sorprenderle muy pronto. 
Un saludo. 
Sibuya Urban Sushi Bar.",Escrita el 23 de mayo de 2025,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e9/60/default-avatar-2020-64.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/5e/4e/ae/fatima-sibuya.jpg?w=100&h=-1&s=1,,Leer más,0,
1775744417-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d14962689-Reviews-Sibuya_Urban_Sushi_Bar_Chueca-Madrid.html,Riquísimo,Tutanteam,Patricia fue encantadora. Le preguntamos por recomendaciones e impresión de cantidad y nos asesoró estupendamente. Un acierto,2 contribuciones,Escrita el 23 de marzo de 2025,2.0,2 contribuciones,Grupo Sibuya,"Nos alegra que te haya gustado. Esperamos seguir mejorando nuestra oferta cada temporada y volver a sorprenderle muy pronto. 
Un saludo. 
Sibuya Urban Sushi Bar.",Escrita el 23 de mayo de 2025,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/df/99/default-avatar-2020-40.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/5e/4e/ae/fatima-sibuya.jpg?w=100&h=-1&s=1,,Leer más,0,
1775744417-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d14962689-Reviews-Sibuya_Urban_Sushi_Bar_Chueca-Madrid.html,Jummy sushi,María B,"Fantástico lugar, excelente comida, súper fresco y sabroso, y excelentes recomendaciones por Justin. Mejor con un poco de wifi",1 contribución,Escrita el 22 de marzo de 2025,1.0,1 contribución,Grupo Sibuya,"Nos alegra que te haya gustado. Esperamos seguir mejorando nuestra oferta cada temporada y volver a sorprenderle muy pronto. 
Un saludo. 
Sibuya Urban Sushi Bar.",Escrita el 23 de mayo de 2025,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Mostrar original,,,,,Traducido automáticamente,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/6d/default-avatar-2020-19.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/5e/4e/ae/fatima-sibuya.jpg?w=100&h=-1&s=1,,Leer más,0,
1775744417-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d14962689-Reviews-Sibuya_Urban_Sushi_Bar_Chueca-Madrid.html,Justin un 10,Miriam J,Justin un excelente anfitrión en nuestra mesa… celebramos un  cumpleaños y lo hizo super especial… atento… inolvidable,1 contribución,Escrita el 16 de marzo de 2025,1.0,1 contribución,Grupo Sibuya,"Nos alegra que te haya gustado. Esperamos seguir mejorando nuestra oferta cada temporada y volver a sorprenderle muy pronto. 
Un saludo. 
Sibuya Urban Sushi Bar.",Escrita el 23 de mayo de 2025,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,Calidad/precio,Servicio,Comida,Ambiente,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/b8/default-avatar-2020-26.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/5e/4e/ae/fatima-sibuya.jpg?w=100&h=-1&s=1,,Leer más,0,
1775744417-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d14962689-Reviews-Sibuya_Urban_Sushi_Bar_Chueca-Madrid.html,Servicio excelente y comida riquísima!,Flami S,"Cena riquisima de sushi con makis y sushi misto! Betsi nos ha servido a la mesa con un servicio impecable, rápido y además muy amable. Super recomendable!",3 contribuciones,Escrita el 9 de marzo de 2025,3.0,"Milán, Italia",Grupo Sibuya,"Muchas gracias por acudir a nuestro restaurante y valorar positivamente su experiencia. Esperamos tenerles pronto de vuelta, y que sigan explorando todas las opciones de nuestra carta. Un saludo. Equipo Sibuya.",Escrita el 10 de marzo de 2025,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ef/73/default-avatar-2020-13.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/5e/4e/ae/fatima-sibuya.jpg?w=100&h=-1&s=1,,Leer más,0,
1775744417-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d14962689-Reviews-Sibuya_Urban_Sushi_Bar_Chueca-Madrid.html,Genial,cuchi m,"Excelente la camarera Betsi, encantadora y profesional. 
Relación calidad precio estupenda como siempre.  Nos ha recomendado a o con acierto el uramaky flambeado",2 contribuciones,Escrita el 8 de marzo de 2025,2.0,2 contribuciones,Grupo Sibuya,"Muchas gracias por acudir a nuestro restaurante y valorar positivamente su experiencia. Esperamos tenerles pronto de vuelta, y que sigan explorando todas las opciones de nuestra carta. Un saludo. Equipo Sibuya.",Escrita el 10 de marzo de 2025,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e6/ea/default-avatar-2020-54.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/5e/4e/ae/fatima-sibuya.jpg?w=100&h=-1&s=1,,Leer más,0,
1775744417-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d14962689-Reviews-Sibuya_Urban_Sushi_Bar_Chueca-Madrid.html,"Gracias, Estefanía",Carolina M,Estefanía nos atendió de forma impecable y con mucha simpatía. La cena estuvo deliciosa y la carta nos pareció muy original.,1 contribución,Escrita el 23 de febrero de 2025,1.0,1 contribución,Grupo Sibuya,"Muchas gracias por acudir a nuestro restaurante y valorar positivamente su experiencia. Esperamos tenerles pronto de vuelta, y que sigan explorando todas las opciones de nuestra carta. Un saludo. Equipo Sibuya.",Escrita el 10 de marzo de 2025,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,Calidad/precio,Servicio,Comida,Ambiente,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/79/default-avatar-2020-21.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/5e/4e/ae/fatima-sibuya.jpg?w=100&h=-1&s=1,,Leer más,0,
1775744417-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d14962689-Reviews-Sibuya_Urban_Sushi_Bar_Chueca-Madrid.html,Totalmente recomendable,Raquel S,"Comida muy rica, variada y de muy buena calidad. Precio adecuado. El trato de Estefania ha sido excelente. Totalmente recomendable.",48 contribuciones,Escrita el 23 de febrero de 2025,48.0,"Madrid, España",Grupo Sibuya,"Muchas gracias por acudir a nuestro restaurante y valorar positivamente su experiencia. Esperamos tenerles pronto de vuelta, y que sigan explorando todas las opciones de nuestra carta. Un saludo. Equipo Sibuya.",Escrita el 10 de marzo de 2025,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e7/3d/default-avatar-2020-55.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/5e/4e/ae/fatima-sibuya.jpg?w=100&h=-1&s=1,,Leer más,0,
1775744417-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d14962689-Reviews-Sibuya_Urban_Sushi_Bar_Chueca-Madrid.html,Comida increible,Noelia G,"Justin nuestro camarero fue muy agradable y muy majo. Nos recomendó la comida y el postre.
Pedimos el menú super recomendable.",2 contribuciones,Escrita el 21 de febrero de 2025,2.0,2 contribuciones,Grupo Sibuya,"Muchas gracias por acudir a nuestro restaurante y valorar positivamente su experiencia. Esperamos tenerles pronto de vuelta, y que sigan explorando todas las opciones de nuestra carta. Un saludo. Equipo Sibuya.",Escrita el 10 de marzo de 2025,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f4/5d/default-avatar-2020-32.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/5e/4e/ae/fatima-sibuya.jpg?w=100&h=-1&s=1,,Leer más,0,
1775744417-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d14962689-Reviews-Sibuya_Urban_Sushi_Bar_Chueca-Madrid.html,Todo perfecto,PEDRO G,"Todo perfecto. Atencion estupenda de Estefania. Muy rápido, sitio limpio, no tuvimos que esperar nads, en general todo muy bien",1 contribución,Escrita el 16 de febrero de 2025,1.0,1 contribución,Grupo Sibuya,"Muchas gracias por acudir a nuestro restaurante y valorar positivamente su experiencia. Esperamos tenerles pronto de vuelta, y que sigan explorando todas las opciones de nuestra carta. Un saludo. Equipo Sibuya.",Escrita el 10 de marzo de 2025,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/a7/default-avatar-2020-44.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/5e/4e/ae/fatima-sibuya.jpg?w=100&h=-1&s=1,,Leer más,0,
1775744417-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d14962689-Reviews-Sibuya_Urban_Sushi_Bar_Chueca-Madrid.html,Cena de San Valentín,Patricia R,"Cena exquisita y lugar con mucho encanto. Tomamos platos recomendados por Estefania que sin duda fueron un acierto, a parte de su amabilidad y dedicación por su trabajo. 
Volveremos pronto.",5 contribuciones,Escrita el 15 de febrero de 2025,5.0,5 contribuciones,Grupo Sibuya,"Muchas gracias por acudir a nuestro restaurante y valorar positivamente su experiencia. Esperamos tenerles pronto de vuelta, y que sigan explorando todas las opciones de nuestra carta. Un saludo. Equipo Sibuya.",Escrita el 10 de marzo de 2025,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,Calidad/precio,Servicio,Comida,Ambiente,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e4/59/default-avatar-2020-49.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/5e/4e/ae/fatima-sibuya.jpg?w=100&h=-1&s=1,,Leer más,0,
1775744289-1,https://www.tripadvisor.es/Restaurant_Review-g187514-d14962689-Reviews-Sibuya_Urban_Sushi_Bar_Chueca-Madrid.html,Moderno sushi en una ubicación céntrica,David D,Muy buen restaurante de sushi con algunos giros en lo tradicional. También tiene una buena selección de comida vegetariana que era bastante inusual para los restaurantes de Madrid. El personal es amable y los precios son muy razonables. Un buen lugar,196 contribuciones,196,,Escrita el 7 de abril de 2026,"Sevenoaks, Reino Unido",,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/b8/default-avatar-2020-22.jpg?w=100&h=-1&s=1,,,,,
1775744289-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d14962689-Reviews-Sibuya_Urban_Sushi_Bar_Chueca-Madrid.html,Increíble,Elasri M,La comida muy buena los roll increíbles y el servicio simpático y amable nos atendió lucia y fue genial muchas gracias por tú amabilidad.,1 contribución,1,,Escrita el 26 de marzo de 2026,1 contribución,Calidad/precio,Ambiente,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e4/2d/default-avatar-2020-48.jpg?w=100&h=-1&s=1,,,,,
1775744289-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d14962689-Reviews-Sibuya_Urban_Sushi_Bar_Chueca-Madrid.html,Noche esplendida,Jet19742330843,"Sibuya es el lugar perfecto para venir a cenar con amigos o familia. La comida muy rifa. Sus camareros, en especial Lucia F, te hacen sentir como en casa desde el primero momento, dando las mejores recomendaciones y ayudando en todo momento. Experiencia asiática recomendada 100%",2 contribuciones,2,,Escrita el 9 de marzo de 2026,2 contribuciones,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e9/bb/default-avatar-2020-65.jpg?w=100&h=-1&s=1,,,,,
