web_scraper_order,web_scraper_start_url,data,data2,data3,data4,position,data5,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,data18,image,image2,image3,image4,position2
1775470182-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d7204621-Reviews-Rosi_La_Loca-Madrid.html,¡¡¡MARAVILLOSO!!!,Patricia J,"Todo perfecto! Esta vez reservamos como regalo para unos familiares y han salido encantados (no dudaba de ello). Enhorabuena por vuestro trabajo, sois todos maravillosos.",,6.0,6 contribuciones,Escrita el 8 de febrero de 2026,,,,,,6 contribuciones,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/66/d7/41/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/6d/default-avatar-2020-19.jpg?w=100&h=-1&s=1,,,
1775470182-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d7204621-Reviews-Rosi_La_Loca-Madrid.html,Gracias Moisés,Juan José M,"Muy atento Sr. Moisés!, gracias por sus recomendaciones. Hemos venido por probar y conocer el lugar y hemos cenado estupendamente. Los cocktails nos han gustado mucho",,4.0,4 contribuciones,Escrita el 7 de febrero de 2026,Calidad/precio,Ambiente,Servicio,Comida,,"Madrid, España","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e4/59/default-avatar-2020-49.jpg?w=100&h=-1&s=1,,,
1775470182-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d7204621-Reviews-Rosi_La_Loca-Madrid.html,Una gran experiencia,Raquel M,Sitio divertido y comida riquísima! Edwin muy atento y sinpático. Un servicio estupendo de parte de todos y él en concreto hace de la comida una experiencia muy buena,,1.0,1 contribución,Escrita el 6 de febrero de 2026,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",1 contribución,,Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e6/ea/default-avatar-2020-54.jpg?w=100&h=-1&s=1,,,
1775470182-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d7204621-Reviews-Rosi_La_Loca-Madrid.html,"Un lugar diferente, divertido, sorprendente.",Alberto,"Quería llevar a mi mujer a un sitio sorprendente y divertido para cenar en su 40 cumpleaños, con nuestros niños, y acerté plenamente, no me suele pasar... ¡Gracias por la amabilidad! lo mejor fue el servicio pero la comida no se quedaba atrás. Hay que probar un cocktail, el que sea, sólo por la taza... todo bien, la verdad.",,9.0,9 contribuciones,Escrita el 2 de febrero de 2026,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Madrid, España",,Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ea/2e/default-avatar-2020-67.jpg?w=100&h=-1&s=1,,,
1775470182-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d7204621-Reviews-Rosi_La_Loca-Madrid.html,Exótico 10/10,Miguel M,"Increíble experiencia, totalmente divertido, muy buena la atención y única. 
La comida deliciosa y única en su presentación. 
Agradezco a Michael y a Moisés por sus cálido servicio y sus indicaciones para vivir una experiencia única.",,1.0,1 contribución,Escrita el 2 de febrero de 2026,Calidad/precio,Ambiente,Servicio,Comida,,1 contribución,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e4/59/default-avatar-2020-49.jpg?w=100&h=-1&s=1,,,
1775470182-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d7204621-Reviews-Rosi_La_Loca-Madrid.html,La atención de Edwin y sus recomendaciones,Gema C,"Muy locos y muy geniales! 😜 Un sitio súper original y Edwin, de 10! Nos ha atendido increíble!! Gracias, crack!! 🙏🙏🙏🙏",,1.0,1 contribución,Escrita el 30 de enero de 2026,Calidad/precio,Ambiente,Servicio,Comida,,1 contribución,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/42/default-avatar-2020-20.jpg?w=100&h=-1&s=1,,,
1775470182-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d7204621-Reviews-Rosi_La_Loca-Madrid.html,No lo dudes,David G,"Experiencia totalmente recomendable. Desde que pisas el restaurante están pendientes de ti. La comida magnífica. Destacar la ""Dulce Miss You"" y los ""Tacos no mames wey!"".",,3.0,3 contribuciones,Escrita el 29 de enero de 2026,Calidad/precio,Ambiente,Servicio,Comida,,3 contribuciones,,Leer más,0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/4d/d1/fb/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/c6/34/a4/david-g.jpg?w=100&h=-1&s=1,,,
1775470182-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d7204621-Reviews-Rosi_La_Loca-Madrid.html,Gracias a las camareras...todo genial 😁,Ledys P,Genial...muy original...y la comida muy buena...el local maravilloso...la atención de los camareros y camareras espectacular...,,4.0,4 contribuciones,Escrita el 29 de enero de 2026,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",4 contribuciones,,Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/7a/default-avatar-2020-25.jpg?w=100&h=-1&s=1,,,
1775470182-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d7204621-Reviews-Rosi_La_Loca-Madrid.html,"Original y diferente, pero con mucha calidad",Jose D,"Sus platos tienen una presentación originalísima, en recipientes y colores. Pero además están muy buenos! Las zamburiñas, de las mejores de Madrid; grandes y sabrosas. Recomiendo también mucho el tiramisú con una presentación espectacular que no desmerece en nada a su sabor",,10.0,10 contribuciones,Escrita el 27 de enero de 2026,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",10 contribuciones,,Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/a3/default-avatar-2020-38.jpg?w=100&h=-1&s=1,,,
1775470182-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d7204621-Reviews-Rosi_La_Loca-Madrid.html,Febomal,Marina M,"Me encantó el sitio. La decoración es espectacular, los camareros fueron super amables sin caer en la pesadez. Nos reímos con ellos y nos aconsejaron con gusto.
La comida estaba deliciosa, cosa en la que otros restaurantes claudican compensando la presentación. Ls raciones eran generosas y los platos originales, y las vajillas un espectáculo.
Repetiría sin duda. Fui con amigas y me gustaría ir con otros grupos, incluso en familia, ya que vi que había mesas con niños y estaban alucinando",,7.0,7 contribuciones,Escrita el 27 de enero de 2026,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Madrid, España",,Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/df/99/default-avatar-2020-40.jpg?w=100&h=-1&s=1,,,
1775470182-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d7204621-Reviews-Rosi_La_Loca-Madrid.html,Visita a Rosi La locs,mgar23,"Excelente comida!!! Excelente atención!!!
Gracias Moises por tu amable atención!!!
La comida estaba muy rica!!!!!!",,2.0,2 contribuciones,Escrita el 26 de enero de 2026,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",2 contribuciones,,Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f3/23/default-avatar-2020-28.jpg?w=100&h=-1&s=1,,,
1775470182-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d7204621-Reviews-Rosi_La_Loca-Madrid.html,Espectacular.,Eliana A,"Espectacular, la atencion de Cristina una maravilla, con muy buena vibra y la comida deliciosa. La presentacion de los platos un 1000 sobre 10, hemos salido encantados. Mucho sabor, mucha buena energía, maravilloso.",,1.0,1 contribución,Escrita el 26 de enero de 2026,Calidad/precio,Ambiente,Servicio,Comida,Ir con muchas expectativas que no decepciona,1 contribución,,Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/de/5a/default-avatar-2020-36.jpg?w=100&h=-1&s=1,,,
1775470120-1,https://www.tripadvisor.es/Restaurant_Review-g187514-d7204621-Reviews-Rosi_La_Loca-Madrid.html,Servicio excelente y platos de ensueño.,JOSE LUIS E,"Nada más entrar el servicio es excelente, te acompañan y explican todo al detalle, la carta, el servicio y cada uno de los platos. La decoración y presentación de cada plato acompañan a su sabor, excelente. Además, el servicio de Melissa fue muy atento, y no nos faltó de nada. Volveremos seguro!!!",36 contribuciones,,36,Escrita el 5 de abril de 2026,"Región de Murcia, España",abr 2026 • En familia,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/de/99/f9/caption.jpg?w=300&h=300&s=1,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/67/39/ad/caption.jpg?w=100&h=-1&s=1,,
1775470120-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d7204621-Reviews-Rosi_La_Loca-Madrid.html,"Rico, hermoso, agusto!!",Silvia MP,"Gracias Edwin por ser y hacer sentirnos tan cómodas, presentación, sabores, cuidando todos los bellos detalles, deseando volver✨️💖✨️",6 contribuciones,,6,Escrita el 4 de abril de 2026,"Madrid, España",abr 2026 • En familia,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ea/2e/default-avatar-2020-67.jpg?w=100&h=-1&s=1,,
1775470120-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d7204621-Reviews-Rosi_La_Loca-Madrid.html,Bebidas en RosiLa Loca,Jordyn B,Melissa era nuestro camarero y ella era increíble! Ella nos ayudó tan pronto como llegamos allí y no podíamos estar más satisfechos con su servicio. Simplemente pedimos bebidas y llegaron rápido y sabían tan bien.,2 contribuciones,,2,Escrita el 2 de abril de 2026,2 contribuciones,abr 2026 • En familia,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ea/b2/default-avatar-2020-69.jpg?w=100&h=-1&s=1,,
1775470120-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d7204621-Reviews-Rosi_La_Loca-Madrid.html,Imperdible,VyagensdoRic,"Excelente lugar para cenar. Maravillosas las personas que atienden, desde la recepción a los mozos y mozas, buena onda, simpatía, alegría, todas buenas vibras. Realmente muy recomendable. Prueben la tortilla con trufa negra. Deliciosa!!. Puntaje. 9.5 RICS",51 contribuciones,,51,Escrita el 31 de marzo de 2026,Argentina,mar 2026 • Parejas,Calidad/precio,Ambiente,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,1,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-s/02/25/de/4b/vyajesdoric.jpg?w=100&h=-1&s=1,,
1775470120-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d7204621-Reviews-Rosi_La_Loca-Madrid.html,MARAVILLOSA CENA,Juan Antonio S,"en una palabra, ESPECTACULAR !!!

y Melisa y Manu Encantadores !!!!🥰

musica muy buena, decorado impresionante, servicio genial y muy simpaticos..... y la comida..... Guauu !! Todo Riquísimo !!!!",9 contribuciones,,9,Escrita el 30 de marzo de 2026,"Cartagena, España",mar 2026 • En familia,Calidad/precio,Ambiente,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,1,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/20/03/af/ea/juan-antonio-s.jpg?w=100&h=-1&s=1,,
1775470120-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d7204621-Reviews-Rosi_La_Loca-Madrid.html,El sitio y el camarero,Candelaria M,Espectacular la segunda vez que vamos todo buenísimo .Edwing un encanto como siempre ....encantador nos ha asesorado en todo y nos ha hecho reír muchísimo,1 contribución,,1,Escrita el 30 de marzo de 2026,1 contribución,mar 2026 • En familia,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,1,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ee/10/default-avatar-2020-8.jpg?w=100&h=-1&s=1,,
1775470120-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d7204621-Reviews-Rosi_La_Loca-Madrid.html,maravillosa,Daydream67101149859,"Muy bueno todo y el servicio súper bien , me atendió Edwing y es una maravilla de camarero ❤️😍",1 contribución,,1,Escrita el 30 de marzo de 2026,1 contribución,mar 2026 • En familia,Calidad/precio,Ambiente,Servicio,Comida,Edwing nos atendió súper de maravilla su atención fue súper y la comida súper rica ❤️🦋,,Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/df/99/default-avatar-2020-40.jpg?w=100&h=-1&s=1,,
1775470120-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d7204621-Reviews-Rosi_La_Loca-Madrid.html,"Sito, trato y comida espectacular",Rebeca,"Fuimos a comer por un cumpleaños 3 personas. Nos atendieron Edwing y Miguel y tanto el trato como la comida espectacular! El sitio precioso, recomendable 100% Volveremos seguro!",10 contribuciones,,10,Escrita el 29 de marzo de 2026,"Arroyomolinos, España",mar 2026 • Amigos,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/cf/0d/4d/caption.jpg?w=300&h=300&s=1,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/de/e7/default-avatar-2020-37.jpg?w=100&h=-1&s=1,,
1775470120-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d7204621-Reviews-Rosi_La_Loca-Madrid.html,Un lugar mágico,Esperanza P,"El local súper chulo, y la atención de Edwing fue extraordinaria hizo que nuestra experiencia fuera genial",198 contribuciones,,198,Escrita el 28 de marzo de 2026,"L'Escala, España",mar 2026 • Amigos,Calidad/precio,Ambiente,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/de/e7/default-avatar-2020-37.jpg?w=100&h=-1&s=1,,
1775470120-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d7204621-Reviews-Rosi_La_Loca-Madrid.html,EXCELENTE ROSI LA LOCA,Liris H,Una linda experiencia. Lá comida muy buena y la atención de Moises increíble. Fui a celebrar mi cumple y todo el equipo me acompañó a cantar 🎶. Gracias  súper recomendado,1 contribución,,1,Escrita el 27 de marzo de 2026,1 contribución,mar 2026 • En familia,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/a3/default-avatar-2020-38.jpg?w=100&h=-1&s=1,,
1775470120-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d7204621-Reviews-Rosi_La_Loca-Madrid.html,Buena comida y buena atención,R.,"Segunda vez que voy.
La comida muy buena y la presentación muy vistosa.
Mil gracias a Cristina por la atención y la simpatía",83 contribuciones,,83,Escrita el 26 de marzo de 2026,"Madrid, España",mar 2026 • En familia,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/c8/8e/27/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/c8/8e/28/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/d6/68/38/caption.jpg?w=100&h=-1&s=1,,
1775470120-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d7204621-Reviews-Rosi_La_Loca-Madrid.html,Cristina la mejor,David H,Nos atendió cristina nos guió en la comida y todo estaba estupendo volveremos,1 contribución,,1,Escrita el 25 de marzo de 2026,1 contribución,mar 2026 • En familia,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/e3/default-avatar-2020-59.jpg?w=100&h=-1&s=1,,
1775470120-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d7204621-Reviews-Rosi_La_Loca-Madrid.html,Excelente!,Pricilla R,Excelente servicio ! Rica experiencia culinaria. Gracias Moises !,12 contribuciones,,12,Escrita el 24 de marzo de 2026,12 contribuciones,mar 2026 • Parejas,Calidad/precio,Ambiente,Servicio,Comida,,,Leer más,0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/c4/cd/4c/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/c4/cd/4d/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e9/bb/default-avatar-2020-65.jpg?w=100&h=-1&s=1,,
1775470120-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d7204621-Reviews-Rosi_La_Loca-Madrid.html,Experiencia única,javier b,Todo muy bueno en especial el tuna tataki y la paella de pollo. El trato de Moisés fue excelente.,1 contribución,,1,Escrita el 24 de marzo de 2026,1 contribución,mar 2026 • Parejas,Calidad/precio,Ambiente,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/2a/87/2b/javier-b.jpg?w=100&h=-1&s=1,,
1775470120-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d7204621-Reviews-Rosi_La_Loca-Madrid.html,Nuestra primera visita y nos trataron SUPER bien tanto que decidimos visitar Calle 365 de ellos. Melisa la mejor.,Daydream23294396208,Cinco de Cinco comida y atencion de Melissa,5 contribuciones,,5,Escrita el 22 de marzo de 2026,5 contribuciones,mar 2026 • Parejas,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/c0/40/ef/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/c0/40/f0/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e4/2d/default-avatar-2020-48.jpg?w=100&h=-1&s=1,,
1775470165-1,https://www.tripadvisor.es/Restaurant_Review-g187514-d7204621-Reviews-Rosi_La_Loca-Madrid.html,Día inolvidable de mi cumpleaños,Carmen G,"maravilloso día de cumpleaños que celebre allí 
comida riquísima, trato amable,lugar espectacular..... simplemente para repetir y repetir",,,7 contribuciones,Escrita el 11 de marzo de 2026,7,7 contribuciones,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/a6/bb/02/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ea/2e/default-avatar-2020-67.jpg?w=100&h=-1&s=1,,,
1775470165-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d7204621-Reviews-Rosi_La_Loca-Madrid.html,Un lugar maravilloso,Gemma P,"Este lugar me ha encantado en todos los sentidos posibles, la decoración es impresionante la comida exquisita, probamos las zamburiñas el tataki la hamburguesa de wagyu y el canelon  de carrilleras, todo nos ha encantado y sin duda lo mejor nuestro maravilloso camarero Edwin que chico más simpático alegre divertido y profesional,  sin duda volveré y lo recomiendo al 100%",,,2 contribuciones,Escrita el 9 de marzo de 2026,2,2 contribuciones,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/16/7a/3f/gemma-p.jpg?w=100&h=-1&s=1,,,
1775470165-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d7204621-Reviews-Rosi_La_Loca-Madrid.html,Maravilla con Edwing!!,María José V,"Una fantasía donde Edwing te invita a disfrutar con su alegría y buen rollo!!!!!!
Gracias!!!! Todo exquisito 😋",,,1 contribución,Escrita el 9 de marzo de 2026,1,1 contribución,Calidad/precio,Ambiente,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e5/2b/default-avatar-2020-52.jpg?w=100&h=-1&s=1,,,
1775470165-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d7204621-Reviews-Rosi_La_Loca-Madrid.html,"Genial, apetecible",Héctor,Muy amable el amigo Moises. Un sitio muy acogedor y con muy buen ambiente,,,3 contribuciones,Escrita el 7 de marzo de 2026,3,3 contribuciones,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/42/default-avatar-2020-20.jpg?w=100&h=-1&s=1,,,
1775470165-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d7204621-Reviews-Rosi_La_Loca-Madrid.html,Buena elección,Vanesa S,Buena comida. Trato muy bueno,,,10 contribuciones,Escrita el 7 de marzo de 2026,10,10 contribuciones,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/91/default-avatar-2020-62.jpg?w=100&h=-1&s=1,,,
1775470165-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d7204621-Reviews-Rosi_La_Loca-Madrid.html,Excelente servicio,Mar Z,Desde el servicio de Alejandro hasta el ambiente es excelente. Los tragos saben ricos y la comida es exquisite. Lo recomiendo.,,,4 contribuciones,Escrita el 5 de marzo de 2026,4,4 contribuciones,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e7/3d/default-avatar-2020-55.jpg?w=100&h=-1&s=1,,,
1775470165-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d7204621-Reviews-Rosi_La_Loca-Madrid.html,Rosi la loca,Borja G,Lugar recomendado. Comida top y el trato top,,,1 contribución,Escrita el 2 de marzo de 2026,1,1 contribución,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e9/60/default-avatar-2020-64.jpg?w=100&h=-1&s=1,,,
1775470165-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d7204621-Reviews-Rosi_La_Loca-Madrid.html,Excelente,Morgan R,Muy bueno con la camarera melissa,,,1 contribución,Escrita el 1 de marzo de 2026,1,1 contribución,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f3/e4/default-avatar-2020-30.jpg?w=100&h=-1&s=1,,,
1775470165-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d7204621-Reviews-Rosi_La_Loca-Madrid.html,Cena,Richi,"Un lugar muy agradable, la comida y la atención espectacular, gracias a Melissa muy profesional y siempre con una sonrisa al igual que sus compañeros",,,27 contribuciones,Escrita el 1 de marzo de 2026,27,"Madrid, España",,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/91/f3/86/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/a6/e5/ac/caption.jpg?w=100&h=-1&s=1,,,
1775470165-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d7204621-Reviews-Rosi_La_Loca-Madrid.html,Excelente,Daniel A,"Excelente servicio, ambiente agradable y comida exquisita. Lugar recomendable para cenar. Se recomienda reservar porque está muy demandado.",,,52 contribuciones,Escrita el 26 de febrero de 2026,52,"Buenos Aires, Argentina",,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f4/5d/default-avatar-2020-32.jpg?w=100&h=-1&s=1,,,
1775470165-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d7204621-Reviews-Rosi_La_Loca-Madrid.html,"Excelente comida, ambiente y servicio",Explorer29226777746,"Excelente servicio, la comida excelente presentación y calidad. Gracias Cristina y Eva por hacer la experiencia inigualable.",,,1 contribución,Escrita el 20 de febrero de 2026,1,1 contribución,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e9/bb/default-avatar-2020-65.jpg?w=100&h=-1&s=1,,,
