web_scraper_order,web_scraper_start_url,data,data2,data3,data5,data6,data7,position,data8,data9,data10,data11,data12,data13,data14,data15,data16,image,image2,image3,data17,data18,data19,data20
1776250668-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d1059471-Reviews-Maruzzella-Madrid.html,"Perfecto, como siempre",Juan C,"Solemos venir de vez en cuando, de los mejores italianos de Madrid! Comida excelente y servicio perfecto! La última vez nos atendió  Belkys y Fabiola, encantadoras!",¡Qué alegría escuchar eso! Siempre es un placer tenerte con nosotros. Belkys y Fabiola son verdaderas estrellas del equipo. ¡Esperamos verte de nuevo pronto para más comida deliciosa y buen servicio!,2 contribuciones,2,,Escrita el 12 de octubre de 2024,,R.A,Escrita el 14 de octubre de 2024,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Calidad/precio,Comida,Servicio,Ambiente,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/e6/default-avatar-2020-45.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e3/1f/default-avatar-2020-46.jpg?w=100&h=-1&s=1,,,Leer más,Leer más,0.0
1776250668-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d1059471-Reviews-Maruzzella-Madrid.html,La comida deliciosa y la atención inmejorable. Volveré,José María G,La experiencia genial. La atención inmejorable y la comida exquisita. Sin duda un buen sitio para comer pizza italiana.,"¡Nos alegra mucho que hayas disfrutado de tu experiencia!  Estamos aquí para ofrecerte la mejor comida y atención, así que te esperamos con los brazos abiertos para tu próxima visita. ¡Hasta pronto!",2 contribuciones,2,,Escrita el 11 de octubre de 2024,,R.A,Escrita el 14 de octubre de 2024,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/eb/default-avatar-2020-27.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e3/1f/default-avatar-2020-46.jpg?w=100&h=-1&s=1,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,Leer más,0.0
1776250668-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d1059471-Reviews-Maruzzella-Madrid.html,Nuestro restaurante italiano favorito,LAURA H,"Todo delicioso!, aún mejor es la amabilidad del personal. La Delizia Marì es mi plato preferido. La boloñesa es también espectacular",¡Qué alegría saber que somos su restaurante italiano favorito! 🍝❤️ Nos encanta que hayas disfrutado de la Delizia Marì y de la boloñesa. Siempre estamos aquí para ofrecerte lo mejor en comida y servicio. ¡Esperamos verte de nuevo pronto!,"Madrid, España",123,,Escrita el 6 de octubre de 2024,123 contribuciones,R.A,Escrita el 14 de octubre de 2024,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Calidad/precio,Comida,Servicio,Ambiente,https://dynamic-media-cdn.tripadvisor.com/media/photo-s/02/6a/a1/93/laura-h.jpg?w=200&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e3/1f/default-avatar-2020-46.jpg?w=100&h=-1&s=1,,Reservar en fin de semana porque siempre se llena,Leer más,Leer más,0.0
1776250668-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d1059471-Reviews-Maruzzella-Madrid.html,Muy bien!,A!!,"Estuvo todo fenomenal!! Las camareras encantadoras y la comida estaba muy bien!!Volveremos seguro, nos encantó!!!!","¡Hola AlejandraP1311! 
Muchas gracias por visitarnos en Maruzzella y considerar excepcional la experiencia. Nos encanta saber que has disfrutado de nuestra auténtica comida italiana y que estés deseando volver al restaurante.",14 contribuciones,14,,Escrita el 26 de septiembre de 2024,,R.A,Escrita el 14 de octubre de 2024,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/59/default-avatar-2020-24.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e3/1f/default-avatar-2020-46.jpg?w=100&h=-1&s=1,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,Leer más,0.0
1776250668-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d1059471-Reviews-Maruzzella-Madrid.html,Fantástica cena,Javier S,"Fantásticas Beikys y Fabiola. Excelente recibiento y trato en mesa. Por cierto, enhorabuena a cocina. El local muy limpio y ambientado",È bello scoprire il segreto del gusto in Maruzzella! Queremos que sigas disfrutando de todos los auténticos platos en próximas ocasiones.,3 contribuciones,3,,Escrita el 26 de septiembre de 2024,,R.A,Escrita el 14 de octubre de 2024,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/7c/01/default-avatar-2020-5.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e3/1f/default-avatar-2020-46.jpg?w=100&h=-1&s=1,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,Leer más,0.0
1776250653-1,https://www.tripadvisor.es/Restaurant_Review-g187514-d1059471-Reviews-Maruzzella-Madrid.html,"Gran descubrimiento, para repetir.",Diego Z,"Buah!! Hemos estado dos parejas de amigos y ha sido un descubrimiento total. La comida ha estado espectacular, tanto la pasta como las pizzas, el local y el ambiente súper agradable y acogedor y la atención del personal inmejorable. Repetiremos cuando tengamos oportunidad.","Lebrija, España",Escrita el 26 de enero de 2025,,,35 contribuciones,35,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/ca/f5/a9/diego-z.jpg?w=100&h=-1&s=1,,,,,,
1776250653-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d1059471-Reviews-Maruzzella-Madrid.html,Cena Italiana,Jaime P,"Muy buena atención de Belkis. La comida también estaba muy buena, además nos invitaron a dos limonccelo. Volveria a repetir.",1 contribución,Escrita el 11 de enero de 2025,,,,1,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e9/ef/default-avatar-2020-66.jpg?w=100&h=-1&s=1,,,,,,
1776250653-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d1059471-Reviews-Maruzzella-Madrid.html,Italiano top en Madrid,Diego V,"Sitio muy agradable, comida muy buena y servicio profesional, rápido y amigable.
Nos atendió Celia que fue un encanto, nos aconsejó muy bien y fue muy amable.
¡Lo recomendaría!",1 contribución,Escrita el 8 de diciembre de 2024,"¡Hola R306FCdiegov! 
Muchas gracias por visitarnos en Maruzzella y considerar excepcional la experiencia. Nos encanta saber que has disfrutado de nuestra auténtica comida italiana y que estés deseando volver al restaurante.",,,1,Escrita el 11 de diciembre de 2024,R.A,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/7c/01/default-avatar-2020-5.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e3/1f/default-avatar-2020-46.jpg?w=100&h=-1&s=1,,,,,
1776250653-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d1059471-Reviews-Maruzzella-Madrid.html,Recomendable 100%,Dreamer43319147805,"Muy recomendable. Es la segunda vez que vengo y no me ha defraudado, me encanta el ambiente, la comida y el servicio es excepcional. Belkys es encantadora, muy atenta y pendiente de que no falte nada","Madrid, España",Escrita el 7 de diciembre de 2024,¡Mamma mia! Dreamer43319147805 ¡Gracias por dejarnos una reseña tan increíble sobre Maruzzella! E' fantastico leggere queste parole! Esperamos recibirte en infinidad de ocasiones más.,,2 contribuciones,2,Escrita el 11 de diciembre de 2024,R.A,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ec/3d/default-avatar-2020-1.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e3/1f/default-avatar-2020-46.jpg?w=100&h=-1&s=1,,,,,
1776250653-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d1059471-Reviews-Maruzzella-Madrid.html,Estupendo,Elena F,"Un sitio estupendo calidad precio. El tiramisú está riquisimo. Nos atendió Belkys maravillosamente, un placer. Volveré",2 contribuciones,Escrita el 1 de diciembre de 2024,"¡Hola elenafX5262GP! 
Muchas gracias por visitarnos en Maruzzella y considerar excepcional la experiencia. Nos encanta saber que has disfrutado de nuestra auténtica comida italiana y que estés deseando volver al restaurante.",,,2,Escrita el 2 de diciembre de 2024,R.A,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ee/68/default-avatar-2020-9.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e3/1f/default-avatar-2020-46.jpg?w=100&h=-1&s=1,,,,,
1776250653-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d1059471-Reviews-Maruzzella-Madrid.html,Bueno,Francisco G,Belks y Karla nos atendieron super bien y la pizza de jamon y champis muy rica ambiente agradable!!! Volveremos pronto!!,3 contribuciones,Escrita el 27 de noviembre de 2024,Molte grazie por compartir tus estrellas con nosotros! Que grato saber que tu experiencia en Maruzzella ha sido fantástica ¡Te esperamos pronto de regreso en el restaurante!,,,3,Escrita el 2 de diciembre de 2024,R.A,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e3/6a/default-avatar-2020-47.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e3/1f/default-avatar-2020-46.jpg?w=100&h=-1&s=1,,,,,
1776250653-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d1059471-Reviews-Maruzzella-Madrid.html,Celia y la Maruzzela,Luis,"Nos atendio Celia y muy atenta con nosotros, siempre con una sonrisa y pendiente de que eatuviese todo a nuestro gusto. Todo perfecto, la comida muy rica. Estuvimos en la terraza y se estaba bien de temperatura y ademas ahi puedes entrar con perros.","Madrid, España",Escrita el 16 de noviembre de 2024,Molte grazie por compartir tus estrellas con nosotros! Que grato saber que tu experiencia en Maruzzella ha sido fantástica ¡Te esperamos pronto de regreso en el restaurante!,,59 contribuciones,59,Escrita el 18 de noviembre de 2024,R.A,,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/d9/ac/96/pirokinesis.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e3/1f/default-avatar-2020-46.jpg?w=100&h=-1&s=1,,,,,
1776250653-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d1059471-Reviews-Maruzzella-Madrid.html,Buen restaurante con terraza,Roam562540,La comida bien pero la sensación de prisa un poquito agobiante! Retirando platos con el pan en la mano pero por otro lado eficiente!,2 contribuciones,Escrita el 16 de noviembre de 2024,"¡Hola Roam562540! 
Qué bueno que disfrutaste al máximo tu experiencia en Maruzzella! Estaremos felices de recibirte nuevamente en el ristorante y que sigas probando nuevas especialidades italianas.",,,2,Escrita el 18 de noviembre de 2024,R.A,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/5b/default-avatar-2020-61.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e3/1f/default-avatar-2020-46.jpg?w=100&h=-1&s=1,,,,,
1776250653-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d1059471-Reviews-Maruzzella-Madrid.html,Delicioso italiano!,Thelma S,"Genial para una cita! Carla nos atendió fenomenal. 
Lo recomiendo también para celebraciones de todo tipo como cumpleaños",1 contribución,Escrita el 12 de noviembre de 2024,¡Mamma mia! 164thelmas ¡Gracias por dejarnos una reseña tan increíble sobre Maruzzella! E' fantastico leggere queste parole! Esperamos recibirte en infinidad de ocasiones más.,,,1,Escrita el 18 de noviembre de 2024,R.A,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/5b/default-avatar-2020-61.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e3/1f/default-avatar-2020-46.jpg?w=100&h=-1&s=1,,,,,
1776250653-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d1059471-Reviews-Maruzzella-Madrid.html,Italiano que nunca falla,Fernando M,"Es un restaurante de cocina italiana muy contrastado. He venido en varias ocasiones y no defrauda nunca. Tomamos una ensalada captesse, muy abundante con una burrada, que no es la de Paestum, pero buena, acompañada de una rucula amarga fresca. Mi acompañante un rissotto con trufa y yo una Tagliolini al tartuffo muy abundante y excelente de calidad. Muy buen servicio.",6 contribuciones,Escrita el 12 de noviembre de 2024,¡Qué alegría conocer tu valoración Fernando M! Estamos encantados de saber que disfrutaste de nuestros autentici piatti italiani y esperamos verte de nuevo pronto en Maruzzella.,,,6,Escrita el 18 de noviembre de 2024,R.A,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e4/2d/default-avatar-2020-48.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e3/1f/default-avatar-2020-46.jpg?w=100&h=-1&s=1,,,,,
1776250653-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d1059471-Reviews-Maruzzella-Madrid.html,Cena entre amigos,Gonzalo R,Todo muy bueno y el camarero ( Miguel ) súper amable y educado. Recomendamos las pizzas y la pasta de atún y vodka para todo el que quiera ir,1 contribución,Escrita el 10 de noviembre de 2024,Siamo molto contenti por que probarás nuestra auténtica comida italiana ¡Te esperamos pronto de regreso en nuestro ristorante!,,,1,Escrita el 18 de noviembre de 2024,R.A,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/06/default-avatar-2020-18.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e3/1f/default-avatar-2020-46.jpg?w=100&h=-1&s=1,,,,,
1776250653-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d1059471-Reviews-Maruzzella-Madrid.html,Cumpleaños fantástico,Charly,"El servicio maravilloso, fuimos toda la familia a celebrar el cumpleaños, nos pusieron en una zona del salón en la que estuvimos en total intimidad y la atención por parte de todo el personal fue fantástica, en especial la atención de Celia, que en todo momento nos asesoró y estuvo atenta a todo.
Un placer, sin duda volveremos.","Madrid, España",Escrita el 9 de noviembre de 2024,È bello scoprire il segreto del gusto in Maruzzella! Queremos que sigas disfrutando de todos los auténticos platos en próximas ocasiones.,,3 contribuciones,3,Escrita el 18 de noviembre de 2024,R.A,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e3/1f/default-avatar-2020-46.jpg?w=100&h=-1&s=1,,,,,
1776250653-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d1059471-Reviews-Maruzzella-Madrid.html,Gran experiencia,Road47643797375,Maravillosa experiencia y super bien atendidas por Belkys!!! Comida muy buena y gran servicio. Auténtico italiano!!,1 contribución,Escrita el 8 de noviembre de 2024,"¡Hola Road47643797375! 
Muchas gracias por visitarnos en Maruzzella y considerar excepcional la experiencia. Nos encanta saber que has disfrutado de nuestra auténtica comida italiana y que estés deseando volver al restaurante.",,,1,Escrita el 18 de noviembre de 2024,R.A,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/e3/default-avatar-2020-59.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e3/1f/default-avatar-2020-46.jpg?w=100&h=-1&s=1,,,,,
1776250653-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d1059471-Reviews-Maruzzella-Madrid.html,Rica comida italiana y amable servicio,Alberto R,"Comida italiana de calidad y un servicio muy amable. Principalmente nos atendió una chica llamada Belkys pero el resto del equipo fueron igual de amables cuando hizo falta alguna otra cosa. Seguramente volveremos. 

Insalta Totó màs una pizza/tris de pastas es una opción ideal para compartir.",1 contribución,Escrita el 7 de noviembre de 2024,"¡Hola V2748TCalbertor! 
Qué bueno que disfrutaste al máximo tu experiencia en Maruzzella! Estaremos felices de recibirte nuevamente en el ristorante y que sigas probando nuevas especialidades italianas.",,,1,Escrita el 18 de noviembre de 2024,R.A,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e3/1f/default-avatar-2020-46.jpg?w=100&h=-1&s=1,,,,,
1776250653-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d1059471-Reviews-Maruzzella-Madrid.html,Una cena especial,Marta P,"Un sitio encantador! Belkys muy amable siempre, la comida buenísima y el trato de todos también! Repetiremos!!! Muy buen ambiente y un bonito lugar.",3 contribuciones,Escrita el 7 de noviembre de 2024,¡Mamma mia! W4727NKmartap ¡Gracias por dejarnos una reseña tan increíble sobre Maruzzella! E' fantastico leggere queste parole! Esperamos recibirte en infinidad de ocasiones más.,,,3,Escrita el 18 de noviembre de 2024,R.A,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/a3/default-avatar-2020-38.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e3/1f/default-avatar-2020-46.jpg?w=100&h=-1&s=1,,,,,
1776250569-1,https://www.tripadvisor.es/Restaurant_Review-g187514-d1059471-Reviews-Maruzzella-Madrid.html,Excelente,Mariale P,"Excelente comida, y maravillosa atención de keily.. amable y muy agradable y atenta. Desde el entrante hasta el café...",Escrita el 6 de enero de 2026,1,Comida Italiana,,Consejo:,Calidad/precio,Comida,Servicio,Ambiente,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",1 contribución,,Leer más,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/11/default-avatar-2020-41.jpg?w=100&h=-1&s=1,,,0,,
1776250569-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d1059471-Reviews-Maruzzella-Madrid.html,"La camarera encantadora nos atendió super bien en la terraza , la comida excelente. Y el ambiente muy acogedor. Seguro r",Samuel S,"La camarera encantadora nos atendió super bien en la terraza , la comida excelente. Y el ambiente muy acogedor. Seguro repetimos",Escrita el 6 de enero de 2026,1,,,,,,,,,1 contribución,,Leer más,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/de/5a/default-avatar-2020-36.jpg?w=100&h=-1&s=1,,,0,,
1776250569-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d1059471-Reviews-Maruzzella-Madrid.html,Comida y atención excepcionales,Gabriel Roque,"Mi experiencia fue fantástica. Fui a celebrar mi cumpleaños y Katerine fue muy atenta, nos atendió súper bien, simpática, divertida y ágil en todo lo que necesitamos. La comida estaba maravillosa, el ambiente acogedor y el postre estaba riquísimo. Nos divertimos y comimos muy bien sin darnos cuenta de cómo pasaba el tiempo. Sin duda volveré pronto.",Escrita el 3 de enero de 2026,6,Pizza de pistacho y mortadela,,Consejo:,Calidad/precio,Comida,Servicio,Ambiente,,"Río de Janeiro, RJ",,Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/1e/5b/a6/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/1e/5c/80/gabrielri1353ui.jpg?w=100&h=-1&s=1,,,0,,
1776250569-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d1059471-Reviews-Maruzzella-Madrid.html,"NO REGRESARÍA, personal descortés, antipáticos, groseros",Francisco P,"Malísima atención, el personal, comenzando por el gerente super antipáticos y hasta groseros. Tardaron mucho para tomar el pedido y luego para traer comida, y encima luego nos estaban sacando de la mesa porque ya la tenían reservada nuevamente. NO REGRESARÍA",Escrita el 28 de diciembre de 2025,2,"Personal antipático, groseros, descortés, tardaron ellos con el servicio de encomienda y comida y luego nos sacaron de la mesa rápidamente",,Consejo:,Calidad/precio,Comida,Servicio,Ambiente,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",2 contribuciones,,Leer más,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ef/32/default-avatar-2020-12.jpg?w=100&h=-1&s=1,,,1,,
1776250569-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d1059471-Reviews-Maruzzella-Madrid.html,Todo riquísimo,Carlos B,Todo fenomenal. Randy nos atendió fantásticamente y la comida estaba estupenda. Ningún pero por nuestra parte. Repetiremos seguro.,Escrita el 21 de diciembre de 2025,1,,,,,,,,,1 contribución,,Leer más,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ef/32/default-avatar-2020-12.jpg?w=100&h=-1&s=1,,,0,,
1776250569-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d1059471-Reviews-Maruzzella-Madrid.html,Bajón brutal,BELEN H,Llevamos yendo muchos años y ha pegado un bajón brutal. No esta a la altura que estaba ni en calidad de los platos y en servicio.,Escrita el 7 de diciembre de 2025,5,,,,Calidad/precio,Comida,Servicio,Ambiente,,"Madrid, España","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/aa/ce/a0/889belenh.jpg?w=100&h=-1&s=1,,,0,,
1776250569-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d1059471-Reviews-Maruzzella-Madrid.html,100% recomendable,Jose Ramón B,"Muy recomendable lugar. Muy bien atendido, la comida muy rica y ambiente excelente. Las pizzas en horno de leña muy buenas y los platos de pasta a cual mejor.",Escrita el 7 de diciembre de 2025,2,,,,,,,,,2 contribuciones,,Leer más,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/e3/default-avatar-2020-59.jpg?w=100&h=-1&s=1,,,0,,
1776250569-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d1059471-Reviews-Maruzzella-Madrid.html,Sabor italiano real,Culture09115210148,Muy buen sitio. Me sentí en mi vieja Nápoles otra vez. Michel de 10! El mejor. Vine con mi amante y espero no me descubran por esta reseña jejeje,Escrita el 10 de noviembre de 2025,1,,,,,,,,,1 contribución,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/ae/bb/dd/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f4/d0/default-avatar-2020-33.jpg?w=100&h=-1&s=1,,,0,,
1776250569-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d1059471-Reviews-Maruzzella-Madrid.html,El postre de nutella y pistacho,Paula S,"La carta del restaurante fue una experiencia deliciosa de principio a fin. La lasaña estaba perfectamente horneada, con capas suaves y un sabor casero que encantó desde el primer bocado. La pizza, con su masa crujiente y el equilibrio justo entre salsa, queso y ingredientes frescos, fue simplemente espectacular. Y para cerrar con broche de oro, el postre resultó una verdadera joya: dulce, cremoso y con una presentación impecable. Cada plato demostró cuidado y calidad en su preparación. Sin duda, una experiencia gastronómica para repetir y recomendar a quienes disfrutan de la buena comida.",Escrita el 31 de octubre de 2025,1,,,,Calidad/precio,Comida,Servicio,Ambiente,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",1 contribución,,Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/9b/6d/96/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/de/e7/default-avatar-2020-37.jpg?w=100&h=-1&s=1,,,0,,
1776250569-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d1059471-Reviews-Maruzzella-Madrid.html,"Buena comida, abundante y buen servicio",Clara K,"Hemos cenado muy bien, con un servicio excelente, la comida muy rica, con un ambiente cuidado y agradable. Un buen sitio para cenar en familia",Escrita el 18 de octubre de 2025,1,,,,,,,,,1 contribución,,Leer más,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e6/ea/default-avatar-2020-54.jpg?w=100&h=-1&s=1,,,0,,
