web_scraper_order,web_scraper_start_url,data,data2,data3,data5,data6,data7,position,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,image,image2,data18,data19,data20,data21,image3
1779688243-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d6404685-Reviews-Matilda-Madrid.html,Muy bien,Enrique,"Muy buena la comida y la atención. Menú de dos platos, bebida, postre y café por 14 euros. Comida casera.",5 contribuciones,5,Escrita el 2 de febrero de 2023,,"Badajoz, España","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e5/2b/default-avatar-2020-52.jpg?w=100&h=-1&s=1,,,,,
1779688243-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d6404685-Reviews-Matilda-Madrid.html,Un sitio acogedor,rutgarber,"Un sitio peculiar, acogedor, con toque vintage y desenfadado. Una carta variada y precios acorde a la zona. El personal super majo. Un lugar perfecto para tomar algo en cualquier momento del día.",310 contribuciones,310,Escrita el 14 de enero de 2023,,"Segovia, España","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,,0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/27/d6/1c/2b/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f4/20/default-avatar-2020-31.jpg?w=100&h=-1&s=1,,,,,
1779688243-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d6404685-Reviews-Matilda-Madrid.html,Para repetir,Iker A,"Personal muy atento, café buenísimo,muy acogedor.Menú casero con postres exquisitos .
Totalmente recomendable en pleno centro de Madrid.",3 contribuciones,3,Escrita el 8 de diciembre de 2022,,3 contribuciones,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e9/ef/default-avatar-2020-66.jpg?w=100&h=-1&s=1,,,,,
1779688243-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d6404685-Reviews-Matilda-Madrid.html,Comida casera muy buena y a un precio muy ajustado,cabf77,"Comida casera muy buena y bien de precio. El local és pequeño y muy agradable. En nuestro caso, fuimos a comer y fue una sorpresa",142 contribuciones,142,Escrita el 8 de diciembre de 2022,,"Tarragona, España","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,,0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/27/3c/bb/e7/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/fd/a7/bd/cabf77.jpg?w=100&h=-1&s=1,,,,,
1779688243-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d6404685-Reviews-Matilda-Madrid.html,Para repetir,Ron G,"Nos ha gustado mucho tanto por la comida como por el trato recibido. El menú del día por 14 euros está muy bien con platos caseros. 
Está cerca del museo Del Prado.",44 contribuciones,44,Escrita el 6 de noviembre de 2022,,44 contribuciones,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/ec/e7/87/caption.jpg?w=100&h=-1&s=1,,,,,
1779688243-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d6404685-Reviews-Matilda-Madrid.html,Una cafeteria muy especial.,Corina A,"Oferta variada y sana para un desayuno completo. Ambiente acogedor y atención exquisita. La bolleria artesanal, excelente. Los zumos para repetir. El local original con su mezcla d gastronomia y almoneda. Muy recomendable. Volveremos.",9 contribuciones,9,Escrita el 10 de septiembre de 2022,,9 contribuciones,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/a7/default-avatar-2020-44.jpg?w=100&h=-1&s=1,,,,,
1779688243-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d6404685-Reviews-Matilda-Madrid.html,Casera y rica.,HypatiaHispalis,"Nos encantó, comida mediterránea con un toque alternativo. Muy casero todo, es comida rica pero que encaja perfectamente en lo que podría comer en casa de mi madre.",115 contribuciones,115,Escrita el 8 de julio de 2022,,"Sevilla, España","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/2f/69/9b/hypreeel.jpg?w=100&h=-1&s=1,,,,,
1779688243-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d6404685-Reviews-Matilda-Madrid.html,Un rincón de Madrid muy recomendable,Daniel Bernat,"Estuvimos ayer a la hora de comer, y el trato del servicio desde la entrada fue excelente.

El menú, con platos llamativos y buena cocina, es muy completo y con buen precio.",15 contribuciones,15,Escrita el 8 de julio de 2022,,"Vila-real, España",,,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/a7/default-avatar-2020-44.jpg?w=100&h=-1&s=1,,,,,
1779688268-1,https://www.tripadvisor.es/Restaurant_Review-g187514-d6404685-Reviews-Matilda-Madrid.html,UN ENCANTO,Núria P,"Puedo describirlo en dos palabras UN ENCANTO, los desayunos, las comidas, el local, la atención y el trato de Alex y Fernando. Sin duda un lugar para repetir cuando vuelva a Madrid.",7 contribuciones,7 contribuciones,Escrita el 2 de julio de 2022,,7.0,,,,,,,,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f4/5d/default-avatar-2020-32.jpg?w=100&h=-1&s=1,,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",0.0,
1779688268-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d6404685-Reviews-Matilda-Madrid.html,,,,,,,,,Leer ahora,3 días perfectos en Madrid,"Hay un sinfín de razones por las que nos encanta Madrid. Esta ciudad ofrece una mezcla única de historia y modernidad, ya que en ella encontrarás palacios y monumentos escondidos entre edificios de estilo mudéjar y barroco español. Está repleta de museos, galerías de arte, boutiques y festivales de música. Y, por supuesto, no podemos dejar de lado la comida: no se nos van de la cabeza las múltiples experiencias gastronómicas en los restaurantes con estrellas Michelin ni las tapas tradicionales, como las patatas bravas y la tortilla de patatas.",,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/f7/80/ce/caption.jpg?w=400&h=400&s=1&cx=1920&cy=1079&chk=v1_5192524b3b14f2153843,,,,,,
1779688268-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d6404685-Reviews-Matilda-Madrid.html,"Como siempre, obligado ir",paloma m,"SIEMPRE que vamos a Madrid, no podemos faltar. La comida es excelente, como en casa cuando tienes un buen día y Fernando y Alex, una maravilla de anfitriones. 
Paloma y Kent","Alicante, España",80 contribuciones,Escrita el 13 de junio de 2022,,80.0,,,,Calidad/precio,Servicio,Comida,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1e/75/67/e1/paloma-m.jpg?w=100&h=-1&s=1,,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",0.0,
1779688268-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d6404685-Reviews-Matilda-Madrid.html,Pequeño y acogedor,pepelu,"Una comida casera riquísima. Menú a buen precio.
El trato de los dueños fantástico- Por cierto, la tarta de cuajada con mermelada de naranja para levitar...
Conviene reservar porque hay dos turnos de mesa.","Pontevedra, España",15 contribuciones,Escrita el 22 de mayo de 2022,,15.0,,,,Calidad/precio,Servicio,Comida,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/7a/default-avatar-2020-25.jpg?w=100&h=-1&s=1,,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",0.0,
1779688268-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d6404685-Reviews-Matilda-Madrid.html,"Perfecto para desayunar o almorzar. Productos de calidad y deliciosos, a un buen precio. Ambiente confortable y servicio esmerad",Mariajosé M,"Sitio con encanto, desde el ambiente hasta la comida. Muy recomendable para desayunar o almorzar. Productos de calidad y atención muy esmerada. Todo en Café Matilda está pensado hasta el último detalle.",69 contribuciones,69 contribuciones,Escrita el 22 de abril de 2022,,69.0,,,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e4/2d/default-avatar-2020-48.jpg?w=100&h=-1&s=1,,Leer más,,0.0,
1779688268-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d6404685-Reviews-Matilda-Madrid.html,Un excelente café ubicado en una excelente zona,H8363PQmariar,"Fuimos a desayunar a Matilde porque está a dos cuadras del hotel donde nos hospedamos y nos gustó mucho.  Excelente desayuno, a buen precio y también excelente atención, volvimos a ir y tuvimos la misma experiencia, y el día que regresamos fuimos pero no nos habíamos fijado que el miércoles cierran. Así que mi recomendación es que chequen los horarios y que vayan porque definitivamente es mucho mejor que la mayoría de los cafés que están por la zona.","Guadalajara, México",8 contribuciones,Escrita el 22 de abril de 2022,,8.0,,,,Calidad/precio,Servicio,Comida,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/b8/default-avatar-2020-26.jpg?w=100&h=-1&s=1,,Leer más,,0.0,
1779688268-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d6404685-Reviews-Matilda-Madrid.html,Un lugar para disfrutar,Merche,Nos encantó la experiencia. La comida casera y sabrosa. Los dueños te hacen sentir como en casa. Volveremos.,3 contribuciones,3 contribuciones,Escrita el 16 de abril de 2022,,3.0,,,,,,,,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/de/0a/default-avatar-2020-35.jpg?w=100&h=-1&s=1,,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",1.0,
1779688268-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d6404685-Reviews-Matilda-Madrid.html,,,,,,,,,Leer ahora,"7 días en Italia: cómo ver Venecia, Florencia y Roma en una semana","Con trenes de alta velocidad que te llevan de una ciudad a otra, una semana es todo lo que necesitas para experimentar lo mejor de las ciudades más queridas de Italia. Solo tardarás medio día en viajar entre Venecia, Florencia y Roma, y te sobrará tiempo para explorar, gracias a los tours y paquetes que te llevarán a donde tengas que estar.",,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/21/dc/29/d2/caption.jpg?w=400&h=400&s=1&cx=2201&cy=1467&chk=v1_fa2578b6254b9a786864,,,,,,
1779688268-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d6404685-Reviews-Matilda-Madrid.html,Un buen desayuno cerca de CaixaForum,NoBaEc,"Estuve hace unos días desayunando, camino del CaixaForum, y volvería sin duda. Las raciones son hermosas, el café está muy bueno y la comida es de buena calidad. Los camareros son atentos y muy amables. El sitio no es muy grande y se llena con facilidad. Recomiendo.","Madrid, España",65 contribuciones,Escrita el 5 de abril de 2022,,65.0,,,,Calidad/precio,Servicio,Comida,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/5a/9e/32/nobaec.jpg?w=100&h=-1&s=1,,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",0.0,
1779688268-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d6404685-Reviews-Matilda-Madrid.html,Muy agradable y recomendable,Teresa T,"La comida nos encantó, los camareros muy atentos y simpáticos. El lugar, aunque pequeño, súper acogedor y decorado con encanto.",1 contribución,1 contribución,Escrita el 27 de marzo de 2022,,1.0,,,,,,,,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/de/e7/default-avatar-2020-37.jpg?w=100&h=-1&s=1,,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",0.0,
1779688268-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d6404685-Reviews-Matilda-Madrid.html,Muy bueno y con encanto,lola,"Estuvimos desayunando y nos gusto mucho,el sitio es muy bonito, un lugar con encanto,el chico qué nos atendió muy simpático, atento y agradable y la comida buenísima;el croissant de Nutella ,los baguels ,las tostadas y las tartas caseras espectaculares.","Palma de Mallorca, España",29 contribuciones,Escrita el 18 de marzo de 2022,,29.0,,,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e4/59/default-avatar-2020-49.jpg?w=100&h=-1&s=1,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,0.0,
1779688268-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d6404685-Reviews-Matilda-Madrid.html,Muy recomendable,Miren B,Totalmente recomendable. Calidad-precio muy bueno. Atencion del personal excelente. Un sitio con encanto. Vomveremos.,3 contribuciones,3 contribuciones,Escrita el 13 de marzo de 2022,,3.0,,,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/21/86/7e/e0/mirenb2016.jpg?w=100&h=-1&s=1,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,0.0,
1779688268-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d6404685-Reviews-Matilda-Madrid.html,Un sitio con encanto,Nayra,"Fuimos a almorzar mi marido, mis hijos y yo a Matilda y no nos pudo gustar más, atención excelente, menús ricos ricos y un lugar muy bonito y acogedor, en todo momento fueron muy atentos con nosotros. Cuándo volvamos a Madrid volveremos seguro. Recomendable 100%. Muchas gracias.","Tenerife, España",2 contribuciones,Escrita el 17 de enero de 2022,,2.0,,,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/21/e3/ee/3d/elrinconcitodenye.jpg?w=100&h=-1&s=1,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,0.0,
1779688268-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d6404685-Reviews-Matilda-Madrid.html,,,,,,,,,Explora ahora,Descubre Hiroshima,Descubre por qué a los viajeros como tú les encanta Hiroshima,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/a4/aa/02/caption.jpg?w=400&h=400&s=1,,,,,,
1779688268-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d6404685-Reviews-Matilda-Madrid.html,Visita obligada,German S,"Un lugar con un ambiente sencillamente acogedor. No parece que estés en pleno centro de una capital. 
La atención y el trato del personal es sobresaliente.
Una cocina tradicional con toques especiales digna de mención y a un precio inmejorable.
No dudaré en volver la próxima vez que pise Madrid.","Algeciras, España",5 contribuciones,Escrita el 13 de diciembre de 2021,,5.0,,,,,,,,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/19/6e/70/1d/germans337.jpg?w=100&h=-1&s=1,,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",1.0,
1779688268-16,https://www.tripadvisor.es/Restaurant_Review-g187514-d6404685-Reviews-Matilda-Madrid.html,Un gran descubrimiento!!!,kaostac,"Fuimos a comer tres amigas y la experiencia fue francamente fantástica. Desde que entras por la puerta te das cuenta que estás en un sitio especial. La comida es casera con toques modernos  y todo buenísimo se nota que trabajan con buena materia prima y con cariño. El comedir chiquitito pero encantador ....y que decir del personal  ""Un diez"" siempre atento a todo, simpáticos y con buena conversación. Deseando repetir.","Navarra, España",6 contribuciones,Escrita el 13 de diciembre de 2021,,6.0,,,,Calidad/precio,Servicio,Comida,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/91/default-avatar-2020-62.jpg?w=100&h=-1&s=1,,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",0.0,
1779688268-17,https://www.tripadvisor.es/Restaurant_Review-g187514-d6404685-Reviews-Matilda-Madrid.html,Visita obligada para desayunos y comidas,Xavi L,"Excelente atención por parte de los dueños, comida muy buena, sobre todo desayunos. 
Si buscas local autóctono madrileño este es de visita obligada.",4 contribuciones,4 contribuciones,Escrita el 6 de diciembre de 2021,,4.0,,,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/5b/default-avatar-2020-61.jpg?w=100&h=-1&s=1,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,0.0,
1779688268-18,https://www.tripadvisor.es/Restaurant_Review-g187514-d6404685-Reviews-Matilda-Madrid.html,Comida y trato,vicente l,La comida y la atención es excelente al igual que el producto recomiendo 100% y muchas cosas mas para saberlo hay que venir,4 contribuciones,4 contribuciones,Escrita el 6 de diciembre de 2021,,4.0,,,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/de/0a/default-avatar-2020-35.jpg?w=100&h=-1&s=1,,Leer más,,0.0,
1779688283-1,https://www.tripadvisor.es/Restaurant_Review-g187514-d6404685-Reviews-Matilda-Madrid.html,Muy buen desayuno y café,ana8212,"Desayuno muy bueno en ambiente muy agradable y familiar. Tomamos café con tostadas y cruasán, todo muy bueno! Volveremos!","Bochum, Alemania",7 contribuciones,7.0,,Escrita el 21 de noviembre de 2021,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,,,,0.0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e4/59/default-avatar-2020-49.jpg?w=100&h=-1&s=1
1779688283-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d6404685-Reviews-Matilda-Madrid.html,,,,,,,,,Leer ahora,3 días perfectos en Madrid,"Hay un sinfín de razones por las que nos encanta Madrid. Esta ciudad ofrece una mezcla única de historia y modernidad, ya que en ella encontrarás palacios y monumentos escondidos entre edificios de estilo mudéjar y barroco español. Está repleta de museos, galerías de arte, boutiques y festivales de música. Y, por supuesto, no podemos dejar de lado la comida: no se nos van de la cabeza las múltiples experiencias gastronómicas en los restaurantes con estrellas Michelin ni las tapas tradicionales, como las patatas bravas y la tortilla de patatas.",,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/f7/80/ce/caption.jpg?w=400&h=400&s=1&cx=1920&cy=1079&chk=v1_5192524b3b14f2153843,,,,,,
1779688283-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d6404685-Reviews-Matilda-Madrid.html,Lugar y gente agradable,Nayu P,"Desde el primer momento nos trataron genial, veníamos desde Bilbao y no conocíamos Madrid y fue un acierto ir ahí! 
Era el cumpleaños de nuestra amiga y la dueña se acercó a felicitarla y fue súper cercana y amable.
Sin duda, si volvemos a Madrid repetimos!",1 contribución,1 contribución,1.0,,Escrita el 15 de noviembre de 2021,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,,0.0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f6/0d/default-avatar-2020-34.jpg?w=100&h=-1&s=1
1779688283-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d6404685-Reviews-Matilda-Madrid.html,Trato cercano y cordial,Luis L,"Una comida sencilla y llena de sabor, las alubias con chorizo y la lasaña vegetal de lujo, trato excelente. Soy cocinero sé de lo que hablo y no les he dicho nada. Volveremos a Madrid y repetiremos seguro",1 contribución,1 contribución,1.0,,Escrita el 1 de noviembre de 2021,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,,0.0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ef/9c/default-avatar-2020-14.jpg?w=100&h=-1&s=1
1779688283-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d6404685-Reviews-Matilda-Madrid.html,Brutal,Iris B,"Recomiendo 100%. Muy buena cpmida, sitio super agradable y trato muy familiar y cercano, pero correcto. El espacio, además, es muy bonito.",2 contribuciones,2 contribuciones,2.0,,Escrita el 17 de octubre de 2021,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,,1.0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ef/9c/default-avatar-2020-14.jpg?w=100&h=-1&s=1
