web_scraper_order,web_scraper_start_url,data,data2,data3,data5,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,data18,data19,data20,data21,image,image2,data4,image3
1776261941-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d27475089-Reviews-La_Gaditana_Retiro-Madrid.html,Impecable,Marina M,"Felix es encantador, la atencion increible y la comida igual!!!","¡Qué maravilla de reseña, Marina! Nos hace muchísima ilusión leer que tu experiencia fue impecable. Le pasaremos tus palabras a Félix de inmediato; es un auténtico encanto y le motiva muchísimo saber que su atención marcó la diferencia en tu visita.

Nos alegra que tanto el trato como la comida estuvieran a la altura. La próxima vez, no dejes de probar nuestras Tortillitas de Camarones, ¡son pura esencia de Cádiz! Te esperamos pronto para repetir esa atención increíble. ¡Un abrazo de todo el equipo!""",Escrita el 17 de marzo de 2026,Escrita el 18 de marzo de 2026,Antonio Martinez,Leer más,1 contribución,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Calidad/precio,Ambiente,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,1,0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ee/68/default-avatar-2020-9.jpg?w=100&h=-1&s=1,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/89/f9/ec/lagaditanaa.jpg?w=100&h=-1&s=1
1776261941-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d27475089-Reviews-La_Gaditana_Retiro-Madrid.html,Recomendadísimo,Helia P,"Félix es un encanto!!! Producto riquisimo, las croquetas de carabineros y gambon deliciosas, el atún espectacular… Sitio obligatorio cada vez que visitamos Madrid!!","¡Muchísimas gracias por tu recomendación, Helia! Nos hace muchísima ilusión que nos hayáis elegido como vuestro sitio de referencia en cada visita a Madrid. Le daremos un gran abrazo a Félix de vuestra parte; ¡es un auténtico encanto y le motiva un montón saber que os hizo sentir como en casa!

Nos alegra que disfrutarais tanto de las Croquetas de Carabineros y nuestro Atún Rojo; seleccionamos el producto con todo el cariño para traer un trocito de Cádiz a la capital. ¡Ya estamos contando los días para vuestra próxima visita! Un saludo de todo el equipo.",Escrita el 17 de marzo de 2026,Escrita el 18 de marzo de 2026,Antonio Martinez,Leer más,1 contribución,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,1,0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/6d/default-avatar-2020-19.jpg?w=100&h=-1&s=1,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/89/f9/ec/lagaditanaa.jpg?w=100&h=-1&s=1
1776261941-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d27475089-Reviews-La_Gaditana_Retiro-Madrid.html,Ven a probar,Raul E,"Buen sitio para comer, tapear y super bien atendidos siempre y el camarero Félix excelente muy atento de diez todo","¡Muchísimas gracias por tu recomendación! Nos encanta leer que siempre os sentís tan bien atendidos en nuestra casa; ese es precisamente nuestro objetivo, ya sea para un tapeo rápido o para una comida con calma. Le pasaremos tus palabras a Félix de inmediato, porque le va a hacer muchísima ilusión saber que su atención te pareció de diez.

¡Te esperamos pronto para seguir disfrutando de la alegría de nuestra taberna!",Escrita el 15 de marzo de 2026,Escrita el 17 de marzo de 2026,Antonio Martinez,Leer más,1 contribución,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,1,0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ef/73/default-avatar-2020-13.jpg?w=100&h=-1&s=1,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/89/f9/ec/lagaditanaa.jpg?w=100&h=-1&s=1
1776261941-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d27475089-Reviews-La_Gaditana_Retiro-Madrid.html,No lo dudes,Paloma G,Sitio 100% recomendable siempre que hemos ido. Y la verdad que Félix es tiene una atención genial!,"¡Muchísimas gracias por tu recomendación, Paloma! Nos hace muy felices saber que somos vuestro sitio de confianza y que siempre que nos visitáis salís con una sonrisa. Le daremos un fuerte abrazo a Félix de vuestra parte; su atención genial es marca de la casa y le motiva muchísimo recibir vuestro cariño.

¡Ya sabéis dónde tenéis vuestra casa para la próxima!",Escrita el 15 de marzo de 2026,Escrita el 17 de marzo de 2026,Antonio Martinez,Leer más,1 contribución,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Calidad/precio,Ambiente,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,1,0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e7/7b/default-avatar-2020-56.jpg?w=100&h=-1&s=1,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/89/f9/ec/lagaditanaa.jpg?w=100&h=-1&s=1
1776261941-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d27475089-Reviews-La_Gaditana_Retiro-Madrid.html,Gracias FELIX,Julian P,"Felix nos ha atendido muy bien y nos ha encantado el sitio, repetimos!","¡Muchísimas gracias por tu comentario, Julián! Nos alegra saber que el sitio te ha encantado, pero sobre todo que Félix te hiciera sentir tan bien atendido; ya sabes que él siempre está al detalle para que no os falte de nada. Será un placer volver a recibiros muy pronto por aquí.

¡Gracias por elegirnos y hasta la próxima!",Escrita el 15 de marzo de 2026,Escrita el 17 de marzo de 2026,Antonio Martinez,Leer más,3 contribuciones,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,3,0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/a7/default-avatar-2020-44.jpg?w=100&h=-1&s=1,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/89/f9/ec/lagaditanaa.jpg?w=100&h=-1&s=1
1776261941-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d27475089-Reviews-La_Gaditana_Retiro-Madrid.html,El mejor restaurante de Madrid,Estela U,"La Gaditana en cualquiera de sus tres espacios es éxito asegurado, con familia, con amigos, pre concierto, de aperitivo… la calidad de sus platos es excelente y su servicio inigualable. En este caso atendidos por Félix y Bladimir. Raúl y Rubén, enhorabuena por darnos estos buenos momentos, todos vuestros éxitos son más que merecidos!!","¡Muchísimas gracias por tus palabras, Estela! Nos ha hecho muchísima ilusión leerte. Para nosotros es un orgullo saber que nos eliges para esos momentos tan especiales, ya sea con familia, amigos o como parada obligatoria antes de un concierto en el Movistar Arena.

Raúl y Rubén te agradecen de corazón el cariño; mensajes como el tuyo son los que nos impulsan a seguir dando lo mejor en cada rincón de La Gaditana. Le daremos tu enhorabuena a Félix y a Bladimir, ¡se van a poner contentísimos!

¡Nos vemos muy pronto en cualquiera de nuestras casas!",Escrita el 14 de marzo de 2026,Escrita el 17 de marzo de 2026,Antonio Martinez,Leer más,1 contribución,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Calidad/precio,Ambiente,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,1,0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ee/68/default-avatar-2020-9.jpg?w=100&h=-1&s=1,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/89/f9/ec/lagaditanaa.jpg?w=100&h=-1&s=1
1776261941-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d27475089-Reviews-La_Gaditana_Retiro-Madrid.html,Perfecto,Susana A,"Un servicio y atención exquisita por parte de Félix, un profesional de 10.
Todo perfecto!","¡Muchísimas gracias por tu comentario, Susana! Nos alegra enormemente leer que tu experiencia fue perfecta. Transmitiremos tus palabras a Félix de inmediato; es un auténtico profesional y le hará mucha ilusión saber que su atención te pareció de diez. ¡Esa es la actitud que nos gusta tener siempre en La Gaditana!

¡Esperamos volver a verte muy pronto por el Retiro!",Escrita el 13 de marzo de 2026,Escrita el 17 de marzo de 2026,Antonio Martinez,Leer más,1 contribución,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Calidad/precio,Ambiente,Servicio,Comida,,,Leer más,1,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/ad/28/bf/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ea/74/default-avatar-2020-68.jpg?w=100&h=-1&s=1,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/89/f9/ec/lagaditanaa.jpg?w=100&h=-1&s=1
1776261941-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d27475089-Reviews-La_Gaditana_Retiro-Madrid.html,Gran experiencia,Saray C,Espectacular experiencia gracias Félix y a la esencia de Andalucía. Sin duda súper recomendable. La gaditana retiro es el lugar del que te vas con ganas de volver.,"Gemini ha dicho
¡Qué estreno tan potente para el bloque de Retiro! Félix se lleva una mención directa, y que digan que se van con ""ganas de volver"" es la mejor publicidad posible para la Calle Doctor Castelo.

Aquí tienes la propuesta:

Respuesta para 580sarayc (Retiro - TripAdvisor)
""¡Muchísimas gracias por tus palabras! Nos hace una ilusión enorme leer que te llevas esa esencia de Andalucía en el corazón.

Le daremos un gran abrazo de tu parte a Félix, que es un pilar fundamental de nuestra alegría aquí en Retiro. Nos encanta saber que hemos conseguido que te vayas con ganas de más; esa es precisamente nuestra meta cada vez que abrimos puertas.

¡Te esperamos pronto con los brazos abiertos!""",Escrita el 13 de marzo de 2026,Escrita el 14 de marzo de 2026,Antonio Martinez,Leer más,1 contribución,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,1,1,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/de/0a/default-avatar-2020-35.jpg?w=100&h=-1&s=1,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/89/f9/ec/lagaditanaa.jpg?w=100&h=-1&s=1
1776261941-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d27475089-Reviews-La_Gaditana_Retiro-Madrid.html,Capricho del sur,Dra M,"Nos encanta venir a cenar aquí, en esta ocasión nos atendió Félix es súper amable y servicial. Pasamos una velada muy agradable. La comida es excelente, la calidad y frescura. Amamos la tarta de la abuela. 🙂‍↔️🪴💞","¡Muchísimas gracias por vuestra visita! Nos hace muy felices saber que somos vuestro rincón para daros un 'capricho del sur' en Madrid.

Le pasaremos vuestro agradecimiento a Félix, que se pondrá encantado al saber que su amabilidad hizo vuestra velada aún más especial. Y qué decir de nuestra tarta de la abuela... ¡nos alegra que os guste tanto como a nosotros! En la Calle Doctor Castelo siempre buscamos ese punto de frescura y calidad que nos comentáis.

¡Estamos deseando volver a veros para vuestra próxima cena!",Escrita el 12 de marzo de 2026,Escrita el 14 de marzo de 2026,Antonio Martinez,Leer más,3 contribuciones,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,3,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/aa/d2/9c/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ef/9c/default-avatar-2020-14.jpg?w=100&h=-1&s=1,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/89/f9/ec/lagaditanaa.jpg?w=100&h=-1&s=1
1776261941-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d27475089-Reviews-La_Gaditana_Retiro-Madrid.html,Muy buen servicio,Nayeli R,Muy buena experiencia y trato por parte del camarero Félix,"¡Muchísimas gracias por compartir tu experiencia! Nos alegra un montón saber que disfrutaste de tu visita y, sobre todo, del trato de nuestro compañero Félix. En la Calle Doctor Castelo nos encanta que os sintáis bien atendidos desde que entráis por la puerta.

Le transmitiremos tus palabras personalmente, ¡le va a hacer mucha ilusión! Esperamos que vuelvas a vernos muy pronto para seguir disfrutando del mejor ambiente gaditano en Madrid.

¡Un saludo de todo el equipo!",Escrita el 12 de marzo de 2026,Escrita el 14 de marzo de 2026,Antonio Martinez,Leer más,1 contribución,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,1,0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e9/ef/default-avatar-2020-66.jpg?w=100&h=-1&s=1,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/89/f9/ec/lagaditanaa.jpg?w=100&h=-1&s=1
1776261941-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d27475089-Reviews-La_Gaditana_Retiro-Madrid.html,trato 5 estrellas,Lucia P,"un 10/10
el trato del personal, la calidad y el sabor de la comida …. GENIAL","¡Muchísimas gracias por ese 10/10, Lucía! Nos llena de orgullo saber que tanto el trato de nuestro equipo como el sabor de nuestros platos te hicieron disfrutar de una experiencia de 5 estrellas. En Doctor Castelo 26 siempre trabajamos para que cada bocado te transporte directamente a Cádiz.

¡Te esperamos pronto para seguir compartiendo esa alegría gaditana con nosotros! Por cierto, la próxima vez no te vayas sin probar nuestro atún rojo, ¡es pura magia para el paladar!",Escrita el 10 de marzo de 2026,Escrita el 11 de marzo de 2026,Antonio Martinez,Leer más,1 contribución,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Calidad/precio,Ambiente,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,1,0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e7/99/default-avatar-2020-57.jpg?w=100&h=-1&s=1,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/89/f9/ec/lagaditanaa.jpg?w=100&h=-1&s=1
1776261941-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d27475089-Reviews-La_Gaditana_Retiro-Madrid.html,Excelente servicio,iris stefania s,Muy buen trato de Larissa y Rocio,"¡Muchísimas gracias por tu comentario, Iris! Nos alegra enormemente saber que disfrutaste de un excelente servicio en nuestra casa de la calle Doctor Castelo. Transmitiremos tus palabras a Larissa y Rocío; les hará mucha ilusión saber que su trato marcó la diferencia en tu visita.

¡Te esperamos pronto para seguir brindando con ese duende gaditano que tanto nos gusta compartir! Si vuelves pronto, no dejes de probar nuestras ortiguillas, ¡son un auténtico bocado de mar!",Escrita el 10 de marzo de 2026,Escrita el 11 de marzo de 2026,Antonio Martinez,Leer más,2 contribuciones,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,2,0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/8f/1a/c8/iris-stefania-s.jpg?w=100&h=-1&s=1,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/89/f9/ec/lagaditanaa.jpg?w=100&h=-1&s=1
1776261941-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d27475089-Reviews-La_Gaditana_Retiro-Madrid.html,Todo excelente 10 de 10 😎👍🏼,Nelvi P,Todo excelente 👍🏼 buen ambiente y Talía y Rocio lo más 👍🏼👍🏼,"¡Ese 10 de 10 nos ha dado toda la alegría del día! Muchísimas gracias por tus palabras y por disfrutar con nosotros en la calle Doctor Castelo. Le pasaremos tu mensaje a Talía y Rocío; se van a poner contentísimas al saber que su atención fue 'lo más' para ti.

¡Te esperamos pronto para seguir compartiendo ese buen ambiente y los mejores sabores de Cádiz! La próxima vez, prueba nuestro atún rojo, ¡es el cierre perfecto para una comida de diez!",Escrita el 10 de marzo de 2026,Escrita el 11 de marzo de 2026,Antonio Martinez,Leer más,1 contribución,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,1,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/a6/29/b6/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/79/default-avatar-2020-21.jpg?w=100&h=-1&s=1,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/89/f9/ec/lagaditanaa.jpg?w=100&h=-1&s=1
1776261941-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d27475089-Reviews-La_Gaditana_Retiro-Madrid.html,Bellisimas,Елизавета Б,"El sitio con muy buena ambiente. La comida está muy rica. Tardan bastante en traer la comida pero Felix nos ha invitado una bebida, muy majo.","¡Muchísimas gracias por tu visita a la calle Doctor Castelo! Nos alegra que disfrutaras de nuestro ambiente y del sabor de nuestra tierra. Sentimos que los platos tardaran un poquito más de lo habitual, pero nos hace muy felices saber que Félix estuvo atento para cuidaros como os merecéis. ¡Ese es nuestro espíritu!

La próxima vez, si vienes con un poco de prisa, avísanos y te recomendaremos nuestros platos más rápidos para que no esperes ni un segundo. ¡Te esperamos pronto para brindar de nuevo!",Escrita el 10 de marzo de 2026,Escrita el 11 de marzo de 2026,Antonio Martinez,Leer más,1 contribución,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Calidad/precio,Ambiente,Servicio,Comida,,,Leer más,1,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/a6/16/60/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/79/default-avatar-2020-21.jpg?w=100&h=-1&s=1,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/89/f9/ec/lagaditanaa.jpg?w=100&h=-1&s=1
1776261905-1,https://www.tripadvisor.es/Restaurant_Review-g187514-d27475089-Reviews-La_Gaditana_Retiro-Madrid.html,,,,,,,,,,,,,,,,,,,,,,,,
1776261905-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d27475089-Reviews-La_Gaditana_Retiro-Madrid.html,Increíble,Jacobo L,"Absolutamente delicioso todo gran servicio atentos, amables y muy serviciales. Félix nuestro camarero fue espectacular.","Muchas gracias, Jacobo, por compartir tu experiencia con nosotros. Nos alegra muchísimo saber que todo te resultó delicioso y que disfrutaste de nuestro ambiente en Retiro. Le transmitiremos personalmente tus palabras a Félix; nos enorgullece contar con profesionales como él, dedicados a que nuestros clientes se sientan tan bien atendidos. ¡Esperamos volver a verte muy pronto por aquí!",Escrita el 12 de abril de 2026,10 contribuciones,10.0,Antonio Martinez,Escrita el 14 de abril de 2026,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,,,,,10 contribuciones,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/ee/9a/55/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e5/2b/default-avatar-2020-52.jpg?w=100&h=-1&s=1,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/89/f9/ec/lagaditanaa.jpg?w=100&h=-1&s=1
1776261905-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d27475089-Reviews-La_Gaditana_Retiro-Madrid.html,Matrícula de honor,Josep S,"Excelente menú de 55€ con 4 entrantes a compartir y de segundo carne o pescado, de postre 4 trozos de tarta distinta y bebida toda la que quieras sin límite, muy recomendable ya  que nunca te defrauda es garantía de buen comer",¡Estamos encantados de que haya disfrutado de su visita y de su experiencia gastronómica! Muchas gracias por su generosa calificación y sus amables palabras sobre nuestro servicio. ¡Agradecemos mucho su recomendación y fue un placer servirle!,Escrita el 16 de noviembre de 2025,3735 contribuciones,3735.0,Antonio Martinez,Escrita el 24 de noviembre de 2025,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,,,,,"Girona, España","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/c2/9d/6f/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/21/2e/b7/josep-s.jpg?w=100&h=-1&s=1,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/89/f9/ec/lagaditanaa.jpg?w=100&h=-1&s=1
1776261905-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d27475089-Reviews-La_Gaditana_Retiro-Madrid.html,Comodidad,Pablo D,Muy bueno y los camareros mejor aun,"¡Muchas gracias por tu visita, Pablo! Nos alegra saber que te sentiste cómodo con nosotros. En La Gaditana Retiro nos esforzamos para que el servicio sea siempre lo mejor de la experiencia, así que transmitiremos tus palabras a todo el equipo de camareros. ¡Esperamos verte pronto de nuevo!",Escrita el 12 de abril de 2026,1 contribución,1.0,Antonio Martinez,Escrita el 14 de abril de 2026,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,,,,,1 contribución,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f4/5d/default-avatar-2020-32.jpg?w=100&h=-1&s=1,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/89/f9/ec/lagaditanaa.jpg?w=100&h=-1&s=1
1776261905-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d27475089-Reviews-La_Gaditana_Retiro-Madrid.html,Come de maravilla en la gaditana,Francisco J,"Talya, Rocio y Yeni me atendio de maravilla. Recomiendo la gaditana por la cercanía en trato,  comida de maravilla y lo mejor el cariño de cada momento que comparten con loa clientes","Muchas gracias, Francisco, por este comentario tan especial. Nos hace muy felices saber que Talya, Rocío y Yeni te hicieron sentir como en casa; para nosotros, ese ""cariño"" en el trato es lo que nos define. Es un placer saber que disfrutaste tanto de la comida como de la cercanía de nuestro equipo. ¡Te esperamos pronto en La Gaditana Retiro para seguir compartiendo buenos momentos!",Escrita el 11 de abril de 2026,2 contribuciones,2.0,Antonio Martinez,Escrita el 14 de abril de 2026,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,,,,,"Madrid, España",,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e9/bb/default-avatar-2020-65.jpg?w=100&h=-1&s=1,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/89/f9/ec/lagaditanaa.jpg?w=100&h=-1&s=1
1776261905-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d27475089-Reviews-La_Gaditana_Retiro-Madrid.html,Magnifica,Marilo P,Wladimir y Félix “ únicos” una atención maravillosa y comida excelente,"Muchas gracias por tu comentario, Mariló. Nos alegra muchísimo saber que disfrutaste de una experiencia magnífica con nosotros. Es un orgullo para La Gaditana Retiro contar con profesionales como Wladimir y Félix; les transmitiremos tus palabras, ya que les hará mucha ilusión saber que su atención fue clave para que todo resultara excelente. ¡Esperamos volver a verte muy pronto!",Escrita el 11 de abril de 2026,1 contribución,1.0,Antonio Martinez,Escrita el 14 de abril de 2026,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,,,,,"Madrid, España",,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ef/9c/default-avatar-2020-14.jpg?w=100&h=-1&s=1,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/89/f9/ec/lagaditanaa.jpg?w=100&h=-1&s=1
1776261905-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d27475089-Reviews-La_Gaditana_Retiro-Madrid.html,Muy bien todo,Seaside65372049577,"Muy buena atención de Felix,
El sitio super agradable y la comida muy rica.
Como siempre lo mejor el personal.","¡Hola! Muchísimas gracias por tu visita y por dedicarnos estas palabras tan bonitas. Nos hace muchísima ilusión saber que te sentiste tan bien atendido por Félix; para nosotros, el equipo es el corazón de nuestra casa y le transmitiremos tu mensaje de inmediato para que siga con esa energía tan buena. Nos alegra que disfrutaras tanto de la comida como de nuestro ambiente en Retiro.

¡Te Esperamos!",Escrita el 10 de abril de 2026,2 contribuciones,2.0,Antonio Martinez,Escrita el 11 de abril de 2026,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Calidad/precio,Ambiente,Servicio,Comida,2 contribuciones,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/6d/default-avatar-2020-19.jpg?w=100&h=-1&s=1,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/89/f9/ec/lagaditanaa.jpg?w=100&h=-1&s=1
1776261905-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d27475089-Reviews-La_Gaditana_Retiro-Madrid.html,Recomendable,chaochao h,"Muy buena experiencia, y el Félix es muy amable.","¡Hola! Muchísimas gracias por tu visita y por recomendarnos con tanto cariño. Nos alegra enormemente saber que tuviste una muy buena experiencia con nosotros; le transmitiremos tu mensaje a Félix de inmediato, le va a hacer mucha ilusión saber que su amabilidad hizo que te sintieras como en casa. ¡Es un placer tenerte con nosotros en el Retiro!

¡Te Esperamos!",Escrita el 10 de abril de 2026,1 contribución,1.0,Antonio Martinez,Escrita el 11 de abril de 2026,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,,,,,1 contribución,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/e8/b1/83/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e3/6a/default-avatar-2020-47.jpg?w=100&h=-1&s=1,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/89/f9/ec/lagaditanaa.jpg?w=100&h=-1&s=1
