web_scraper_order,web_scraper_start_url,data,data2,data3,data5,data6,data7,position,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,data18,data19,data20,data21,image,image2,image3,image4,data4
1775661861-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d795373-Reviews-Trattoria_Pulcinella-Madrid.html,La calidad de la comida y servicio impecable,Alvaro G,"Posiblemente el mejor restaurante italiano de Madrid. Pasta increíble, raciones muy abundantes y excelente calidad precio. Imprescindible visita","Madrid, España",15 contribuciones,Escrita el 13 de noviembre de 2025,15.0,,,,Calidad/precio,Ambiente,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0.0,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/d4/55/95/alvaro-d.jpg?w=100&h=-1&s=1,
1775661861-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d795373-Reviews-Trattoria_Pulcinella-Madrid.html,Comida y atención excelente,Josema15m,"Elaboraciones exquisitas que te sumergen en la cocina italiana: pastas, pizzas, postres,.. excelente atención por las camareras, especialmente Isabell, que con una paciencia y dulzura exquisita nos atendió a una nutrida familia distraída. Volveremos !!","Madrid, España",51 contribuciones,Escrita el 9 de noviembre de 2025,51.0,,,,Calidad/precio,Ambiente,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0.0,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/f2/20/40/josema15m.jpg?w=100&h=-1&s=1,
1775661861-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d795373-Reviews-Trattoria_Pulcinella-Madrid.html,"Experiencia espectacular, todo rico y calidad excelente sin lugar a dudas repetiremos. Decoración y música sublimes. Thx",Héctor R,"Entrantes y trato de diez, salsa de tomate espectacular, y la pasta, pizza y el pollo sublimes. Muchas gracias. Nos vemos","Madrid, España",12 contribuciones,Escrita el 2 de noviembre de 2025,12.0,,,,Calidad/precio,Ambiente,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0.0,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e3/6a/default-avatar-2020-47.jpg?w=100&h=-1&s=1,
1775661861-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d795373-Reviews-Trattoria_Pulcinella-Madrid.html,Un disfrute para los cinco sentidos,ANA L,"Imposible no acertar. Cualquier plato es una delicia. Y el Tiramisú se encarga del broche de oro
Date el gusto de saborearlo de principio a fin",1 contribución,1 contribución,Escrita el 20 de octubre de 2025,1.0,,,,Calidad/precio,Ambiente,Servicio,Comida,Disfrutar y saborear de principio a fin,,Leer más,0.0,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/e3/default-avatar-2020-59.jpg?w=100&h=-1&s=1,
1775661861-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d795373-Reviews-Trattoria_Pulcinella-Madrid.html,Vale la pena !,Karla,"Ambiente lindo para cenar en familia amigos o pareja , muy buena cocina 
Super servicio personal muy amable 
Sirven rápido","Cancún, México",34 contribuciones,Escrita el 17 de octubre de 2025,34.0,,,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0.0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/6e/98/76/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/6e/98/75/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/67/b2/cc/caption.jpg?w=100&h=-1&s=1,
1775661861-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d795373-Reviews-Trattoria_Pulcinella-Madrid.html,,,,,,,,Leer ahora,"Una guía rápida de la icónica arquitectura de Barcelona, desde el gótico hasta Gaudí",Una breve guía de edificios espectaculares y desconocidos de toda la ciudad,,,,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/28/d2/a1/a2/caption.jpg?w=400&h=400&s=1&cx=1920&cy=1080&chk=v1_993097a60a1874ac7c49,,,,
1775661861-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d795373-Reviews-Trattoria_Pulcinella-Madrid.html,Deliciosa comida,Priscilla C,"La comida deliciosa! Super recomendados y el servicio excelente.
El equipo nos trató de lo mejor y volvería sin pensarlo.",2 contribuciones,2 contribuciones,Escrita el 12 de octubre de 2025,2.0,,,,Calidad/precio,Ambiente,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0.0,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ea/2e/default-avatar-2020-67.jpg?w=100&h=-1&s=1,
1775661861-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d795373-Reviews-Trattoria_Pulcinella-Madrid.html,Tarde y malo,maysan2013,"Con reserva te hacen esperar en la calle 20 minutos. 
Creo que dan mas reservas de las que pueden servir con un poco de buena atención 
El servicio correcto y evidentemente  se lleva las quejas de los clientes  que como nosotros  nos quejamos de unos platos recalentados tras media hora de espera  tras los entrantes.
Hay muchos italianos  en Madrid  mas baratos  y mejores .","Madrid, España",366 contribuciones,Escrita el 12 de octubre de 2025,366.0,,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0.0,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/e2/ec/dd/maysan2013.jpg?w=100&h=-1&s=1,
1775661861-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d795373-Reviews-Trattoria_Pulcinella-Madrid.html,Genial,Voyager62516449441,"Recomiendo el restaurante. La encargada, Claudia, muy amable y profesional. Los camareros, muy eficientes y atentos. El restaurante, acogedor y coqueto. La comida, muy buena.",1 contribución,1 contribución,Escrita el 12 de octubre de 2025,1.0,,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0.0,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/e6/default-avatar-2020-45.jpg?w=100&h=-1&s=1,
1775661861-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d795373-Reviews-Trattoria_Pulcinella-Madrid.html,Variedad y calidad en la cocina y un servicio amable y profesional al.,Francisco G,"Muy buen experiencia, repetible
Venimos de vez en cuando y siempre es una gran experiencia. Variedad y calidad en la cocina y un gran staff, gran atención en todo momento por parte de Claudia.",1 contribución,1 contribución,Escrita el 10 de octubre de 2025,1.0,,,,Calidad/precio,Ambiente,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0.0,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/ea/default-avatar-2020-63.jpg?w=100&h=-1&s=1,
1775661861-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d795373-Reviews-Trattoria_Pulcinella-Madrid.html,Muy recomendable,Gastroamateur,"Local agradable y servicio agradable y atento. 
La comida muy buena y con precios correctos. 
Después de tantos años abierto sigue estando a un nivel que no es fácil encontrar","Madrid, España",109 contribuciones,Escrita el 6 de octubre de 2025,109.0,,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0.0,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e7/99/default-avatar-2020-57.jpg?w=100&h=-1&s=1,
1775661861-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d795373-Reviews-Trattoria_Pulcinella-Madrid.html,,,,,,,,Leer ahora,Las 10 mejores escapadas de fin de semana cerca de Londres,"Hay tantas cosas que hacer en Londres que puedes dedicar fácilmente una o dos semanas a tan solo explorar la ciudad. Cuando hayas completado toda tu lista de qué ver y qué hacer en Londres, es hora de descubrir los destinos cercanos que se encuentran a un par de horas de distancia en tren o en avión.",,,,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/24/09/a5/14/caption.jpg?w=400&h=400&s=1&cx=1504&cy=1000&chk=v1_44b6442ea249ca4fdbd0,,,,
1775661861-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d795373-Reviews-Trattoria_Pulcinella-Madrid.html,Excelente comida italiana y servicio por Claudia,telas y tonos t,"Celebrando mi 70 años , la comida espectacular vine desde Colombia expresamente que mi hija me dijeron que es el mejor restaurante italiano del mundo , una noche inolvidable Claudia y Daniel nos atendió de maravilla , gracias .",2 contribuciones,2 contribuciones,Escrita el 3 de octubre de 2025,2.0,,,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0.0,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/49/2e/3e/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e7/99/default-avatar-2020-57.jpg?w=100&h=-1&s=1,
1775661861-16,https://www.tripadvisor.es/Restaurant_Review-g187514-d795373-Reviews-Trattoria_Pulcinella-Madrid.html,Una de las mejores trattoria de todo Madrid,Manu,"Siempre que queremos sentir los olores y sabores de Italia, vamos sin duda. 
Servicio y la atención es impecable y muy amable, la comida exquisita y con mucho sabor. Local muy acogedor, bien ambientado y confortable.

Una de las mejores Trattoria de todo Madrid sin duda.","Madrid, España",56 contribuciones,Escrita el 30 de septiembre de 2025,56.0,,,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0.0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/43/7a/43/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/43/7a/42/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/98/87/12/caption.jpg?w=100&h=-1&s=1,
1775661861-17,https://www.tripadvisor.es/Restaurant_Review-g187514-d795373-Reviews-Trattoria_Pulcinella-Madrid.html,Increíble comida Italiano!,Lisette V,"¡OMG! Todo era un 10 + y Claudia era muy servicial con nuestra reserva. Los vinos, pasta, risotto y pizza. Definitivamente volvería antes de volver a casa.",10 contribuciones,10 contribuciones,Escrita el 28 de septiembre de 2025,10.0,,,,,,,,,,Leer más,0.0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/3e/b0/aa/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/3e/b0/a9/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ee/10/default-avatar-2020-8.jpg?w=100&h=-1&s=1,
1775661861-18,https://www.tripadvisor.es/Restaurant_Review-g187514-d795373-Reviews-Trattoria_Pulcinella-Madrid.html,"Espolón del momento, pero se recomienda reservar. 100% vale la pena una visita",JTarling,"Fantástica comida, ambiente cálido, menú variado y en general una hermosa experiencia gastronómica. Llegó a última hora, sin reserva pero el personal cálido y Recibimiento nos ordenó rápidamente una mesa","Trowbridge, Reino Unido",14 contribuciones,Escrita el 25 de septiembre de 2025,14.0,,,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0.0,,,,,,,,
1775661810-1,https://www.tripadvisor.es/Restaurant_Review-g187514-d795373-Reviews-Trattoria_Pulcinella-Madrid.html,Deliciosa pizza y gran servicio!,Sam,"Pedimos bebidas y 2 pizzas. Margherita y Burrata. Ambos eran geniales, la Buratta era increíble! Apperrol Spritz y vino bueno también. Nuestro servidor, León era atento y la anfitriona era muy acogedora. Sí cobran por el pan que llevan a la mesa automáticamente así que si no quieres que te cobren diles que no lo quieres cuando lo traigan a la mesa.",Escrita el 29 de marzo de 2026,"Grafton, Wisconsin",mar 2026 • En familia,2.0,,,,Mostrar original,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Traducido automáticamente,Leer más,0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/cf/ac/c7/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/11/default-avatar-2020-23.jpg?w=100&h=-1&s=1,,,2 contribuciones
1775661810-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d795373-Reviews-Trattoria_Pulcinella-Madrid.html,Trattoria Pulcinella,Natalia M,"El ambiente es increíble, por la decoración con las fotografías y la luz tenue. La comida riquísima, sobre todo el risotto de trufa. Nos atendió León, muy agradable.",Escrita el 28 de marzo de 2026,1 contribución,mar 2026 • En familia,1.0,Calidad/precio,Ambiente,Servicio,,Comida,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/11/default-avatar-2020-23.jpg?w=100&h=-1&s=1,,,1 contribución
1775661810-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d795373-Reviews-Trattoria_Pulcinella-Madrid.html,Excelencia,Elizabeth Acosta,"Leon excelente camarero , muy detallista y súper simpático. Comida espectacular . Volveremos pronto",Escrita el 27 de marzo de 2026,"Sant Joan d'Alacant, España",mar 2026 • En familia,9.0,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/79/default-avatar-2020-21.jpg?w=100&h=-1&s=1,,,9 contribuciones
1775661810-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d795373-Reviews-Trattoria_Pulcinella-Madrid.html,Para mí el mejor,Maria Angeles S,Puedo d cir que es el mejor restaurante de Madrid. Ofrece comida de calidad y bien cocinada. El servicio fue profesional y rápido  .,Escrita el 15 de marzo de 2026,2 contribuciones,mar 2026 • En familia,2.0,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/de/e7/default-avatar-2020-37.jpg?w=100&h=-1&s=1,,,2 contribuciones
1775661810-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d795373-Reviews-Trattoria_Pulcinella-Madrid.html,Gran noche en Tr. ¡Pulcinella!,Mark H,"Tuvimos una cena súper italiana aquí 26 de febrero de 2026 , y fue encantador. El precio era fantástico para la ubicación, el servicio era genial, nuestra camarera (y me disculpo, no puedo recordar aquí el nombre, pero ella ha estado allí durante más de 20 años) era tan dulce, que no nos apresuró, fue super servicial para nosotros recogiendo un poco de gluten - artículos gratis para nuestra hija, la atención era de primera categoría. Todo el personal era amable y trabajaron juntos a la perfección. La comida era excelente, teníamos lasaña, mi esposa tenía un plato de espagueti (le ENCANTÓ la salsa! ) , los niños (bueno, 20 - algo así) tenían platos que les encantaron, y por supuesto teníamos algunos fantásticos vinos italianos (un Brunello y un Amarone) . Nos alojamos en el hotel Only YOU Boutique (a poca distancia a pie 1000 pies! ) , simplemente PERFECTO para nuestra última cena en Madrid.",Escrita el 28 de febrero de 2026,7 contribuciones,feb 2026 • En familia,7.0,Calidad/precio,Ambiente,Servicio,Mostrar original,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Traducido automáticamente,Leer más,0,,,,,,,,7 contribuciones
1775661810-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d795373-Reviews-Trattoria_Pulcinella-Madrid.html,Cocina y sabores que te transportan a Italia.,Vincenzo M,"Un verdadero restaurante italiano que te transporta a Italia, con un óptimo servicio.",Escrita el 27 de febrero de 2026,1 contribución,feb 2026 • Amigos,1.0,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f0/48/default-avatar-2020-15.jpg?w=100&h=-1&s=1,,,1 contribución
1775661810-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d795373-Reviews-Trattoria_Pulcinella-Madrid.html,Comida muy rica y servicio excelente!,Juana N,"Muy rico todo!! La atención espectacular, especialmente Jusmir. Muy atenta!! ❤️",Escrita el 26 de febrero de 2026,"Provincia de Buenos Aires, Argentina",feb 2026 • Amigos,1.0,Calidad/precio,Ambiente,Servicio,,Comida,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f0/48/default-avatar-2020-15.jpg?w=100&h=-1&s=1,,,1 contribución
1775661810-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d795373-Reviews-Trattoria_Pulcinella-Madrid.html,Muy buena pasta y vino,Sofia G,Muy bueno y muy bien atendidas por Jusmir,Escrita el 26 de febrero de 2026,1 contribución,feb 2026 • Amigos,1.0,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/59/default-avatar-2020-24.jpg?w=100&h=-1&s=1,,,1 contribución
1775661810-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d795373-Reviews-Trattoria_Pulcinella-Madrid.html,La comida excelente y el servicio también.,Gabriela S,La comida y el servicio excelente.,Escrita el 26 de febrero de 2026,1 contribución,feb 2026 • Amigos,1.0,Calidad/precio,Ambiente,Servicio,,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/89/fd/7e/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f4/5d/default-avatar-2020-32.jpg?w=100&h=-1&s=1,,,1 contribución
1775661810-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d795373-Reviews-Trattoria_Pulcinella-Madrid.html,Cena en Trattoria,Hadrien A,Increíble tiempo en tratorria con mis mejores amigos gracias a said y jasmir,Escrita el 25 de febrero de 2026,1 contribución,feb 2026 • Amigos,1.0,,,,Mostrar original,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Traducido automáticamente,Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/7a/default-avatar-2020-25.jpg?w=100&h=-1&s=1,,,1 contribución
1775661810-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d795373-Reviews-Trattoria_Pulcinella-Madrid.html,Comida y atención top,Sandra B,Excelente atención de Said y Jusmir,Escrita el 25 de febrero de 2026,5 contribuciones,feb 2026 • Amigos,5.0,Calidad/precio,Ambiente,Servicio,,Comida,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e4/59/default-avatar-2020-49.jpg?w=100&h=-1&s=1,,,5 contribuciones
1775661810-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d795373-Reviews-Trattoria_Pulcinella-Madrid.html,Los raviolis con pistacho ESPECT,Navigator04359141202,El lugar muy acogedor y l pasta excelente,Escrita el 25 de febrero de 2026,1 contribución,feb 2026 • Amigos,1.0,Calidad/precio,Ambiente,Servicio,,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/89/fe/7f/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/e6/default-avatar-2020-45.jpg?w=100&h=-1&s=1,,,1 contribución
1775661810-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d795373-Reviews-Trattoria_Pulcinella-Madrid.html,Bien experiencia,Relax43025984058,"Comida deliciosaaaa!
Jesús y Claudia son muy amables!",Escrita el 22 de febrero de 2026,2 contribuciones,feb 2026 • Amigos,2.0,Calidad/precio,Ambiente,Servicio,,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/84/a2/6a/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ea/74/default-avatar-2020-68.jpg?w=100&h=-1&s=1,,,2 contribuciones
1775661810-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d795373-Reviews-Trattoria_Pulcinella-Madrid.html,Pizza fue decepcionante,Christine F,"Mi marido y yo cenamos aquí el 8 / 26 / 2025. Nuestra reserva fue para las 8: 30 pm. Nuestra tradición es siempre tratar de conseguir pizza en nuestros viajes y para eso estuvimos aquí este día. Más temprano en el día comimos en nuestra excursión de un día a Segovia. Normalmente no almorzamos. Como adultos mayores no comemos tanto como solíamos comer. Queríamos una cena ligera, así que pizza era todo. 

Este era un lugar lindo con una decoración encantadora. Nuestra mesa era muy agradable. Tenemos un plato de aceitunas gratis. Las bebidas eran un Sprite para mi marido y una copa de vino tinto de la casa para mí. El vino era muy bueno. También tenemos pan. Creo que tienes que decir algo si no quieres el pan. Estaba bien, pero no era necesario para nosotros, ya que estábamos haciendo pizza. Pero si hubiéramos estado haciendo un plato de pasta el pan habría sido algo que definitivamente hubiéramos querido. Pedimos la pizza margherita que se veía muy bien cuando se llevó a nuestra mesa. Sin embargo, como tantos otros lugares en los que hemos estado en nuestros viajes, la parte media estaba flácida. Esa robusta corteza no llegaba al medio. Un poco empapado. Estaba bien, pero no muy bien. Una buena proporción de salsa y queso. De postre tenemos 2 cucharadas de helado - avellana y pistacho. Compartimos. Al final de nuestra comida nos dieron chupitos de limoncello de cortesía pero Richard -todavía con medicación- no participó. 

El servicio era muy bueno. Solo la pizza fue un poco desilusionante. Los precios eran razonables. Tarjetas de crédito aceptadas. Coste 37. 70 €",Escrita el 22 de febrero de 2026,"Colden, Estado de Nueva York",ago 2025 • Parejas,12630.0,Calidad/precio,Ambiente,Servicio,Mostrar original,Comida,,,,Traducido automáticamente,Leer más,0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/84/3f/0f/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/a4/5f/f6/chris45ny.jpg?w=100&h=-1&s=1,,,12630 contribuciones
1775661810-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d795373-Reviews-Trattoria_Pulcinella-Madrid.html,Maravillosa cena,Travelingwithboys4,Visitando Madrid - celebrando el cumpleaños de mi hijo. Maravillosa cena! La comida era deliciosa. Claudia era tan maravilloso - increíble servicio.,Escrita el 20 de febrero de 2026,2 contribuciones,feb 2026 • En familia,2.0,,,,Mostrar original,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Traducido automáticamente,Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/77/ae/default-avatar-2020-2.jpg?w=100&h=-1&s=1,,,2 contribuciones
1775661844-1,https://www.tripadvisor.es/Restaurant_Review-g187514-d795373-Reviews-Trattoria_Pulcinella-Madrid.html,El personal del restaurante,Eduardo Q,"Comida fantástica y maravillosa la gente que nos atendió. Especial mención a Claudia por su simpatía, profesionalidad y su sonrisa. Seguid igual en el 2026. Feliz año.",1 contribución,Escrita el 31 de diciembre de 2025,1 contribución,1.0,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,,,Leer más,0,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e5/2b/default-avatar-2020-52.jpg?w=100&h=-1&s=1,,,,
1775661844-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d795373-Reviews-Trattoria_Pulcinella-Madrid.html,"Un ambiente lleno de vida, un sitio bullicioso y lleno de buena energía",Miguel C,"Fuimos el dia de NAVIDAD, Este restaurante nunca decepciona. He venido varias veces y siempre salgo satisfecho. La calidad de la comida es constante. El personal es muy amable y siempre dispuesto a hacer recomendaciones,.
Un ambiente lleno de vida, un sitio bullicioso y lleno de buena energía.",2 contribuciones,Escrita el 30 de diciembre de 2025,2 contribuciones,2.0,,Calidad/precio,Ambiente,Servicio,Comida,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/de/e7/default-avatar-2020-37.jpg?w=100&h=-1&s=1,,,,
1775661844-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d795373-Reviews-Trattoria_Pulcinella-Madrid.html,En Chueca y a 10' de la Gran Vía.,natxo r,"Sorprendente tratoria un poco perdida en Chueca, estética clásica, no impacta, cosa rara en Madrid. 6 platos muy ricos, mención especial para la pasta al tartufo, muy sabrosa. Tiramisú y Panacota también ricos. Raciones razonables, no te quedas con hambre, algo imperdonable en otros sitios cuando la pasta es un producto barato. Muy recomendable.",27 contribuciones,Escrita el 29 de diciembre de 2025,"Vitoria-Gasteiz, España",27.0,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,,,Leer más,0,,,,,,,,,,,
1775661844-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d795373-Reviews-Trattoria_Pulcinella-Madrid.html,Lo que el viento se llevó,Carlos L,"Comida excelente, calidad precio inmejorables. Casi como si estuvieras en Italia! Nos atendió Jesús, servicio de 10.",1 contribución,Escrita el 28 de diciembre de 2025,1 contribución,1.0,,Calidad/precio,Ambiente,Servicio,Comida,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/11/2a/31/carlos-l.jpg?w=100&h=-1&s=1,,,,
