web_scraper_order,web_scraper_start_url,data,data2,data3,data5,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,data18,data19,data20,position,image,image2,position2,image3,image4,data21,data22,data23,data24,data25
1775728284-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d7062431-Reviews-Oven_Mozzarella_Fuencarral-Madrid.html,TODO PERFECTO COMO SIEMPRE,Daniele S,"Efrain me ha tratado muy bien y ha sido atento durante toda la comida. También sus compañeros y compañeras lo son.
Un gusto comer aqui en Oven Fuencarral con este personal.","Estimado Daniele S, Muchas gracias por tomarse el tiempo para brindarnos tan buenos comentarios. Estamos muy felices de ver que Efrain y el equipo de servicio lo cuidaron tan bien. Nos esforzamos por brindar la mejor experiencia a todos nuestros clientes y nos alegra que haya tenido una excelente velada.",1 contribución,Escrita el 27 de marzo de 2024,Escrita el 31 de marzo de 2024,Oven Fuencarral O,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,Leer más,,,1.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/ea/default-avatar-2020-63.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/24/22/01/18/oven-fuencarral-o.jpg?w=100&h=-1&s=1,1.0,,,,,,,
1775728284-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d7062431-Reviews-Oven_Mozzarella_Fuencarral-Madrid.html,Buena cena,bp983,"La comida estaba muy buena y el atendimento de Rosário estaba perfecto, muy atenta y nos ha ayudado en el postre. Gracias!","Estimada Anapaulab, muchas gracias por tu reseña. ¡Estamos muy contentos de que haya decidido visitarnos y haya disfrutado de nuestras oferta gastronómica! Esperamos verte de nuevo.",5 contribuciones,Escrita el 25 de marzo de 2024,Escrita el 31 de marzo de 2024,Oven Fuencarral O,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,Leer más,,,5.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e3/6a/default-avatar-2020-47.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/24/22/01/18/oven-fuencarral-o.jpg?w=100&h=-1&s=1,2.0,,,,,,,
1775728284-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d7062431-Reviews-Oven_Mozzarella_Fuencarral-Madrid.html,Muy bien,cristina m,"Siempre muy atentos, muy rico todo y sitio muy agradable. 
Abrigail nos atendió muy bien y nos recomendo y solucionó todas nuestras preguntas","Estimada Cristinam, Muchas gracias por su reseña. Nos esforzamos por brindar la mejor experiencia posible y estoy muy feliz de ver que Abigail cuidó muy bien de ti. Gracias por visitarnos, estamos ansiosos por tenerte de regreso.",1 contribución,Escrita el 23 de marzo de 2024,Escrita el 31 de marzo de 2024,Oven Fuencarral O,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,Leer más,,,1.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/eb/default-avatar-2020-27.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/24/22/01/18/oven-fuencarral-o.jpg?w=100&h=-1&s=1,2.0,,,,,,,
1775728284-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d7062431-Reviews-Oven_Mozzarella_Fuencarral-Madrid.html,Comida rica y buen ambiente,rafa_nomad,"Es oven en general se come súper rico, además el servicio en esta sucursal es muy bueno. Nos ha atendido Abigail y todo ha estado muy bien. El ambiente también es agradable","Buenas Noches Rafa, muchas gracias por sus amables palabras. Nos alegra que hayas tenido una gran experiencia. Esperamos tenerte de regreso. Un saludo.",14 contribuciones,Escrita el 22 de marzo de 2024,Escrita el 31 de marzo de 2024,Oven Fuencarral O,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,Leer más,,,14.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f4/d0/default-avatar-2020-33.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/24/22/01/18/oven-fuencarral-o.jpg?w=100&h=-1&s=1,2.0,,,,,,,
1775728284-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d7062431-Reviews-Oven_Mozzarella_Fuencarral-Madrid.html,Gran servicio y muy buena comida,Passenger55038786450,Muy bien decorado el local y la comida muy rica. Los camareros muy simpáticos y colaborativos - especialmente Rosario que fue muy simpática.,"Buenas noches, gracias por la excelente reseña. Me alegra mucho saber que ha disfrutado de su visita con nosotros. Nos alegro de que haya tenido una gran experiencia con la comida y el servicio. Esperamos tenerte de regreso.",1 contribución,Escrita el 21 de marzo de 2024,Escrita el 31 de marzo de 2024,Oven Fuencarral O,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Calidad/precio,Ambiente,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,Leer más,,,1.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/eb/default-avatar-2020-27.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/24/22/01/18/oven-fuencarral-o.jpg?w=100&h=-1&s=1,1.0,,,,,,,
1775728284-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d7062431-Reviews-Oven_Mozzarella_Fuencarral-Madrid.html,Un descubrimiento,Nieves G,"Primera vez que fuimos. Muy bien atendidos desde el principio. 
Muy buena relación calidad-precio
Tomamos varios platos y todo rico. Rosario, la camarera encantadora y empática y muy educada. Nos recomendó  muy bien. Volveremos sin duda.","Muchas gracias por tu comentario. Es importante para nosotros saber que has disfrutado de tu comida. Nos esforzamos día a día para ofrecer un producto bueno y de calidad. Esperamos verte de nuevo pronto, Un saludo del equipo de Oven Fuencarral.",1 contribución,Escrita el 20 de marzo de 2024,Escrita el 21 de marzo de 2024,Oven Fuencarral O,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Calidad/precio,Ambiente,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,Leer más,,,1.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/79/default-avatar-2020-21.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/24/22/01/18/oven-fuencarral-o.jpg?w=100&h=-1&s=1,1.0,,,,,,,
1775728268-1,https://www.tripadvisor.es/Restaurant_Review-g187514-d7062431-Reviews-Oven_Mozzarella_Fuencarral-Madrid.html,Me encantó!!,Teresa T,Nos encantó nuestra comida. Todo estaba fresco y delicioso. Rosário era un servidor impresionante. Amable y servicial. Espero volver aquí de nuevo!,"Good morning, first of all thank you for your rating and comment. We are very happy that your meal and its price met your needs. See you soon!",1 contribución,Escrita el 24 de junio de 2024,Escrita el 26 de junio de 2024,1 contribución,Oven Fuencarral O,Calidad/precio,Ambiente,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,Leer más,0,1.0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f0/9f/default-avatar-2020-16.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/24/22/01/18/oven-fuencarral-o.jpg?w=100&h=-1&s=1,,,,,
1775728268-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d7062431-Reviews-Oven_Mozzarella_Fuencarral-Madrid.html,Delicia de la felicidad,randy c,"Acabamos de encontrarnos con este restaurante muy íntimo y elegante. El personal era muy amable y servicial con nuestro limitado español. Pedimos 3 artículos y cada uno era fresco y delicioso! Nuestra camarera, Rosario era informativa y proporcionó un gran servicio.","Hello! We are pleasant that your experience was satisfactory, we hope see you again. Grettings from all the team.",3 contribuciones,Escrita el 24 de junio de 2024,Escrita el 26 de junio de 2024,3 contribuciones,Oven Fuencarral O,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,Leer más,0,3.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/a8/52/00/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/a8/51/ff/caption.jpg?w=300&h=300&s=1,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e6/ea/default-avatar-2020-54.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/24/22/01/18/oven-fuencarral-o.jpg?w=100&h=-1&s=1,,,,,
1775728268-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d7062431-Reviews-Oven_Mozzarella_Fuencarral-Madrid.html,COMIDA ITALIANA 🍝,katyabarba,"Lugar muy bonito en plana calle de fuencarral, las pizzas muy ricas y la pasta que pedí también aunque a mi gusto le faltaba un poco de sal o de sabor. Los meseros amables","¡Buenas noches! muchas gracias por su reseña, esperemos volverles a ver pronto. Un saludo.",752 contribuciones,Escrita el 21 de junio de 2024,Escrita el 22 de junio de 2024,"El Salvador, Chile",Oven Fuencarral O,Calidad/precio,Ambiente,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,1,752.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/9e/f2/bb/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/9e/f2/ba/caption.jpg?w=300&h=300&s=1,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f0/9f/default-avatar-2020-16.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/24/22/01/18/oven-fuencarral-o.jpg?w=100&h=-1&s=1,,,,,
1775728268-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d7062431-Reviews-Oven_Mozzarella_Fuencarral-Madrid.html,Muchísimo calor en el comedor.,Kimera00,Comida rápida e informal. La carta no varía por lo que ir a menuda sería monótono. Lo peor es la temperatura del interior. No tienen o no ponen o no regulan el aire acondicionado. Justo ayer con 35 grados en Madrid y dando el sol en todas sus ventanas el calor era tan desagradable que mantenían las ventabas abiertas (con 35 grados!!!!) para aliviarlo.,"Hola Kimera, gracias por dejarnos un comentario. Sentimos tu  malestar y queremos que esto no se quede aquí. Nos esforzamos día a día en ofrecer una estancia cómoda y un servicio de calidad, igualmente tomaremos nota de ello para solucionarlo lo más rápido posible. Nos gustaría que volvieras, un saludo.",40 contribuciones,Escrita el 6 de junio de 2024,Escrita el 12 de junio de 2024,40 contribuciones,Oven Fuencarral O,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,0,40.0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e5/66/default-avatar-2020-53.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/24/22/01/18/oven-fuencarral-o.jpg?w=100&h=-1&s=1,,,,,
1775728268-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d7062431-Reviews-Oven_Mozzarella_Fuencarral-Madrid.html,Muy buena atencion de Nataly,TripMember20210104,Muy buena atencion de Nataly!!!!!! La comida buenisima y todo genial. Repetiría sin lugar a dudas en este madavilloso lugar,¡Qué bien que hayas disfrutado con nosotros! Esperamos volverte a ver pronto en Oven Fuencarral. ¡Un saludo!,18 contribuciones,Escrita el 24 de mayo de 2024,Escrita el 26 de mayo de 2024,"Madrid, España",Oven Fuencarral O,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,1,18.0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/91/default-avatar-2020-62.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/24/22/01/18/oven-fuencarral-o.jpg?w=100&h=-1&s=1,,,,,
1775728268-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d7062431-Reviews-Oven_Mozzarella_Fuencarral-Madrid.html,Buena opción de comida italiana,Marta U,Entramos por casualidad en este restaurante italiano . Fuimos sin reserva un sábado y a pesar de tener muchos clientes tuvimos la fortuna de tener mesa. Las pizzas estupendas la pasta también y los postres para repetir . Sin duda un restaurante que nos pasaba desapercibido y merece la pena repetir,"Buenas tardes! Muchísimas gracias por su comentario y puntuación, estamos muy felices de que su estancia en Oven Fuencarral haya sido agradable, esperamos volver a recibirle en nuestro restaurante. Un saludo y un abrazo!",283 contribuciones,Escrita el 19 de mayo de 2024,Escrita el 26 de mayo de 2024,"Vitoria-Gasteiz, España",Oven Fuencarral O,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,1,283.0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e4/59/default-avatar-2020-49.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/24/22/01/18/oven-fuencarral-o.jpg?w=100&h=-1&s=1,,,,,
1775728268-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d7062431-Reviews-Oven_Mozzarella_Fuencarral-Madrid.html,Buen descubrimiento,pepa s,"Grata sorpresa. Entrantes exquisitos, y cada plato elegido una maravilla. Repetiremos seguro: única pega el lambrusco no estaba muy frío","¡Buenas tardes! Muchas gracias por tu comentario, nos alegra saber que has estado bien en Oven Fuencarral. Esperamos volver a verte pronto en nuestro restaurante.",157 contribuciones,Escrita el 19 de mayo de 2024,Escrita el 26 de mayo de 2024,157 contribuciones,Oven Fuencarral O,Calidad/precio,Ambiente,Servicio,Comida,Preguntar por temperatura del vino,,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,1,157.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/37/1b/5e/caption.jpg?w=300&h=300&s=1,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/24/22/01/18/oven-fuencarral-o.jpg?w=100&h=-1&s=1,,,,,
1775728268-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d7062431-Reviews-Oven_Mozzarella_Fuencarral-Madrid.html,Tranquilo,Marga B,"Este sitio es ideal para ir en familia.Muy  amplio y sitio acogedor .La pasta está riquísimo anlosnjiños leña encanta ,también hay carne y pescado  .
Servicio rápido .
….","Muchas gracias por su puntación y comentario, le agradecemos sus palabras. Nos hace muy felices que el servicio y la comida fuera de su agrado! Nos vemos pronto! Un saludo de parte de todo el equipo de Oven Fuencarral.",4 contribuciones,Escrita el 18 de mayo de 2024,Escrita el 26 de mayo de 2024,4 contribuciones,Oven Fuencarral O,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,1,4.0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/6d/default-avatar-2020-19.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/24/22/01/18/oven-fuencarral-o.jpg?w=100&h=-1&s=1,,,,,
1775728268-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d7062431-Reviews-Oven_Mozzarella_Fuencarral-Madrid.html,Rosario muy buena,Vacation64577221449,"Rosario era fenomenal! Gracias. Comida muy bueno, ambiente bonita, servicio bien, rosaría nos deja probar los vinos y toda era muy a gusto",Buenas tardes! Mil gracias por comentar su experiencia en Oven Fuencarral. Estamos muy contentos de que tuviera una agradable estancia con nosotros. ¡Esperamos volverle a ver pronto!,1 contribución,Escrita el 16 de mayo de 2024,Escrita el 26 de mayo de 2024,1 contribución,Oven Fuencarral O,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,1,1.0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ea/74/default-avatar-2020-68.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/24/22/01/18/oven-fuencarral-o.jpg?w=100&h=-1&s=1,,,,,
1775728268-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d7062431-Reviews-Oven_Mozzarella_Fuencarral-Madrid.html,Excelente,Leticia F,"Llegamos sin cita previa y tuvimos un servicio rápido y amigable. Disfrutamos el pan de ajo, la pasta carbonara y los tagliatelle de boloñesa. Los tres estaban deliciosos. Nuestro camarero fue amable y eficiente. ¡Recomiendo encarecidamente este lugar!","Hola! Muchísimas gracias por comentar su experiencia con nosotros. Estamos muy contentos de leer sus palabras, nos motiva a seguir trabajando día a día. ¡Un saludo y un abrazo de parte de todo el equipo!",1 contribución,Escrita el 6 de mayo de 2024,Escrita el 26 de mayo de 2024,1 contribución,Oven Fuencarral O,Calidad/precio,Ambiente,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,1,1.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/13/ca/1d/caption.jpg?w=300&h=300&s=1,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e7/3d/default-avatar-2020-55.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/24/22/01/18/oven-fuencarral-o.jpg?w=100&h=-1&s=1,,,,,
1775728268-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d7062431-Reviews-Oven_Mozzarella_Fuencarral-Madrid.html,Bueno y rico todo,Mónica G,"Bueno, bonito y muy buen trato. Todas las pizzas que pedimos estaban riquísimas y la tabla con burrata y mortadela ya veis, una pasada","Buenas tardes, muchas gracias por las palabras dedicadas, nos encanta saber que tuvo una experiencia agradable. Un saludo y un abrazo de parte de todo el equipo. ¡Esperamos volver a verle pronto!",1869 contribuciones,Escrita el 5 de mayo de 2024,Escrita el 26 de mayo de 2024,1869 contribuciones,Oven Fuencarral O,Calidad/precio,Ambiente,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,1,1869.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/10/f3/56/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/10/f3/55/caption.jpg?w=300&h=300&s=1,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/24/22/01/18/oven-fuencarral-o.jpg?w=100&h=-1&s=1,,,,,
1775728268-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d7062431-Reviews-Oven_Mozzarella_Fuencarral-Madrid.html,ENCANTADA!,Berta P,Me ha encantado como nos ha atendido Carmen!❤️ Es un lugar que recomendaria a todo el mundo sin dudaaaaaa!! Una cena exquisitaaaaa,"Hola Berta. ¡Wow! Muchísimas gracias por las palabras dedicadas, nos encanta saber que tuvo una experiencia agradable. Un saludo y un abrazo de parte de todo el equipo de Oven Fuencarral. ¡Esperamos volver a verle pronto!",2 contribuciones,Escrita el 23 de abril de 2024,Escrita el 25 de abril de 2024,2 contribuciones,Oven Fuencarral O,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,1,2.0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/79/default-avatar-2020-21.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/24/22/01/18/oven-fuencarral-o.jpg?w=100&h=-1&s=1,,,,,
1775728268-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d7062431-Reviews-Oven_Mozzarella_Fuencarral-Madrid.html,RAPIDEZ,Jorge,"Rápidos y atentos. Hemos comido pizza y pasta, todo al punto. Bueno y de precio normal. Local agradable.
Lo recomiendo.","Hola Jordi! Muchas gracias por su puntuación y gracias por recomendarnos, fue un placer tenerles como clientes. Un abrazo.",41 contribuciones,Escrita el 21 de abril de 2024,Escrita el 25 de abril de 2024,"Benidorm, España",Oven Fuencarral O,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,1,41.0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/bc/ed/66/jordi-021.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/24/22/01/18/oven-fuencarral-o.jpg?w=100&h=-1&s=1,,,,,
1775728268-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d7062431-Reviews-Oven_Mozzarella_Fuencarral-Madrid.html,Increíble comida y servicio excepcional,leire h,"La comida es increíble, probamos la ensalada de salmón y el risotto y espectacular, la pannacotta  igual. Además y de un servicio excepcional, gracias por atendernos Efrain. Volveremos seguro","Hola! Muchísimas gracias por comentar su experiencia con nosotros. Estamos muy contentos de leer sus palabras, nos motiva a seguir trabajando día a día. ¡Un saludo y un abrazo de parte de todo el equipo!",2 contribuciones,Escrita el 5 de abril de 2024,Escrita el 25 de abril de 2024,España,Oven Fuencarral O,Calidad/precio,Ambiente,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,1,2.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/cb/6f/1a/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/cb/6f/19/caption.jpg?w=300&h=300&s=1,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ed/00/default-avatar-2020-4.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/24/22/01/18/oven-fuencarral-o.jpg?w=100&h=-1&s=1,,,,,
1775728268-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d7062431-Reviews-Oven_Mozzarella_Fuencarral-Madrid.html,Increíble,Raquel M,"Comida muy rica y excelente servicio por parte del personal del restaurante, especialmente por parte de Efrain. Menú del día con muy buena calidad/precio. Repetiremos seguro",Buenos días Raquel! Muchísimas gracias por comentar su experiencia en Oven Fuencarral. Estamos muy contentos de que tuviera una agradable estancia con nosotros. ¡Esperamos volverle a ver pronto!,1 contribución,Escrita el 5 de abril de 2024,Escrita el 25 de abril de 2024,1 contribución,Oven Fuencarral O,Calidad/precio,Ambiente,Servicio,Comida,,,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,1,1.0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/24/22/01/18/oven-fuencarral-o.jpg?w=100&h=-1&s=1,,,,,
1775728130-1,https://www.tripadvisor.es/Restaurant_Review-g187514-d7062431-Reviews-Oven_Mozzarella_Fuencarral-Madrid.html,Paguen más a las camareras.,Samuel O,El mejor trato recibido en mi existencia por parte de las camareras. Inolvidable gracias a las camareras.,1 contribución,Escrita el 19 de marzo de 2026,1 contribución,,,Calidad/precio,Ambiente,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,Leer más,0,1.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/06/default-avatar-2020-18.jpg?w=100&h=-1&s=1,,,,,,,,,
1775728130-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d7062431-Reviews-Oven_Mozzarella_Fuencarral-Madrid.html,Un restaurante para repetir muchas veces.,Amelia P,"Fuí con unas amigas a comer al Oven de Fuencarral. Salimos muy contentas.
Fue una comida muy especial. Todo salió genial.
La comida, riquisima.  Todos los platos q pedimos.
El local es muy bonito. Con espacios amplios entre mesas
Y lo mejor, la atención del personal.
Tanto Jose como Daniel...
Tanto por su profesionalidad, amabilidad, consejos..

Repetiremos muchas más veces.
Muchas gracias",8 contribuciones,Escrita el 15 de marzo de 2026,8 contribuciones,,,Calidad/precio,Ambiente,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,Leer más,0,8.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ec/a2/default-avatar-2020-3.jpg?w=100&h=-1&s=1,,,,,,,,,
1775728130-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d7062431-Reviews-Oven_Mozzarella_Fuencarral-Madrid.html,La Carbonara NO LLEVA NATA,Jorge M,"La carbonara no lleva Nata .. así que esto puede ser más un Murciano que un Italiano .
Buscas comida auténtica y la primera decepción con la Carbonara . 
Los ingredientes son emulsión del huevo, el queso curado, (preferiblemente Pecorino Romano) la grasa del guanciale y el agua de cocción de la pasta. 
Nata de queso no es queso , es queso con nata o quesos crema. 
En fin .. una decepción.",14 contribuciones,Escrita el 6 de febrero de 2026,"Madrid, España",,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,,Leer más,0,14.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/24/a1/9f/99/asturmadrizzz.jpg?w=100&h=-1&s=1,,,,,,,,,
