web_scraper_order,web_scraper_start_url,data,data2,data3,data4,position,data5,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,image,data16,image2,data17,data18
1775669110-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d10509960-Reviews-Oven_Mozzarella_Pizzeria_Las_Tablas-Madrid.html,Precio alto para la cálida de la comdiad,Sofia R,"Ponemos en valor el gran trato de Jackson quien nos atendió maravillosamente. Super amable.

Los precios de este sitio se han disparado y cada vez ponen menos cantidad.",,13.0,13 contribuciones,Escrita el 10 de noviembre de 2024,13 contribuciones,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f3/23/default-avatar-2020-28.jpg?w=100&h=-1&s=1,,,,
1775669110-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d10509960-Reviews-Oven_Mozzarella_Pizzeria_Las_Tablas-Madrid.html,Perfecto,Nacho R,"Servicio y comida muy buenos. Andrea nos atendió muy bien. Burrata, pizza y pasta ricos. Paramos a comer y teniamos prisa y lo hicimos rapido",,11.0,11 contribuciones,Escrita el 10 de noviembre de 2024,"Madrid, España","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e7/99/default-avatar-2020-57.jpg?w=100&h=-1&s=1,,,,
1775669110-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d10509960-Reviews-Oven_Mozzarella_Pizzeria_Las_Tablas-Madrid.html,Buena experiencia,carolina M,Excelente servicio por parte de Andrea. Comida rica y y rápida. Precios justos y ambiente y música genial. Siempre volvemos,,2.0,2 contribuciones,Escrita el 9 de noviembre de 2024,España,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f3/23/default-avatar-2020-28.jpg?w=100&h=-1&s=1,,,,
1775669110-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d10509960-Reviews-Oven_Mozzarella_Pizzeria_Las_Tablas-Madrid.html,Muy buena comida y servicio!,Javier CC,"Muy buen servicio, Andrea y Alex nos han atendido de maravilla! La comida muy buena como siempre! Volveremos porque nos ha encantado!",,7.0,7 contribuciones,Escrita el 9 de noviembre de 2024,"Madrid, España","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/6a/43/bc/caption.jpg?w=100&h=-1&s=1,,,,
1775669110-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d10509960-Reviews-Oven_Mozzarella_Pizzeria_Las_Tablas-Madrid.html,Bueno y algo caro,Silvia F,Sitio agradable y tranquilo. Todo rico quizás algo subido de precio. El rissotto setas y jamón riquísimo. La camarera Carmen muy amable y atenta.,,3.0,3 contribuciones,Escrita el 9 de noviembre de 2024,3 contribuciones,,Leer más,0,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/e6/default-avatar-2020-45.jpg?w=100&h=-1&s=1,,,,
1775669057-1,https://www.tripadvisor.es/Restaurant_Review-g187514-d10509960-Reviews-Oven_Mozzarella_Pizzeria_Las_Tablas-Madrid.html,Agradable,Adrian D,"Estuvo bastante bien.
Muy buena atención a los clientes, la única pega el tiempo de espera. Los ayudantes muy majos todos y buen servicio a mesa",,1.0,Escrita el 5 de abril de 2026,1 contribución,Calidad/precio,Ambiente,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ee/10/default-avatar-2020-8.jpg?w=100&h=-1&s=1,,,,
1775669057-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d10509960-Reviews-Oven_Mozzarella_Pizzeria_Las_Tablas-Madrid.html,El buen trato de los camareros Fernando y Brando,Lucia C,Nos atendieron Fernando y Brando y un trabajo excelente. La comida súper buena y un sitio super bonito y acogedor. Muy recomendado. Volveremos sin dudarlo,,1.0,Escrita el 3 de abril de 2026,1 contribución,Calidad/precio,Ambiente,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f3/e4/default-avatar-2020-30.jpg?w=100&h=-1&s=1,,,,
1775669057-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d10509960-Reviews-Oven_Mozzarella_Pizzeria_Las_Tablas-Madrid.html,"Muy buena experiencia, volvería muchas más veces.",i T,"La comida muy buena, la pizza pepperonni muy rica y Brando muy buena onda y amable, nos atendió muy bien, se los recomiendo.",,1.0,Escrita el 29 de marzo de 2026,1 contribución,Calidad/precio,Ambiente,Servicio,Comida,El menú infantil muy recomendable.,,Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e5/2b/default-avatar-2020-52.jpg?w=100&h=-1&s=1,,,,
1775669057-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d10509960-Reviews-Oven_Mozzarella_Pizzeria_Las_Tablas-Madrid.html,Muy buena comida y excelente atencion,emilianovalor,"Como siempre, buena comida y excelente lugar. Nos atendió Brandon! Gran noche.",,1.0,Escrita el 29 de marzo de 2026,1 contribución,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/77/ae/default-avatar-2020-2.jpg?w=100&h=-1&s=1,,,,
1775669057-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d10509960-Reviews-Oven_Mozzarella_Pizzeria_Las_Tablas-Madrid.html,Divino!,VICKY N,Brutal la comida y el servicio de Fernando y Rosa. Volveremos!!!!,,1.0,Escrita el 26 de marzo de 2026,1 contribución,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/7c/01/default-avatar-2020-5.jpg?w=100&h=-1&s=1,,,,
1775669057-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d10509960-Reviews-Oven_Mozzarella_Pizzeria_Las_Tablas-Madrid.html,Oven Las tablas,javier h,"Muy buen servicio se Ivón y Fernando, la comida un 9 muy recomendable el pan de Ajo como entrante",,1.0,Escrita el 14 de marzo de 2026,1 contribución,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/91/default-avatar-2020-62.jpg?w=100&h=-1&s=1,,,,
1775669057-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d10509960-Reviews-Oven_Mozzarella_Pizzeria_Las_Tablas-Madrid.html,Ambiente tranquilo y postres deliciosos,JOSE RAMON C,Encantados con la atención de Ivonne,,3.0,Escrita el 8 de marzo de 2026,3 contribuciones,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/df/2b/default-avatar-2020-39.jpg?w=100&h=-1&s=1,,,,
1775669057-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d10509960-Reviews-Oven_Mozzarella_Pizzeria_Las_Tablas-Madrid.html,Comida en pareja,26Manu11,"Buena comida buen ambiente y trato muy bueno por Ivón. 
Admiten mascota y. Os dieron una mesa muy buena. Mi mascota estaba súper a gusto",,3.0,Escrita el 28 de febrero de 2026,3 contribuciones,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f6/0d/default-avatar-2020-34.jpg?w=100&h=-1&s=1,,,,
1775669057-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d10509960-Reviews-Oven_Mozzarella_Pizzeria_Las_Tablas-Madrid.html,Comida rica,Olga G,Buena comida y atención. Venimos con frecuencia. Gracias!!,,1.0,Escrita el 21 de febrero de 2026,1 contribución,Calidad/precio,Ambiente,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f4/20/default-avatar-2020-31.jpg?w=100&h=-1&s=1,,,,
1775669057-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d10509960-Reviews-Oven_Mozzarella_Pizzeria_Las_Tablas-Madrid.html,Gran opción para cenar en familia,Nicolas P,"Excelente atención de Sarah. Todo muy rico y rápido. 
El menú infantil es un exito",,1.0,Escrita el 24 de enero de 2026,1 contribución,Calidad/precio,Ambiente,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/11/default-avatar-2020-23.jpg?w=100&h=-1&s=1,,,,
1775669057-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d10509960-Reviews-Oven_Mozzarella_Pizzeria_Las_Tablas-Madrid.html,Comida,Sol S,"Leslie ha sido muy amable con su atención, la comida muy buena! Hemos ido a comer en familia y todo muy bien, lo único malo del local es que el baño estaba muy sucio.",,1.0,Escrita el 1 de noviembre de 2025,1 contribución,Calidad/precio,Ambiente,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/11/default-avatar-2020-41.jpg?w=100&h=-1&s=1,,,,
1775669057-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d10509960-Reviews-Oven_Mozzarella_Pizzeria_Las_Tablas-Madrid.html,Muy buena,Carmen F,Un sitio muy acogedor. Sarai y Carmen muy atentas y dispuestas. Totalmente recomendable. Nos invitaron a un tiramisu xq celebramos un cumpleaños.,,4.0,Escrita el 23 de septiembre de 2025,4 contribuciones,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e6/ea/default-avatar-2020-54.jpg?w=100&h=-1&s=1,,,,
1775669057-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d10509960-Reviews-Oven_Mozzarella_Pizzeria_Las_Tablas-Madrid.html,Buena atención de Sarai y Carmen,andrea a,"La comida muy buena, los postres también y la atención mejor, el espacio tranquilo, elegante y con bonita decoración. Poco tiempo de espera",,1.0,Escrita el 23 de septiembre de 2025,1 contribución,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/e3/default-avatar-2020-59.jpg?w=100&h=-1&s=1,,,,
1775669057-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d10509960-Reviews-Oven_Mozzarella_Pizzeria_Las_Tablas-Madrid.html,Muy bien!!,Andres M,"El trato por parte de Saray y Carmen fue inmejorable, siempre atentas y simpáticas. La comida resultó deliciosa, cuidada en cada detalle y con muy buena presentación. El local, además de bonito, transmite un ambiente acogedor y agradable que invita a quedarse y disfrutar aún más de la experiencia. Sin duda, un lugar recomendable para repetir.",,1.0,Escrita el 23 de septiembre de 2025,1 contribución,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f0/d5/default-avatar-2020-17.jpg?w=100&h=-1&s=1,,,,
1775669057-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d10509960-Reviews-Oven_Mozzarella_Pizzeria_Las_Tablas-Madrid.html,10 de 10,Sarah R,"Cena increíble! Es la primera vez que vamos por nuestro aniversario y sin duda, volveremos! Buen ambiente, comida riquísima y la atención de Fabiola insuperable. Además, ponen platazos! Se puede comer bien. ✨",,1.0,Escrita el 22 de agosto de 2025,1 contribución,Calidad/precio,Ambiente,Servicio,Comida,,,Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ec/a2/default-avatar-2020-3.jpg?w=100&h=-1&s=1,,,,
1775669096-1,https://www.tripadvisor.es/Restaurant_Review-g187514-d10509960-Reviews-Oven_Mozzarella_Pizzeria_Las_Tablas-Madrid.html,Preciosa cena,Lynsey V,"Comida encantadora, gran servicio de Andrea, perfecto para una cena familiar. El menú de los niños era fácil y encantador, burratta Ibérico impresionante",36 contribuciones,,Escrita el 23 de enero de 2025,36,"Londres, Reino Unido",ene 2025 • En familia,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,,0,https://dynamic-media-cdn.tripadvisor.com/media/photo-s/01/8a/ee/59/travellinglondoner81.jpg?w=100&h=-1&s=1,,
1775669096-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d10509960-Reviews-Oven_Mozzarella_Pizzeria_Las_Tablas-Madrid.html,Comida con mi rey,Jorge Luca L,"Fui con mi hijo y quedamos encantados con la comida.la atencion de Paco muy profesional,mi hijo dice que recomienda el helado de galleta lottus,esta buenisimo",1 contribución,,Escrita el 19 de enero de 2025,1,1 contribución,ene 2025 • En familia,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f4/5d/default-avatar-2020-32.jpg?w=100&h=-1&s=1,,
1775669096-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d10509960-Reviews-Oven_Mozzarella_Pizzeria_Las_Tablas-Madrid.html,Rico,raquel b,Muy bueno todo. Recomendado 100 💯 . Servicio rápido .buen ambiente y está bien ubicado quería recomendar la pizza de bbq y la ensalada top .,3 contribuciones,,Escrita el 19 de enero de 2025,3,3 contribuciones,ene 2025 • Amigos,Calidad/precio,Ambiente,Servicio,Comida,,,Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2e/98/22/97/caption.jpg?w=300&h=300&s=1,0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/e6/default-avatar-2020-45.jpg?w=100&h=-1&s=1,,
1775669096-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d10509960-Reviews-Oven_Mozzarella_Pizzeria_Las_Tablas-Madrid.html,Comida,Sonia F,"La comida fantástica, el servicio de camareras mal.
Gracias a Paco por resolver todo y su gran profesionalismo , estuvo atento en todo momento",1 contribución,,Escrita el 19 de enero de 2025,1,1 contribución,ene 2025 • Amigos,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/11/default-avatar-2020-23.jpg?w=100&h=-1&s=1,,
1775669096-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d10509960-Reviews-Oven_Mozzarella_Pizzeria_Las_Tablas-Madrid.html,Mejor italiano de las tablas,Raumart,"Fui a cenar con mi mujer mi hija y mi suegra y desde que llegamos la atención ha sido de 10 paco nos ha explicado cada plato con detalle y nos ha sugerido lo que podíamos compartir en medida de lo que le decíamos, ahora mismo no se encuentra profesionales así dentro de la hostelería! Gracias paco es por profesionales como tú que vengo desde Alcalá de henares a comer al
Oven de las tablas! Y no que decir de la comida el
Pollo picata ha sido un boom exquisito y los ingredientes súper frescos (se siente en el sabor).",8 contribuciones,,Escrita el 17 de enero de 2025,8,"Madrid, España",ene 2025 • En familia,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2e/95/09/6c/caption.jpg?w=300&h=300&s=1,0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/59/default-avatar-2020-24.jpg?w=100&h=-1&s=1,,
1775669096-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d10509960-Reviews-Oven_Mozzarella_Pizzeria_Las_Tablas-Madrid.html,Mejor italiano de las tablas,Lucíana Valenti... A,"Nos atendió paco, me comi el mejor papardelle de trufa y setas, y ni que decir del tinto de verano, la atención a sido de 10 , la verdad que por camareros como paco siempre es un gusto volver.",1 contribución,,Escrita el 17 de enero de 2025,1,1 contribución,ene 2025 • En familia,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2e/95/08/b7/caption.jpg?w=300&h=300&s=1,0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/de/5a/default-avatar-2020-36.jpg?w=100&h=-1&s=1,,
1775669096-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d10509960-Reviews-Oven_Mozzarella_Pizzeria_Las_Tablas-Madrid.html,Bien pero lento,Grach,"La persona que nos atendió, Paco, muy atento y simpático. Y la comida súper rica. Sin embargo, se notaba que estaban desbordados, mucho tiempo de espera tanto para sentarnos para comer.",1 contribución,,Escrita el 11 de enero de 2025,1,1 contribución,ene 2025 • Parejas,Calidad/precio,Ambiente,Servicio,Comida,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,,0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ef/32/default-avatar-2020-12.jpg?w=100&h=-1&s=1,,
1775669096-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d10509960-Reviews-Oven_Mozzarella_Pizzeria_Las_Tablas-Madrid.html,Cuando están saturados ni con reserva.,B M,"Hicimos una reserva y cuando llegamos el local estaba a tope, nuestra mesa no estaba y nos dijeron 10 min, esperamos y aún así nada, había mesas que estaban sin atender y más de 15 min sin tomar nota de las bebidas… se daban pedidos a domicilio a los repartidores, venían a hacer pedidos para llevar y se atendían mientras las personas con reserva sin atender.",1 contribución,,Escrita el 11 de enero de 2025,1,1 contribución,ene 2025 • En familia,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/df/99/default-avatar-2020-40.jpg?w=100&h=-1&s=1,,
1775669096-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d10509960-Reviews-Oven_Mozzarella_Pizzeria_Las_Tablas-Madrid.html,Muy bien,claudia g,"La comida fue muy bien, todo muy rápido y muy bueno, además de que Paco nos atendió muy amablemente. Fue el cumpleaños de uno de los comensales y nos regalaron un postre con una vela. Fue genial",1 contribución,,Escrita el 10 de enero de 2025,1,1 contribución,ene 2025 • Amigos,Calidad/precio,Ambiente,Servicio,Comida,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,,0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e5/2b/default-avatar-2020-52.jpg?w=100&h=-1&s=1,,
1775669096-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d10509960-Reviews-Oven_Mozzarella_Pizzeria_Las_Tablas-Madrid.html,Muy buena experiencia,aitana v,Vinimos a comer por mi cumpleaños y fue muy buena elección. Además el menú está muy bien. Paco fue muy amable y nos atendió muy bien,2 contribuciones,,Escrita el 10 de enero de 2025,2,2 contribuciones,ene 2025 • Amigos,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/df/2b/default-avatar-2020-39.jpg?w=100&h=-1&s=1,,
1775669096-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d10509960-Reviews-Oven_Mozzarella_Pizzeria_Las_Tablas-Madrid.html,Se puede repetir sin problemas,Roving31077179877,"Buen sitio y buena atencion, a nosotros nos atendio paco y bien. La comida estaba rica, nos pedimos la carbonara y la pizza burrata y jamon y contentos",1 contribución,,Escrita el 9 de enero de 2025,1,1 contribución,ene 2025 • Parejas,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,0,,,
1775669096-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d10509960-Reviews-Oven_Mozzarella_Pizzeria_Las_Tablas-Madrid.html,Cita romántica italiana,Aida M,"Nos atendió Paco y una compañera suya súper simpática, un buen sitio para una cita! ✨encima se aparca muy bien a los alrededores.",1 contribución,,Escrita el 9 de enero de 2025,1,"Miami Beach, Florida",ene 2025 • Parejas,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/11/default-avatar-2020-41.jpg?w=100&h=-1&s=1,,
1775669096-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d10509960-Reviews-Oven_Mozzarella_Pizzeria_Las_Tablas-Madrid.html,Diavola,Teresa P,"Cena muy agradable, rapidez en la atención por parte de nuestro camarero, Paco. Pizza diavola espectacular!
Repetiremos sin duda",2 contribuciones,,Escrita el 9 de enero de 2025,2,2 contribuciones,ene 2025 • En familia,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/24/default-avatar-2020-60.jpg?w=100&h=-1&s=1,,
1775669096-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d10509960-Reviews-Oven_Mozzarella_Pizzeria_Las_Tablas-Madrid.html,Excelente,Diana T,"Nos atendió Paco, muy majo y responsable!!!
La comida súper rica y los postres igual un 1000 lo recomiendo bastante, todo perfecto :)",1 contribución,,Escrita el 6 de enero de 2025,1,1 contribución,ene 2025 • En familia,Calidad/precio,Ambiente,Servicio,Comida,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,,0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e7/3d/default-avatar-2020-55.jpg?w=100&h=-1&s=1,,
1775669096-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d10509960-Reviews-Oven_Mozzarella_Pizzeria_Las_Tablas-Madrid.html,Trato ideal por Paco en Oven Las Tablas,Andrea G,Nos atendió Paco y fue un trato ideal! Todo muy rico así que repetiremos!! La pista l’originale ha sido espectacular y los canelones de ragú muy buenos.,1 contribución,,Escrita el 6 de enero de 2025,1,1 contribución,ene 2025 • En familia,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,0,,,
1775669084-1,https://www.tripadvisor.es/Restaurant_Review-g187514-d10509960-Reviews-Oven_Mozzarella_Pizzeria_Las_Tablas-Madrid.html,Veronica M,Excelente,"Un lugar tranquilo y muy buen ambiente, comida riquísima y sin apenas espera , Fabiola la camarera muy atenta en todo momento y muy profesional se aseguró en todo momento q no nos faltara de nada y estuviese todo correcto..
Una buena elección, volveremos sin duda...",,1.0,1 contribución,Escrita el 22 de agosto de 2025,,1 contribución,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/4a/default-avatar-2020-42.jpg?w=100&h=-1&s=1,,,Leer más,0.0
1775669084-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d10509960-Reviews-Oven_Mozzarella_Pizzeria_Las_Tablas-Madrid.html,MANUEL M,Italiano de calidad,"La comida y el ambiente estupendo. Buenas relación calidad precio.
Carmen nos atendió muy bien.
Las pizzas riquísimas",,7.0,7 contribuciones,Escrita el 21 de agosto de 2025,,"Madrid, España",,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f6/0d/default-avatar-2020-34.jpg?w=100&h=-1&s=1,,,Leer más,0.0
1775669084-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d10509960-Reviews-Oven_Mozzarella_Pizzeria_Las_Tablas-Madrid.html,Kevin W,Gran restaurante de pizza con un buen personal,Gran restaurante. Nos gustó tanto que fuimos allí más de una vez. La pizza era muy buena y también los otros platos. Sin duda volveremos a visitar allí en el futuro.,,6.0,6 contribuciones,Escrita el 14 de agosto de 2025,Thank you so much for your kind words and for visiting us more than once! We’re delighted to hear you enjoyed our pizza and other dishes. It will be a pleasure to welcome you back again in the future!,"Baltimore, Maryland",Escrita el 18 de agosto de 2025,Jaime Vicente,Mostrar original,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Traducido automáticamente,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/b8/default-avatar-2020-26.jpg?w=100&h=-1&s=1,Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/ea/default-avatar-2020-63.jpg?w=100&h=-1&s=1,Leer más,0.0
