web_scraper_order,web_scraper_start_url,data,data2,data3,data5,data6,position,data7,data8,data9,data10,data11,data12,data13,data14,data15,image,image2,data16,data17,data18,data19,data20,data21,image3,image4,image5,image6
1779691167-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d17835300-Reviews-WelkhomeClub-Madrid.html,Jose María S,Genial,"Sitio muy recomendable. Comida sorprendente . Todos los platos espectaculares y el personal muy amable 
Para repetir espero  que muy pronto",1 contribución,Escrita el 28 de junio de 2025,1.0,1 contribución,,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e9/bb/default-avatar-2020-65.jpg?w=100&h=-1&s=1,Leer más,0,,,,,,,,
1779691167-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d17835300-Reviews-WelkhomeClub-Madrid.html,Sandra T,"Exquisito, repetimos!","Exquisito, es la tercera o cuarta vez que venimos y siempre probamos algo nuevo que nos sorprende! Recomendamos las hamburguesas riquísimas y de entrantes sushi , el postre de brownie",1 contribución,Escrita el 28 de junio de 2025,1.0,1 contribución,"Las hamburguesas muy buenas y los entrantes sushi o la ensalada ielato, el cus cus…",Consejo:,Calidad/precio,Ambiente,Servicio,Comida,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/4f/9c/b7/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e4/2d/default-avatar-2020-48.jpg?w=100&h=-1&s=1,Leer más,0,,,,,,,,
1779691167-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d17835300-Reviews-WelkhomeClub-Madrid.html,Virginia G,"Innovador, exótico y delicioso","Sitio espectacular, con comida buenísima, muy buen trato por parte del personal y el sitio muy bien decorado.
 Volveremos",1 contribución,Escrita el 26 de junio de 2025,1.0,1 contribución,Si son frioleros traer una chaquetilla,Consejo:,Calidad/precio,Ambiente,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e5/2b/default-avatar-2020-52.jpg?w=100&h=-1&s=1,Leer más,0,,,,,,,,
1779691167-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d17835300-Reviews-WelkhomeClub-Madrid.html,Dive_G,"¡Tan sabroso, tan divertido!","Deliciosa comida! Personal muy amable! Restaurante único. Disfrutamos de todas las tapas que probamos en WelkhomeClub. El personal no hablaba mucho inglés y nuestro español es terrible, pero nos las arreglamos con Google translate y un montón de risas. Recomiendo encarecidamente este restaurante único. El vino en peso era un gran concepto también!",121 contribuciones,Escrita el 24 de junio de 2025,121.0,"Avondale, Arizona",,,Calidad/precio,Ambiente,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/91/default-avatar-2020-62.jpg?w=100&h=-1&s=1,Leer más,0,,,,,,,,
1779691167-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d17835300-Reviews-WelkhomeClub-Madrid.html,Ramiro G,Gran lugar para comer,Genial para una noche casual. La comida es muy buena y los servicios son muy agradables. Grandes luces y música. ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .,1 contribución,Escrita el 21 de junio de 2025,1.0,1 contribución,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ea/2e/default-avatar-2020-67.jpg?w=100&h=-1&s=1,Leer más,0,,,,,,,,
1779691167-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d17835300-Reviews-WelkhomeClub-Madrid.html,Alvaro F,Fantástico!!,"Lugar de referencia. Espacio formidable, comida original y rica, servicio especial. Hemos venido varias veces y, sin duda, repetiremos muchas más. Grabas a todo el maravilloso equipo!!",47 contribuciones,Escrita el 24 de mayo de 2025,47.0,"Madrid, España",,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e5/66/default-avatar-2020-53.jpg?w=100&h=-1&s=1,Leer más,0,,,,,,,,
1779691192-1,https://www.tripadvisor.es/Restaurant_Review-g187514-d17835300-Reviews-WelkhomeClub-Madrid.html,Muy sobrevalorado,Jesusito1975,"Comida repetitiva tipo fusión oriental y de poca calidad, sin sabor, no entiendo que tenga la clasificación que tiene en TA. No volveré","Madrid, España",642 contribuciones,,642.0,Escrita el 12 de mayo de 2025,,,,,,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/8a/6d/10/jesusito1975.jpg?w=100&h=-1&s=1,,
1779691192-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d17835300-Reviews-WelkhomeClub-Madrid.html,,,,,,,,,Explora ahora,Descubre Egipto,Descubre por qué a los viajeros como tú les encanta Egipto,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/13/8e/38/caption.jpg?w=400&h=400&s=1,,,,,,,,,,,
1779691192-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d17835300-Reviews-WelkhomeClub-Madrid.html,La mejor mezcla,Marisa D,"Reservamos por casualidad en este sitio y ha sido todo un descubrimiento. Cocina fusión muy bien preparada, al detalle, muy original. Recomendable.","Comunidad de Madrid, España",90 contribuciones,,90.0,Escrita el 10 de mayo de 2025,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/d4/60/07/caption.jpg?w=300&h=300&s=1,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/d4/60/08/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/a3/default-avatar-2020-38.jpg?w=100&h=-1&s=1,,
1779691192-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d17835300-Reviews-WelkhomeClub-Madrid.html,Una grata sorpresa,Carlos,Platos variados con presentaciones y sabores originales. El trato del personal estupendo. Muy recomendable. Volveremos,"Majadahonda, España",46 contribuciones,,46.0,Escrita el 4 de mayo de 2025,,,,,,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/91/6b/f1/carlosaldea.jpg?w=100&h=-1&s=1,,
1779691192-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d17835300-Reviews-WelkhomeClub-Madrid.html,Experiencia única con comida de alta calidad,stefanocaptamedia,"Fantástica experiencia con tantas opciones y sabores interesantes que son difíciles de experimentar en cualquier otro lugar. 
Muy recomendable y entra directamente en nuestra lista de mejores restaurantes de Madrid!","Alicante, España",5 contribuciones,,5.0,Escrita el 3 de mayo de 2025,,,,Mostrar original,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/c3/b8/4d/caption.jpg?w=300&h=300&s=1,,Traducido automáticamente,,,Leer más,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/c3/b8/4e/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ef/32/default-avatar-2020-12.jpg?w=100&h=-1&s=1,,
1779691192-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d17835300-Reviews-WelkhomeClub-Madrid.html,Tanto la comida como la atención es excelente. Hemos venido varias veces y volveremos sin duda,Jesus M,"Todo muy bien. La comida está muy rica, y es fácil de compartir. Y dejen sitio para el postre... Me lo agradecerán cuando lo coman. Y poder pedir varios vinos es un acierto","Madrid, España",7 contribuciones,,7.0,Escrita el 2 de mayo de 2025,,,,,Calidad/precio,Ambiente,Servicio,,,Comida,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/b8/default-avatar-2020-26.jpg?w=100&h=-1&s=1,,
1779691192-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d17835300-Reviews-WelkhomeClub-Madrid.html,¡Intenta algo nuevo!,Alejandro L,"Gran experiencia! El vino por peso era increíble ya que podíamos probar otros diferentes. La comida increíble, los chotis del mundo son una gran manera de probar los diferentes sabores","El Hatillo, Venezuela",4 contribuciones,,4.0,Escrita el 11 de abril de 2025,,,,Mostrar original,,,,,,,Traducido automáticamente,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/e0/c6/36/alejandro-l.jpg?w=100&h=-1&s=1,,
1779691192-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d17835300-Reviews-WelkhomeClub-Madrid.html,,,,,,,,,Leer ahora,"Una guía rápida de la icónica arquitectura de Barcelona, desde el gótico hasta Gaudí",Una breve guía de edificios espectaculares y desconocidos de toda la ciudad,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/28/d2/a1/a2/caption.jpg?w=400&h=400&s=1&cx=1920&cy=1080&chk=v1_993097a60a1874ac7c49,,,,,,,,,,,
1779691192-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d17835300-Reviews-WelkhomeClub-Madrid.html,Increíble experiencia y excelente comida y servicio!,Dan Z,Increíble lugar único. Gran comida y ambiente divertido. Estuvimos en Madrid tres noches y fuimos aquí dos veces! Muy recomendable!,2 contribuciones,2 contribuciones,,2.0,Escrita el 30 de marzo de 2025,,,,Mostrar original,,,,,,,Traducido automáticamente,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f4/20/default-avatar-2020-31.jpg?w=100&h=-1&s=1,,
1779691192-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d17835300-Reviews-WelkhomeClub-Madrid.html,Una bonita y saludable alternativa,villos1,"Nos ha sorprendido como lugar diferente. Experimentamos y descubrimos una atención, buen hacer y platos alternativos tanto para dieta mediterránea, como para dietas vegana. Una forma diferente y sana de saber comer saludablemente.","Villaviciosa de Odon, España",3 contribuciones,,3.0,Escrita el 30 de marzo de 2025,,,,,,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e5/2b/default-avatar-2020-52.jpg?w=100&h=-1&s=1,,
1779691192-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d17835300-Reviews-WelkhomeClub-Madrid.html,Genial,Ana N,"Todo riquísimo y el personal atento y amable, sin duda volveremos. Nos ha encantado el taco de pollita pibil, el humus también estaba muy rico",3 contribuciones,3 contribuciones,,3.0,Escrita el 29 de marzo de 2025,,,,,,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/24/default-avatar-2020-60.jpg?w=100&h=-1&s=1,,
1779691192-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d17835300-Reviews-WelkhomeClub-Madrid.html,Nos ha encantado,Carlos S,"Sorprendente . Una atención genial iris y lily. Un sitio original , la comida riquísima, el surtido de postres muy recomendable",1 contribución,1 contribución,,1.0,Escrita el 26 de marzo de 2025,,,,,,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ef/9c/default-avatar-2020-14.jpg?w=100&h=-1&s=1,,
1779691192-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d17835300-Reviews-WelkhomeClub-Madrid.html,Sabores sorprendentes,Jon A,"Sabores sorprendentes en la comida, cada plato una agradable sorpresa, Los pedidos se hacen poe el móvil,  algo disitnto que habrá gente a la que ko le guste....pero en conclusión,  muy buena experiencia","Madrid, España",5 contribuciones,,5.0,Escrita el 19 de marzo de 2025,,,,,,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e4/59/default-avatar-2020-49.jpg?w=100&h=-1&s=1,,
1779691192-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d17835300-Reviews-WelkhomeClub-Madrid.html,,,,,,,,,Explora ahora,Descubre Hiroshima,Descubre por qué a los viajeros como tú les encanta Hiroshima,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/a4/aa/02/caption.jpg?w=400&h=400&s=1,,,,,,,,,,,
1779691192-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d17835300-Reviews-WelkhomeClub-Madrid.html,Maravilloso descubrimiento,Carmen D,"Maravilloso descubrimiento. Maravilloso servicio en un ambiente perfecto para una cena tranquila y romantica. Música de fondo a un volumen adecuado.
La comida de una calidad increíble. Sabores novedosos y deliciosos. 
Muy muy recomendable",9 contribuciones,9 contribuciones,,9.0,Escrita el 16 de marzo de 2025,,,,,Calidad/precio,Ambiente,Servicio,,,Comida,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e6/ea/default-avatar-2020-54.jpg?w=100&h=-1&s=1,,
1779691192-16,https://www.tripadvisor.es/Restaurant_Review-g187514-d17835300-Reviews-WelkhomeClub-Madrid.html,Magnifico,Arancha G,"El sitio muy bonito y agradable. La atención estupenda, el servicio rápido, la comida riquísima, la única pega es que la bebida estaba caliente, tanto la cerveza como el vino aunque te traen una cubitera para enfriarlo",3 contribuciones,3 contribuciones,,3.0,Escrita el 16 de marzo de 2025,,,,,,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f3/e4/default-avatar-2020-30.jpg?w=100&h=-1&s=1,,
1779691192-17,https://www.tripadvisor.es/Restaurant_Review-g187514-d17835300-Reviews-WelkhomeClub-Madrid.html,Remanso de paz y variedad,Gema G,Experiencia genial!! Disfrutamos de una mezcla de sabores en un entorno muy tranquilo y bien decorado. Tomamos varios entrantes y un principal porque era muy difícil elegy. La atención de Laura fue genial,4 contribuciones,4 contribuciones,,4.0,Escrita el 15 de marzo de 2025,,,,,Calidad/precio,Ambiente,Servicio,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/5a/b8/d3/caption.jpg?w=300&h=300&s=1,Comida,,,,Leer más,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/5a/b8/d4/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/e3/default-avatar-2020-59.jpg?w=100&h=-1&s=1,,
1779691192-18,https://www.tripadvisor.es/Restaurant_Review-g187514-d17835300-Reviews-WelkhomeClub-Madrid.html,Genial!!,Jose P,"Genial una vez más todo: comida, el trato de Lily y Laura, maravillosas, ambiente...
 Volveremos muchas veces más!!!
Totalmente recomendable, mi restaurante favorito.",2 contribuciones,2 contribuciones,,2.0,Escrita el 7 de marzo de 2025,,,,,Calidad/precio,Ambiente,Servicio,,,Comida,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/de/e7/default-avatar-2020-37.jpg?w=100&h=-1&s=1,,
1779691210-1,https://www.tripadvisor.es/Restaurant_Review-g187514-d17835300-Reviews-WelkhomeClub-Madrid.html,Gran experiencia gastronómica!!!,Antonietta G,¡Me encantó! Fresco y delicioso! Una visita obligada si eres amante de la comida en Madrid nos encantó todo lo que pedimos! Y la camarera era tan encantadora,9 contribuciones,Escrita el 7 de marzo de 2025,,9 contribuciones,9,Calidad/precio,Ambiente,Servicio,Comida,,,Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/39/a6/db/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/39/a6/dc/caption.jpg?w=300&h=300&s=1,0,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/39/a6/d8/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/39/a6/d9/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/39/a6/da/caption.jpg?w=300&h=300&s=1,
1779691210-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d17835300-Reviews-WelkhomeClub-Madrid.html,Amazing,Sara G,El sitio muy cuco. La comida sorprendente y muy original. Hemos disfrutado mucho. El precio no está mal. Un sitio especial y para recomendar!!!,1 contribución,Escrita el 4 de marzo de 2025,,1 contribución,1,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,,,0,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ee/68/default-avatar-2020-9.jpg?w=100&h=-1&s=1
1779691210-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d17835300-Reviews-WelkhomeClub-Madrid.html,Pequeños bocados de placer,ferblanco,"Espectacular, pequeñas porciones muy variadas para poder pedir diferentes platos y además el precio es muy económico",32 contribuciones,Escrita el 4 de marzo de 2025,,"Santiago de Compostela, España",32,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,,,0,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/6f/55/82/ferblanco.jpg?w=100&h=-1&s=1
1779691210-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d17835300-Reviews-WelkhomeClub-Madrid.html,Excelente,Antonio H,"Laura, Libia y Wilma GRACIAS!!!. Una atención excelente,  nos hemos sentido como en casa, hemos ido con niños y la verdad es que nos lo hemos pasado muy bien y hemos disfrutado de la cena!. Totalmente recomendable",1 contribución,Escrita el 1 de marzo de 2025,,"Madrid, España",1,Calidad/precio,Ambiente,Servicio,Comida,Nada!. Al contrario estaba todo riquísimo!. Seguir así!,,Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/25/4a/fe/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/25/4a/ff/caption.jpg?w=300&h=300&s=1,0,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/25/4a/fb/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/25/4a/fc/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/25/4a/fd/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/59/default-avatar-2020-24.jpg?w=100&h=-1&s=1
1779691210-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d17835300-Reviews-WelkhomeClub-Madrid.html,WELKHOMEclub encantador,ACanti,Originalidad del sistema de servicio y excelentes calidad del producto y servicio. Lily y su equipo maravillosas. ¡¡Volveremos!!,4 contribuciones,Escrita el 28 de febrero de 2025,,"Málaga, España",4,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,,,0,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/de/5a/default-avatar-2020-36.jpg?w=100&h=-1&s=1
1779691210-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d17835300-Reviews-WelkhomeClub-Madrid.html,Una velada deliciosa,Eva P,"Toda la comida estaba riquísima, sobre todo los tacos, la atención de Lili y su equipo ha sido excepcional. Volveremos sin duda",1 contribución,Escrita el 28 de febrero de 2025,,1 contribución,1,Calidad/precio,Ambiente,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,,0,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/06/default-avatar-2020-18.jpg?w=100&h=-1&s=1
1779691210-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d17835300-Reviews-WelkhomeClub-Madrid.html,Magnífico,Alicia M,"Fui a cenar con mi pareja. Increíble lugar. Sabores fantásticos y un equipo magnífico con Lili y compañia.
Volveremos seguro.😍",1 contribución,Escrita el 28 de febrero de 2025,,1 contribución,1,Calidad/precio,Ambiente,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,,0,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ea/2e/default-avatar-2020-67.jpg?w=100&h=-1&s=1
1779691210-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d17835300-Reviews-WelkhomeClub-Madrid.html,la comida muy rica,alberto m,"Nos ha atendido Lili muy amable y atenta, la comida muy rica y servicio rápido. El restaurante es tranquilo para cualquier tipo de ocasión.",1 contribución,Escrita el 28 de febrero de 2025,,1 contribución,1,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,,,0,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/11/default-avatar-2020-23.jpg?w=100&h=-1&s=1
1779691210-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d17835300-Reviews-WelkhomeClub-Madrid.html,Original,Carlos M,"Cocina fusión. Los platos están ricos todos. No te vayas sin probar el postre Ibra-wnie, brownie de chocolate con helado de violetas, es espectacular.",3 contribuciones,Escrita el 23 de febrero de 2025,,"Grinon, Spain",3,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/00/56/08/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/00/56/09/caption.jpg?w=300&h=300&s=1,0,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/00/56/05/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/00/56/06/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/00/56/07/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/91/default-avatar-2020-62.jpg?w=100&h=-1&s=1
1779691210-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d17835300-Reviews-WelkhomeClub-Madrid.html,Genial,GERARDO ANDRES S,"Genial el formato y los platos innovadores y bien logrados. Su sistema de menú y forma de pedir ""on line"" nos gustó. Platos salían en un tiempo más que aceptable. 
Lily una crack.
Sin duda volveremos",1 contribución,Escrita el 22 de febrero de 2025,,1 contribución,1,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,,,0,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/de/e7/default-avatar-2020-37.jpg?w=100&h=-1&s=1
1779691210-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d17835300-Reviews-WelkhomeClub-Madrid.html,Muy recomendable,Jorge L,"Todo fantástico , la comida súper rica. Es un sitio muy original, perfecto para disfrutar de la comida con calma. Volveremos!",1 contribución,Escrita el 22 de febrero de 2025,,1 contribución,1,Calidad/precio,Ambiente,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,,0,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e3/6a/default-avatar-2020-47.jpg?w=100&h=-1&s=1
1779691210-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d17835300-Reviews-WelkhomeClub-Madrid.html,De las mejores comidas que he tenido en mucho tiempo,Sebastián C,"Todo ha sido excelente: El concepto del restaurante, la atención de Lili, la comida (con una fusión perfecta, destacando los chotis del mundo), la propuesta culinaria. 🙌🏼",8 contribuciones,Escrita el 21 de febrero de 2025,,8 contribuciones,8,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,,0,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2e/f3/69/49/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2e/f3/69/4a/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2e/f3/69/4b/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ea/b2/default-avatar-2020-69.jpg?w=100&h=-1&s=1
1779691210-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d17835300-Reviews-WelkhomeClub-Madrid.html,Buen lugar para comer algo distinto,Agustina F,"Excelente la atención de Lili! 
Comimos muy rico. Es un lugar diferente que vale la pena experimentar alguna vez.
Cómodo para pedir desde el móvil.",1 contribución,Escrita el 16 de febrero de 2025,,1 contribución,1,Calidad/precio,Ambiente,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,,0,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f3/23/default-avatar-2020-28.jpg?w=100&h=-1&s=1
