web_scraper_order,web_scraper_start_url,data,data2,data3,data5,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,data18,image,data19,image2,position,image3,image4,image5,image6,image7
1779542189-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d1822624-Reviews-Casa_Lucas-Madrid.html,"Excelente, un clásico",Romano,"Casa Lucas es un clásico , muy buenos vinos, tapas, comida y sobre todo la buena onda que se respira en el lugar, siempre vuelvo","Guernica, Argentina",6278,Escrita el 3 de septiembre de 2023,6278 contribuciones,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,Leer más,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/3c/4e/c8/caption.jpg?w=300&h=300&s=1,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/3c/4e/c3/caption.jpg?w=300&h=300&s=1,1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/3c/4e/c4/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/3c/4e/c5/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/3c/4e/c6/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/3c/4e/c7/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/14/27/70/caption.jpg?w=100&h=-1&s=1
1779542189-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d1822624-Reviews-Casa_Lucas-Madrid.html,EXCELENTE!!!!,celia5252,"Nada mas entrar al local te hacen sentir cómodo, muy profesionales y simpáticos 
Los callos mejores que comi hace mucho tiempo, deliciosos!!!
Muy recomendable","Ciudad de México, México",227,Escrita el 15 de mayo de 2023,227 contribuciones,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,,,,,1,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/25/99/ff/c0/celia5252.jpg?w=100&h=-1&s=1
1779542189-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d1822624-Reviews-Casa_Lucas-Madrid.html,El que destaca de la calle Cava Baja,TORITO1909,Un sitio que siempre está a la altura de las circunstancias . Carta variada con pinchos variados y raciones muy atractivas .Lo recomiendo .,"Madrid, España",347,Escrita el 2 de abril de 2023,347 contribuciones,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,Leer más,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/28/b5/26/ba/caption.jpg?w=300&h=300&s=1,1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/28/b5/26/bb/caption.jpg?w=300&h=300&s=1,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/f1/5b/da/torito1909.jpg?w=100&h=-1&s=1
1779542189-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d1822624-Reviews-Casa_Lucas-Madrid.html,Personal muy atento y buena relación calidad precio.,Juan Rodriguez,"Una buena atención personal. El local un poco estrecho pero agradable, sin apreturas. Comida casera sin florituras pero sabrosa y a un precio razonable.","Canet d'En Berenguer, España",3,Escrita el 17 de marzo de 2023,3 contribuciones,Calidad/precio,Comida,Servicio,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,Leer más,,,,,,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ea/b2/default-avatar-2020-69.jpg?w=100&h=-1&s=1
1779542189-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d1822624-Reviews-Casa_Lucas-Madrid.html,Nunca falla,Romano,"Excelente lugar, siempre que voy a Madrid es visita obligada, muy buenos vinos, ricos platos y excelente atención , recomendable","Guernica, Argentina",6278,Escrita el 17 de marzo de 2023,6278 contribuciones,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,Leer más,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/28/79/46/e8/caption.jpg?w=300&h=300&s=1,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/28/79/46/e3/caption.jpg?w=300&h=300&s=1,1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/28/79/46/e4/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/28/79/46/e5/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/28/79/46/e6/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/28/79/46/e7/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/14/27/70/caption.jpg?w=100&h=-1&s=1
1779542189-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d1822624-Reviews-Casa_Lucas-Madrid.html,Visita obligada,Ramón D,"Visita obligada si vais a Madrid La comida fue espectacular y el trato, profesionalidad y amabilidad del personal fue increíble. Salimos muy contentos de la experiencia, seguro que repetiremos","Barcelona, España",4,Escrita el 6 de marzo de 2023,4 contribuciones,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,,,,,1,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/28/68/08/8f/caption.jpg?w=100&h=-1&s=1
1779542189-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d1822624-Reviews-Casa_Lucas-Madrid.html,Buena opción para tapear,José María H,"Este restaurante es una opción muy que aceptable para tapear por Madrid, puedes reservar (lo recomiendo), muy amables en el trato y la comida con mucho sabor y sabe a muy casera.","Breña Alta, España",439,Escrita el 11 de diciembre de 2022,439 contribuciones,Calidad/precio,Comida,Servicio,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,,,,1,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/a3/default-avatar-2020-38.jpg?w=100&h=-1&s=1
1779542189-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d1822624-Reviews-Casa_Lucas-Madrid.html,Bien para tomar unas tapas en La Latina,miamar,"Se pueden tomar algunas tapas y raciones, aunque la carta es corta (de hecho solo tienen 3 tapas frías y 3 calientes, aunque luego hay algunas fuera de carta). El local es bastante pequeño, aunque dada la hora a la que fuimos no tuvimos problema. Se puede reservar, no obstante.

Pedimos una tapa que era un pastel de espinacas y puerros con gambas y otra que era morcilla de cebolla en revuelto con tomate confitado. Ambas estaban muy buenas. También nos pusieron de aperitivo morcilla de Jaén.

Con la bebida la cuenta fue de cerca de 20€. No es precisamente barato, pero aún así nos gustó.",Madrid,621,Escrita el 20 de noviembre de 2022,621 contribuciones,Calidad/precio,Comida,Servicio,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,,,,1,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/df/2b/default-avatar-2020-39.jpg?w=100&h=-1&s=1
1779542189-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d1822624-Reviews-Casa_Lucas-Madrid.html,Bastante bien,pardo58,"Mi crítica de este restaurante data de 2014, ahora he vuelto y sigo pensando lo mismo un buen restaurante siguen teniendo el fardo de calamares muy rico el canelón muy rico y siguen con la única pega bajo mi punto de vista y es que las copas de vino son muy pequeñas, con lo bueno que está el vino en una buena copa de vino. Servicio correcto.","Madrid, España",1250,Escrita el 25 de abril de 2022,1250 contribuciones,Calidad/precio,Comida,Servicio,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,,,,1,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/25/34/3d/pardo58.jpg?w=200&h=-1&s=1
1779542189-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d1822624-Reviews-Casa_Lucas-Madrid.html,Siempre es agradable volver,Marisa MT,"Con tema Covid hemos estado muy cautelosos, por fin hemos vuelto a uno de nuestros sitios preferidos y la experiencia ha sido muy gratificante en todo, el recibimiento, la comida, el buen vino, el servicio, un placer volver a ver a los amigos de Casa Lucas, de los sitios dónde no te cansas de ir, gracias",2 contribuciones,2,Escrita el 14 de abril de 2022,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,,,,1,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/23/03/af/b0/marisamp4835wd.jpg?w=100&h=-1&s=1
1779542189-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d1822624-Reviews-Casa_Lucas-Madrid.html,Amabilidad a raudales,apaguera,"Parece Imposible que pueda caber tanta amabilidad, calidad de producto y buena atención en un lugar tan pequeño 
Imprescindible visitarlo, aunque sólo sea para tomar un aperitivo","Málaga, España",238,Escrita el 21 de octubre de 2021,238 contribuciones,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,,,,,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/34/51/96/apaguera.jpg?w=100&h=-1&s=1
1779542189-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d1822624-Reviews-Casa_Lucas-Madrid.html,Buenas raciones y tostas,korifaios,"Buen sitio para tomarte una buena ración o una tosta, que las hacen muy ricas, buenos vinos y cervezas.
Me gustó este sitio en Cava Baja.","Toledo, España",839,Escrita el 18 de octubre de 2021,839 contribuciones,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,,,,,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-f/01/2e/70/60/avatar038.jpg?w=100&h=-1&s=1
1779542189-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d1822624-Reviews-Casa_Lucas-Madrid.html,Tapas y raciones con personalidad,Sebastián Roselló,En la bonita calle de la Cava Baja se encuentra este sitio tranquilo y agradable para degustar sus raciones y tapas con mucha personalidad y sabor. Nos han atendido muy amable y profesionalmente. Volveremos a probar el rabo de toro y otras delicias de su carta que prometen.,"Valdemoro, España",162,Escrita el 3 de octubre de 2021,162 contribuciones,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,,,,,1,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/c4/a2/0e/avatar.jpg?w=100&h=-1&s=1
1779542189-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d1822624-Reviews-Casa_Lucas-Madrid.html,Taberna de altura,georg12,"Local de tapas de nivel y originales donde disfrutarlas con un buen vino.
En una zona muy turistica es de agradecer una taberna de este nivel, buen producto y elaboracion. El personal que nos atendio muy educado y profesional.","Barcelona, España",1774,Escrita el 18 de julio de 2021,1774 contribuciones,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,Leer más,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/5b/2a/db/caption.jpg?w=300&h=300&s=1,1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/5b/2a/dc/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/5b/2a/dd/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/5b/2a/de/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/5b/2a/df/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-s/02/23/a6/fe/georg12.jpg?w=200&h=-1&s=1
1779542211-1,https://www.tripadvisor.es/Restaurant_Review-g187514-d1822624-Reviews-Casa_Lucas-Madrid.html,No se lo pierdan,Manuel P,"Merecida la fama. Plantos elaborados dentro de la sencillez. Sabroso, todo en su punto adecuado. Recomiendo el crujiente de manitas y el picho Madrid. Se ve que lea gusta agradar. El servicio, sencillamente como debe de ser, correctisimo. Enhorabuena.","Las Palmas de Gran Canaria, España",23,Escrita el 10 de julio de 2021,23 contribuciones,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,Leer más,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/be/14/6d/caption.jpg?w=100&h=-1&s=1,,,1,,,,,
1779542211-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d1822624-Reviews-Casa_Lucas-Madrid.html,Excelente,Txomin68,"Un lugar excepcional.  Perfecta atención,  gastronomía y sugerencia vinícola. No te lo pierdas en tu visita a Madrid","Errenteria, España",299,Escrita el 19 de junio de 2021,299 contribuciones,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/a3/c2/a9/txomin68.jpg?w=100&h=-1&s=1,,,1,,,,,
1779542211-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d1822624-Reviews-Casa_Lucas-Madrid.html,Un acierto seguro en la Cava Baja,Kais S,"He ido en mas de una ocasión y nunca falla, perfecto para picar algo, tomamos las gildas, como deben ser, las croquetas de  boletus, buenísimas y el cuscus con pollo al curry, que esta fantástico. El personal muy amable y atento. Dejaros aconsejar por el vino, disfrutaréis más.","Madrid, España",12,Escrita el 13 de marzo de 2021,12 contribuciones,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,Leer más,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/9b/95/d5/kais-s.jpg?w=100&h=-1&s=1,,,2,,,,,
1779542211-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d1822624-Reviews-Casa_Lucas-Madrid.html,Hace unos 20 años que voy,Flavie S,"Hace unos 20 años que voy a Casa Lucas y siempre ha sido exquisito, es un valor seguro ! la calidad de la comida, el trato, el consejo sobre el vino ... que plato prefiero ?? Siempre vamos a por las raciones, el resto desconozco ! Que sea el Tatakis de atún, el arroz cremoso, el foie gras (y soy francesa pija para ello ...) el rabo de toro, los fardos ... todo es buenísimo, he visto hace unos días que tienen un nuevo plato que son los callos y tengo ganas de probarlos ! El trato es una maravilla, la presentación perfecta y el sitio con pocas mesas con lo cual mejor reservar. Lo recomiendo al 100% !","Madrid, España",64,Escrita el 7 de enero de 2021,64 contribuciones,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,Leer más,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/e3/default-avatar-2020-59.jpg?w=100&h=-1&s=1,,,1,,,,,
1779542211-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d1822624-Reviews-Casa_Lucas-Madrid.html,Buen sitio para picar en la cava baja,Mercedes972,"Local pequeño, bien decorado. Bar de raciones y tapas bien cocinadas y ricas. Buenas las croquetas y los solomillos con cebolla. No sirven coca colas. Personal muy amable y profesional. Relación calidad precio correcta. Un buen sitio para picar algo si paseas por la zona.","Madrid, España",676,Escrita el 12 de octubre de 2020,676 contribuciones,Calidad/precio,Comida,Servicio,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,https://dynamic-media-cdn.tripadvisor.com/media/photo-f/01/2e/70/8d/avatar014.jpg?w=100&h=-1&s=1,,,1,,,,,
1779542211-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d1822624-Reviews-Casa_Lucas-Madrid.html,Lugar muy agradable,Ignacio A. M.,"Lugar muy agradable, hay pocas mesas asi que mejor reservad. Comida muy buena. El precio del vino un poco elevado. Probar de todo que esta muy rico.","Donostia-San Sebastián, España",4291,Escrita el 27 de marzo de 2020,4291 contribuciones,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/4c/26/ca/caption.jpg?w=100&h=-1&s=1,,,0,,,,,
1779542211-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d1822624-Reviews-Casa_Lucas-Madrid.html,De lo mejor de la zona,Carmen,"Tapas muy, muy ricas y con un punto de originalidad. El dueño y los que atienden encantadores. Volveré.","Madrid, España",27,Escrita el 17 de febrero de 2020,27 contribuciones,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e9/bb/default-avatar-2020-65.jpg?w=100&h=-1&s=1,,,0,,,,,
1779542211-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d1822624-Reviews-Casa_Lucas-Madrid.html,Decepcionante,Mamdouh E,La verdad me deje guiar por la puntuación de TripAdvisor y creo que está muy lejos de la puntuación que tiene. Pedimos un tataki de atún y una especie de revuelto de verduras. Muy flojos ambos. Presentación mediocre. Cubiertos deficientes. Nada de mantel. Servilletas de papel. Copa de vino de risa y variedad escasa. Un restaurante de menú del día cuida mejor ciertos detalles,"Madrid, España",23,Escrita el 31 de enero de 2020,23 contribuciones,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,Leer más,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ef/9c/default-avatar-2020-14.jpg?w=100&h=-1&s=1,,,0,,,,,
1779542211-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d1822624-Reviews-Casa_Lucas-Madrid.html,Ganas de más,Roberto Prada,"Es un local diminuto y aprovechado al máximo, hay que apretarse. Picamos en la barra. Unos vinos blancos y unas cariñeras (solomillo con cebolla). Muy ricas. Los calamares tenían buena pinta. Llegamos casi a la hora de cierre y no pudimos deleitarnos. Producto bueno que se paga. El servicio, amable. Les vimos cuadrar la caja en directo. Sitio para volver.","Elche, España",52,Escrita el 30 de diciembre de 2019,52 contribuciones,Calidad/precio,Comida,Servicio,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/73/0a/83/pradaroberto.jpg?w=100&h=-1&s=1,,,1,,,,,
1779542211-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d1822624-Reviews-Casa_Lucas-Madrid.html,"Buen producto, lugar muy pequeñito",Leiritxu,"Tiene muy pocas mesas, situado al lado de casa lucio. Nos atendio una camarera muy simpatica. Pedimos croquetas mixtas, ensalada de tomate, queso de cabra y albahaca (creo), y un arroz cremoso. Estaba todo muy bueno! Eso con dos cañas creo que fueron unos 50 euros. Lo malo que al ser tan pequeño, estas muy embutido en la mesa y es incomodo porque pasan a tu lado y te rozan inevitablemente.","Barakaldo, España",276,Escrita el 29 de diciembre de 2019,276 contribuciones,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ec/a2/default-avatar-2020-3.jpg?w=100&h=-1&s=1,,,2,,,,,
1779542211-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d1822624-Reviews-Casa_Lucas-Madrid.html,Justito,todosnombreocupados,"La comida es de calidad. También es cierto que la pagas. Estábamos como sardinas en bota, aunque también es cierto que nos avisaron al hacer la reserva. No hay refrescos ni postres ni café. El cambio no era correcto (faltaban 20 €) y tuvimos que esperar a que cerraran caja para cuadrar y confirmar el error. INACEPTABLE.","Valencia, España",4,Escrita el 27 de diciembre de 2019,4 contribuciones,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/7c/01/default-avatar-2020-5.jpg?w=100&h=-1&s=1,,,0,,,,,
1779542211-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d1822624-Reviews-Casa_Lucas-Madrid.html,Buena opción en plena Cava Baja,Karamjian,"Buen producto, alejándose de los típicos lugares para turistas.
Buen producto.
Por decir algo a mejorar, excesivo el cargo del pan y la carta de vinos algo elevada en precios.
25-30€ pax.",117 contribuciones,117,Escrita el 15 de diciembre de 2019,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,Leer más,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/92/46/1f/karamjian.jpg?w=100&h=-1&s=1,,,0,,,,,
1779542211-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d1822624-Reviews-Casa_Lucas-Madrid.html,Aconsejado,Alfredo C,"Hermoso lugar, personal amable y funcional, recomendado para aquellos que quieran probar platos y vinos típicos locales.","Scalea, Italia",3,Escrita el 30 de noviembre de 2019,3 contribuciones,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,Leer más,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e6/ea/default-avatar-2020-54.jpg?w=100&h=-1&s=1,,,0,,,,,
1779542211-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d1822624-Reviews-Casa_Lucas-Madrid.html,Excelentes raciones y buenos vinos,delmar46,"Para mí lo mejor de la Cava Baja. Los calamares con Mousse de tinta espectaculares, lo mismo que los saquitos de rabo de toro y el resto de raciones que aúnan productos  de primera calidad y buena cocina, acompañada de buenos vinos.","Madrid, Madrid, Spain",56,Escrita el 9 de noviembre de 2019,56 contribuciones,Calidad/precio,Comida,Servicio,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e9/bb/default-avatar-2020-65.jpg?w=100&h=-1&s=1,,,0,,,,,
