web_scraper_order,web_scraper_start_url,data,data2,data3,data5,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,data18,data19,data20,image,image2,image3,image4,position
1775668605-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d14976329-Reviews-Malafemmena-Madrid.html,"De los pocos restaurantes de Madrid donde tu mascota es bienvenida, la cocina estupenda y el personal super amable.",Mercedes G,"El sitio es precioso, el ambiente muy agradable, los platos muy ricos, el personal super amable y puedes ir acompañado de tu mascota. 😍😍",1 contribución,Escrita el 6 de julio de 2024,"¡Hola R4107QGmercedesg! 
Solo podemos decir... Grazie da parte di tutto il team! Nos enorgullece saber que tu experiencia fue increíble y que nuestras auténticas recetas italianas te encantaron. ¡Regresa muy prontito al que ya es tu restaurante de confianza! 💘",Escrita el 8 de julio de 2024,R.A,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,Leer más,Leer más,0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e9/bb/default-avatar-2020-65.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e3/1f/default-avatar-2020-46.jpg?w=100&h=-1&s=1,,1.0
1775668605-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d14976329-Reviews-Malafemmena-Madrid.html,Buena opción sin gluten,javialap,"Muy buen servicio y buenas cantidades, con un entrante para compartir y un plato te quedas muy saciado. De sabor increíble. Con pastas y más opciones sin gluten.
Gracias a Sara por su buena y rápida atención. Volveremos.",6 contribuciones,Escrita el 5 de julio de 2024,"¡Gracias por tu reseña! Nos alegra saber que disfrutaste de nuestra oferta sin gluten y que te quedaste satisfecho con nuestras porciones generosas. Nos esforzamos por ofrecer un servicio excelente, y Sara se alegra mucho por tu reconocimiento. Esperamos verte de nuevo pronto en nuestro restaurante.",Escrita el 8 de julio de 2024,R.A,Calidad/precio,Ambiente,Servicio,Comida,,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,Leer más,0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/de/0a/default-avatar-2020-35.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e3/1f/default-avatar-2020-46.jpg?w=100&h=-1&s=1,,6.0
1775668605-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d14976329-Reviews-Malafemmena-Madrid.html,Majustuoso,Gabriel S,Maravilloso.  Una atención de 10. Kate y Cristian han hecho de nuestra estancia una maravilla desde el primer moemnto que llegamos a recepción. Era el cumpleaños de mi chico y he tenido peticiones especiales para la que ellos han dado lo mejor de sí en pro de cumplirlas. La comida muy buena y un ambiente super acogedor.,2 contribuciones,Escrita el 3 de julio de 2024,"¡Gracias por tus palabras! Nos alegra saber que tu experiencia en Malafemmena fue maravillosa. Kate y Cristian se esforzaron para hacer especial el cumpleaños de tu chico, y nos alegra que disfrutaras de nuestra comida y ambiente acogedor. Esperamos verte pronto de nuevo en Malafemmena.",Escrita el 8 de julio de 2024,R.A,,,,,,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/bb/c4/3f/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e6/ea/default-avatar-2020-54.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e3/1f/default-avatar-2020-46.jpg?w=100&h=-1&s=1,,2.0
1775668605-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d14976329-Reviews-Malafemmena-Madrid.html,"Sara nos atendio super bien y fue super atenta y amable, nos aconsejo super bien :) repetiremos seguro",Pedro G,"Aconsejable para comidas/cenas la comida super rica. Volveria a repetir sin duda, trato muy bueno y atento. Sara muy amable.",3 contribuciones,Escrita el 19 de junio de 2024,"Sono contenta che ti sia piaciuta la mia cucina, cerco sempre di dare il massimo! Perdona, la italiana que llevo dentro necesita salir de vez en cuando. ¡Muchas gracias por tu excelente reseña! Sería un placer para todo el equipo recibirte de nuevo.",Escrita el 2 de julio de 2024,R.A,,,,,,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/9b/c9/84/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ee/10/default-avatar-2020-8.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e3/1f/default-avatar-2020-46.jpg?w=100&h=-1&s=1,,3.0
1775668605-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d14976329-Reviews-Malafemmena-Madrid.html,Increíble,milagros g,Increíble todo la atención y la comida me encantó vine dos veces y cada vez que vengo a Madrid vuelvo. Súper recomendado!!,2 contribuciones,Escrita el 22 de mayo de 2024,"Grazie mille, sei troppo gentile! Es un placer para mi y para todo mi equipo recibir a clientes tan amables como tú. ¡Me alegra saber que nuestro trabajo ha sido de tu agrado! Malafemmena te espera ✨",Escrita el 23 de mayo de 2024,R.A,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,Leer más,Leer más,0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ea/b2/default-avatar-2020-69.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e3/1f/default-avatar-2020-46.jpg?w=100&h=-1&s=1,,2.0
1775668605-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d14976329-Reviews-Malafemmena-Madrid.html,Comida de amigas,marisol c,"Ya conocia de otras veces el restaurante  y hoy hemos venido un grupo de 10 amigas y todo estupendo, como siempre.
La atención estupenda, también como siempre. Y la comida excelente. A las que no lo conocían les ha encantado.  Volveremos",1 contribución,Escrita el 18 de mayo de 2024,¡Hola marisolcI6519IL! ¡Es un honor para nosotros recibir una reseña como la tuya!. Sono felice di ricevere i tuoi complimenti! Le haré llegar a todo mi equipo tu valoración. ¡Ojalá siga siendo tu elección hoy y siempre!,Escrita el 23 de mayo de 2024,R.A,Calidad/precio,Ambiente,Servicio,Comida,,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,Leer más,0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/91/default-avatar-2020-62.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e3/1f/default-avatar-2020-46.jpg?w=100&h=-1&s=1,,1.0
1775668605-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d14976329-Reviews-Malafemmena-Madrid.html,Recomendado!,KarlaDiazD,"Todo excelente !! 

La atención y la comida de 10
Tanto el delizia mari como el risotto di mare, la burrata y el calzone  deliciosa!",23 contribuciones,Escrita el 17 de mayo de 2024,"Sono contenta che ti sia piaciuta la mia cucina, cerco sempre di dare il massimo! Perdona, la italiana que llevo dentro necesita salir de vez en cuando. ¡Muchas gracias por tu excelente reseña! Sería un placer para todo el equipo recibirte de nuevo.",Escrita el 23 de mayo de 2024,R.A,Calidad/precio,Ambiente,Servicio,Comida,,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,Leer más,0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ea/74/default-avatar-2020-68.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e3/1f/default-avatar-2020-46.jpg?w=100&h=-1&s=1,,23.0
1775668591-1,https://www.tripadvisor.es/Restaurant_Review-g187514-d14976329-Reviews-Malafemmena-Madrid.html,Experiencia de 10,Ignacio F,"Restaurante muy agradable, decorado con mucho gusto donde la comida es espectacular y el servicio aú mejor; súper amable y atento en todo momento. Sin duda es uno de los mejores italianos de Madrid.",3 contribuciones,Escrita el 10 de marzo de 2025,,,3 contribuciones,,Calidad/precio,Ambiente,Servicio,Comida,"Restaurante muy agradable, decorado con mucho gusto donde la comida es espectacular y el servicio aú mejor; súper amable y atento en todo mo",,,,Leer más,0.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e9/60/default-avatar-2020-64.jpg?w=100&h=-1&s=1,,,3.0
1775668591-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d14976329-Reviews-Malafemmena-Madrid.html,"Sitio bonito, lentos en el servicio. Comida muy buena",Patricia  S,Decoración preciosa comida muy rica. Pero muy lentos en el servicio y poco claros con la carta porque pedimos pizzas nos dijeron que no podían hacerlas que iban a tardar en torno a una hora.,3 contribuciones,Escrita el 23 de febrero de 2025,,,3 contribuciones,,Calidad/precio,Ambiente,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,0.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e3/1f/default-avatar-2020-46.jpg?w=100&h=-1&s=1,,,3.0
1775668591-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d14976329-Reviews-Malafemmena-Madrid.html,Cocina italiana de calidad,Andorra Traveller,Como siempre nos han tratado perfecto. Comida italiana de calidad en un ambiente agradable y relajado. Antipasti exquisitos. Pan buenísimo. Quizás la pasta al tartufo demasiada cocida,539 contribuciones,Escrita el 31 de enero de 2025,,,"Escaldes-Engordany, Andorra",,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2e/b7/d7/dc/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/d9/3a/ea/joanbabot.jpg?w=100&h=-1&s=1,,,539.0
1775668591-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d14976329-Reviews-Malafemmena-Madrid.html,Totalmente recomendable,Juan Manuel p,"La comida el fenimenal, el servicio fantástico, especialmente señalar a Aleny, muy simpático y con atención exquísita",1 contribución,Escrita el 26 de enero de 2025,,,1 contribución,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,Leer más,0.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f3/e4/default-avatar-2020-30.jpg?w=100&h=-1&s=1,,,1.0
1775668591-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d14976329-Reviews-Malafemmena-Madrid.html,Experiencia en Malafemmena,Barbara B,"Me encantó el sitio: ambiente, salón climatizado, 
 menú,  servicio!!!
Agradezco la amabilidad de Kate,  Angelo,  Valery",1 contribución,Escrita el 23 de enero de 2025,,,1 contribución,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,Leer más,0.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f3/e4/default-avatar-2020-30.jpg?w=100&h=-1&s=1,,,1.0
1775668591-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d14976329-Reviews-Malafemmena-Madrid.html,Mal,Martina Paden,"Brunch que deja mucho que desear ! Una cosa en la web y otra en carta allí ; los cafés te los traen con la leche servida e insistimos mil veces en las intolerancias y nos aseguraban que sabían cuál era cuál ..( casi imposible saberlo una vez en la bandeja) y nos pusimos malas la cumpleañera y yo por el tema lactosa ! No es como lo pintan y te ponen mil pegas para en vez de unos huevos revueltos pedir escalfado ( en la web da esa opción) la atención ni fu ni fa más bien mala 
No volveremos",104 contribuciones,Escrita el 18 de enero de 2025,,,104 contribuciones,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,Leer más,0.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/df/99/default-avatar-2020-40.jpg?w=100&h=-1&s=1,,,104.0
1775668591-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d14976329-Reviews-Malafemmena-Madrid.html,ITALIA EN EL BARRIO,Pablo C,"Un placer haber sido atendidos por Nancy. Todo un encanto. Y la cena buenísima, como siempre. Deseando volver. Todo un lujo vivir cerquita.",2 contribuciones,Escrita el 12 de diciembre de 2024,¡Muchas gracias por tu reseña! Nos alegra saber que tu experiencia con nosotros fue tan positiva. Nancy estará encantada de saber que su atención fue de tu agrado. ¡Esperamos verte de nuevo muy pronto para seguir compartiendo la mejor comida italiana!,Escrita el 2 de enero de 2025,2 contribuciones,R.A,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,0.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e9/60/default-avatar-2020-64.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e3/1f/default-avatar-2020-46.jpg?w=100&h=-1&s=1,,2.0
1775668591-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d14976329-Reviews-Malafemmena-Madrid.html,A’ Parmigiana a Madrid,Gustavo Lomelli,Bella sorpresa de la cocina Napoletana escondida en el barrio Salamanca de Madrid . La Parmigiana  es un espectáculo que  llevará a tú paladar a Napoli  ….’a parmigiana e venuta veramente buona   …complimenti !  Cocinada a la perfección!   La lasagna fue otro de los platos que probé y también es una exquisitez ! Ragazzi siete stati bravi !,177 contribuciones,Escrita el 7 de diciembre de 2024,"Grazie mille, sei troppo gentile! Es un placer para mi y para todo mi equipo recibir a clientes tan amables como tú. ¡Me alegra saber que nuestro trabajo ha sido de tu agrado! Malafemmena te espera ✨",Escrita el 11 de diciembre de 2024,"Atlanta, Georgia",R.A,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2e/4a/3f/7b/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2e/96/7d/63/caption.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e3/1f/default-avatar-2020-46.jpg?w=100&h=-1&s=1,,177.0
1775668591-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d14976329-Reviews-Malafemmena-Madrid.html,100% recomendado,Rayza C,Manuel y Erickson nos brindaron un excelente servicio! Además la comida y el ambiente estuvieron de lujo! 100% recomendado!,1 contribución,Escrita el 6 de diciembre de 2024,"Sono contenta che ti sia piaciuta la mia cucina, cerco sempre di dare il massimo! Perdona, la italiana que llevo dentro necesita salir de vez en cuando. ¡Muchas gracias por tu excelente reseña! Sería un placer para todo el equipo recibirte de nuevo.",Escrita el 11 de diciembre de 2024,1 contribución,R.A,Calidad/precio,Ambiente,Servicio,Comida,,,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2e/49/1d/7b/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e7/99/default-avatar-2020-57.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e3/1f/default-avatar-2020-46.jpg?w=100&h=-1&s=1,,1.0
1775668591-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d14976329-Reviews-Malafemmena-Madrid.html,"Cenamos incómodos por la ubicación, porq había mesas mejores q no nos ofrecieron",Marivi G,"Celebrábamos nuestro aniversario de boda y la Srta. que te recibe (Juliana o parecido) nos propuso cenar en la terraza cubierta que me pareció fría y preferí la sala con mantel. Parece q no le gustó mucho porq nos castigó, creo un poquito insolente, en una incómoda mesa en zona de paso, cuando a las 21:20 h el comedor estaba prácticamente vacío. A los 5 minutos ubicó a otra pareja en la mesa junto a la nuestra mas grande y en un rincón más acogedor. 
Felicitaciones a cocinero/a y resto del equipo, pero por ese feo detalle no creo q vuelva.",4 contribuciones,Escrita el 15 de noviembre de 2024,,,4 contribuciones,,Calidad/precio,Ambiente,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,0.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ec/3d/default-avatar-2020-1.jpg?w=100&h=-1&s=1,,,4.0
1775668591-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d14976329-Reviews-Malafemmena-Madrid.html,Gracias,Sunshine02552158502,"Espectacular la comida, es impresionante como Araceli estuvo pendiente de nosotros durante toda la comida. Cada vez que estamos en Madrid venimos.",2 contribuciones,Escrita el 19 de octubre de 2024,¡Hola Sunshine02552158502! ¡Es un honor para nosotros recibir una reseña como la tuya!. Sono felice di ricevere i tuoi complimenti! Le haré llegar a todo mi equipo tu valoración. ¡Ojalá siga siendo tu elección hoy y siempre!,Escrita el 18 de noviembre de 2024,"Provincia de Zaragoza, España",R.A,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,0.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ea/b2/default-avatar-2020-69.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e3/1f/default-avatar-2020-46.jpg?w=100&h=-1&s=1,,2.0
1775668591-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d14976329-Reviews-Malafemmena-Madrid.html,Recomendable,Marina P,"Nos hemos encontrado muy a gusto, la comida muy buena y el servicio mejor gracias a Aracely por estar pendiente de nosotros.",1 contribución,Escrita el 20 de septiembre de 2024,¡Hola marinapC6787VF! ¡Es un honor para nosotros recibir una reseña como la tuya!. Sono felice di ricevere i tuoi complimenti! Le haré llegar a todo mi equipo tu valoración. ¡Ojalá siga siendo tu elección hoy y siempre!,Escrita el 11 de octubre de 2024,1 contribución,R.A,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,0.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f3/e4/default-avatar-2020-30.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e3/1f/default-avatar-2020-46.jpg?w=100&h=-1&s=1,,1.0
1775668591-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d14976329-Reviews-Malafemmena-Madrid.html,Gran cena!,Rafa M,"Un sitio magnífico con una gran calidad tanto en la comida como en el servicio con especial reseña a la camarera que nos atendió, Daniela, fue realmente amable. La pizza de burrita estaba buenísima.",4 contribuciones,Escrita el 15 de septiembre de 2024,"Grazie mille, sei troppo gentile! Es un placer para mi y para todo mi equipo recibir a clientes tan amables como tú. ¡Me alegra saber que nuestro trabajo ha sido de tu agrado! Malafemmena te espera ✨",Escrita el 11 de octubre de 2024,4 contribuciones,R.A,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,0.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e9/bb/default-avatar-2020-65.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e3/1f/default-avatar-2020-46.jpg?w=100&h=-1&s=1,,4.0
1775668591-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d14976329-Reviews-Malafemmena-Madrid.html,Un must si buscas italiano,Rocio M,Araceli es un encanto y nos atendió de maravilla. Todo el personal es súper atento y fueron un paso más allá para acomodarse a mis alergias. Un italiano súper recomendable en Madrid!,2 contribuciones,Escrita el 7 de septiembre de 2024,¡Hola 525rociom! ¡Es un honor para nosotros recibir una reseña como la tuya!. Sono felice di ricevere i tuoi complimenti! Le haré llegar a todo mi equipo tu valoración. ¡Ojalá siga siendo tu elección hoy y siempre!,Escrita el 11 de octubre de 2024,2 contribuciones,R.A,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,0.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/ef/fe/c7/rocio-m.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e3/1f/default-avatar-2020-46.jpg?w=100&h=-1&s=1,,2.0
1775668591-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d14976329-Reviews-Malafemmena-Madrid.html,Buena comida,johnbY1336AK,"Ha sido una Buena comida,  bonito sitio con buen ambiente y Araceli nos ha atendido muy bien y es encantadora.. recomendado",4 contribuciones,Escrita el 6 de septiembre de 2024,"Sono contenta che ti sia piaciuta la mia cucina, cerco sempre di dare il massimo! Perdona, la italiana que llevo dentro necesita salir de vez en cuando. ¡Muchas gracias por tu excelente reseña! Sería un placer para todo el equipo recibirte de nuevo.",Escrita el 11 de octubre de 2024,4 contribuciones,R.A,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,0.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e7/7b/default-avatar-2020-56.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e3/1f/default-avatar-2020-46.jpg?w=100&h=-1&s=1,,4.0
1775668496-1,https://www.tripadvisor.es/Restaurant_Review-g187514-d14976329-Reviews-Malafemmena-Madrid.html,Buen Italiano !,ElGustaio,"Buena atención, buen lugar y comida también. Lasagna de buena calidad y todos estuvieron contentos con sus platos.",989 contribuciones,989,Escrita el 5 de abril de 2026,"Barranquilla, Colombia",,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/c2/51/0f/elgustaio.jpg?w=100&h=-1&s=1,,,,
1775668496-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d14976329-Reviews-Malafemmena-Madrid.html,Muy buena pasta,Gerson V,Silvia ha sido encantadora y nos ha atendido genial y con una sonrisa,5 contribuciones,5,Escrita el 28 de febrero de 2026,5 contribuciones,Calidad/precio,Ambiente,Servicio,Comida,,,Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/77/ae/default-avatar-2020-2.jpg?w=100&h=-1&s=1,,,,
1775668496-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d14976329-Reviews-Malafemmena-Madrid.html,Estupenda comida con mi madrina,Fernando G,Iris y Lina nos atendieron maravillosamente!!! Una gran comida.,1 contribución,1,Escrita el 22 de febrero de 2026,1 contribución,Calidad/precio,Ambiente,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e3/6a/default-avatar-2020-47.jpg?w=100&h=-1&s=1,,,,
1775668496-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d14976329-Reviews-Malafemmena-Madrid.html,Italiano elegante,Seres Comientes,"Comida italiana muy sabrosa y bien elaborada, con ingredientes de calidad. La lasaña muy buena, especialmente recomendable la pasta rellena de calabaza y el vitello tonnato imprescindible. Destacado también el postre de Nutella. El local es muy amplio, contando con un patio cerrado muy agradable y una decoración muy cuidada. El trato del personal exquisito. Precios más que razonables tomando en consideración que la comida y el ambiente son más elevados que los de un italiano habitual.",123 contribuciones,123,Escrita el 21 de febrero de 2026,"Madrid, España",Calidad/precio,Ambiente,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/16/c7/02/seres-c.jpg?w=100&h=-1&s=1,,,,
1775668496-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d14976329-Reviews-Malafemmena-Madrid.html,Un restaurante italiano de lo mejor que puedes encontrar en Madrid.,Gastrowises,Muy buena comida con alto nivel de elaboración. Buen servicio y trato muy cordial. Relación calidad precio excelente. Volveremos.,38 contribuciones,38,Escrita el 19 de febrero de 2026,38 contribuciones,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e4/2d/default-avatar-2020-48.jpg?w=100&h=-1&s=1,,,,
1775668496-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d14976329-Reviews-Malafemmena-Madrid.html,"Muy buena experiencia, buena atencion por parte de Lina",Christian David G,"Muy buena experiancia para un dia como san valentin, muy recomendable. Sobre todo la atencion de Lina, muy atenta y educada 10/10.",1 contribución,1,Escrita el 17 de febrero de 2026,1 contribución,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/06/default-avatar-2020-18.jpg?w=100&h=-1&s=1,,,,
