web_scraper_order,web_scraper_start_url,data,data2,data3,data5,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,data18,data19,data20,image,image2,image3,image4,position,data21,data22,data23,data24,data25,data26,image5,image6,image7,image8
1775471556-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d10358028-Reviews-Inclan_Brutal_Bar-Madrid.html,Cumpleaños de lujo,Ninive M,"Genial el ambiente, la profesionalidad del equipo desde cocina,coctelera a nuestra camarera Jadat,un verdadero amor","🎉🙏 Mil gracias por elegirnos para celebrar un día tan especial, vuestra energía lo hace aún más único 🌟🥂",2 contribuciones,Escrita el 25 de julio de 2025,2 contribuciones,Inclán B,Escrita el 23 de septiembre de 2025,,,Calidad/precio,Ambiente,Servicio,Comida,,,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ef/9c/default-avatar-2020-14.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/71/b2/16/inclan-b.jpg?w=100&h=-1&s=1,,2.0,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,Leer más,0,,,,,,
1775471556-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d10358028-Reviews-Inclan_Brutal_Bar-Madrid.html,Originalidad y calidad,Raúl,"Restaurante muy curioso. Nos atendió David, con mucha amabilidad y simpatía. La decoración y la presentación de los platos es curiosa cuanto menos, y la comida está muy buena.

Sin duda un gran descubrimiento y repetiría sin pensarlo","💫🙏 Mil gracias por compartir vuestra experiencia, nos alegra muchísimo que lo hayáis disfrutado tanto 🌟🥂",24 contribuciones,Escrita el 19 de julio de 2025,"Albacete, España",Inclán B,Escrita el 23 de septiembre de 2025,,,,,,,,,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/85/74/70/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ef/9c/default-avatar-2020-14.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/71/b2/16/inclan-b.jpg?w=100&h=-1&s=1,,24.0,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,Leer más,0,,,,,,
1775471556-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d10358028-Reviews-Inclan_Brutal_Bar-Madrid.html,Una pasada,Tsas,"Una experiencia inolvidable. Tanto la comida, el sitio, las bebidas y la atención de David, un 10/10
Como para repetir.  Enhorabuena equipo!","🙌✨ Mil gracias por tanta buena vibra, nos llena de alegría saber que lo habéis disfrutado 🥂🌟",17 contribuciones,Escrita el 18 de julio de 2025,"Anoeta, España",Inclán B,Escrita el 23 de septiembre de 2025,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ea/2e/default-avatar-2020-67.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/71/b2/16/inclan-b.jpg?w=100&h=-1&s=1,,17.0,,Leer más,Leer más,0,,,,,,
1775471556-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d10358028-Reviews-Inclan_Brutal_Bar-Madrid.html,Inclan Brutal Bar comida,Laura X,"Sitio fantástico, original, comida buenísima y de calidad y el servicio muy bueno, amable y encantador: Lulu nos ha atendido de maravilla, muchas gracias.","💫🙏 Mil gracias por la energía tan bonita, nos alegra muchísimo que lo hayáis disfrutado 🥂✨",2 contribuciones,Escrita el 18 de julio de 2025,2 contribuciones,Inclán B,Escrita el 23 de septiembre de 2025,,,Calidad/precio,Ambiente,Servicio,Comida,,,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/71/b2/16/inclan-b.jpg?w=100&h=-1&s=1,,2.0,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,Leer más,0,,,,,,
1775471556-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d10358028-Reviews-Inclan_Brutal_Bar-Madrid.html,Bonito y buen rollo,Wander816680,"Tuvimos una cena de servicio por Yeikol. Excelente Servicio, buena comida , bebidas muy agradables, ambiente fresco. Recomiendo risotto, croqueta y vieira. El precio es razonable. Recomendaría a la gente.","🌟🙏 Thank you so much for your kind words, your energy truly makes us shine brighter 🥂✨",1 contribución,Escrita el 15 de julio de 2025,1 contribución,Inclán B,Escrita el 23 de septiembre de 2025,Traducir respuesta,Mostrar original,Calidad/precio,Ambiente,Servicio,Comida,,Traducido automáticamente,,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/7a/f3/bc/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/e6/default-avatar-2020-45.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/71/b2/16/inclan-b.jpg?w=100&h=-1&s=1,,1.0,,Leer más,Leer más,0,,,,,,
1775471556-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d10358028-Reviews-Inclan_Brutal_Bar-Madrid.html,Divertida y de calidad,Nestor S,"Buenísima comida y la calidad, tiene una carta diferente, los cócteles geniales, el de Barbie buenísimo y la Pink Sangria increíble. El trato de Yeikol increíble.","💫🙏 Mil gracias por tan bonita energía, nos alegra muchísimo que lo hayáis disfrutado 🥂✨",1 contribución,Escrita el 15 de julio de 2025,1 contribución,Inclán B,Escrita el 23 de septiembre de 2025,,,,,,,,,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/7a/c7/70/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/11/default-avatar-2020-41.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/71/b2/16/inclan-b.jpg?w=100&h=-1&s=1,,1.0,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,Leer más,0,,,,,,
1775471539-1,https://www.tripadvisor.es/Restaurant_Review-g187514-d10358028-Reviews-Inclan_Brutal_Bar-Madrid.html,10 de 10,josé ramón f,"Fue una experiencia superr buena,la calidad de la comida expecpional. Nuestro camarero fue Francisco y desde aqui darle la enhorabuena por su  paciencia,su amabilidad y su sentido del humor.",¡Gracias! ✨ Francisco en modo 10 😄🔥 ¡os esperamos pronto!,1 contribución,Escrita el 22 de noviembre de 2025,1 contribución,Escrita el 23 de marzo de 2026,,Inclán B,,,,,,,,,,,,,,1.0,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,Leer más,Leer más,0.0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/71/b2/16/inclan-b.jpg?w=100&h=-1&s=1
1775471539-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d10358028-Reviews-Inclan_Brutal_Bar-Madrid.html,Extraordinaria,Silvia T,"Tomamos un menú degustación y espectacular se queda corto, la comida es muy buena en cuanto calidad/precio y el servicio fue extraordinario. Nos atendió Francisco y creo que no pudimos tener mejor camarero, atento, educado y encantador. Espero que podáis felicitarlo por su gran trabajo. Un 10 de 10",¡Gracias! ✨ Francisco ya está subiendo de nivel 😄🔥 ¡os esperamos pronto!,13 contribuciones,Escrita el 22 de noviembre de 2025,"La Solana, España",Escrita el 23 de marzo de 2026,Con el menú degustación lo tienes todo para salir sin hambre ni sed,Inclán B,,Consejo:,,Calidad/precio,Ambiente,Servicio,Comida,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/d0/5b/39/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/d0/5b/3a/caption.jpg?w=300&h=300&s=1,13.0,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,Leer más,Leer más,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/d0/5b/3b/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/d0/5b/38/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/4d/0f/ac/silvia-t.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/71/b2/16/inclan-b.jpg?w=100&h=-1&s=1
1775471539-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d10358028-Reviews-Inclan_Brutal_Bar-Madrid.html,Un excelente restaurante peculiar,Ldor1962,Nos reservé para venir aquí después de ver fotos de amigos en Facebook y pensé que se veía bien y diferente. Tuvimos una noche maravillosa. La comida era excelente y recomendaría cada plato que tuvimos. La presentación es fantástica. Nuestro camarero Francisco era excelente y muy atento. Fuimos temprano 18 . 45 y para cuando salimos de 21 . 30 el restaurante estaba muy ocupado con un DJ tocando. Definitivamente necesitas reservar para asegurarte de entrar. Vale la pena visitarlo si en Madrid está en la zona de restaurantes por lo que pasan muchas cosas. Un fantástico restaurante peculiar.,Thank you! ✨ Francisco on point 😄🔥 See you again soon!,315 contribuciones,Escrita el 17 de noviembre de 2025,"Tenerife, España",Escrita el 23 de marzo de 2026,,Inclán B,Traducir respuesta,,Mostrar original,,,,,Traducido automáticamente,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/c6/35/e8/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/c6/35/e9/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/c6/35/e4/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/c6/35/e6/caption.jpg?w=300&h=300&s=1,315.0,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,Leer más,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/c6/35/e7/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/c6/35/e3/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ea/74/default-avatar-2020-68.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/71/b2/16/inclan-b.jpg?w=100&h=-1&s=1
1775471539-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d10358028-Reviews-Inclan_Brutal_Bar-Madrid.html,Cuidado⚠️‼️,Agon,"Cuidado, en la cuenta te meten la propina aconsejada que se supone que te lo comentan antes de cobrar, pero en nuestro caso desde luego no fue así. Mucha sonrisa forzada y adornos, pero comida sin más.",Gracias por comentarlo 🙏 revisamos ese detalle para que todo sea siempre claro y transparente 💳✨ esperamos darte una mejor experiencia la próxima!,36 contribuciones,Escrita el 16 de noviembre de 2025,Bizkaia,Escrita el 23 de marzo de 2026,,Inclán B,,,,,,,,,,,,,,36.0,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,Leer más,Leer más,0.0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-s/01/6d/e7/99/agon.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/71/b2/16/inclan-b.jpg?w=100&h=-1&s=1
1775471539-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d10358028-Reviews-Inclan_Brutal_Bar-Madrid.html,Fabuloso restaurante,Natasha C,"Toda la experiencia fue fantástica, fue teatro, tuvimos el menú degustación y fue perfecto, la bebida es única y sabe Devine, nuestro servidor Alex era un joven encantador y muy servicial, todo el personal tenía una sonrisa en sus caras, no podemos esperar a volver",Thank you so much! 😍 We’re thrilled you loved the whole *theatrical* experience — Alex and the team will be all smiles reading this 💃🍸✨,30 contribuciones,Escrita el 21 de octubre de 2025,30 contribuciones,Escrita el 31 de octubre de 2025,,Inclán B,Traducir respuesta,,Mostrar original,,,,,Traducido automáticamente,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/76/5a/2d/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/76/5a/2e/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/76/5a/2a/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/76/5a/2b/caption.jpg?w=300&h=300&s=1,30.0,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,Leer más,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/76/5a/2c/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/76/5a/29/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ec/3d/default-avatar-2020-1.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/71/b2/16/inclan-b.jpg?w=100&h=-1&s=1
1775471539-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d10358028-Reviews-Inclan_Brutal_Bar-Madrid.html,¡Ven aquí!,chelsea j,"Francisco fue increíble! Tuvimos el Paloma y Negroni, excelentes opciones! Para comer tuvimos la lasaña de cola de buey, muy recomendable. Experiencia muy única que no decepcionó!","Thank you! 😍 Francisco will love this — we’re so glad you enjoyed the drinks, the lasagna, and the whole experience! 💃🍸✨",1 contribución,Escrita el 19 de octubre de 2025,1 contribución,Escrita el 31 de octubre de 2025,,Inclán B,Traducir respuesta,,Mostrar original,Calidad/precio,Ambiente,Servicio,Comida,Traducido automáticamente,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,,,1.0,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,Leer más,0.0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/24/default-avatar-2020-60.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/71/b2/16/inclan-b.jpg?w=100&h=-1&s=1
1775471539-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d10358028-Reviews-Inclan_Brutal_Bar-Madrid.html,Excelente,ktmgarrido,"Buenas tardes, el restaurante tiene un ambiente único donde te trasladas a otro lugar cuando estás comiendo, es de 10, hemos tenido una cena de trabajo de nueve personas, os recomiendo reservar porque aquello está full siempre, y cerramos un menú de 55€, al principio pensamos que era poca comida y os puedo asegurar que los últimos platos se fueron sin tocar una verdadera pena, la elaboración de los platos es excelente y no te sabría destacar alguno porque aquello estuvo todo rico.
El servicio muy bueno y atento a lo que pedíamos, chicos muy simpáticos. Lugar de 10 muy recomendable y os dejo algunas fotos que hablar por sí solas.",Muchísimas gracias! 😍 Nos alegra que la cena de trabajo fuera todo un éxito y que disfrutaran de la experiencia completa 💃✨ ¡Los esperamos pronto para otra velada de diez!,1307 contribuciones,Escrita el 19 de octubre de 2025,"Huelva, España",Escrita el 31 de octubre de 2025,,Inclán B,,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/73/75/ce/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/73/75/cf/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/73/75/cb/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/73/75/cc/caption.jpg?w=300&h=300&s=1,1307.0,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,Leer más,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/73/75/cd/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/73/75/ca/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/21/ed/d3/2b/ktmgarrido.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/71/b2/16/inclan-b.jpg?w=100&h=-1&s=1
1775471539-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d10358028-Reviews-Inclan_Brutal_Bar-Madrid.html,Recomendable,paco g,"Espacio muy original y excelentemente decorado, con un ambiente agradable controlado por un dj.
La comida está elaborada con productos de calidad, y la variedad abarca todos los gustos.
La raciónes son algo ajustadas, están muy bien presentadas en una vajilla rompedora por lo original y exótica, a la vez que práctica.
Amplia variedad de cócteles y mócteles, nosotros tomatos mócteles muy sabrosos y exóticamente presentados.
El servicio es atento y profesional, auque la espera entre platos resultó eterna.
Nada acertado incluir en la cuenta la propina, ésta vez por ser primera acepté la que me pusiéron en el ticket...confio en que para la próxima vez, ésta práctica haya dejado de utilizarse, porque será determinante para decidir si vuelvo a visitar este espacio.","Gracias por compartir tu experiencia tan detallada 🙏 Nos alegra que disfrutaran del ambiente, la comida y los cócteles 💫 Tomamos nota sobre la espera y el tema de la propina — tus comentarios nos ayudan a mejorar cada día 🌟",226 contribuciones,Escrita el 16 de octubre de 2025,ALBACETE,Escrita el 31 de octubre de 2025,Reservar y preveer que te van a incluir la propina en la cuenta.,Inclán B,,Consejo:,,Calidad/precio,Ambiente,Servicio,Comida,,,,,,,226.0,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,Leer más,0.0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e7/3d/default-avatar-2020-55.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/71/b2/16/inclan-b.jpg?w=100&h=-1&s=1
1775471539-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d10358028-Reviews-Inclan_Brutal_Bar-Madrid.html,Nos encantó!,Alejandra C,"40-50 €
Fui por primera vez a comer con una amiga y nos encantó! Ella ya había estado pero aun así nos dejamos aconsejar sobre las bebidas y los platos. Andre, el chico que nos atendió acertó de pleno con sus recomendaciones y su atención fue impecable. Estaba todo buenísimo y servido en platos muy originales. Sin duda volveremos.",Gracias! 😍 Andre feliz de leer tus palabras y nosotros encantados de que disfrutaran tanto 💃🍽️ ¡Los esperamos de nuevo con más sabores y sorpresas! ✨,53 contribuciones,Escrita el 12 de octubre de 2025,"Denia, España",Escrita el 31 de octubre de 2025,,Inclán B,,,,,,,,,,,,,,53.0,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,Leer más,0.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/5f/73/55/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/53/70/64/caption.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/71/b2/16/inclan-b.jpg?w=100&h=-1&s=1
1775471539-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d10358028-Reviews-Inclan_Brutal_Bar-Madrid.html,"Buen trato, buen servicio y buena calidad de comida. Volveremos a venir",miki c,"La atencion de francisco fue increiblemente buena, a parte de la comida, los cocteles espectaculares. Sin duda volveremos a venir",¡Gracias totales! 🙌✨ Encantados de que la experiencia haya sido tan buena 💫,1 contribución,Escrita el 6 de octubre de 2025,1 contribución,Escrita el 6 de octubre de 2025,,Inclán B,,,,,,,,,,,,,,1.0,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,Leer más,0.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/4f/dd/14/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f4/5d/default-avatar-2020-32.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/71/b2/16/inclan-b.jpg?w=100&h=-1&s=1
1775471539-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d10358028-Reviews-Inclan_Brutal_Bar-Madrid.html,Debes probar en Madrid,Caroline F,"Deliciosa comida servida en presentaciones festivas, gran Servicio, ambiente divertido. Recomienda el risotto de pato, la burrata, las vieiras, la ginebra / limón / cóctel de jengibre.","🌟🙏 Thank you so much for sharing your experience, your words fill us with joy and motivation 🥂✨",10 contribuciones,Escrita el 17 de septiembre de 2025,10 contribuciones,Escrita el 23 de septiembre de 2025,,Inclán B,Traducir respuesta,,Mostrar original,,,,,Traducido automáticamente,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,,,10.0,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,Leer más,0.0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/e3/default-avatar-2020-59.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/71/b2/16/inclan-b.jpg?w=100&h=-1&s=1
1775471539-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d10358028-Reviews-Inclan_Brutal_Bar-Madrid.html,Un aniversario inolvidable en Inclán Brutal Bar,MARIA,"Fuimos a celebrar nuestro aniversario en Inclán Brutal Bar y no pudimos elegir mejor. El ambiente es único, el servicio impecable y la comida sorprende en cada plato. Las zamburiñas fueron la estrella de la noche: frescas, sabrosas y presentadas con mucho detalle. Hicieron de nuestra velada un recuerdo inolvidable. ¡Un sitio al que sin duda volveremos!","💫🙏 Mil gracias por elegirnos para una fecha tan especial, vuestra energía hace la experiencia aún más inolvidable 🥂✨",2 contribuciones,Escrita el 14 de septiembre de 2025,"Madrid, España",Escrita el 23 de septiembre de 2025,,Inclán B,,,,Calidad/precio,Ambiente,Servicio,Comida,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/19/35/ed/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/19/35/ee/caption.jpg?w=300&h=300&s=1,2.0,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,Leer más,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/19/35/ef/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/19/35/ec/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/de/0a/default-avatar-2020-35.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/71/b2/16/inclan-b.jpg?w=100&h=-1&s=1
1775471539-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d10358028-Reviews-Inclan_Brutal_Bar-Madrid.html,Excelente comida!,Eric B,"Este es un restaurante temático que inicialmente no nos entusiasmaba (somos de mediana edad y tranquilos y acogedores : ) pero todo superó nuestras expectativas. Cada plato era excelente. Nos sentamos en el bar y Servicio era sólido y atento. El personal era paciente con nuestro Español pero todos podían cómico en Inglés cuando fuera necesario. Originalmente nos habían recomendado Rosy La Loca, un popular bar de tapas cercano, pero Rosy’s se reservó sólido hasta las 11 pm (este era un martes por la noche), y nos dirigió a su restaurante hermano, Inclán Brutal Bar que está dirigido por el mismo chef. Una vez más, todos nuestros platos eran excelentes.","🌟🙏 Thank you so much for sharing such a thoughtful review, your words truly make us happy and keep us motivated 🥂✨",7 contribuciones,Escrita el 11 de septiembre de 2025,"Big Sky, Montana",Escrita el 23 de septiembre de 2025,,Inclán B,Traducir respuesta,,Mostrar original,,,,,Traducido automáticamente,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,,,7.0,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,Leer más,0.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/12/b0/68/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ef/73/default-avatar-2020-13.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/71/b2/16/inclan-b.jpg?w=100&h=-1&s=1
1775471539-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d10358028-Reviews-Inclan_Brutal_Bar-Madrid.html,"Espectacular , cumpliendo siempre las espectativas en cada detalle",luis o,"3a vez que vengo y fenomenal como siempre! Comida muy riica y muy buen trato… nunca defrauda a mi al menoss , MUY RECOMENDABLE","🙌✨ Mil gracias por tanta fidelidad y cariño, nos llena de alegría tener clientes así 🌟🥂",1 contribución,Escrita el 7 de septiembre de 2025,1 contribución,Escrita el 23 de septiembre de 2025,,Inclán B,,,,Calidad/precio,Ambiente,Servicio,Comida,,,,,,,1.0,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,Leer más,0.0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/06/default-avatar-2020-18.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/71/b2/16/inclan-b.jpg?w=100&h=-1&s=1
