web_scraper_order,web_scraper_start_url,data,data2,data3,data5,position,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,image,image2,data17,image3
1775662434-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d12442637-Reviews-Oven_Mozzarella_Atocha-Madrid.html,"Experiencia en Oven Calle de Atocha | Muy rica comida, excelente servicio y ambiente muy agradable!",Barroso S,"Deliciosa comida y excelente atención por parte de Abigail. Ambiente muy acogedor, definitivamente volveremos pronto!!",1 contribución,1.0,Escrita el 21 de enero de 2025,1 contribución,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e7/3d/default-avatar-2020-55.jpg?w=100&h=-1&s=1,,0.0,
1775662434-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d12442637-Reviews-Oven_Mozzarella_Atocha-Madrid.html,Si pasas por Atocha es una muy buena opción,Maite S,"Es un restaurante muy agradable con buena comida con una atención fantástica por parte de Abigail. Todo lo que nos ha recomendado ha sido un acierto, incluido el vino. Sin duda más que recomendable.",18 contribuciones,18.0,Escrita el 5 de enero de 2025,18 contribuciones,,Calidad/precio,Ambiente,Servicio,Comida,,,,Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/7e/d3/55/maite-s.jpg?w=100&h=-1&s=1,,0.0,
1775662434-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d12442637-Reviews-Oven_Mozzarella_Atocha-Madrid.html,Guay,Yimeng Z,"Me ha gustado bastante, volvería a venir y en especial agradecer a Darío que ha sido un amor y nos ha atendido con mucha amabilidad",1 contribución,1.0,Escrita el 3 de enero de 2025,1 contribución,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e9/bb/default-avatar-2020-65.jpg?w=100&h=-1&s=1,,0.0,
1775662434-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d12442637-Reviews-Oven_Mozzarella_Atocha-Madrid.html,Excelente servicio,Cristopher F,"Un sitio para compartir entre amigos espectacular, nos atendió Abigail y nos hizo sentir como en casa, RECOMENDADO 💯 %",1 contribución,1.0,Escrita el 30 de diciembre de 2024,1 contribución,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f3/e4/default-avatar-2020-30.jpg?w=100&h=-1&s=1,,0.0,
1775662434-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d12442637-Reviews-Oven_Mozzarella_Atocha-Madrid.html,NADA RECOMENDABLE,Almudena G,"Sitio poco recomendable que no te facilita carta para poder pedir. Te obligan a elegir por carta QR, pero instalan en un  sitio sin cobertura, habiendo otros disponibles. Ante el problema dicen que tienes que usar su wifi, que es abierta,  con el peligro y exposición al jakeo que eso puedes poner. IMPRESENTABLES!!",1 contribución,1.0,Escrita el 30 de diciembre de 2024,1 contribución,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,,,0.0,
1775662434-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d12442637-Reviews-Oven_Mozzarella_Atocha-Madrid.html,Repetiremos,Bor,"Comida buena en un ambiente formidable, y atendidos impecablemente  por Andrea.
La tarta de queso espectacular .

Volveremos.",1 contribución,1.0,Escrita el 28 de diciembre de 2024,"Alcorcón, España",,Calidad/precio,Ambiente,Servicio,Comida,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/5b/default-avatar-2020-61.jpg?w=100&h=-1&s=1,,0.0,
1775662434-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d12442637-Reviews-Oven_Mozzarella_Atocha-Madrid.html,Comida muy rica,Lourdes profe,"Yileng, la camarera ha sido encantadora.  Los fagotinno muy ricos y el pan de ajo también. Muy agradable el sitio y bonito. Lo único malo que es algo caro, pero si calidad lo vale",14 contribuciones,14.0,Escrita el 26 de diciembre de 2024,"Madrid, España",,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/de/5a/default-avatar-2020-36.jpg?w=100&h=-1&s=1,,0.0,
1775662369-1,https://www.tripadvisor.es/Restaurant_Review-g187514-d12442637-Reviews-Oven_Mozzarella_Atocha-Madrid.html,No estaría en lo alto de mi lista para una visita de regreso.,Cuna Bula L,"Un lugar decente, pero en última instancia una experiencia abrumadora, principalmente debido a problemas de servicio. 

Comenzamos con focaccia mediterránea y una ensalada de espinacas y queso de cabra, ambos agradables y bien preparados. Para la alimentación, tuvimos la milanesa de ternera napolitana y pappardelle con hongos. La comida en general era sólida — nada excepcional, pero cómodamente en el rango “bueno”. 

Desafortunadamente, el servicio no coincidía con la cocina. Nuestros platos principales llegaron unos 30 minutos después de ordenar, y lo que es más sorprendente, se sirvieron con casi 5 minutos de diferencia. Tener platos para la misma mesa en diferentes momentos es un claro error de servicio y resta valor a la experiencia gastronómica general. 

El restaurante en sí es cómodo, y la comida es decente, pero la ejecución del servicio necesita mejorar. 

Teniendo en cuenta todo esto, Horno Atocha no sería mi primera opción para la cocina italiana en Madrid, ni estaría en lo alto de mi lista para una visita de regreso.",338 contribuciones,,338,Escrita el 4 de abril de 2026,"Chicago, Illinois",,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/11/default-avatar-2020-23.jpg?w=100&h=-1&s=1,,0.0,
1775662369-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d12442637-Reviews-Oven_Mozzarella_Atocha-Madrid.html,Estupendo,Mariana C,La comida era excelente! También el servicio era muy amable y Marco era muy servicial 😁,16 contribuciones,,16,Escrita el 23 de marzo de 2026,16 contribuciones,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/de/e7/default-avatar-2020-37.jpg?w=100&h=-1&s=1,,0.0,
1775662369-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d12442637-Reviews-Oven_Mozzarella_Atocha-Madrid.html,Muy buena,Rene M,"Excelente lugar, Marcos nuestro mesero fue muy atento y amigable en todo momento.",1 contribución,,1,Escrita el 23 de marzo de 2026,1 contribución,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,,,,Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f4/d0/default-avatar-2020-33.jpg?w=100&h=-1&s=1,,0.0,
1775662369-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d12442637-Reviews-Oven_Mozzarella_Atocha-Madrid.html,Rico y amabilidad,Fernando I,Focaccia trufada y carbonara clásica. Una delicia. El servicio profesional y amable. Lo recomiendo,1 contribución,,1,Escrita el 23 de marzo de 2026,1 contribución,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,,,,Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e4/2d/default-avatar-2020-48.jpg?w=100&h=-1&s=1,,0.0,
1775662369-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d12442637-Reviews-Oven_Mozzarella_Atocha-Madrid.html,Excelente servicio,Yesenia P,"Un trato exquisito, amables y buen servicio. La comida y el ambiente genial. Ayudaron y fueron muy amables con mi amiga que tiene movilidad reducida y nos permitieron dejar su scooter eléctrica para minusválidos dentro del establecimiento sin ningún problema.
Gracias! 😊",4 contribuciones,,4,Escrita el 23 de marzo de 2026,4 contribuciones,Recomiendo hacer reserva pq es un restaurante muy solicitado.,Calidad/precio,Ambiente,Servicio,Comida,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-f/01/2e/70/67/avatar045.jpg?w=100&h=-1&s=1,,0.0,
1775662369-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d12442637-Reviews-Oven_Mozzarella_Atocha-Madrid.html,Recomendable,David R,"Buena comida, buen precio y buen servicio!",2 contribuciones,,2,Escrita el 18 de marzo de 2026,2 contribuciones,Me atendió Abigaíl. Estupenda!,Calidad/precio,Ambiente,Servicio,Comida,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/79/default-avatar-2020-21.jpg?w=100&h=-1&s=1,,0.0,
1775662369-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d12442637-Reviews-Oven_Mozzarella_Atocha-Madrid.html,Comida italiana en Madrid,Ju Bottós,Comida italiana muy sabrosa y ambiente muy agradable,2 contribuciones,,2,Escrita el 15 de marzo de 2026,"Brusque, SC","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,,,,Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/df/2b/default-avatar-2020-39.jpg?w=100&h=-1&s=1,,0.0,
1775662369-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d12442637-Reviews-Oven_Mozzarella_Atocha-Madrid.html,Muy buena comida y mejor atención,Patricia Menéndez Álvarez,Muy buena atención y muy buen servicio.,33 contribuciones,,33,Escrita el 15 de marzo de 2026,"Pravia, España","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,,,,Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/5a/66/c2/patriciallombano.jpg?w=100&h=-1&s=1,,0.0,
1775662369-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d12442637-Reviews-Oven_Mozzarella_Atocha-Madrid.html,Una muy buena opción,rebeca g,"Una comida muy rica y el camarero que nos ha atendido, Marcos, muy agradable y super atento... volveremos",6 contribuciones,,6,Escrita el 14 de marzo de 2026,6 contribuciones,,Servicio,,Comida,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/bd/df/d9/rebeca-g.jpg?w=100&h=-1&s=1,,0.0,
1775662369-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d12442637-Reviews-Oven_Mozzarella_Atocha-Madrid.html,Muy recomendable,Vacation32428501548,"La atención de Marco impecable. Todo el personal muy atento y amable, volvería una y otra vez.",1 contribución,,1,Escrita el 14 de marzo de 2026,1 contribución,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,,,,Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/a3/default-avatar-2020-38.jpg?w=100&h=-1&s=1,,0.0,
1775662369-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d12442637-Reviews-Oven_Mozzarella_Atocha-Madrid.html,Buen servicio,Inmaculada T,Marcos nos trató genial! Excelente servicio,3 contribuciones,,3,Escrita el 14 de marzo de 2026,3 contribuciones,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,,,,Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/e3/default-avatar-2020-59.jpg?w=100&h=-1&s=1,,0.0,
1775662369-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d12442637-Reviews-Oven_Mozzarella_Atocha-Madrid.html,Estupendo,Enrique G,"La comida muy buena, y lo mejor la atención y simpatía de Marcos, un camarero muy agradable y profesional",1 contribución,,1,Escrita el 13 de marzo de 2026,1 contribución,,Calidad/precio,Ambiente,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e9/bb/default-avatar-2020-65.jpg?w=100&h=-1&s=1,,0.0,
1775662369-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d12442637-Reviews-Oven_Mozzarella_Atocha-Madrid.html,Para repetir,Seaside39970468178,Estuvimos un rato muy ameno. Nos atendió Kimberly de forma amable y eficiente aconsejandonos sobre los platos de la carta .Nos quedamos satisfechos. Seguramente repetiremos.,1 contribución,,1,Escrita el 1 de marzo de 2026,1 contribución,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,,,,Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e3/6a/default-avatar-2020-47.jpg?w=100&h=-1&s=1,,0.0,
1775662369-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d12442637-Reviews-Oven_Mozzarella_Atocha-Madrid.html,Recomendable,Mariana R,Marcos profesional y muy atento comida muy rica,3 contribuciones,,3,Escrita el 27 de febrero de 2026,"Madrid, España",,Calidad/precio,Ambiente,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/6d/default-avatar-2020-19.jpg?w=100&h=-1&s=1,,0.0,
1775662369-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d12442637-Reviews-Oven_Mozzarella_Atocha-Madrid.html,Comida excelente,liliannys h,Muy buena la comida y atención,1 contribución,,1,Escrita el 23 de febrero de 2026,1 contribución,,Calidad/precio,Ambiente,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/e3/default-avatar-2020-59.jpg?w=100&h=-1&s=1,,0.0,
1775662419-1,https://www.tripadvisor.es/Restaurant_Review-g187514-d12442637-Reviews-Oven_Mozzarella_Atocha-Madrid.html,Buena atención y buena comida muy recomendable lo mejor de Madridoven Atocha,Diego I,"Muy buena comida y atención de Darío Gonzales Palomino
Recomendado
Atocha
Menú amplio para la familia
Buenos precios.",3 contribuciones,3.0,Escrita el 12 de mayo de 2025,"Madrid, España",,,,,,,,,Leer más,,,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ef/73/default-avatar-2020-13.jpg?w=100&h=-1&s=1
1775662419-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d12442637-Reviews-Oven_Mozzarella_Atocha-Madrid.html,Calidad y buen trato,Juan Antonio M,Dario nos atendió de manera muy amable. La comida como siempre muy buena y de calidad. Recomendable. Sin duda volveremos,2 contribuciones,2.0,Escrita el 10 de mayo de 2025,"Motril, España",Calidad/precio,Ambiente,Servicio,Comida,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,,,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/79/default-avatar-2020-21.jpg?w=100&h=-1&s=1
1775662419-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d12442637-Reviews-Oven_Mozzarella_Atocha-Madrid.html,Excelente atención,Wanderer46535892414,"Excelente servicio, calidad y cantidad excelente y la atención al cliente es increíble
Rossana atención increíble 10/10",1 contribución,1.0,Escrita el 23 de abril de 2025,1 contribución,Calidad/precio,Ambiente,Servicio,Comida,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,,,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/7a/default-avatar-2020-25.jpg?w=100&h=-1&s=1
1775662419-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d12442637-Reviews-Oven_Mozzarella_Atocha-Madrid.html,Buena pizza y pasta,Arya,"Vi este restaurante tenía buenas críticas y estaba cerca de nuestro hotel. Hacen una gran pizza, y su pasta también era muy buena. No estaba loca por haber batido crema en mi Tinto de Verano, pero estaba bueno también. El servicio comenzó genial, pero luego el restaurante se puso bastante ocupado y nos tomó un tiempo para poder solicitar el cheque. Sin embargo, lo recomendaría para la comida.",107 contribuciones,107.0,Escrita el 19 de abril de 2025,Northern Virginia,Calidad/precio,Ambiente,Servicio,Comida,Mostrar original,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Traducido automáticamente,Leer más,,,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-s/02/bb/09/9e/fuoco.jpg?w=100&h=-1&s=1
1775662419-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d12442637-Reviews-Oven_Mozzarella_Atocha-Madrid.html,Gran comida,Kai S,Servicio amable rápido por Ksenia. La comida era genial y ella proporcionó un gran servicio. Pizza Margharita era muy bueno al igual que la pasta. Agradeció las útiles sugerencias de Ksenia.,1 contribución,1.0,Escrita el 19 de abril de 2025,1 contribución,Calidad/precio,Ambiente,Servicio,Comida,Mostrar original,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Traducido automáticamente,Leer más,,,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e9/bb/default-avatar-2020-65.jpg?w=100&h=-1&s=1
1775662419-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d12442637-Reviews-Oven_Mozzarella_Atocha-Madrid.html,Experiencia en oven mozzarella.,Paradise684648,"La atención de Kimberly fue muy detallada, minuciosa y cortés. Asimismo la comida estuvo muy bien y la disfrutamos y el servicio fue eficiente y rápido",2 contribuciones,2.0,Escrita el 18 de abril de 2025,"San Jose, Costa Rica",,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/a3/38/b5/caption.jpg?w=300&h=300&s=1,,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/df/2b/default-avatar-2020-39.jpg?w=100&h=-1&s=1
1775662419-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d12442637-Reviews-Oven_Mozzarella_Atocha-Madrid.html,Buena comida,Merxe,El restaurante italiano con buena decoración y buen ambiente. Carta variada. Pedimos una pizza muy sabrosa y masa esponjosa. La atención algo mejorable ya que estaba lleno y estaban sobrepasados.,446 contribuciones,446.0,Escrita el 8 de abril de 2025,"Jaén, España",Calidad/precio,Ambiente,Servicio,Comida,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,,,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ea/74/default-avatar-2020-68.jpg?w=100&h=-1&s=1
1775662419-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d12442637-Reviews-Oven_Mozzarella_Atocha-Madrid.html,Bueno pero no increíble,Maria J,"Era un buen restaurante en general, buen ambiente, pero por el precio, no fue alucinante. Lo recomiendo si buscas algo ligero. Muy bien situado en el centro de Madrid!",62 contribuciones,62.0,Escrita el 6 de abril de 2025,"Faro, Portugal",,,,,Mostrar original,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Traducido automáticamente,Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/89/2c/fc/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/89/2c/fd/caption.jpg?w=300&h=300&s=1,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/a2/30/ee/caption.jpg?w=100&h=-1&s=1
1775662419-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d12442637-Reviews-Oven_Mozzarella_Atocha-Madrid.html,Muy bien,Nino,"Buen servicio, la comida a tiempo y nos encantó la pizza, fácil de ubicar, definitivamente volvería a almorzar. Precios adecuados",1068 contribuciones,1068.0,Escrita el 30 de marzo de 2025,1068 contribuciones,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/7a/80/d5/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/7a/80/d6/caption.jpg?w=300&h=300&s=1,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-f/01/2e/70/6e/avatar051.jpg?w=100&h=-1&s=1
1775662419-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d12442637-Reviews-Oven_Mozzarella_Atocha-Madrid.html,Muy bueno,SorinLLL,"Muy buena comida. Buen servicio y personal amable. La pizza es increíble, pero se puede encontrar cualquier cosa, para todos los gustos. Gran menú, gran verdad. El baño está muy limpio.",370 contribuciones,370.0,Escrita el 24 de marzo de 2025,"Brasov, Rumania",,,,,Mostrar original,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Traducido automáticamente,Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/6e/dd/cb/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/6e/dd/cc/caption.jpg?w=300&h=300&s=1,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ef/32/default-avatar-2020-12.jpg?w=100&h=-1&s=1
1775662419-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d12442637-Reviews-Oven_Mozzarella_Atocha-Madrid.html,Comida encantadora,Lesleyann P,Todo estaba fresco y delicioso! Lo volvería a visitar. Unas pocas opciones en cada sección y sin problemas con o comida o servicio. También muy razonable.,76 contribuciones,76.0,Escrita el 23 de marzo de 2025,"Uddingston, Reino Unido",,,,,Mostrar original,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Traducido automáticamente,Leer más,,,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/ea/default-avatar-2020-63.jpg?w=100&h=-1&s=1
1775662419-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d12442637-Reviews-Oven_Mozzarella_Atocha-Madrid.html,Comida italiana a buen precio.,Sergio C,"Restaurante perfecto si quieres probar comida italiana a buen precio. Nos atendió KIMBERLY y nos trató fenomenal. Fue muy amable, y atenta en todo momento...Atención de 10!!
La comida muy rica...Berenjena a la Parmigiana, y luego pasta...Carbonara, con Trufa y Setas. Todo muy rico. Recomendable",280 contribuciones,280.0,Escrita el 22 de marzo de 2025,"Madrid, España",Calidad/precio,Ambiente,Servicio,Comida,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,,,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/b8/default-avatar-2020-26.jpg?w=100&h=-1&s=1
1775662419-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d12442637-Reviews-Oven_Mozzarella_Atocha-Madrid.html,Buen vino!,Jesus,"Buena comida, buen ambiente y los camareros muy majos, sonretodo Andrea que nos atendió muy bien y nos ayudó a escoger el vino :)",4 contribuciones,4.0,Escrita el 8 de marzo de 2025,4 contribuciones,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/3c/f4/45/caption.jpg?w=300&h=300&s=1,,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/83/e1/9e/jesus-l.jpg?w=100&h=-1&s=1
1775662419-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d12442637-Reviews-Oven_Mozzarella_Atocha-Madrid.html,Excelente comida!,Przemysław W,"Robert era un gran asesor y tuvimos una excelente experiencia culinaria. 
Risotto con trufas, pasta di Cristina y nero di tavola fueron un gran combo!",1 contribución,1.0,Escrita el 3 de marzo de 2025,1 contribución,,,,,Mostrar original,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Traducido automáticamente,Leer más,,,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/25/1d/14/przemyslaw-w.jpg?w=100&h=-1&s=1
1775662419-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d12442637-Reviews-Oven_Mozzarella_Atocha-Madrid.html,Meh,Companion65280386555,"Mal ambiente, mal servicio, comida extremadamente promedio. Fuimos porque había buenas críticas, no vale la pena el bombo. No es nada especial.",2 contribuciones,2.0,Escrita el 28 de febrero de 2025,2 contribuciones,Calidad/precio,Ambiente,Servicio,Comida,Mostrar original,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Traducido automáticamente,Leer más,,,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/11/default-avatar-2020-41.jpg?w=100&h=-1&s=1
1775662385-1,https://www.tripadvisor.es/Restaurant_Review-g187514-d12442637-Reviews-Oven_Mozzarella_Atocha-Madrid.html,Comida y lugar increíble,Roger P,COMIDA BUENÍSIMA Y TRATO INMEJORABLE,1 contribución,1.0,Escrita el 21 de febrero de 2026,1 contribución,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f3/e4/default-avatar-2020-30.jpg?w=100&h=-1&s=1,,0.0,
1775662385-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d12442637-Reviews-Oven_Mozzarella_Atocha-Madrid.html,Deliciosa Berenjena con parmesano,Fabiola R,"La comida y la atención muy buenas, muy recomendable",1 contribución,1.0,Escrita el 20 de febrero de 2026,1 contribución,Calidad/precio,,Ambiente,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f0/d5/default-avatar-2020-17.jpg?w=100&h=-1&s=1,,0.0,
