web_scraper_order,web_scraper_start_url,data,data2,data3,data5,data6,data7,data8,position,data9,data10,data11,data12,data13,data14,data15,data16,data17,data18,data19,data20,data21,image,image2,addresslocality,image3,image4,image5
1776247343-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d991522-Reviews-Eiffel-Madrid.html,Una pasada,Pablo H,"La comida es excelente, el personal muy hospitalario y el lugar mágico. Perfecto para una velada tranquila, ya sea con amigos, familia o pareja. Recomendable 200%","Muchas gracias por tu reseña, nos alegra haber estado a la altura de tus expectativas. Esperamos recibir tu visita nuevamente, será un placer atenderos.
un saludo
MIGUEL",1 contribución,1,Escrita el 20 de noviembre de 2022,,Escrita el 22 de noviembre de 2022,,MikeTower,Leer más,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/7a/default-avatar-2020-25.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/e4/fb/ee/miketower.jpg?w=100&h=-1&s=1,,,,
1776247343-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d991522-Reviews-Eiffel-Madrid.html,Cena magica,Katia,"Fuimos un grupo de 10 personas y disfrutamos de una noche divertida , inesperada y llena de risas y buena comida . El trato mejor imposible . Repetiremos","Muchas gracias por tu comentario! Nos alegra saber que todo fue de vuestro agrado.  En nombre de todo nuestro equipo te enviamos un cordial saludo. 
Miguel",1 contribución,1,Escrita el 13 de noviembre de 2022,,Escrita el 14 de noviembre de 2022,,MikeTower,Leer más,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/a7/default-avatar-2020-44.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/e4/fb/ee/miketower.jpg?w=100&h=-1&s=1,,,,
1776247343-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d991522-Reviews-Eiffel-Madrid.html,De lo mejor de Madrid,Esmove24,"Piensas un bar de barrio de los de toda la vida, pues será normalito y nada más lejos de la verdad. Platos elaborados riquisimos. Cachopo impresionante. Y todo a un un precio alucinante. Encima tuvieron mil detalles q hicieron la velada inolvidable.","Agradecemos  enormemente que compartas tu opinión,  ya que es el ""escaparate"" digital que todo el mundo consulta. 
Eiffel es un modesto restaurante de barrio, lo has definido perfectamente, pero los 50 años que llevamos abiertos han hecho que poco a poco evolucionemos y aprendamos, aunque sabemos que nos queda mucho por aprender.
Esperamos recibir vuestra visita nuevamente

En nombre de todo nuestro equipo te enviamos un cordial saludo 
Miguel","Madrid, España",17,Escrita el 9 de octubre de 2022,,Escrita el 11 de octubre de 2022,17 contribuciones,MikeTower,Leer más,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,,0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/26/69/24/9e/esmove.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/e4/fb/ee/miketower.jpg?w=100&h=-1&s=1,,,,
1776247343-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d991522-Reviews-Eiffel-Madrid.html,ESPECTACULAR,VELOURIA71,"Descubrir Eiffel ha sido una gratísima sorpresa, así q siempre que podemos, vamos. La relación calidad precio es espectacular y el trato que nos dispersan, inmejorable, tevtratan como uno más de la familia.

Este fin de semana fuimos en grupo  y nos ofrecieron un menú con varios entrantes de picoteo (cecina con un aliño de aove a las hierbas, croquetas cremosas, ensalada con crujiente de pollo...) que hubiera bastado para darnos por comidos. De segundo, a elegir entre bacalao a bras, lomo duroc, croquetas de marisco y su  plato estrella, el rabo de toro. Creo que robé a todos algo,  porque una vez sirvieron los platos  en la mesa envidiábamos lo q había pedido el vecino., jejeje.

Los postres, caseros (que es de muy agradecer), con una torrija para llorar (sorpresa icónica en el emplatado!), mil hojas gigante y delicioso, pan con chocolate interpretado para este milenio, al estilo magdalena de Proust , reviviendo la infancia, y la crema catalana hecha en Madrid con detalle cachondo XD.

Tienen opciones sin lactosa y sin gluten para los q lo necesitamos. 

Todo en Eiffel parece sencillo y sincero, y a la vez, le da una vuelta q lo convierte en una experiencia mágica. 

Repetiremos, claro!","Muchas gracias por tu generoso comentario! nos alegra saber que tanto nuestros platos como el trato merezcan a tu juicio la máxima puntuación posible.
Esperamos verte nuevamente, será un placer atenderte.
hasta entonces te enviamos un cordial y afectuoso saludo
MIGUEL","Madrid, España",19,Escrita el 27 de septiembre de 2022,,Escrita el 27 de septiembre de 2022,19 contribuciones,MikeTower,Leer más,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/77/ae/default-avatar-2020-2.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/e4/fb/ee/miketower.jpg?w=100&h=-1&s=1,,,,
1776247343-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d991522-Reviews-Eiffel-Madrid.html,100% recomendable!,Climber90214,"Tanto la comida como el servicio de diez!! Un sitio perfecto para ir con la familia o amigos, es la segunda vez que voy, la primera estuvimos dentro y esta vez en la terraza. Merece la pena! Seguro que repetiremos!!","Muchas gracias por tu valoración! nos alegra leer que es tu segunda visita a nuestra casa. Siempre digo que hay dos tipos de restaurantes, restaurantes para repetir, y para ""arrepentir"".
Esperamos que esa visita se siga repitiendo y esperamos no defraudarte nunca.
En nombre de todos los que formamos Eiffel te enviamos un cordial saludo!
MIGUEL",1 contribución,1,Escrita el 25 de septiembre de 2022,,Escrita el 27 de septiembre de 2022,,MikeTower,Leer más,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,,0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/77/ae/default-avatar-2020-2.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/e4/fb/ee/miketower.jpg?w=100&h=-1&s=1,,,,
1776247343-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d991522-Reviews-Eiffel-Madrid.html,Inmejorable!!,Marta M,En mi familia somos dos celiacos y nos atendieron con mucho cuidado y mimo. Además tenemos una sobrina con alergia al huevo y a la leche y le hizo unas trufas de chocolate muy ricas al momento. Trato familiar y comida de calidad. Ya hemos repetido varías veces!,"Muchas gracias por tu reseña, Marta.
nos alegra enormemente que a pesar de vuestras alergias hayais conseguido disfrutar en vuestra comida como un comensal más y que a tu sobrina le gustase nuestra versión vegana de las trufas de chocolate.
Esperamos vuestra visita nuevamente, será un placer atenderos, un saludo!

MIGUEL",4 contribuciones,4,Escrita el 13 de septiembre de 2022,,Escrita el 15 de septiembre de 2022,,MikeTower,Leer más,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,,0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/8d/f0/04/marta-m.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/e4/fb/ee/miketower.jpg?w=100&h=-1&s=1,,,,
1776247343-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d991522-Reviews-Eiffel-Madrid.html,Estupenda relación calidad precio,ALICIA M,"Me gustó todo. Los bocaditos para empezar muy ricos. El crujiente de morcilla,la brocheta de langostino, las concretas de Cabrales. Un excelente comienzo de una comida estupenda. Sabores caseros. Bacalao a Bras de lo mejorcito y el rabo de toro, de verdad, el mejor que he comido en tiempos. Un trato muy amable, personas cercanas y muy agradables.No tengo ninguna queja. La carta muy bien explicada, con FOTOS reales que no engañan a la vista. Posibilidad de medias raciones. De lo mejorcito. Volveré muy pronto. Tenemos que seguir disfrutando de esa comida deliciosa y del placer de sentirte como en casa, como si te conociesen de toda la vida. Un placer, muchas gracias","Estimada Alicia. Agradecemos enormemente tu valoración y nos alegra saber que tu visita fue tan grata como describes. El placer fue nuestro porque nos encanta nuestro trabajo. 
Te enviamos un cordial saludo y esperamos tu visita nuevamente. 
Miguel","Madrid, España",140,Escrita el 30 de julio de 2022,,Escrita el 4 de agosto de 2022,140 contribuciones,MikeTower,Leer más,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/e2/a0/10/lalove2014.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/e4/fb/ee/miketower.jpg?w=100&h=-1&s=1,,,,
1776247343-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d991522-Reviews-Eiffel-Madrid.html,MARAVILLOSO! IMPRESCINDIBLE!,VELOURIA71,"El servicio, cariñoso e impecable, sólo se mejora con la calidad del producto. Platos tradicionales exquisitos como los caseros de antaño, amor en los fogones, como el rabo de toro, guisos que te hacen sentir en casa, junto a bocados sorprendentes, trampantojos, con una excelente relación calidad/precio, todo acompañado de magia!

 Se tiene que repetir!!! Volveremos pronto!!","Muchas gracias por dedicar unos minutos a.compartir tu experiencia en Eiffel con el resto de lectores. Cada día es más importante la reputación online y comentarios como el tuyo nos ayudan y animan a seguir trabajando con la ilusión necesaria para seguir regalando sonrisas a nuestros clientes... porque leer tu reseña nos hace felices.
Gracias por elegir Eiffel, esperamos verte nuevamente y no defraudarte nunca.
Un saludo
Miguel","Madrid, España",19,Escrita el 18 de julio de 2022,,Escrita el 4 de agosto de 2022,19 contribuciones,MikeTower,Leer más,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,,0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/77/ae/default-avatar-2020-2.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/e4/fb/ee/miketower.jpg?w=100&h=-1&s=1,,,,
1776247343-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d991522-Reviews-Eiffel-Madrid.html,Fenomenal,Mar,Un sitio agradable con una cocina con opción sin gluten y sin lactosa estupenda. Siempre que venimos salimos contentos. Sin duda seguiremos viniendo,"Muchas gracias por tu reseña. Nos alegra que a pesar de las alergias siempre salgáis contentos de Eiffel, ese es nuestro principal objetivo, conseguir clientes satisfechos.
Esperamos seguir contando con vuestra confianza y no defraudaros nunca.
Miguel",7 contribuciones,7,Escrita el 17 de julio de 2022,,Escrita el 4 de agosto de 2022,,MikeTower,Leer más,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e4/59/default-avatar-2020-49.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/e4/fb/ee/miketower.jpg?w=100&h=-1&s=1,,,,
1776247329-1,https://www.tripadvisor.es/Restaurant_Review-g187514-d991522-Reviews-Eiffel-Madrid.html,Cena mágica,Carlos Ortega,"Muy bien organizadas y con platos ricos y variados,la atención excelente y la velada fenomenal.
Sin duda volveremos, pasar un buen rato con cena,copa y espectáculo,en este sitio merece la pena
Gracias","Muchas gracias por tu comentario. nos alegra saber que pasasteis una buena velada. Esperamos veros nuevamente y os enviamos un cordial saludo
MIGUEL",1 contribución,Escrita el 1 de marzo de 2023,Escrita el 3 de marzo de 2023,1.0,,MikeTower,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ea/b2/default-avatar-2020-69.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/e4/fb/ee/miketower.jpg?w=100&h=-1&s=1,,,,
1776247329-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d991522-Reviews-Eiffel-Madrid.html,Inolvidable,JuanAN,Merece la pena. Muy rico todo y una atención inigualable. Hemos ido ya una docena de veces y nunca defrauda!,"Muchas gracias por tu reseña, Juan:
Esperamos seguir contando con tu confianza  y  recibir vuestra visita muchas más docenas de veces. En nombre de todos los que formamos Eiffel te enviamos un cordial saludo
MIGUEL",2 contribuciones,Escrita el 27 de febrero de 2023,Escrita el 28 de febrero de 2023,2.0,,MikeTower,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e9/ef/default-avatar-2020-66.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/e4/fb/ee/miketower.jpg?w=100&h=-1&s=1,,,,
1776247329-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d991522-Reviews-Eiffel-Madrid.html,"Cena de magia, espectacular",MARTA G,"Nos ha encantado, tanto la cena que estaba riquísima como la atención que fue estupendo y por supuesto que no falte añadir que el espectáculo estuvo genial, un 10 en todo. Gracias por esta gran noche","Muchas gracias por tu comentario, Marta. A nosotros también nos encanta saber que todo fue de vuestro agrado. Un saludo
MIGUEL",2 contribuciones,Escrita el 27 de febrero de 2023,Escrita el 28 de febrero de 2023,2.0,,MikeTower,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/77/ae/default-avatar-2020-2.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/e4/fb/ee/miketower.jpg?w=100&h=-1&s=1,,,,
1776247329-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d991522-Reviews-Eiffel-Madrid.html,Cena Magica,Fra T,"Cena magica magnifica, comida de calidad y organización top!  Hemos estado muy a gusto. Volveremos!!!","Muchas gracias por tu comentario. Nos alegra saber que tanto la calidad como el servicio hayan sido de vuestro agrado.
En nombre de todo nuestro equipo te enviamos un cordial saludo

MIGUEL",1 contribución,Escrita el 26 de febrero de 2023,Escrita el 28 de febrero de 2023,1.0,,MikeTower,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e9/ef/default-avatar-2020-66.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/e4/fb/ee/miketower.jpg?w=100&h=-1&s=1,,,,
1776247329-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d991522-Reviews-Eiffel-Madrid.html,Genial,Azucena F,"Diversión asegurada. La organización y el trato muy buenos. Merece la pena, es 100% recomendable
Volveremos sin duda","Muchas gracias por tu excelente valoración. Esperamos esa visita que nos prometemos y en nombre de todo nuestro equipo te enviamos un cordial saludo
MIGUEL",3 contribuciones,Escrita el 26 de febrero de 2023,Escrita el 28 de febrero de 2023,3.0,,MikeTower,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f3/e4/default-avatar-2020-30.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/e4/fb/ee/miketower.jpg?w=100&h=-1&s=1,,,,
1776247329-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d991522-Reviews-Eiffel-Madrid.html,Nunca falla,fernando,"Hemos ido a cenar unas raciones,Torreznos,Alcachofas confitadas,Bacalao Bras y todo buenísimo,la atención y amabilidad,te hacen sentir como en casa . Volveremos,gracias","Por el título de tu reseña intuyo que no es la primera vez que nos visitas, y eso es buena señal. Siempre que digo que hay dos tipos de restaurantes, restaurantes para repetir y restaurantes para arrepentir. Nosotros intentamos estar en la primera de las opciones.
Esperamos seguir contando con vuestra confianza y no defraudaros nunca. Un saludo
MIGUEL","Leganés, España",Escrita el 25 de febrero de 2023,Escrita el 28 de febrero de 2023,4.0,4 contribuciones,MikeTower,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/de/e7/default-avatar-2020-37.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/e4/fb/ee/miketower.jpg?w=100&h=-1&s=1,,,,
1776247329-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d991522-Reviews-Eiffel-Madrid.html,Antiguos alumnos de la Complutense,Paz Sánchez,"Hace unos días un grupo de amigos celebramos una comida. Todo resultó de maravilla. La calidad de la "" materia prima"" y la amabilidad de las personas que nos atendieron. Trufitas heladas y chupitos por cuenta de la casa.  La comi riquísimo y unos precios más que aceptables.
Todo el mundo se fue contento.
Muchas gracias, restaurante Eiffel.","Muchas gracias a vosotros por elegir Eiffel para vuestra reunión. Esperamos recibir vuestra visita nuevamente y no defraudaros nunca.
Un cordial saludo
MIGUEL","Madrid, España",Escrita el 13 de febrero de 2023,Escrita el 28 de febrero de 2023,1.0,1 contribución,MikeTower,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/42/default-avatar-2020-20.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/e4/fb/ee/miketower.jpg?w=100&h=-1&s=1,,,,
1776247329-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d991522-Reviews-Eiffel-Madrid.html,Cenas mágica,María José G,"Una firma estupenda de combinar la comida con un espectáculo, primero una cena degustación con 3 entrantes y luego 2 platos principales, después el espectáculo con una copa","Muchas gracias por dedicar unos minutos a compartir tu opinión acerca de Eiffel, para nosotros es muy importante.
Esperamos verte pronto, un saludo
MIGUEL",4 contribuciones,Escrita el 12 de febrero de 2023,Escrita el 28 de febrero de 2023,4.0,,MikeTower,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ef/32/default-avatar-2020-12.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/e4/fb/ee/miketower.jpg?w=100&h=-1&s=1,,,,
1776247329-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d991522-Reviews-Eiffel-Madrid.html,Cenas Mágicas estupendas,carmen c,Cena y espectáculo maravilloso. Cálidas precio estupendo. Todo el personal muy amable y cordial servicio profesional y cálido. Espectáculo muy bueno. En resumen totalmente recomendable.,"Muchas gracias por tu reseña, nos alegra que todo haya sido de vuestro agrado. Esperamos veros nuevamente.
un saludo
MIGUEL",1 contribución,Escrita el 12 de febrero de 2023,Escrita el 28 de febrero de 2023,1.0,,MikeTower,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/91/default-avatar-2020-62.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/e4/fb/ee/miketower.jpg?w=100&h=-1&s=1,,,,
1776247329-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d991522-Reviews-Eiffel-Madrid.html,Cenas mágicas,Jose M B,"Maravillosa noche, comida muy buena, mágia maravillosa y atención magnífica. Todo en buena compañía👍👍👏👏.","Muchas gracias por tu reseña, Jose. Nos alegra que todo fuese de vuestro agrado. esperamos verte nuevamente, será un placer recibir vuestra visita.
en nombre de todo nuestro equipo os enviamos un cordial saludo
MIGUEL",3 contribuciones,Escrita el 12 de febrero de 2023,Escrita el 17 de febrero de 2023,3.0,,MikeTower,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/79/default-avatar-2020-21.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/e4/fb/ee/miketower.jpg?w=100&h=-1&s=1,,,,
1776247329-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d991522-Reviews-Eiffel-Madrid.html,Comida de empresa,jose m,"Era una comida de empresa con dieciocho comensales, nos atendieron pronto y bien, tematizaron la sala con logos de nuestra empresa en una pantalla y tambien la carta, el menú fue de buena calidad, la atención fue muy buena nos atendieron pronto y bien por lo que recomiendo el sitio tanto para comidas de grupo como particulares.","Gracias por tu recomendación, nos alegra que vuestra reunión de empresa haya sido de vuestro agrado y que tanto nuestro menú como nuestra atención estuviesen a la altura de vuestras expectativas. En nombre de todo nuestro equipo os enviamos un cordial saludo
MIGUEL",2 contribuciones,Escrita el 22 de enero de 2023,Escrita el 26 de enero de 2023,2.0,,MikeTower,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/7a/default-avatar-2020-25.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/e4/fb/ee/miketower.jpg?w=100&h=-1&s=1,,,,
