web_scraper_order,web_scraper_start_url,data,data2,data3,data4,data5,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,data18,data19,data20,data21,image,image2,image3,position
1776263413-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d26271928-Reviews-Steakburger_Las_Tablas-Madrid.html,Cena estupenda y familiar,Javier V,"Muchas gracias a Seba y Dani por su detallada y considerada atención. Un placer y la comida buenísima!ñ, carmen excelente!!",,1 contribución,Escrita el 11 de junio de 2024,"Muchísimas gracias por su reseña, ha sido un gusto poder atenderlos. ¡Hasta pronto!",1,1 contribución,SteakBurger L,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Escrita el 18 de junio de 2024,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,1.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/77/ae/default-avatar-2020-2.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e3/1f/default-avatar-2020-46.jpg?w=100&h=-1&s=1,
1776263413-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d26271928-Reviews-Steakburger_Las_Tablas-Madrid.html,Hamburguesas riquísimas,Carolina P,"Hemos ido a comer en familia, y nos ha encantado! Abre ininterrumpidamente lo cual es perfecto para ese día que se te hace tarde... Selene nos atendió fenomenal, fue muy simpática y estuvo pendiente de todo!",,2 contribuciones,Escrita el 8 de junio de 2024,"Muchas gracias por su reseña. Nos alegra saber que les haya gustado, estaremos encantados de atenderlos de nuevo. ¡Hasta la próxima!",2,2 contribuciones,SteakBurger L,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Escrita el 18 de junio de 2024,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,1.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f0/9f/default-avatar-2020-16.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e3/1f/default-avatar-2020-46.jpg?w=100&h=-1&s=1,
1776263413-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d26271928-Reviews-Steakburger_Las_Tablas-Madrid.html,"Muy bonito, pero decepcionante",Muraek,"Cenamos un viernes noche pidiendo: Nachos y Chuletón de la Finca.
Los Nachos los trajeron fríos y nos trajeron otros. La verdad es que estaban algo más calientes, pero tampoco mucho. Al menos, de sabor estaban bien.
El Chuletón estaba de sabor bueno, pero, de nuevo, problema con la temperatura: estaba templada (que no caliente). Además, tenía ternilla (o algo similar) que a mi hijo se le hacían bola. Vamos, que no comía cómodo.
Llegué a la conclusión que los platos/pizarra en los que servían la comida no estaban bien calientes, con lo que la comida se enfriaba muy rápido. De hecho, según llegó el Chuletón la pizarra no quemaba. Y ya sabéis que en muchos sitios te avisan que el plato está caliente, aquí no hacía falta avisar porque no quemaba.
También, comimos de postre tarta de queso. Buen postre y rico.
Aunque lo mejor, la Sangría. Eso sí, has de estar dispuesto a pagarla casi como precio de copa.
Conclusión: con toda la oferta gastronómica que hay en la zona, me costará volver. Quizá porque me vea arrastrado. O, quizá, porque vaya a beber Sangría. :)
P.D.: no da buena imagen en un restaurante que habiendo tantas mesas vacías usadas, estén sin recoger. Quizá los camareros estén saturados.",,22 contribuciones,Escrita el 1 de junio de 2024,"¡Muy buenas! Gracias por su reseña, siempre hacemos lo posible por mejorar y ofrecer el mejor trato a nuestros clientes. Sentimos mucho que aquella noche no pudieran salir satisfechos y agradados con nuestro servicio. Ante el imprevisto de tener muchos más clientes de los esperados y con el personal con el que contábamos hicimos todo lo que pudimos por atender a todos lo mejorar posible, por supuesto no siempre todo sale perfecto, pero siempre intentamos hacerlo lo mejor posible.
Esperamos que a la próxima puedan disfrutar del ambiente y de la comida.",22,"Alcobendas, España",SteakBurger L,Calidad/precio,Ambiente,Servicio,Comida,Pedid Sangría. Está muy buena (ojo con el precio),,Escrita el 18 de junio de 2024,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/71/ca/3e/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e5/66/default-avatar-2020-53.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e3/1f/default-avatar-2020-46.jpg?w=100&h=-1&s=1,
1776263413-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d26271928-Reviews-Steakburger_Las_Tablas-Madrid.html,"La comisaría y el servicio muy bueno, el local espectacular y muy bien organizado todo.",Nicolás C,"Este sitio debería tener más clientes, es espectacular todo. El servicio es de 10, Dani y Valeria nos han estado atendiendo muy bien y atentos a todo lo que necesitábamos incluso recomendandonos la comida más buena. La comida estaba espectacular sobre todo la carne de la hamburguesa y una gran variedad de postres, pero con el helado de dulce de leche como estrella de los postres",,1 contribución,Escrita el 30 de mayo de 2024,"Muchísimas gracias por su comentario tan positivo. Nos complace saber que lo haya encontrado delicioso y variado y, sobre todo, que le haya complacido la atención de nuestros empleados.  ¡Esperamos verlo de nuevo pronto!",1,1 contribución,SteakBurger L,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Escrita el 18 de junio de 2024,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,1.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/6f/1a/c9/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/de/5a/default-avatar-2020-36.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e3/1f/default-avatar-2020-46.jpg?w=100&h=-1&s=1,
1776263399-1,https://www.tripadvisor.es/Restaurant_Review-g187514-d26271928-Reviews-Steakburger_Las_Tablas-Madrid.html,Buena comida,Mario D,"El restaurante mas bonito del barrio, con una oferta variada y ajustada y con una atencion excelente ( hoy Selene)
La.hamburguesa de pollo crispy hoy estaba realmente buena",,1 contribución,Escrita el 12 de noviembre de 2024,1.0,,,,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0.0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/a3/default-avatar-2020-38.jpg?w=100&h=-1&s=1,
1776263399-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d26271928-Reviews-Steakburger_Las_Tablas-Madrid.html,,,,,,,,Explora ahora,Descubre Egipto,Este contenido está patrocinado por Experience Egypt. Ves este anuncio porque su contenido es similar a contenido que tú has mirado antes. Puede que el patrocinador haya pagado para promocionar contenido en Tripadvisor.,Descubre por qué a los viajeros como tú les encanta Egipto,Patrocinado por Experience Egypt,,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/13/8e/38/caption.jpg?w=400&h=400&s=1,,,
1776263399-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d26271928-Reviews-Steakburger_Las_Tablas-Madrid.html,Buena comida en familia,Johnny,Excelente atención de Selene. Todo bien con la comida y bebidas y el sitio muy agradable con música agradable volveremos,,3 contribuciones,Escrita el 9 de noviembre de 2024,3.0,,,,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0.0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/77/ae/default-avatar-2020-2.jpg?w=100&h=-1&s=1,
1776263399-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d26271928-Reviews-Steakburger_Las_Tablas-Madrid.html,Espectacular y superagradable,francisco c,"Nachos, alitas, entrecotte, pollo parrilla, tarta de queso y lo mejor de todo nuestra csmarera Selene!! De 10. Volveremos",,7 contribuciones,Escrita el 9 de noviembre de 2024,7.0,,,,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0.0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/79/default-avatar-2020-21.jpg?w=100&h=-1&s=1,
1776263399-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d26271928-Reviews-Steakburger_Las_Tablas-Madrid.html,Suuuuuuper recomendable,Idoia C,"Las hamburguesas brutales pero lo mejor de todo las patatas fritas, crujientes y muy sabrosas 
El abanico suuuuuuper recomendable 💕💕💕 me ha encantado",,1 contribución,Escrita el 9 de noviembre de 2024,1.0,,,,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0.0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/e3/default-avatar-2020-59.jpg?w=100&h=-1&s=1,
1776263399-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d26271928-Reviews-Steakburger_Las_Tablas-Madrid.html,Todo fenomenal,Noelia M,"Nos ha gustado muchísimo la comida y el restauraste. La atención de Selene ha sido buenísima, muy amable y pendiente de todo. Volveremos seguro.",,1 contribución,Escrita el 30 de octubre de 2024,1.0,,,,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0.0,,,,,
1776263399-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d26271928-Reviews-Steakburger_Las_Tablas-Madrid.html,Excelente experiencia,Javier B,El menú del día muy rico y muy buena la atención recibida en la mesa por parte de Selene y con decoración de Halloween. Volveremos! Gracias!,,3 contribuciones,Escrita el 25 de octubre de 2024,3.0,,,,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0.0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f4/20/default-avatar-2020-31.jpg?w=100&h=-1&s=1,
1776263399-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d26271928-Reviews-Steakburger_Las_Tablas-Madrid.html,,,,,,,,Explora ahora,Descubre Marruecos,Este contenido está patrocinado por Morocco. Ves este anuncio porque su contenido es similar a contenido que tú has mirado antes. Puede que el patrocinador haya pagado para promocionar contenido en Tripadvisor.,Descubre por qué a los viajeros como tú les encanta Marruecos,Patrocinado por Morocco,,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/fb/25/a5/caption.jpg?w=400&h=400&s=1,,,
1776263399-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d26271928-Reviews-Steakburger_Las_Tablas-Madrid.html,Volveremos seguro,Aniuska S,"Una experiencia genial, Selene ha sido muy amable, la atención ha sido inmejorable. Volveremos sin lugar a dudas. Las hamburguesas estaban buenísimas.",,2 contribuciones,Escrita el 23 de octubre de 2024,2.0,,,,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0.0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/de/0a/default-avatar-2020-35.jpg?w=100&h=-1&s=1,
1776263399-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d26271928-Reviews-Steakburger_Las_Tablas-Madrid.html,Volveremos seguro,Nacho A,"Todo estaba espectacular. Empezamos con unos sticks de queso, luego una hamburguesa original que tenia un sabor increíble y de postre el brownie riquísimo. El trato de Selene fue de 10. No se puede ser más atenta y simpática.",,1 contribución,Escrita el 23 de octubre de 2024,1.0,,,,,,Calidad/precio,Ambiente,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0.0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2d/df/f2/e4/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f4/20/default-avatar-2020-31.jpg?w=100&h=-1&s=1,
1776263399-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d26271928-Reviews-Steakburger_Las_Tablas-Madrid.html,super recomendado,Vivian Amparo O,"Nos encanto, la comida y el servicio, la comida y el trato de los camareros muy bueno, sólo recomiendo que el pan cuando es una pareja se piense en 2 y no en 1, del resto andres y la chica peruana, nos atendieron de lujo. Volvería sin duda.",,1 contribución,Escrita el 19 de octubre de 2024,1.0,,,,,,Calidad/precio,Ambiente,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0.0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2d/d5/8a/b9/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e9/bb/default-avatar-2020-65.jpg?w=100&h=-1&s=1,
1776263399-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d26271928-Reviews-Steakburger_Las_Tablas-Madrid.html,La mejor CHICHA en Las Tablas!!!,Pepe G,"Sigue siendo la mejor opción para disfrutar de carne decente en Las Tablas. Relación calidad/precio muy por encima de la media del barrio, un servicio exquisito, una bodega sencilla pero a la altura de la oferta gastronómica. En fin, lo que puede buscar cualquiera con ganas de comer calidad y disfrutar de un buen servicio a precio razonable. Para volver y recomendar, sobre todo el servicio, amable, cercano y muy informado de la oferta gastronómica. Buenas opciones dulces y gran surtido de tragos para la sobremesa. Y no te levantan con prisa!!! Que están abiertos todo el rato, nota a tomar en cuenta.",,59 contribuciones,Escrita el 19 de octubre de 2024,59.0,,,,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0.0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/ba/82/3d/caption.jpg?w=100&h=-1&s=1,
1776263399-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d26271928-Reviews-Steakburger_Las_Tablas-Madrid.html,Comida fantástica y atención excepcional,Juan Jose M,"Nos atendió Selene, encantadora y muy eficiente, la comida excepcional, el punto de la carne como en pocos sitios. No es la primera vez que venimos, ni será la última",,1 contribución,Escrita el 19 de octubre de 2024,1.0,,,,,,Calidad/precio,Ambiente,Servicio,Comida,,,Leer más,0.0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ea/2e/default-avatar-2020-67.jpg?w=100&h=-1&s=1,
1776263399-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d26271928-Reviews-Steakburger_Las_Tablas-Madrid.html,,,,,,,,Explora ahora,Descubre Hiroshima,Este contenido está patrocinado por Hiroshima Tourism(HIT). Ves este anuncio porque su contenido es similar a contenido que tú has mirado antes. Puede que el patrocinador haya pagado para promocionar contenido en Tripadvisor.,Descubre por qué a los viajeros como tú les encanta Hiroshima,Patrocinado por Hiroshima Tourism(HIT),,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/a4/aa/02/caption.jpg?w=400&h=400&s=1,,,
1776263399-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d26271928-Reviews-Steakburger_Las_Tablas-Madrid.html,Muy buena comida y servicio amable,Humberto R,Excelente servicio y hamburguesa de muy buen gusto como siempre. Incluso trajo a mi querido perro Tsuki que fue bien recibido. Selene era muy amable y me sentí como en casa!,,1 contribución,Escrita el 19 de octubre de 2024,1.0,,,,,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0.0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2d/d4/d8/06/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ef/9c/default-avatar-2020-14.jpg?w=100&h=-1&s=1,
1776263399-16,https://www.tripadvisor.es/Restaurant_Review-g187514-d26271928-Reviews-Steakburger_Las_Tablas-Madrid.html,buenisima atencion,Leyre B,"fuimos un grupo muy numeroso para celebrar un cumpleaños y la atención fue estupenda sobre por parte de Daniel, Selene y Luisa. Estuvimos muy a gusto y toda la comida riquisima. Repetimos sin duda",,1 contribución,Escrita el 19 de octubre de 2024,1.0,,,,,,Calidad/precio,Ambiente,Servicio,Comida,,,Leer más,0.0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e6/ea/default-avatar-2020-54.jpg?w=100&h=-1&s=1,
1776263399-17,https://www.tripadvisor.es/Restaurant_Review-g187514-d26271928-Reviews-Steakburger_Las_Tablas-Madrid.html,Todo bien,Trip60692431688,"Todo fenomenal, especialmente la atención de Paco. La comida todo bueno y el ambiente genial.
Volveremos sin duda. Gracias",,2 contribuciones,Escrita el 16 de octubre de 2024,2.0,,,,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0.0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e5/2b/default-avatar-2020-52.jpg?w=100&h=-1&s=1,
1776263399-18,https://www.tripadvisor.es/Restaurant_Review-g187514-d26271928-Reviews-Steakburger_Las_Tablas-Madrid.html,Buen servicio y carne excelente,Jaime C,"Perfecto, muy buena carne y atención rápida. Tomamos con amigos varias hamburguesas y todos ellos quedaron muy satisfechos.",,1 contribución,Escrita el 16 de octubre de 2024,1.0,,,,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0.0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f6/0d/default-avatar-2020-34.jpg?w=100&h=-1&s=1,
1776263348-1,https://www.tripadvisor.es/Restaurant_Review-g187514-d26271928-Reviews-Steakburger_Las_Tablas-Madrid.html,,,,,,,,,,,,,,,,,,,,,,,,,
1776263348-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d26271928-Reviews-Steakburger_Las_Tablas-Madrid.html,"Comida, ambiente y atención estupenda",Jael T,La comida estupenda y la atención 10/10. Paco estuvo pendiente de todo en todo momento.,,2 contribuciones,Escrita el 3 de abril de 2026,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,2 contribuciones,,,,Leer más,0.0,,,,,2.0
1776263348-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d26271928-Reviews-Steakburger_Las_Tablas-Madrid.html,Primera vez en Steakburger,Monica G,"Hamburguesas muy ricas, y la cookie al horno espectacular para terminar la cena. Servicio a cargo de Milen, muy agradable.",,1 contribución,Escrita el 28 de marzo de 2026,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,1 contribución,,,,Leer más,0.0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f0/9f/default-avatar-2020-16.jpg?w=100&h=-1&s=1,,1.0
1776263348-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d26271928-Reviews-Steakburger_Las_Tablas-Madrid.html,Muy recomendable,Luciano G,Excelente velada de cena y música en Las Tablas. Atendidos por Milen de 1️⃣0️⃣,,6 contribuciones,Escrita el 28 de marzo de 2026,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,"Madrid, España",,,,Leer más,0.0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e9/bb/default-avatar-2020-65.jpg?w=100&h=-1&s=1,,6.0
1776263348-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d26271928-Reviews-Steakburger_Las_Tablas-Madrid.html,¡ESPECTACULAR!,Eliseo P,"Es la segunda vez que hemos venido y les damos un 10 en el trato al cliente (tanto adulto como infantil), la cocina con nutrición tan espectacular en todos los sentidos y el tipo de instalación tan acogedora.
Mención especial y reconocimiento al trabajo de Carmen, Caty, Fabiola y Deisi. Enhorabuena!!",,1 contribución,Escrita el 22 de marzo de 2026,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,1 contribución,,,,Leer más,0.0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f4/d0/default-avatar-2020-33.jpg?w=100&h=-1&s=1,,1.0
1776263348-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d26271928-Reviews-Steakburger_Las_Tablas-Madrid.html,Para repetir sin duda,Patricia M,"Una experiencia genial
Hemos ido mi pareja y yo a cenar. Nos hemos pedido boniato asado y costillar para los dos, ambos platos riquísimos. Pero sin duda, lo que más me ha enamorado ha sido el tinto de verano con granizado de limón, estaba increíble. 
El ambiente acogedor, poco ruido, la decoración bonita y el servicio excelente. Nos ha atendido Mile, una camarera simpática, amable y gran profesional.
Sin duda volveremos para repetir y probar el postre de brownie con Dubái que hoy no nos ha apetecido☺️",,3 contribuciones,Escrita el 21 de marzo de 2026,,,Calidad/precio,Ambiente,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",3 contribuciones,,,,Leer más,0.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/be/aa/cc/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/df/99/default-avatar-2020-40.jpg?w=100&h=-1&s=1,,3.0
1776263348-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d26271928-Reviews-Steakburger_Las_Tablas-Madrid.html,Volveremos sin duda !!,Juan Carlos V,"Comida de 10, pedimos  Costillar y boniato pero lo mejor el trato !!Todos los camareros son increíbles y profesionales y en especial Miren, una camarera increíble , sin duda volveremos muy pronto .",,2 contribuciones,Escrita el 21 de marzo de 2026,,,Calidad/precio,Ambiente,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",2 contribuciones,,,,Leer más,0.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/be/9c/94/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/eb/default-avatar-2020-27.jpg?w=100&h=-1&s=1,,2.0
1776263348-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d26271928-Reviews-Steakburger_Las_Tablas-Madrid.html,Cobrarnos de más,Veysi,"Fui aquí hoy. Pollo entrante frío y mal cocido. El bistec estaba bien, pero Chevy también trató de poner cosas adicionales en nuestra factura que no teníamos y nos cobró hamburguesa más que el menú. Impactante, Servicio fue malo",,7 contribuciones,Escrita el 27 de octubre de 2025,,,Calidad/precio,Ambiente,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",7 contribuciones,,,,Leer más,0.0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/4a/default-avatar-2020-42.jpg?w=100&h=-1&s=1,,7.0
1776263348-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d26271928-Reviews-Steakburger_Las_Tablas-Madrid.html,Excelente,Passport41844356637,Ensalada de pollo y quinoa muy bien presentada y rica. La hamburguesa espectacular. La atención Damaris inmejorable.,,1 contribución,Escrita el 17 de octubre de 2025,,,Calidad/precio,Ambiente,Servicio,Comida,,,1 contribución,,,,Leer más,0.0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f4/5d/default-avatar-2020-32.jpg?w=100&h=-1&s=1,,1.0
1776263348-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d26271928-Reviews-Steakburger_Las_Tablas-Madrid.html,Muy buenos platos y ambiente,Jesica P,Venimos frecuentemente ya que siempre se come muy bien. Las porciones son abundantes. El lomo bajo nunca decepciona. Gracias Dámaris por la buena atención!!,,1 contribución,Escrita el 15 de agosto de 2025,"¡Muchas gracias por tu fidelidad y por compartir tu experiencia! Nos alegra saber que siempre disfrutas de la comida y que las porciones cumplen tus expectativas. El lomo bajo es uno de nuestros platos estrella y nos encanta que nunca te decepcione. Transmitiremos tu agradecimiento a Dámaris, quien estará encantada de saber que su atención hizo tu visita aún más especial. ¡Esperamos verte pronto de nuevo!",Jaime Vicente,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,1 contribución,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Escrita el 18 de agosto de 2025,Leer más,Leer más,0.0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f4/5d/default-avatar-2020-32.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/ea/default-avatar-2020-63.jpg?w=100&h=-1&s=1,1.0
1776263348-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d26271928-Reviews-Steakburger_Las_Tablas-Madrid.html,Por fin una burguer rica!,Fabrizio S,Una de las mejores hamburguesas que me he comido en los últimos años la verdad! Y servicio impecable con Damaris y Paco. Muy recomendable.,,4 contribuciones,Escrita el 28 de julio de 2025,"¡Wow! ¡Un millón de gracias por un comentario tan increíble!

Leer que nuestra hamburguesa es una de las mejores que has probado en los últimos años es el mayor premio que podemos recibir.

Y nos llena de orgullo que destaques el servicio impecable de Damaris y Paco. Ten por seguro que les haremos llegar tus palabras, ¡les va a encantar!

Gracias de nuevo por tu fantástica recomendación. ¡Te esperamos de vuelta muy pronto!",Jaime Vicente,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,"Londres, Reino Unido","Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Escrita el 2 de agosto de 2025,Leer más,Leer más,0.0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ea/74/default-avatar-2020-68.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/ea/default-avatar-2020-63.jpg?w=100&h=-1&s=1,4.0
